,SG_Around-the-Green_RANK THIS WEEK,SG_Around-the-Green_RANK LAST WEEK,SG_Around-the-Green_PLAYER NAME,SG_Around-the-Green_ROUNDS,SG_Around-the-Green_AVERAGE,SG_Around-the-Green_TOTAL SG:ARG,SG_Around-the-Green_MEASURED ROUNDS
44,45,45,Roberto Castro,97,0.19,16.704,88
45,46,46,Matt Jones,83,0.188,11.683,62
46,T47,T47,Spencer Levin,104,0.183,15.034,82
47,T47,T47,Francesco Molinari,64,0.183,10.415,57
48,49,49,K.J. Choi,73,0.171,11.315,66
49,50,50,Louis Oosthuizen,63,0.17,7.132000000000001,42
50,51,51,Mark Wilson,66,0.163,8.957,55
51,T52,T52,Geoff Ogilvy,63,0.157,7.841,50
52,T52,T52,Patrick Rodgers,89,0.157,11.154000000000002,71
53,54,54,Rob Oppenheim,67,0.156,7.782,50
54,55,55,Paul Casey,77,0.15,8.552,57
55,56,56,Whee Kim,82,0.14800000000000002,9.606,65
56,T57,T57,Brian Harman,104,0.14,12.725999999999999,91
57,T57,T57,Brian Stuard,66,0.14,8.404,60
58,59,59,Shane Lowry,57,0.139,5.005,36
59,60,60,Jeff Overton,69,0.134,7.791,58
60,61,61,Harris English,97,0.127,9.137,72
61,62,62,Kevin Chappell,93,0.126,9.816,78
62,T63,T63,James Hahn,85,0.11599999999999999,7.973,69
63,T63,T63,Shawn Stefani,91,0.11599999999999999,8.902000000000001,77
64,65,65,Camilo Villegas,83,0.113,8.006,71
65,66,66,Cameron Tringale,81,0.10400000000000001,7.305,70
66,67,67,Dicky Pride,55,0.094,3.866,41
67,68,68,Gary Woodland,95,0.08800000000000001,6.79,77
68,69,69,Kevin Na,96,0.087,6.001,69
69,T70,T70,Jason Dufner,105,0.081,6.397,79
70,T70,T70,David Hearn,95,0.081,6.665,82
71,T72,T72,John Huh,86,0.073,5.731,78
72,T72,T72,Russell Knox,92,0.073,4.729,65
73,74,74,Will MacKenzie,84,0.07200000000000001,4.76,66
74,75,75,Dustin Johnson,87,0.07,4.322,62
75,76,76,Erik Compton,65,0.067,3.345,50
76,77,77,Michael Thompson,71,0.057999999999999996,3.05,53
77,T78,T78,Abraham Ancer,51,0.057,2.171,38
78,T78,T78,Martin Laird,82,0.057,3.987,70
79,80,80,Rory Sabbatini,57,0.054000000000000006,2.1109999999999998,39
80,81,81,Adam Scott,79,0.049,2.7430000000000003,56
81,T82,T82,Luke Guthrie,57,0.046,2.0909999999999997,45
82,T82,T82,Freddie Jacobson,86,0.046,3.26,71
83,T84,T84,Smylie Kaufman,91,0.040999999999999995,2.88,71
84,T84,T84,D.A. Points,55,0.040999999999999995,1.618,39
85,86,86,Tyler Aldridge,83,0.036000000000000004,2.383,67
86,87,87,Branden Grace,63,0.032,1.3319999999999999,42
87,88,88,Fabián Gómez,82,0.03,2.215,73
88,89,89,Daniel Summerhays,99,0.027000000000000003,2.168,79
89,90,90,Jonas Blixt,79,0.026000000000000002,1.7730000000000001,67
90,91,91,Sean O'Hair,89,0.024,2.046,84
91,92,92,Scott Stallings,74,0.023,1.4369999999999998,62
92,T93,T93,Stewart Cink,61,0.017,0.8220000000000001,49
93,T93,T93,Danny Lee,93,0.017,1.161,70
94,95,95,Hideki Matsuyama,76,0.015,0.8759999999999999,58
95,T96,T96,Derek Ernst,59,0.012,0.514,43
96,T96,T96,Steve Wheatcroft,85,0.012,0.813,70
97,98,98,Ryan Palmer,86,0.009000000000000001,0.711,78
98,99,99,D.H. Lee,61,0.006999999999999999,0.32,46
99,100,100,Luke List,79,0.004,0.27399999999999997,65
100,101,101,Sam Saunders,69,0.003,0.151,51
101,102,102,Zac Blair,99,0.001,0.04,81
102,103,103,Graeme McDowell,63,-0.003,-0.131,45
103,104,104,Scott Piercy,87,-0.009000000000000001,-0.5489999999999999,64
104,105,105,Kevin Streelman,82,-0.011000000000000001,-0.662,63
105,106,106,Derek Fathauer,94,-0.012,-0.878,75
106,107,107,Ernie Els,66,-0.013999999999999999,-0.789,56
107,T108,T108,Justin Thomas,99,-0.017,-1.31,75
108,T108,T108,Bubba Watson,72,-0.017,-0.877,51
109,110,110,Tyrone Van Aswegen,105,-0.019,-1.679,87
110,111,111,William McGirt,98,-0.028999999999999998,-2.513,88
111,112,112,Sergio Garcia,54,-0.031,-0.9620000000000001,31
112,113,113,Brooks Koepka,75,-0.033,-1.956,60
113,114,114,Russell Henley,76,-0.038,-2.6069999999999998,69
114,T115,T115,Hiroshi Iwata,85,-0.042,-2.762,66
115,T115,T115,Vaughn Taylor,72,-0.042,-2.835,67
116,117,117,Steven Bowditch,71,-0.044000000000000004,-2.419,55
117,118,118,Ken Duke,58,-0.048,-2.305,48
118,119,119,Sung Kang,89,-0.053,-3.8810000000000002,73
119,120,120,Tony Finau,95,-0.054000000000000006,-4.19,77
120,121,121,Blayne Barber,84,-0.055999999999999994,-4.18,74
121,122,122,Jerry Kelly,76,-0.059000000000000004,-3.534,60
122,T123,T123,Morgan Hoffmann,71,-0.062,-3.6639999999999997,59
123,T123,T123,Cameron Smith,73,-0.062,-2.87,46
124,T123,T123,Kyle Stanley,92,-0.062,-4.8,78
125,126,126,Brendon de Jonge,83,-0.063,-4.11,65
126,127,127,Chez Reavie,90,-0.068,-5.132999999999999,76
127,128,128,Harold Varner III,92,-0.07200000000000001,-5.678999999999999,79
128,129,129,Peter Malnati,85,-0.073,-5.419,74
129,130,130,Anirban Lahiri,72,-0.08,-3.8539999999999996,48
130,131,131,Charley Hoffman,91,-0.085,-5.961,70
131,132,132,Adam Hadwin,93,-0.094,-8.148,87
132,133,133,Daniel Berger,92,-0.1,-7.22,72
133,134,134,David Lingmerth,84,-0.10300000000000001,-6.197,60
134,T135,T135,J.J. Henry,68,-0.10400000000000001,-6.239,60
135,T135,T135,Billy Hurley III,66,-0.10400000000000001,-6.127000000000001,59
136,137,137,Patton Kizzire,93,-0.105,-7.739,74
137,T138,T138,Lucas Glover,75,-0.11,-7.39,67
138,T138,T138,Michael Kim,100,-0.11,-9.337,85
139,140,140,Billy Horschel,73,-0.11199999999999999,-6.255,56
140,141,141,Henrik Norlander,71,-0.11599999999999999,-6.051,52
141,142,142,Chris Stroud,82,-0.11900000000000001,-8.193,69
142,143,143,Kelly Kraft,63,-0.12,-5.276,44
143,T144,T144,Scott Brown,88,-0.12300000000000001,-8.514,69
144,T144,T144,Nick Taylor,83,-0.12300000000000001,-8.105,66
145,T144,T144,Jhonattan Vegas,97,-0.12300000000000001,-9.805,80
146,147,147,Kyle Reifers,115,-0.127,-12.165999999999999,96
147,148,148,Jim Herman,93,-0.129,-9.022,70
148,149,149,Andres Gonzales,80,-0.135,-8.658999999999999,64
149,150,150,Colt Knost,90,-0.139,-9.717,70
150,151,151,Chesson Hadley,81,-0.142,-9.388,66
151,152,152,Brett Stegmaier,87,-0.152,-11.429,75
152,153,153,Johnson Wagner,86,-0.154,-11.685,76
153,154,154,Mark Hubbard,101,-0.155,-12.894,83
154,155,155,Andrew Loupe,75,-0.158,-10.419,66
155,156,156,Troy Merritt,77,-0.166,-10.783,65
156,157,157,Emiliano Grillo,93,-0.16699999999999998,-12.197000000000001,73
157,158,158,George McNeill,51,-0.168,-7.737,46
158,159,159,Boo Weekley,83,-0.174,-12.386,71
159,160,160,Tom Hoge,81,-0.175,-11.0,63
160,161,161,Brendan Steele,88,-0.18899999999999997,-12.834000000000001,68
161,162,162,Jason Kokrak,89,-0.19899999999999998,-14.722999999999999,74
162,163,163,Martin Piller,59,-0.231,-10.628,46
163,164,164,Robert Garrigus,69,-0.242,-13.05,54
164,165,165,John Senden,88,-0.25,-19.477,78
165,166,166,Willy Wilcox,67,-0.261,-14.898,57
166,167,167,Jason Bohn,67,-0.265,-15.654000000000002,59
167,168,168,Steve Marino,72,-0.272,-14.943,55
168,169,169,Ben Martin,92,-0.27699999999999997,-22.143,80
169,170,170,Carlos Ortiz,79,-0.278,-16.691,60
170,171,171,Greg Owen,85,-0.28,-19.011,68
171,172,172,Hunter Mahan,61,-0.311,-15.218,49
172,173,173,Kevin Kisner,97,-0.331,-24.127,73
173,174,174,Wes Roach,59,-0.33799999999999997,-14.522,43
174,175,175,Robert Allenby,51,-0.368,-15.100999999999999,41
175,T176,T176,Rhein Gibson,58,-0.376,-16.528,44
176,T176,T176,Scott Pinckney,87,-0.376,-26.714000000000002,71
177,178,178,Thomas Aiken,70,-0.39,-18.711,48
178,179,179,Andrew Landry,53,-0.396,-13.057,33
179,180,180,Dawie van der Walt,72,-0.41,-22.967,56
180,181,181,Bronson Burgoon,83,-0.41700000000000004,-26.701999999999998,64
181,182,182,Ángel Cabrera,62,-0.54,-25.910999999999998,48
182,183,183,Hudson Swafford,104,-0.578,-52.611999999999995,91
183,184,184,Graham DeLaet,70,-0.586,-33.959,58
184,185,185,Jason Gore,78,-0.619,-36.538000000000004,59
