,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
40,T40,T40,Adam Hadwin,93,"8' 9""",1070.917,122,97
41,T40,T40,Steve Stricker,53,"8' 9""",650.4169999999999,74,1
42,T40,T40,Vaughn Taylor,72,"8' 9""",860.25,98,163
43,T44,T44,Stuart Appleby,71,"8' 10""",874.0,99,14
44,T44,T44,Zac Blair,99,"8' 10""",1279.667,145,16
45,T44,T44,Chris Kirk,90,"8' 10""",1161.75,131,16
46,T44,T44,Adam Scott,79,"8' 10""",627.4169999999999,71,74
47,T48,T48,Ben Crane,80,"8' 11""",913.3330000000001,102,31
48,T48,T48,Charles Howell III,91,"8' 11""",879.0,99,44
49,T48,T48,Peter Malnati,85,"8' 11""",1008.0830000000001,113,87
50,T48,T48,Michael Thompson,71,"8' 11""",444.75,50,116
51,T52,T52,K.J. Choi,73,"9' 0""",1056.75,117,33
52,T52,T52,Rickie Fowler,80,"9' 0""",873.6669999999999,97,21
53,T52,T52,Branden Grace,63,"9' 0""",532.3330000000001,59,82
54,T52,T52,Russell Knox,92,"9' 0""",847.3330000000001,94,28
55,T52,T52,D.H. Lee,61,"9' 0""",591.4169999999999,66,183
56,T52,T52,Troy Merritt,77,"9' 0""",993.0830000000001,110,107
57,T52,T52,Rob Oppenheim,67,"9' 0""",695.0830000000001,77,72
58,T52,T52,Brendan Steele,88,"9' 0""",711.3330000000001,79,162
59,T60,T60,Jason Bohn,67,"9' 1""",829.0,91,144
60,T60,T60,Alex Cejka,71,"9' 1""",508.917,56,3
61,T60,T60,Harris English,97,"9' 1""",943.1669999999999,104,63
62,T60,T60,Brian Harman,104,"9' 1""",1483.5,164,38
63,T60,T60,Kevin Na,96,"9' 1""",956.6669999999999,105,89
64,T60,T60,David Toms,62,"9' 1""",660.9169999999999,73,43
65,T66,T66,Abraham Ancer,51,"9' 2""",458.583,50,131
66,T66,T66,Ken Duke,58,"9' 2""",868.0,95,177
67,T66,T66,Robert Garrigus,69,"9' 2""",586.5,64,172
68,T66,T66,Dicky Pride,55,"9' 2""",633.75,69,67
69,T66,T66,John Senden,88,"9' 2""",1023.5,112,80
70,T66,T66,Mark Wilson,66,"9' 2""",632.0,69,54
71,T72,T72,Graham DeLaet,70,"9' 3""",852.6669999999999,92,179
72,T72,T72,Jim Furyk,52,"9' 3""",547.25,59,119
73,T72,T72,Matt Jones,83,"9' 3""",1015.5830000000001,110,140
74,T72,T72,Andrew Loupe,75,"9' 3""",879.0,95,175
75,T72,T72,William McGirt,98,"9' 3""",1410.0829999999999,153,48
76,T72,T72,Geoff Ogilvy,63,"9' 3""",702.1669999999999,76,142
77,T72,T72,Louis Oosthuizen,63,"9' 3""",663.0830000000001,72,167
78,T79,T79,Tyler Aldridge,83,"9' 4""",781.5,84,105
79,T79,T79,Blayne Barber,84,"9' 4""",860.0,92,115
80,T79,T79,Bronson Burgoon,83,"9' 4""",720.0,77,94
81,T79,T79,J.B. Holmes,77,"9' 4""",884.25,95,130
82,T79,T79,Shane Lowry,57,"9' 4""",560.3330000000001,60,169
83,T79,T79,Hideki Matsuyama,76,"9' 4""",808.75,87,46
84,T79,T79,Martin Piller,59,"9' 4""",539.0,58,90
85,T79,T79,Kyle Reifers,115,"9' 4""",1320.8329999999999,142,147
86,T79,T79,Kevin Streelman,82,"9' 4""",1015.5,109,174
87,T88,T88,Roberto Castro,97,"9' 5""",1238.167,131,62
88,T88,T88,Derek Ernst,59,"9' 5""",557.5,59,52
89,T88,T88,Patton Kizzire,93,"9' 5""",840.5830000000001,89,141
90,T88,T88,Will MacKenzie,84,"9' 5""",897.0,95,120
91,T88,T88,Willy Wilcox,67,"9' 5""",916.5830000000001,97,100
92,T93,T93,Dustin Johnson,87,"9' 6""",892.1669999999999,94,70
93,T93,T93,Whee Kim,82,"9' 6""",1045.25,110,104
94,T93,T93,Michael Kim,100,"9' 6""",1275.583,134,39
95,T93,T93,Brooks Koepka,75,"9' 6""",853.5,90,152
96,T93,T93,Vijay Singh,72,"9' 6""",1023.75,108,135
97,T98,T98,Keegan Bradley,82,"9' 7""",873.1669999999999,91,165
98,T98,T98,Kevin Chappell,93,"9' 7""",1041.0,109,79
99,T98,T98,Bill Haas,86,"9' 7""",1032.0,108,12
100,T98,T98,Sung Kang,89,"9' 7""",1025.917,107,68
101,T98,T98,D.A. Points,55,"9' 7""",469.167,49,108
102,T103,T103,Scott Brown,88,"9' 8""",1080.667,112,83
103,T103,T103,Lucas Glover,75,"9' 8""",818.1669999999999,85,123
104,T103,T103,Luke Guthrie,57,"9' 8""",542.5,56,50
105,T103,T103,David Lingmerth,84,"9' 8""",790.75,82,71
106,T103,T103,Sam Saunders,69,"9' 8""",808.8330000000001,84,132
107,T103,T103,Cameron Smith,73,"9' 8""",684.25,71,153
108,T103,T103,Shawn Stefani,91,"9' 8""",1043.083,108,49
109,T103,T103,Bubba Watson,72,"9' 8""",743.3330000000001,77,176
110,T103,T103,Gary Woodland,95,"9' 8""",1011.6669999999999,105,59
111,T112,T112,Fabián Gómez,82,"9' 9""",1201.667,123,132
112,T112,T112,Chesson Hadley,81,"9' 9""",1061.417,109,168
113,T112,T112,Ryan Palmer,86,"9' 9""",1369.0,140,114
114,T112,T112,Robert Streb,87,"9' 9""",1031.75,106,149
115,T116,T116,Daniel Berger,92,"9' 10""",1178.667,120,127
116,T116,T116,Jason Dufner,105,"9' 10""",1098.5,112,139
117,T116,T116,Ernie Els,66,"9' 10""",946.5,96,163
118,T116,T116,Emiliano Grillo,93,"9' 10""",1253.833,127,156
119,T116,T116,Seung-Yul Noh,85,"9' 10""",1096.75,112,118
120,T116,T116,Justin Thomas,99,"9' 10""",1088.917,111,151
121,T122,T122,Russell Henley,76,"9' 11""",1074.917,108,41
122,T122,T122,Rory McIlroy,69,"9' 11""",754.25,76,88
123,T122,T122,Cameron Tringale,81,"9' 11""",1183.5,119,124
124,T122,T122,Camilo Villegas,83,"9' 11""",1110.167,112,73
125,T126,T126,Paul Casey,77,"10' 1""",888.4169999999999,88,36
126,T126,T126,Colt Knost,90,"10' 1""",994.5,99,27
127,T126,T126,Nick Taylor,83,"10' 1""",1021.0,101,78
128,T126,T126,Steve Wheatcroft,85,"10' 1""",1049.083,104,54
129,T130,T130,Thomas Aiken,70,"10' 2""",599.1669999999999,59,143
130,T130,T130,Jonas Blixt,79,"10' 2""",1296.0,127,42
131,T130,T130,Billy Hurley III,66,"10' 2""",731.8330000000001,72,32
132,T130,T130,Brian Stuard,66,"10' 2""",763.0,75,23
133,T134,T134,Francesco Molinari,64,"10' 3""",807.25,79,53
134,T134,T134,Ryan Moore,86,"10' 3""",936.1669999999999,91,61
135,T134,T134,Scott Piercy,87,"10' 3""",1227.583,120,117
136,T134,T134,Harold Varner III,92,"10' 3""",1073.333,105,134
137,T134,T134,Jimmy Walker,85,"10' 3""",1063.583,104,112
138,T139,T139,Ricky Barnes,97,"10' 4""",1250.167,121,66
139,T139,T139,J.J. Henry,68,"10' 4""",693.25,67,173
140,T139,T139,Jim Herman,93,"10' 4""",1182.0,114,85
141,T139,T139,Tim Wilkinson,72,"10' 4""",627.9169999999999,61,10
142,T143,T143,Derek Fathauer,94,"10' 5""",1459.9170000000001,140,81
143,T143,T143,David Hearn,95,"10' 5""",1169.583,112,40
144,T143,T143,Anirban Lahiri,72,"10' 5""",886.5,85,138
145,T143,T143,Kyle Stanley,92,"10' 5""",1131.083,109,155
146,T147,T147,Billy Horschel,73,"10' 6""",838.75,80,166
147,T147,T147,Hudson Swafford,104,"10' 6""",1394.0829999999999,133,158
148,T149,T149,Rhein Gibson,58,"10' 7""",572.9169999999999,54,160
149,T149,T149,Jerry Kelly,76,"10' 7""",913.25,86,7
150,T151,T151,Brendon de Jonge,83,"10' 8""",1048.5,98,136
151,T151,T151,Patrick Rodgers,89,"10' 8""",969.0,91,101
152,T153,T153,Stewart Cink,61,"10' 9""",700.0830000000001,65,170
153,T153,T153,Morgan Hoffmann,71,"10' 9""",924.25,86,99
154,T155,T155,Tony Finau,95,"10' 10""",1348.0829999999999,124,105
155,T155,T155,Jason Kokrak,89,"10' 10""",810.5830000000001,75,92
156,T155,T155,Chez Reavie,90,"10' 10""",1181.333,109,15
157,T158,T158,Martin Laird,82,"10' 11""",1012.4169999999999,93,92
158,T158,T158,Andrew Landry,53,"10' 11""",478.667,44,28
159,T158,T158,Spencer Levin,104,"10' 11""",1278.583,117,76
160,T161,T161,Andres Gonzales,80,"11' 0""",802.5830000000001,73,148
161,T161,T161,Mark Hubbard,101,"11' 0""",1666.25,152,65
162,T161,T161,Dawie van der Walt,72,"11' 0""",749.9169999999999,68,180
163,T161,T161,Johnson Wagner,86,"11' 0""",1002.9169999999999,91,109
164,T165,T165,James Hahn,85,"11' 1""",1289.417,116,150
165,T165,T165,Jeff Overton,69,"11' 1""",1164.583,105,11
166,T165,T165,Scott Stallings,74,"11' 1""",1019.0830000000001,92,103
167,168,168,Kevin Kisner,97,"11' 2""",1174.667,105,129
168,169,169,Chris Stroud,82,"11' 3""",1369.5,122,126
169,170,170,Daniel Summerhays,99,"11' 4""",1601.5829999999999,141,121
170,T171,T171,Kelly Kraft,63,"11' 6""",761.6669999999999,66,145
171,T171,T171,Hunter Mahan,61,"11' 6""",883.4169999999999,77,154
172,T171,T171,Greg Owen,85,"11' 6""",997.5830000000001,87,181
173,T174,T174,Tom Hoge,81,"11' 8""",851.1669999999999,73,91
174,T174,T174,Ben Martin,92,"11' 8""",1240.5,106,160
175,T174,T174,Carlos Ortiz,79,"11' 8""",912.6669999999999,78,184
176,T174,T174,Jhonattan Vegas,97,"11' 8""",1332.9170000000001,114,84
177,T174,T174,Boo Weekley,83,"11' 8""",1122.25,96,94
178,T179,T179,Jason Gore,78,"11' 9""",953.3330000000001,81,96
179,T179,T179,Graeme McDowell,63,"11' 9""",868.5,74,86
180,T181,T181,Scott Pinckney,87,"12' 0""",1078.833,90,177
181,T181,T181,Brett Stegmaier,87,"12' 0""",996.5830000000001,83,97
182,183,183,Wes Roach,59,"12' 2""",644.75,53,146
183,184,184,Ángel Cabrera,62,"12' 5""",771.9169999999999,62,156
184,185,185,Steve Marino,72,"12' 7""",1029.75,82,125
