,Par_Breakers_RANK THIS WEEK,Par_Breakers_RANK LAST WEEK,Par_Breakers_PLAYER NAME,Par_Breakers_ROUNDS,Par_Breakers_%,Par_Breakers_# BIRDIES/EAGLES,Par_Breakers_# HOLES
142,143,143,Trevor Dodds,86,18.39,278,1512
143,144,144,Gary Nicklaus,84,18.36,271,1476
144,145,145,Mark O'Meara,61,18.28,181,990
145,146,146,Tom Purtzer,58,18.25,184,1008
146,147,147,Notah Begay III,82,18.23,256,1404
147,148,148,Peter Jacobsen,65,18.21,213,1170
148,149,149,Neal Lancaster,99,18.19,311,1710
149,150,150,Craig Perks,82,18.09,267,1476
150,151,151,Bob Heintz,87,18.04,276,1530
151,152,152,Jeff Gove,86,18.02,266,1476
152,153,153,Brian Watts,89,17.99,285,1584
153,154,154,Tommy Armour III,91,17.98,288,1602
154,155,155,Mike Sposa,73,17.96,236,1314
155,156,156,Ben Bates,107,17.95,336,1872
156,T157,T157,John Cook,90,17.93,284,1584
157,T157,T157,Steve Pate,97,17.93,297,1656
158,159,159,Chip Beck,51,17.91,158,882
159,160,160,Kelly Gibson,84,17.89,264,1476
160,161,161,Ted Tryba,112,17.77,355,1998
161,T162,T162,Jay Haas,80,17.75,246,1386
162,T162,T162,Mike Reid,76,17.75,230,1296
163,164,164,Esteban Toledo,113,17.72,354,1998
164,T165,T165,Bobby Cochran,78,17.69,242,1368
165,T165,T165,Bob Friend,96,17.69,293,1656
166,T167,T167,Steve Stricker,63,17.67,194,1098
167,T167,T167,Omar Uresti,94,17.67,299,1692
168,T169,T169,Len Mattiace,107,17.65,340,1926
169,T169,T169,Craig Spence,89,17.65,270,1530
170,171,171,John Rollins,72,17.59,228,1296
171,172,172,Corey Pavin,74,17.57,234,1332
172,173,173,Joe Ozaki,55,17.51,167,954
173,T174,T174,Mike Brisky,89,17.44,270,1548
174,T174,T174,Jay Delsing,97,17.44,292,1674
175,T174,T174,Jerry Smith,104,17.44,317,1818
176,177,177,John Maginnes,99,17.34,309,1782
177,178,178,Dicky Pride,98,17.32,293,1692
178,179,179,Nick Faldo,51,17.12,151,882
179,180,180,Eric Booker,87,17.06,261,1530
180,181,181,Aaron Bengoechea,75,16.97,223,1314
181,182,182,Fulton Allem,77,16.89,228,1350
182,T183,T183,Emlyn Aubrey,68,16.84,194,1152
183,T183,T183,David Frost,65,16.84,191,1134
184,185,185,Bart Bryant,73,16.67,219,1314
185,186,186,P.H. Horgan III,65,16.5,193,1170
186,187,187,Paul Curry,64,16.41,189,1152
187,188,188,Ryan Howison,83,16.19,236,1458
188,189,189,Jason Caron,77,16.0,216,1350
189,T190,T190,Mike Hulbert,82,15.69,226,1440
190,T190,T190,Keith Nolan,57,15.69,161,1026
191,192,192,Craig Bowden,54,15.33,149,972
192,193,193,Scott Gump,108,15.29,289,1890
193,194,194,Nolan Henke,79,15.26,217,1422
194,195,195,Steve Hart,72,14.68,185,1260
