,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
39,T39,T39,Skip Kendall,114,35.21,3943,112
40,41,41,Chris Riley,98,35.22,3311,94
41,T42,T42,J.L. Lewis,104,35.23,3593,102
42,T42,T42,Duffy Waldorf,80,35.23,2642,75
43,44,44,Brent Geiberger,79,35.24,2643,75
44,T45,T45,Tom Lehman,71,35.25,2432,69
45,T45,T45,Steve Lowery,107,35.25,3666,104
46,T45,T45,Grant Waite,85,35.25,2996,85
47,48,48,Jeff Sluman,113,35.26,3914,111
48,49,49,Justin Leonard,98,35.27,3280,93
49,50,50,Tom Scherrer,104,35.28,3563,101
50,T51,T51,Tom Byrum,91,35.29,3141,89
51,T51,T51,Harrison Frazar,72,35.29,2470,70
52,T51,T51,David Peoples,99,35.29,3494,99
53,T54,T54,Craig Barlow,98,35.3,3389,96
54,T54,T54,Fred Funk,110,35.3,3848,109
55,T54,T54,Franklin Langham,95,35.3,3212,91
56,T54,T54,Frank Lickliter II,107,35.3,3707,105
57,58,58,Brian Gay,101,35.31,3496,99
58,59,59,Carl Paulson,105,35.32,3638,103
59,T60,T60,Stephen Ames,99,35.33,3356,95
60,T60,T60,Fred Couples,71,35.33,2473,70
61,T60,T60,Dan Forsman,88,35.33,3109,88
62,T63,T63,Robert Allenby,98,35.34,3322,94
63,T63,T63,Brad Elder,110,35.34,3887,110
64,T63,T63,Peter Jacobsen,65,35.34,2297,65
65,66,66,Tim Herron,96,35.35,3323,94
66,T67,T67,Woody Austin,104,35.36,3571,101
67,T67,T67,Paul Goydos,99,35.36,3430,97
68,T67,T67,Jerry Smith,104,35.36,3571,101
69,70,70,Mark Wiebe,95,35.37,3254,92
70,T71,T71,Jonathan Kaye,115,35.38,3963,112
71,T71,T71,Len Mattiace,107,35.38,3786,107
72,T73,T73,Robert Gamez,76,35.39,2690,76
73,T73,T73,Tom Pernice Jr.,98,35.39,3397,96
74,75,75,Scott McCarron,100,35.4,3469,98
75,T76,T76,Glen Day,93,35.41,3258,92
76,T76,T76,Craig Parry,73,35.41,2443,69
77,T78,T78,Dudley Hart,74,35.42,2586,73
78,T78,T78,Andrew Magee,78,35.42,2586,73
79,T78,T78,Joe Ogilvie,95,35.42,3223,91
80,T81,T81,Jim Carter,96,35.43,3330,94
81,T81,T81,Jerry Kelly,111,35.43,3933,111
82,T83,T83,Notah Begay III,82,35.44,2764,78
83,T83,T83,Bob Estes,68,35.44,2233,63
84,T85,T85,Olin Browne,103,35.45,3510,99
85,T85,T85,Russ Cochran,71,35.45,2517,71
86,T85,T85,John Cook,90,35.45,3120,88
87,T85,T85,J.P. Hayes,91,35.45,3155,89
88,T85,T85,Steve Pate,97,35.45,3261,92
89,T85,T85,Esteban Toledo,113,35.45,3935,111
90,T91,T91,Rick Fehr,73,35.46,2518,71
91,T91,T91,John Huston,81,35.46,2837,80
92,T91,T91,Larry Mize,71,35.46,2447,69
93,T94,T94,Cameron Beckman,81,35.48,2874,81
94,T94,T94,Bob Tway,91,35.48,3158,89
95,96,96,Lee Janzen,92,35.49,3230,91
96,T97,T97,Pete Jordan,102,35.51,3622,102
97,T97,T97,Jeff Maggert,86,35.51,2912,82
98,T97,T97,Mike Sposa,73,35.51,2592,73
99,100,100,Mike Brisky,89,35.52,3055,86
100,101,101,Billy Andrade,89,35.53,3056,86
101,102,102,Sean Murphy,102,35.54,3554,100
102,103,103,Jay Don Blake,95,35.55,3306,93
103,104,104,Robert Damron,93,35.57,3237,91
104,105,105,Bob Friend,96,35.58,3273,92
105,106,106,Brian Watts,89,35.59,3132,88
106,T107,T107,Jimmy Green,85,35.6,2955,83
107,T107,T107,Neal Lancaster,99,35.6,3382,95
108,109,109,Michael Clark II,84,35.61,2849,80
109,T110,T110,Robin Freeman,98,35.62,3491,98
110,T110,T110,Sergio Garcia,59,35.62,1852,52
111,112,112,Mike Springer,83,35.63,2886,81
112,113,113,Rich Beem,84,35.64,2887,81
113,T114,T114,Ronnie Black,82,35.65,2816,79
114,T114,T114,Doug Dunakey,83,35.65,2852,80
115,T114,T114,Brad Faxon,98,35.65,3422,96
116,T114,T114,Mathew Goggin,91,35.65,3244,91
117,T114,T114,Casey Martin,90,35.65,3137,88
118,T119,T119,Brian Henninger,93,35.67,3175,89
119,T119,T119,Mike Reid,76,35.67,2568,72
120,121,121,Jim McGovern,55,35.68,1891,53
121,T122,T122,Tommy Armour III,91,35.69,3176,89
122,T122,T122,Emlyn Aubrey,68,35.69,2284,64
123,T122,T122,"Dave Stockton, Jr.",89,35.69,3105,87
124,T125,T125,Barry Cheesman,96,35.7,3320,93
125,T125,T125,Jay Haas,80,35.7,2749,77
126,T125,T125,Gabriel Hjertstedt,86,35.7,2963,83
127,T125,T125,Steve Jones,75,35.7,2535,71
128,T125,T125,Jean Van de Velde,70,35.7,2392,67
129,130,130,Michael Bradley,73,35.71,2607,73
130,131,131,Rory Sabbatini,85,35.72,2965,83
131,T132,T132,Doug Barron,85,35.74,2931,82
132,T132,T132,Billy Mayfair,93,35.74,3145,88
133,T132,T132,Joey Sindelar,88,35.74,3002,84
134,T132,T132,David Sutherland,109,35.74,3788,106
135,136,136,K.J. Choi,92,35.75,3182,89
136,T137,T137,Ben Bates,107,35.76,3719,104
137,T137,T137,Steve Elkington,59,35.76,2074,58
138,T137,T137,Glen Hnatiuk,94,35.76,3218,90
139,T137,T137,Shigeki Maruyama,88,35.76,3040,85
140,T137,T137,Corey Pavin,74,35.76,2646,74
141,T142,T142,Trevor Dodds,86,35.77,3005,84
142,T142,T142,Frank Nobilo,98,35.77,3398,95
143,144,144,Brandt Jobe,91,35.78,3149,88
144,145,145,Steve Stricker,63,35.79,2183,61
145,T146,T146,Fulton Allem,77,35.8,2685,75
146,T146,T146,Bradley Hughes,93,35.8,3222,90
147,T148,T148,Mark Brooks,91,35.81,3151,88
148,T148,T148,Keith Nolan,57,35.81,2041,57
149,T148,T148,Dennis Paulson,82,35.81,2901,81
150,T151,T151,Steve Gotsche,91,35.82,3188,89
151,T151,T151,Bob Heintz,87,35.82,3045,85
152,T151,T151,Charles Raulerson,98,35.82,3510,98
153,T154,T154,Craig Perks,82,35.83,2938,82
154,T154,T154,Craig Stadler,70,35.83,2365,66
155,156,156,Shaun Micheel,94,35.85,3262,91
156,T157,T157,Perry Moss,53,35.87,1901,53
157,T157,T157,Joe Ozaki,55,35.87,1901,53
158,T157,T157,Ted Tryba,112,35.87,3982,111
159,160,160,Gary Nicklaus,84,35.88,2942,82
160,161,161,Bob Burns,91,35.89,3194,89
161,T162,T162,David Morland IV,88,35.91,3088,86
162,T162,T162,Mark O'Meara,61,35.91,1975,55
163,T162,T162,Tom Purtzer,58,35.91,2011,56
164,165,165,John Maginnes,99,35.92,3556,99
165,T166,T166,Paul Curry,64,35.97,2302,64
166,T166,T166,Dicky Pride,98,35.97,3381,94
167,T168,T168,Edward Fryatt,101,35.98,3490,97
168,T168,T168,Jeff Gove,86,35.98,2950,82
169,T168,T168,Omar Uresti,94,35.98,3382,94
170,171,171,Scott Gump,108,35.99,3779,105
171,T172,T172,Jason Caron,77,36.01,2701,75
172,T172,T172,John Daly,71,36.01,2557,71
173,174,174,Nick Faldo,51,36.02,1765,49
174,T175,T175,David Frost,65,36.05,2271,63
175,T175,T175,P.H. Horgan III,65,36.05,2343,65
176,177,177,Matt Gogel,86,36.06,3029,84
177,T178,T178,Jason Buha,82,36.07,2958,82
178,T178,T178,Craig Spence,89,36.07,3066,85
179,T180,T180,Bart Bryant,73,36.08,2634,73
180,T180,T180,Jay Delsing,97,36.08,3355,93
181,T182,T182,Brad Fabel,88,36.1,3177,88
182,T182,T182,Kelly Gibson,84,36.1,2960,82
183,T182,T182,Kevin Wentworth,83,36.1,2888,80
184,185,185,John Rollins,72,36.11,2600,72
185,186,186,Tommy Tolles,60,36.18,2171,60
186,T187,T187,Eric Booker,87,36.19,3076,85
187,T187,T187,Ryan Howison,83,36.19,2931,81
188,189,189,Bobby Cochran,78,36.2,2751,76
189,190,190,Chip Beck,51,36.27,1777,49
190,191,191,Mike Hulbert,82,36.28,2902,80
191,192,192,Nolan Henke,79,36.34,2871,79
192,193,193,Craig Bowden,54,36.37,1964,54
193,T194,T194,Aaron Bengoechea,75,36.44,2660,73
194,T194,T194,Steve Hart,72,36.44,2551,70
