,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
110,111,111,Brian Henninger,93,71.387,6339,14.480,89
111,112,112,Billy Mayfair,93,71.388,6286,- 3.840,88
112,113,113,Robert Gamez,76,71.398,5399,27.237,76
113,114,114,Craig Stadler,70,71.40899999999999,4720,- 7.021,66
114,115,115,Brad Elder,110,71.42,7822,34.252,110
115,116,116,Jimmy Green,85,71.42699999999999,5928,.446,83
116,117,117,Shaun Micheel,94,71.429,6466,33.996,91
117,118,118,Frank Nobilo,98,71.43,6767,18.896,95
118,119,119,Glen Hnatiuk,94,71.436,6390,39.219,90
119,120,120,Mark Wiebe,95,71.45100000000001,6558,15.472,92
120,121,121,Peter Jacobsen,65,71.464,4620,25.163,65
121,122,122,Tommy Armour III,91,71.501,6350,13.624,89
122,123,123,Dennis Paulson,82,71.51899999999999,5815,- 21.999,81
123,124,124,Neal Lancaster,99,71.52199999999999,6784,10.551,95
124,125,125,Sean Murphy,102,71.523,7113,39.325,100
125,126,126,Tom Pernice Jr.,98,71.531,6836,31.017,96
126,127,127,Brandt Jobe,91,71.535,6280,15.080,88
127,128,128,Steve Stricker,63,71.538,4388,- 24.188,61
128,129,129,K.J. Choi,92,71.54,6336,31.038,89
129,130,130,Edward Fryatt,101,71.54899999999999,6919,21.226,97
130,131,131,David Sutherland,109,71.584,7557,30.872,106
131,132,132,Rory Sabbatini,85,71.59899999999999,5911,31.681,83
132,133,133,Steve Elkington,59,71.607,4153,.219,58
133,134,134,Joey Sindelar,88,71.653,6004,14.877,84
134,T135,T135,Michael Bradley,73,71.687,5212,21.146,73
135,T135,T135,Brian Watts,89,71.687,6300,8.414,88
136,137,137,Corey Pavin,74,71.697,5336,- 30.416,74
137,138,138,Matt Gogel,86,71.71,6020,3.634,84
138,139,139,David Frost,65,71.723,4531,- 12.427,63
139,140,140,Gabriel Hjertstedt,86,71.741,5945,9.484,83
140,141,141,Bradley Hughes,93,71.745,6439,18.094,90
141,142,142,Bob Friend,96,71.763,6580,22.177,92
142,143,143,Mike Springer,83,71.77199999999999,5788,25.517,81
143,144,144,Scott Gump,108,71.793,7541,- 2.781,105
144,145,145,Doug Dunakey,83,71.795,5712,31.612,80
145,146,146,Ben Bates,107,71.79899999999999,7436,31.094,104
146,147,147,Michael Clark II,84,71.807,5716,28.544,80
147,148,148,Perry Moss,53,71.831,3796,11.028,53
148,149,149,Jason Buha,82,71.84,5879,11.858,82
149,150,150,Mathew Goggin,91,71.884,6497,44.479,91
150,151,151,Ronnie Black,82,71.88600000000001,5649,29.973,79
151,152,152,Bob Burns,91,71.89399999999999,6384,14.579,89
152,T153,T153,Mike Brisky,89,71.93,6180,5.950,86
153,T153,T153,Tom Purtzer,58,71.93,4016,12.086,56
154,155,155,Jay Haas,80,71.937,5533,6.126,77
155,156,156,Steve Gotsche,91,71.953,6372,31.793,89
156,157,157,"Dave Stockton, Jr.",89,71.956,6222,38.212,87
157,158,158,Barry Cheesman,96,71.957,6676,15.985,93
158,159,159,Omar Uresti,94,71.968,6744,20.962,94
159,160,160,Casey Martin,90,71.985,6284,50.662,88
160,161,161,Craig Perks,82,71.997,5878,25.775,82
161,162,162,John Maginnes,99,72.03699999999999,7101,30.696,99
162,163,163,Bart Bryant,73,72.042,5247,12.058,73
163,164,164,Charles Raulerson,98,72.043,7042,18.252,98
164,165,165,Ted Tryba,112,72.045,8009,- 11.964,111
165,166,166,Fulton Allem,77,72.051,5396,7.831,75
166,167,167,P.H. Horgan III,65,72.06,4675,8.875,65
167,168,168,Trevor Dodds,86,72.094,6041,14.906,84
168,169,169,David Morland IV,88,72.112,6167,34.664,86
169,T170,T170,Bobby Cochran,78,72.131,5478,3.930,76
170,T170,T170,Jay Delsing,97,72.131,6680,28.177,93
171,172,172,Brad Fabel,88,72.158,6321,28.931,88
172,173,173,Jeff Gove,86,72.171,5890,27.983,82
173,174,174,Chip Beck,51,72.192,3533,4.400,49
174,175,175,Rich Beem,84,72.205,5829,19.643,81
175,176,176,Paul Curry,64,72.212,4600,21.544,64
176,177,177,Kevin Wentworth,83,72.227,5764,14.133,80
177,178,178,Kelly Gibson,84,72.267,5894,31.869,82
178,179,179,Dicky Pride,98,72.286,6776,18.921,94
179,180,180,Craig Spence,89,72.296,6129,16.173,85
180,181,181,Gary Nicklaus,84,72.329,5903,27.955,82
181,T182,T182,Emlyn Aubrey,68,72.376,4613,19.058,64
182,T182,T182,Bob Heintz,87,72.376,6122,29.955,85
183,184,184,Tommy Tolles,60,72.403,4314,30.158,60
184,185,185,John Rollins,72,72.457,5205,11.923,72
185,186,186,Jason Caron,77,72.459,5426,8.422,75
186,187,187,Ryan Howison,83,72.49600000000001,5862,10.171,81
187,188,188,Eric Booker,87,72.501,6151,11.547,85
188,189,189,Steve Hart,72,72.635,5078,6.477,70
189,190,190,Keith Nolan,57,72.673,4130,12.346,57
190,191,191,Mike Hulbert,82,72.703,5808,8.205,80
191,192,192,Aaron Bengoechea,75,72.805,5312,2.761,73
192,193,193,John Daly,71,72.91,5170,6.623,71
193,194,194,Nolan Henke,79,73.139,5757,20.954,79
194,195,195,Craig Bowden,54,73.35600000000001,3955,6.217,54
