,Stroke_Differential_Field_Average_RANK THIS WEEK,Stroke_Differential_Field_Average_RANK LAST WEEK,Stroke_Differential_Field_Average_PLAYER NAME,Stroke_Differential_Field_Average_ROUNDS,Stroke_Differential_Field_Average_STROKE DIFFERENTIAL,Stroke_Differential_Field_Average_PLAYER'S SCORE,Stroke_Differential_Field_Average_FIELD AVERAGE SCORE
116,T116,T116,Tom Pernice Jr.,98,0.05,71.21,71.26
117,T116,T116,David Sutherland,109,0.05,71.29,71.34
118,119,119,Cameron Beckman,81,0.03,71.09,71.12
119,T120,T120,Robin Freeman,98,0.02,71.29,71.31
120,T120,T120,Robert Gamez,76,0.02,71.04,71.06
121,122,122,Steve Stricker,63,0.01,71.93,71.94
122,T123,T123,K.J. Choi,92,-0.03,71.19,71.16
123,T123,T123,Frank Nobilo,98,-0.03,71.23,71.2
124,125,125,Rory Sabbatini,85,-0.04,71.22,71.18
125,T126,T126,Brandt Jobe,91,-0.07,71.36,71.29
126,T126,T126,Sean Murphy,102,-0.07,71.13,71.06
127,T128,T128,Edward Fryatt,101,-0.09,71.33,71.24
128,T128,T128,Mark Wiebe,95,-0.09,71.28,71.19
129,130,130,Joey Sindelar,88,-0.1,71.48,71.38
130,131,131,Peter Jacobsen,65,-0.11,71.08,70.97
131,132,132,Steve Elkington,59,-0.12,71.6,71.48
132,T133,T133,Tommy Armour III,91,-0.13,71.35,71.22
133,T133,T133,Michael Bradley,73,-0.13,71.4,71.27
134,135,135,Neal Lancaster,99,-0.15,71.41,71.26
135,136,136,Gabriel Hjertstedt,86,-0.2,71.63,71.43
136,137,137,Matt Gogel,86,-0.21,71.67,71.46
137,138,138,Michael Clark II,84,-0.23,71.45,71.22
138,139,139,Brian Watts,89,-0.24,71.59,71.35
139,140,140,Doug Dunakey,83,-0.25,71.4,71.15
140,141,141,Bradley Hughes,93,-0.27,71.54,71.27
141,142,142,Mike Springer,83,-0.31,71.46,71.15
142,T143,T143,Ronnie Black,82,-0.33,71.51,71.18
143,T143,T143,Corey Pavin,74,-0.33,72.11,71.78
144,145,145,Mathew Goggin,91,-0.34,71.4,71.06
145,146,146,Perry Moss,53,-0.36,71.62,71.26
146,147,147,Bob Friend,96,-0.39,71.52,71.13
147,T148,T148,Ben Bates,107,-0.42,71.5,71.08
148,T148,T148,David Frost,65,-0.42,71.92,71.5
149,150,150,Jay Haas,80,-0.43,71.86,71.43
150,T151,T151,Jason Buha,82,-0.45,71.7,71.25
151,T151,T151,Steve Gotsche,91,-0.45,71.6,71.15
152,T153,T153,Scott Gump,108,-0.48,71.82,71.34
153,T153,T153,"Dave Stockton, Jr.",89,-0.48,71.52,71.04
154,155,155,Bob Burns,91,-0.5,71.73,71.23
155,156,156,Craig Perks,82,-0.51,71.68,71.17
156,T157,T157,Mike Brisky,89,-0.52,71.86,71.34
157,T157,T157,Omar Uresti,94,-0.52,71.74,71.22
158,T159,T159,Barry Cheesman,96,-0.53,71.78,71.25
159,T159,T159,Tom Purtzer,58,-0.53,71.71,71.18
160,161,161,Ted Tryba,112,-0.56,72.15,71.59
161,T162,T162,Fulton Allem,77,-0.57,71.95,71.38
162,T162,T162,Trevor Dodds,86,-0.57,71.92,71.35
163,T162,T162,Casey Martin,90,-0.57,71.41,70.84
164,165,165,John Maginnes,99,-0.59,71.73,71.14
165,T166,T166,David Morland IV,88,-0.6,71.71,71.11
166,T166,T166,Charles Raulerson,98,-0.6,71.86,71.26
167,168,168,Jeff Gove,86,-0.63,71.83,71.2
168,169,169,Brad Fabel,88,-0.65,71.83,71.18
169,T170,T170,Rich Beem,84,-0.66,71.96,71.3
170,T170,T170,Jay Delsing,97,-0.66,71.83,71.17
171,T170,T170,Kevin Wentworth,83,-0.66,72.05,71.39
172,173,173,Bart Bryant,73,-0.68,71.88,71.2
173,174,174,P.H. Horgan III,65,-0.7,71.92,71.22
174,175,175,Bobby Cochran,78,-0.71,72.08,71.37
175,176,176,Paul Curry,64,-0.72,71.88,71.16
176,177,177,Chip Beck,51,-0.76,72.1,71.34
177,178,178,Kelly Gibson,84,-0.81,71.88,71.07
178,T179,T179,Emlyn Aubrey,68,-0.82,72.08,71.26
179,T179,T179,Tommy Tolles,60,-0.82,71.9,71.08
180,181,181,Craig Spence,89,-0.85,72.11,71.26
181,182,182,Dicky Pride,98,-0.87,72.09,71.22
182,183,183,Bob Heintz,87,-0.89,72.02,71.13
183,184,184,Gary Nicklaus,84,-0.9,71.99,71.09
184,185,185,Ryan Howison,83,-0.97,72.37,71.4
185,186,186,Eric Booker,87,-0.99,72.36,71.37
186,187,187,John Rollins,72,-1.01,72.29,71.28
187,188,188,Jason Caron,77,-1.05,72.35,71.3
188,189,189,Keith Nolan,57,-1.13,72.46,71.33
189,190,190,Steve Hart,72,-1.2,72.54,71.34
190,191,191,Mike Hulbert,82,-1.29,72.6,71.31
191,192,192,Aaron Bengoechea,75,-1.33,72.77,71.44
192,193,193,John Daly,71,-1.39,72.82,71.43
193,194,194,Craig Bowden,54,-1.8,73.24,71.44
194,195,195,Nolan Henke,79,-1.81,72.87,71.06
