,Bounce_Back_RANK THIS WEEK,Bounce_Back_RANK LAST WEEK,Bounce_Back_PLAYER NAME,Bounce_Back_ROUNDS,Bounce_Back_%
160,161,161,Jay Delsing,97,16.73
161,162,162,Doug Dunakey,83,16.6
162,163,163,Jim Furyk,98,16.59
163,164,164,Omar Uresti,94,16.42
164,T165,T165,Aaron Bengoechea,75,16.41
165,T165,T165,Jason Buha,82,16.41
166,T165,T165,Tom Pernice Jr.,98,16.41
167,168,168,Paul Curry,64,16.39
168,169,169,Brandt Jobe,91,16.36
169,170,170,Glen Hnatiuk,94,16.22
170,171,171,Ryan Howison,83,16.13
171,172,172,Kelly Gibson,84,15.98
172,173,173,Esteban Toledo,113,15.95
173,174,174,Scott Gump,108,15.89
174,175,175,Ted Tryba,112,15.88
175,176,176,Tommy Armour III,91,15.79
176,177,177,David Frost,65,15.76
177,178,178,Bobby Cochran,78,15.69
178,179,179,Jason Caron,77,15.64
179,180,180,Trevor Dodds,86,15.42
180,181,181,Brad Fabel,88,15.41
181,182,182,Mike Hulbert,82,15.3
182,183,183,Robert Damron,93,15.27
183,184,184,Matt Gogel,86,15.26
184,185,185,Bradley Hughes,93,15.24
185,186,186,Corey Pavin,74,15.13
186,187,187,Bob Estes,68,15.09
187,188,188,Mark Brooks,91,14.94
188,189,189,John Cook,90,14.93
189,190,190,Dennis Paulson,82,14.83
190,191,191,John Maginnes,99,14.74
191,192,192,Notah Begay III,82,13.82
192,193,193,Greg Kraft,106,13.47
193,194,194,Steve Hart,72,12.9
194,195,195,Nolan Henke,79,12.68
