,Birdie_Average_RANK THIS WEEK,Birdie_Average_RANK LAST WEEK,Birdie_Average_PLAYER NAME,Birdie_Average_ROUNDS,Birdie_Average_AVG,Birdie_Average_# OF BIRDIES,Birdie_Average_TOTAL ROUNDS
90,T89,T89,Joe Ogilvie,95,3.51,319,91
91,T89,T89,Jean Van de Velde,70,3.51,235,67
92,93,93,Tom Pernice Jr.,98,3.5,336,96
93,T94,T94,Craig Barlow,98,3.49,335,96
94,T94,T94,Doug Barron,85,3.49,286,82
95,T94,T94,Cameron Beckman,81,3.49,283,81
96,T94,T94,John Daly,71,3.49,248,71
97,T98,T98,Rich Beem,84,3.48,282,81
98,T98,T98,Brian Gay,101,3.48,345,99
99,T98,T98,Mathew Goggin,91,3.48,310,89
100,101,101,Shigeki Maruyama,88,3.46,294,85
101,T102,T102,Michael Clark II,84,3.44,275,80
102,T102,T102,Charles Raulerson,98,3.44,337,98
103,T104,T104,Jason Buha,82,3.43,281,82
104,T104,T104,Tom Lehman,71,3.43,237,69
105,106,106,Larry Mize,71,3.42,236,69
106,107,107,Olin Browne,103,3.41,338,99
107,T108,T108,K.J. Choi,92,3.4,303,89
108,T108,T108,Doug Dunakey,83,3.4,272,80
109,T108,T108,Dan Forsman,88,3.4,299,88
110,T108,T108,David Morland IV,88,3.4,292,86
111,T112,T112,Craig Parry,73,3.39,234,69
112,T112,T112,Joey Sindelar,88,3.39,285,84
113,T114,T114,Edward Fryatt,101,3.38,328,97
114,T114,T114,Frank Nobilo,98,3.38,321,95
115,T116,T116,Jim Carter,96,3.37,317,94
116,T116,T116,Pete Jordan,102,3.37,344,102
117,T118,T118,Greg Kraft,106,3.36,356,106
118,T118,T118,Rocco Mediate,79,3.36,255,76
119,120,120,Casey Martin,90,3.35,295,88
120,T121,T121,Mark Brooks,91,3.34,294,88
121,T121,T121,Glen Hnatiuk,94,3.34,301,90
122,123,123,Andrew Magee,78,3.33,243,73
123,124,124,Bob Estes,68,3.32,209,63
124,T125,T125,Steve Elkington,59,3.31,192,58
125,T125,T125,Rick Fehr,73,3.31,235,71
126,T127,T127,Robin Freeman,98,3.3,323,98
127,T127,T127,Matt Gogel,86,3.3,277,84
128,T127,T127,Steve Jones,75,3.3,234,71
129,T127,T127,"Dave Stockton, Jr.",89,3.3,287,87
130,T127,T127,Kevin Wentworth,83,3.3,264,80
131,132,132,Mark Wiebe,95,3.29,303,92
132,T133,T133,Brad Fabel,88,3.28,289,88
133,T133,T133,Bradley Hughes,93,3.28,295,90
134,T135,T135,Ronnie Black,82,3.27,258,79
135,T135,T135,Jimmy Green,85,3.27,271,83
136,T135,T135,Billy Mayfair,93,3.27,288,88
137,T135,T135,Mark O'Meara,61,3.27,180,55
138,T135,T135,Brett Quigley,63,3.27,206,63
139,T140,T140,Trevor Dodds,86,3.26,274,84
140,T140,T140,Dennis Paulson,82,3.26,264,81
141,T142,T142,Peter Jacobsen,65,3.25,211,65
142,T142,T142,Perry Moss,53,3.25,172,53
143,T142,T142,Tom Purtzer,58,3.25,182,56
144,145,145,Sean Murphy,102,3.24,324,100
145,146,146,Neal Lancaster,99,3.23,307,95
146,147,147,Craig Perks,82,3.21,263,82
147,T148,T148,John Cook,90,3.2,282,88
148,T148,T148,Kelly Gibson,84,3.2,262,82
149,T148,T148,Brian Watts,89,3.2,282,88
150,T151,T151,Notah Begay III,82,3.19,249,78
151,T151,T151,Michael Bradley,73,3.19,233,73
152,T151,T151,Bob Heintz,87,3.19,271,85
153,T154,T154,Chip Beck,51,3.18,156,49
154,T154,T154,Jay Haas,80,3.18,245,77
155,T154,T154,Steve Pate,97,3.18,293,92
156,T157,T157,Tommy Armour III,91,3.17,282,89
157,T157,T157,Ben Bates,107,3.17,330,104
158,T157,T157,Jeff Gove,86,3.17,260,82
159,T157,T157,Omar Uresti,94,3.17,298,94
160,T161,T161,Gary Nicklaus,84,3.16,259,82
161,T161,T161,Mike Sposa,73,3.16,231,73
162,163,163,Mike Reid,76,3.15,227,72
163,164,164,Bob Friend,96,3.14,289,92
164,T165,T165,Craig Spence,89,3.13,266,85
165,T165,T165,Esteban Toledo,113,3.13,347,111
166,167,167,Ted Tryba,112,3.12,346,111
167,T168,T168,Corey Pavin,74,3.11,230,74
168,T168,T168,John Rollins,72,3.11,224,72
169,T168,T168,Jerry Smith,104,3.11,314,101
170,T168,T168,Steve Stricker,63,3.11,190,61
171,172,172,Len Mattiace,107,3.1,332,107
172,T173,T173,Joe Ozaki,55,3.09,164,53
173,T173,T173,Dicky Pride,98,3.09,290,94
174,T175,T175,Mike Brisky,89,3.08,265,86
175,T175,T175,Bobby Cochran,78,3.08,234,76
176,177,177,John Maginnes,99,3.06,303,99
177,178,178,Jay Delsing,97,3.05,284,93
178,179,179,Nick Faldo,51,3.04,149,49
179,180,180,David Frost,65,3.02,190,63
180,T181,T181,Emlyn Aubrey,68,3.0,192,64
181,T181,T181,Aaron Bengoechea,75,3.0,219,73
182,T181,T181,Eric Booker,87,3.0,255,85
183,184,184,Fulton Allem,77,2.97,223,75
184,T185,T185,Bart Bryant,73,2.95,215,73
185,T185,T185,P.H. Horgan III,65,2.95,192,65
186,187,187,Paul Curry,64,2.89,185,64
187,188,188,Ryan Howison,83,2.88,233,81
188,189,189,Jason Caron,77,2.8,210,75
189,190,190,Keith Nolan,57,2.77,158,57
190,T191,T191,Craig Bowden,54,2.76,149,54
191,T191,T191,Mike Hulbert,82,2.76,221,80
192,193,193,Scott Gump,108,2.72,286,105
193,194,194,Nolan Henke,79,2.71,214,79
194,195,195,Steve Hart,72,2.63,184,70
