,Back_9_Scoring_Average_RANK THIS WEEK,Back_9_Scoring_Average_RANK LAST WEEK,Back_9_Scoring_Average_PLAYER NAME,Back_9_Scoring_Average_ROUNDS,Back_9_Scoring_Average_AVG,Back_9_Scoring_Average_TOTAL STROKES,Back_9_Scoring_Average_TOTAL HOLES
171,172,172,Barry Cheesman,96,36.09,3356,93
172,173,173,Steve Hart,72,36.1,2527,70
173,174,174,Gary Nicklaus,84,36.11,2961,82
174,175,175,Dicky Pride,98,36.12,3395,94
175,176,176,Trevor Dodds,86,36.14,3036,84
176,T177,T177,Fulton Allem,77,36.15,2711,75
177,T177,T177,Steve Stricker,63,36.15,2205,61
178,179,179,Jay Haas,80,36.16,2784,77
179,T180,T180,Eric Booker,87,36.18,3075,85
180,T180,T180,John Rollins,72,36.18,2605,72
181,182,182,Ryan Howison,83,36.19,2931,81
182,183,183,Bob Heintz,87,36.2,3077,85
183,184,184,Ted Tryba,112,36.28,4027,111
184,185,185,Rich Beem,84,36.32,2942,81
185,T186,T186,Aaron Bengoechea,75,36.33,2652,73
186,T186,T186,Jason Caron,77,36.33,2725,75
187,T186,T186,Mike Hulbert,82,36.33,2906,80
188,189,189,Mike Brisky,89,36.34,3125,86
189,190,190,Corey Pavin,74,36.35,2690,74
190,191,191,Emlyn Aubrey,68,36.39,2329,64
191,192,192,Nolan Henke,79,36.53,2886,79
192,193,193,Keith Nolan,57,36.65,2089,57
193,194,194,John Daly,71,36.8,2613,71
194,195,195,Craig Bowden,54,36.87,1991,54
