,Bogey_Avoidance_RANK THIS WEEK,Bogey_Avoidance_RANK LAST WEEK,Bogey_Avoidance_PLAYER NAME,Bogey_Avoidance_ROUNDS,Bogey_Avoidance_% MAKES BOGEY,Bogey_Avoidance_BOGEYS,Bogey_Avoidance_HOLES PLAYED
129,T130,T130,Woody Austin,104,17.11,311,1818
130,T130,T130,Casey Martin,90,17.11,271,1584
131,132,132,Steve Jones,75,17.14,219,1278
132,133,133,Dennis Paulson,82,17.15,250,1458
133,134,134,Paul Curry,64,17.19,198,1152
134,T135,T135,Ben Bates,107,17.2,322,1872
135,T135,T135,Jim Carter,96,17.2,291,1692
136,137,137,Billy Andrade,89,17.25,267,1548
137,138,138,Brian Henninger,93,17.29,277,1602
138,139,139,Billy Mayfair,93,17.3,274,1584
139,140,140,Doug Dunakey,83,17.36,250,1440
140,141,141,Sergio Garcia,59,17.41,163,936
141,142,142,Joey Sindelar,88,17.46,264,1512
142,143,143,Mike Brisky,89,17.57,272,1548
143,144,144,P.H. Horgan III,65,17.61,206,1170
144,145,145,Emlyn Aubrey,68,17.62,203,1152
145,146,146,Matt Gogel,86,17.66,267,1512
146,147,147,Nick Faldo,51,17.69,156,882
147,148,148,Mike Springer,83,17.7,258,1458
148,149,149,Perry Moss,53,17.71,169,954
149,150,150,Steve Gotsche,91,17.73,284,1602
150,T151,T151,Steve Elkington,59,17.82,186,1044
151,T151,T151,Jeff Gove,86,17.82,263,1476
152,153,153,Bradley Hughes,93,17.84,289,1620
153,154,154,Rory Sabbatini,85,17.94,268,1494
154,155,155,Kelly Gibson,84,17.95,265,1476
155,T156,T156,Bart Bryant,73,18.04,237,1314
156,T156,T156,Jay Delsing,97,18.04,302,1674
157,158,158,Brandt Jobe,91,18.12,287,1584
158,159,159,Gabriel Hjertstedt,86,18.21,272,1494
159,160,160,David Morland IV,88,18.22,282,1548
160,161,161,Jay Haas,80,18.25,253,1386
161,T162,T162,Carlos Franco,85,18.32,277,1512
162,T162,T162,Keith Nolan,57,18.32,188,1026
163,164,164,Mark O'Meara,61,18.38,182,990
164,165,165,Trevor Dodds,86,18.45,279,1512
165,166,166,Steve Stricker,63,18.49,203,1098
166,167,167,Ryan Howison,83,18.52,270,1458
167,168,168,Tom Purtzer,58,18.55,187,1008
168,169,169,Jason Buha,82,18.56,274,1476
169,170,170,Steve Hart,72,18.65,235,1260
170,171,171,Craig Stadler,70,18.69,222,1188
171,172,172,Dicky Pride,98,18.74,317,1692
172,173,173,David Frost,65,18.78,213,1134
173,174,174,Tommy Tolles,60,18.8,203,1080
174,T175,T175,Bob Heintz,87,18.82,288,1530
175,T175,T175,Craig Spence,89,18.82,288,1530
176,177,177,Gary Nicklaus,84,18.83,278,1476
177,178,178,Brad Fabel,88,18.88,299,1584
178,179,179,Kevin Wentworth,83,18.96,273,1440
179,180,180,Rich Beem,84,19.14,279,1458
180,181,181,Jason Caron,77,19.26,260,1350
181,182,182,Ted Tryba,112,19.27,385,1998
182,183,183,Bobby Cochran,78,19.3,264,1368
183,184,184,Bob Burns,91,19.35,310,1602
184,185,185,Chip Beck,51,19.5,172,882
185,186,186,Charles Raulerson,98,19.73,348,1764
186,187,187,Corey Pavin,74,19.74,263,1332
187,188,188,Eric Booker,87,19.87,304,1530
188,189,189,Mike Hulbert,82,19.93,287,1440
189,190,190,Barry Cheesman,96,19.95,334,1674
190,191,191,John Rollins,72,20.37,264,1296
191,192,192,Aaron Bengoechea,75,20.93,275,1314
192,193,193,Nolan Henke,79,21.31,303,1422
193,194,194,John Daly,71,21.6,276,1278
194,195,195,Craig Bowden,54,21.91,213,972
