,Official_Money_RANK THIS WEEK,Official_Money_RANK LAST WEEK,Official_Money_PLAYER NAME,Official_Money_EVENTS,Official_Money_MONEY,Official_Money_YTD VICTORIES
57,58,58,Charley Hoffman,27,"$1,462,591",
58,59,59,George McNeill,21,"$1,458,110",
59,60,60,Robert Allenby,25,"$1,452,567",
60,61,61,Jerry Kelly,26,"$1,451,797",
61,62,62,J.B. Holmes,16,"$1,398,583",
62,63,63,Paul Goydos,25,"$1,385,328",
63,64,64,John Rollins,27,"$1,370,566",
64,65,65,Kris Blanks,29,"$1,350,010",
65,66,66,Kevin Chappell,26,"$1,339,640",
66,67,67,Jimmy Walker,24,"$1,336,556",
67,68,68,Cameron Tringale,32,"$1,327,807",
68,69,69,Harrison Frazar,19,"$1,322,267",1.0
69,70,70,Andres Romero,22,"$1,313,133",
70,71,71,Brian Davis,30,"$1,308,009",
71,72,72,Kevin Streelman,26,"$1,300,006",
72,73,73,Pat Perez,24,"$1,295,253",
73,74,74,Jeff Overton,26,"$1,290,962",
74,75,75,Scott Piercy,23,"$1,250,957",1.0
75,76,76,Brendon de Jonge,30,"$1,241,326",
76,77,77,Camilo Villegas,25,"$1,231,918",
77,78,78,Johnson Wagner,25,"$1,224,556",1.0
78,79,79,Scott Verplank,15,"$1,194,178",
79,80,80,Charlie Wi,25,"$1,188,494",
80,81,81,Trevor Immelman,25,"$1,165,604",
81,82,82,Brian Gay,26,"$1,157,525",
82,83,83,Chad Campbell,29,"$1,104,024",
83,84,84,Blake Adams,34,"$1,100,558",
84,85,85,Chris Stroud,28,"$1,096,499",
85,86,86,Graeme McDowell,16,"$1,088,898",
86,87,87,Anthony Kim,26,"$1,085,846",
87,88,88,Davis Love III,22,"$1,056,300",
88,89,89,Hunter Haas,30,"$1,039,987",
89,90,90,Ryuji Imada,29,"$990,319",
90,91,91,Justin Leonard,26,"$952,962",
91,92,92,Ricky Barnes,23,"$951,587",
92,93,93,Ernie Els,21,"$948,872",
93,94,94,Troy Matteson,28,"$946,989",
94,95,95,Briny Baird,19,"$942,286",
95,96,96,Nick O'Hern,29,"$940,224",
96,97,97,Michael Bradley,24,"$935,934",1.0
97,98,98,Michael Thompson,25,"$935,265",
98,99,99,Chris Couch,21,"$922,496",
99,100,100,Marc Leishman,27,"$916,330",
100,101,101,Stewart Cink,22,"$909,162",
101,102,102,Tim Herron,28,"$909,135",
102,103,103,J.J. Henry,28,"$873,377",
103,104,104,David Hearn,26,"$869,072",
104,105,105,Greg Chalmers,28,"$832,191",
105,106,106,Tom Gillis,19,"$814,147",
106,107,107,Padraig Harrington,18,"$802,839",
107,108,108,Retief Goosen,16,"$796,360",
108,109,109,Billy Mayfair,29,"$780,578",
109,110,110,Josh Teater,31,"$769,324",
110,111,111,Kevin Stadler,27,"$768,172",
111,112,112,Heath Slocum,29,"$767,216",
112,113,113,Chris DiMarco,31,"$761,932",
113,114,114,James Driscoll,24,"$741,010",
114,115,115,Ian Poulter,16,"$739,926",
115,116,116,Joe Ogilvie,24,"$726,866",
116,117,117,Louis Oosthuizen,15,"$717,965",
117,118,118,David Mathis,25,"$715,404",
118,119,119,John Merrick,21,"$704,789",
119,120,120,Sung Kang,21,"$702,382",
120,121,121,Tom Pernice Jr.,12,"$694,981",
121,122,122,Matt Bettencourt,30,"$692,545",
122,123,123,Arjun Atwal,29,"$690,237",
123,124,124,Rod Pampling,21,"$668,768",
124,125,125,D.J. Trahan,30,"$668,166",
125,126,126,Bobby Gates,29,"$666,735",
126,127,127,Roland Thatcher,22,"$666,371",
127,128,128,Tiger Woods,9,"$660,238",
128,129,129,Stuart Appleby,24,"$657,150",
129,130,130,Bill Lunde,28,"$639,548",
130,131,131,Ángel Cabrera,17,"$628,079",
131,132,132,Steven Bowditch,28,"$621,378",
132,133,133,Matt Jones,25,"$602,392",
133,134,134,Steve Flesch,27,"$594,622",
134,135,135,Bob Estes,12,"$594,104",
135,136,136,Paul Casey,15,"$590,386",
136,137,137,Matt McQuillan,21,"$582,933",
137,138,138,Tim Clark,4,"$571,000",
138,139,139,Stephen Ames,22,"$547,589",
139,140,140,Billy Horschel,25,"$533,024",
140,141,141,William McGirt,32,"$532,933",
141,142,142,Garrett Willis,24,"$526,390",
142,143,143,Shane Bertsch,20,"$488,584",
143,144,144,Cameron Beckman,25,"$455,085",
144,145,145,Scott McCarron,22,"$436,270",
145,146,146,Tim Petrovic,29,"$428,011",
146,147,147,Zack Miller,30,"$427,341",
147,148,148,Vaughn Taylor,27,"$423,907",
148,149,149,Ben Curtis,23,"$423,466",
149,150,150,Jason Bohn,22,"$411,943",
150,151,151,Dean Wilson,22,"$401,314",
151,152,152,David Duval,24,"$400,654",
152,153,153,Michael Putnam,21,"$398,400",
153,154,154,Chris Riley,25,"$397,204",
154,155,155,Jim Renner,22,"$392,945",
155,156,156,Tag Ridings,28,"$382,670",
156,157,157,Fabián Gómez,26,"$381,730",
157,158,158,Fred Couples,5,"$371,081",
158,159,159,Kent Jones,25,"$360,624",
159,160,160,Joe Durant,25,"$358,790",
160,161,161,Woody Austin,18,"$354,042",
161,162,162,Bio Kim,25,"$345,588",
162,163,163,Alex Cejka,21,"$344,902",
163,164,164,Ben Martin,25,"$340,080",
164,165,165,Aron Price,18,"$333,290",
165,166,166,Henrik Stenson,15,"$327,799",
166,167,167,Jarrod Lyle,29,"$317,459",
167,168,168,Nathan Green,26,"$312,109",
168,169,169,Michael Connell,26,"$309,362",
169,170,170,Brett Wetterich,8,"$307,504",
170,171,171,Daniel Summerhays,29,"$301,899",
171,172,172,Derek Lamely,26,"$301,146",
172,173,173,Marc Turnesa,20,"$299,405",
173,174,174,Colt Knost,27,"$296,817",
174,175,175,Alex Prugh,29,"$292,070",
175,176,176,Cameron Percy,12,"$290,319",
176,177,177,Paul Stankowski,24,"$290,211",
177,178,178,Kevin Sutherland,11,"$289,693",
178,179,179,Justin Hicks,23,"$284,990",
179,180,180,Boo Weekley,23,"$279,531",
180,181,181,Kevin Kisner,24,"$270,170",
181,182,182,John Cook,1,"$251,600",
182,183,183,Scott Gutschewski,23,"$229,758",
183,184,184,Alexandre Rocha,22,"$225,026",
184,185,185,Lee Janzen,19,"$216,993",
185,186,186,Richard Johnson,23,"$212,106",
186,187,187,John Daly,18,"$207,963",
187,188,188,Shaun Micheel,27,"$206,450",
188,189,189,Jim Herman,22,"$196,845",
189,190,190,D.J. Brigman,23,"$191,491",
190,191,191,Will MacKenzie,14,"$188,394",
191,192,192,Andres Gonzales,21,"$186,847",
192,193,193,J.P. Hayes,19,"$186,769",
193,194,194,Chad Collins,16,"$183,510",
194,195,195,John Mallinger,15,"$179,498",
195,196,196,Joseph Bramlett,25,"$178,728",
196,197,197,Tom Lehman,5,"$178,062",
197,198,198,Shigeki Maruyama,2,"$177,375",
198,199,199,Steve Elkington,17,"$176,225",
199,200,200,Michael Letzig,13,"$169,973",
200,201,201,Nate Smith,24,"$154,814",
201,202,202,Troy Merritt,23,"$151,475",
202,203,203,Frank Lickliter II,12,"$144,160",
203,204,204,Martin Piller,23,"$140,958",
204,205,205,Jeff Quinney,14,"$139,582",
205,206,206,Rocco Mediate,23,"$136,299",
206,207,207,Rich Beem,21,"$135,225",
207,208,208,Chris Tidland,12,"$122,985",
208,209,209,Peter Tomasulo,12,"$115,817",
209,210,210,Todd Hamilton,11,"$112,083",
210,211,211,Kirk Triplett,8,"$111,081",
211,212,212,Kenny Perry,13,"$110,177",
212,213,213,Will Strickler,19,"$109,031",
213,214,214,Peter Lonard,2,"$106,305",
214,215,215,Marco Dawson,3,"$104,407",
215,216,216,Jeff Maggert,18,"$101,080",
216,217,217,Charles Warren,10,"$96,423",
217,218,218,Tom Watson,3,"$72,067",
218,219,219,Chris Baryla,20,"$68,000",
219,220,220,Dicky Pride,8,"$64,213",
220,221,221,Duffy Waldorf,14,"$61,234",
221,222,222,Brett Quigley,10,"$56,825",
222,223,223,Jason Gore,6,"$51,290",
223,224,224,Craig Barlow,5,"$49,688",
224,225,225,Michael Sim,19,"$47,403",
225,226,226,Fran Quinn,10,"$47,199",
226,227,227,Corey Pavin,4,"$42,376",
227,228,228,Michael Allen,5,"$42,343",
228,229,229,Jesper Parnevik,10,"$37,739",
229,230,230,Mark Calcavecchia,6,"$34,930",
230,231,231,Jamie Lovemark,9,"$34,693",
231,232,232,Jeff Klauk,8,"$34,364",
232,233,233,Mark Hensby,6,"$32,241",
233,234,234,Robert Damron,3,"$31,770",
234,235,235,Robert Gamez,9,"$31,522",
235,236,236,Carl Paulson,11,"$29,922",
236,237,237,Scott Gordon,19,"$28,311",
237,238,238,Jay Williamson,6,"$27,396",
238,239,239,Steve Lowery,2,"$23,526",
239,240,240,Mike Weir,15,"$23,312",
240,241,241,Andre Stolz,2,"$21,594",
241,242,242,Matt Weibring,5,"$20,148",
242,243,243,Joe Affrunti,6,"$18,837",
243,244,244,Omar Uresti,5,"$18,349",
244,245,245,Mark O'Meara,3,"$18,240",
245,246,246,Steve Pate,1,"$15,750",
246,247,247,Daniel Chopra,2,"$15,411",
247,248,248,Ted Purdy,6,"$14,820",
248,249,249,Nick Price,1,"$12,996",
249,250,250,Skip Kendall,6,"$11,940",
250,251,251,Fred Funk,7,"$11,880",
251,252,252,Jonathan Kaye,2,"$10,834",
252,253,253,Graham DeLaet,2,"$10,472",
253,254,254,Tom Byrum,1,"$10,404",
254,255,255,Guy Boros,1,"$8,172",
255,256,256,Mark Brooks,5,"$7,488",
256,257,257,Greg Kraft,1,"$7,350",
257,258,258,J.L. Lewis,1,"$7,056",
258,259,259,Brian Bateman,1,"$6,984",
259,260,260,Notah Begay III,4,"$6,690",
260,261,261,José María Olazábal,6,"$6,330",
