,Total_Money_Official_and_Unofficial_RANK THIS WEEK,Total_Money_Official_and_Unofficial_RANK LAST WEEK,Total_Money_Official_and_Unofficial_PLAYER NAME,Total_Money_Official_and_Unofficial_EVENTS,Total_Money_Official_and_Unofficial_MONEY
62,63,63,Cameron Tringale,33,"$1,592,807"
63,64,64,Carl Pettersson,28,"$1,590,223"
64,65,65,Kyle Stanley,29,"$1,586,657"
65,66,66,J.B. Holmes,18,"$1,538,583"
66,67,67,Sergio Garcia,16,"$1,524,091"
67,68,68,Charley Hoffman,28,"$1,508,091"
68,69,69,Robert Garrigus,26,"$1,503,923"
69,70,70,George McNeill,21,"$1,458,110"
70,71,71,Ian Poulter,19,"$1,422,426"
71,72,72,Jimmy Walker,25,"$1,421,556"
72,73,73,Brian Davis,32,"$1,417,509"
73,74,74,Lee Westwood,11,"$1,396,946"
74,75,75,Paul Goydos,25,"$1,385,328"
75,76,76,Harrison Frazar,20,"$1,378,767"
76,77,77,John Rollins,27,"$1,370,566"
77,78,78,Kris Blanks,29,"$1,350,010"
78,79,79,Brendon de Jonge,32,"$1,349,326"
79,80,80,Kevin Chappell,26,"$1,339,640"
80,81,81,Andres Romero,22,"$1,313,133"
81,82,82,Kevin Streelman,26,"$1,300,006"
82,83,83,Anders Hansen,9,"$1,298,567"
83,84,84,Pat Perez,24,"$1,295,253"
84,85,85,Scott Piercy,23,"$1,250,957"
85,86,86,Paul Casey,17,"$1,248,720"
86,87,87,Trevor Immelman,26,"$1,245,604"
87,88,88,Johnson Wagner,25,"$1,224,556"
88,89,89,Scott Verplank,15,"$1,194,178"
89,90,90,Charlie Wi,25,"$1,188,494"
90,91,91,Chad Campbell,30,"$1,185,899"
91,92,92,Brian Gay,26,"$1,157,525"
92,93,93,Davis Love III,23,"$1,156,300"
93,94,94,Anthony Kim,27,"$1,155,846"
94,95,95,Ricky Barnes,25,"$1,109,587"
95,96,96,Blake Adams,34,"$1,100,558"
96,97,97,Chris Stroud,28,"$1,096,499"
97,98,98,Ernie Els,24,"$1,080,872"
98,99,99,Stewart Cink,24,"$1,076,037"
99,100,100,Justin Leonard,27,"$1,055,462"
100,101,101,Hunter Haas,30,"$1,039,987"
101,102,102,Ryuji Imada,29,"$990,319"
102,103,103,Troy Matteson,28,"$946,989"
103,104,104,Briny Baird,19,"$942,286"
104,105,105,Nick O'Hern,29,"$940,224"
105,106,106,Michael Bradley,24,"$935,934"
106,107,107,Michael Thompson,25,"$935,265"
107,108,108,Chris Couch,21,"$922,496"
108,109,109,Louis Oosthuizen,17,"$920,965"
109,110,110,Marc Leishman,27,"$916,330"
110,111,111,Tim Herron,28,"$909,135"
111,112,112,Retief Goosen,18,"$896,360"
112,113,113,J.J. Henry,28,"$873,377"
113,114,114,David Hearn,26,"$869,072"
114,115,115,Francesco Molinari,13,"$862,387"
115,116,116,Alex Cejka,22,"$857,402"
116,117,117,Chris DiMarco,32,"$843,807"
117,118,118,Greg Chalmers,28,"$832,191"
118,119,119,Stuart Appleby,27,"$816,150"
119,120,120,Tom Gillis,19,"$814,147"
120,121,121,Padraig Harrington,18,"$802,839"
121,122,122,Billy Mayfair,29,"$780,578"
122,123,123,Arjun Atwal,30,"$770,237"
123,124,124,Josh Teater,31,"$769,324"
124,125,125,Kevin Stadler,27,"$768,172"
125,126,126,Heath Slocum,29,"$767,216"
126,127,127,Peter Hanson,14,"$762,780"
127,128,128,James Driscoll,24,"$741,010"
128,129,129,Bud Cauley,8,"$735,150"
129,130,130,Thomas Bjørn,7,"$730,239"
130,131,131,Joe Ogilvie,24,"$726,866"
131,132,132,David Mathis,25,"$715,404"
132,133,133,John Merrick,21,"$704,789"
133,134,134,Sung Kang,21,"$702,382"
134,135,135,Bobby Gates,31,"$699,235"
135,136,136,Tom Pernice Jr.,12,"$694,981"
136,137,137,Matt Bettencourt,30,"$692,545"
137,138,138,Roland Thatcher,23,"$671,371"
138,139,139,Ángel Cabrera,18,"$670,579"
139,140,140,Rod Pampling,21,"$668,768"
140,141,141,D.J. Trahan,30,"$668,166"
141,142,142,Edoardo Molinari,13,"$655,224"
142,143,143,K.T. Kim,11,"$639,809"
143,144,144,Bill Lunde,28,"$639,548"
144,145,145,Steven Bowditch,29,"$626,378"
145,146,146,Bob Estes,13,"$619,104"
146,147,147,Matt Jones,26,"$607,392"
147,148,148,Miguel Angel Jiménez,9,"$601,223"
148,149,149,Alvaro Quiros,10,"$600,817"
149,150,150,Steve Flesch,28,"$594,622"
150,151,151,Matt McQuillan,22,"$582,933"
151,152,152,Ryo Ishikawa,11,"$580,136"
152,153,153,Tim Clark,4,"$571,000"
153,154,154,William McGirt,33,"$557,933"
154,155,155,Stephen Ames,22,"$547,589"
155,156,156,Billy Horschel,26,"$533,024"
156,157,157,Garrett Willis,24,"$526,390"
157,158,158,Scott McCarron,24,"$508,770"
158,159,159,Shane Bertsch,21,"$493,584"
159,160,160,Cameron Beckman,25,"$455,085"
160,161,161,Vaughn Taylor,28,"$449,741"
161,162,162,Adam Hadwin,6,"$440,752"
162,163,163,Tim Petrovic,30,"$428,011"
163,164,164,Henrik Stenson,16,"$427,799"
164,165,165,Zack Miller,31,"$427,341"
165,166,166,Ben Curtis,23,"$423,466"
166,167,167,Jason Bohn,22,"$411,943"
167,168,168,David Duval,25,"$405,654"
168,169,169,Dean Wilson,23,"$401,314"
169,170,170,Ross Fisher,9,"$399,885"
170,171,171,Michael Putnam,21,"$398,400"
171,172,172,Jim Renner,23,"$397,945"
172,173,173,Chris Riley,25,"$397,204"
173,174,174,Mark Calcavecchia,8,"$389,096"
174,175,175,Tag Ridings,29,"$387,670"
175,176,176,Fabián Gómez,27,"$381,730"
176,177,177,Fred Couples,5,"$371,081"
177,178,178,Kent Jones,26,"$365,624"
178,179,179,Matteo Manassero,9,"$361,283"
179,180,180,Boo Weekley,25,"$361,197"
180,181,181,Richard Green,5,"$360,102"
181,182,182,Joe Durant,25,"$358,790"
182,183,183,Kenny Perry,15,"$358,718"
183,184,184,Woody Austin,18,"$354,042"
184,185,185,Bio Kim,26,"$345,588"
185,186,186,Jarrod Lyle,30,"$343,292"
186,187,187,Ben Martin,25,"$340,080"
187,188,188,Nathan Green,27,"$337,109"
188,189,189,Aron Price,18,"$333,290"
189,190,190,Simon Dyson,4,"$329,666"
190,191,191,Daniel Summerhays,30,"$326,899"
191,192,192,Colt Knost,28,"$321,817"
192,193,193,Michael Connell,26,"$309,362"
193,194,194,Brett Wetterich,9,"$307,504"
194,195,195,Derek Lamely,26,"$301,146"
195,196,196,Oliver Wilson,2,"$300,000"
196,197,197,Marc Turnesa,21,"$299,405"
197,198,198,Kevin Kisner,25,"$295,170"
198,199,199,Nick Price,3,"$292,996"
199,200,200,Alex Prugh,29,"$292,070"
200,201,201,Cameron Percy,12,"$290,319"
201,202,202,Paul Stankowski,24,"$290,211"
202,203,203,Justin Hicks,24,"$289,990"
203,204,204,Kevin Sutherland,11,"$289,693"
204,205,205,Yuta Ikeda,11,"$287,147"
205,206,206,Lee Janzen,21,"$281,993"
206,207,207,Hiroyuki Fujita,8,"$263,800"
207,208,208,John Cook,1,"$251,600"
208,209,209,Raphael Jacquelin,3,"$250,245"
209,210,210,Alexandre Rocha,23,"$250,026"
210,211,211,Jim Herman,24,"$249,345"
211,212,212,Seung-Yul Noh,7,"$239,570"
212,213,213,Scott Gutschewski,23,"$229,758"
213,214,214,Rocco Mediate,24,"$220,299"
214,215,215,Richard Johnson,24,"$212,106"
215,216,216,Brendan Jones,3,"$211,250"
216,217,217,John Daly,18,"$207,963"
217,218,218,Shaun Micheel,28,"$206,450"
218,219,219,D.J. Brigman,24,"$196,491"
219,220,220,Will MacKenzie,14,"$188,394"
220,221,221,Andres Gonzales,21,"$186,847"
221,222,222,Stephen Gallacher,4,"$186,821"
222,223,223,J.P. Hayes,19,"$186,769"
223,224,224,Joost Luiten,3,"$186,095"
224,225,225,Chad Collins,16,"$183,510"
225,226,226,John Mallinger,15,"$179,498"
226,227,227,Joseph Bramlett,25,"$178,728"
227,228,228,Tom Lehman,5,"$178,062"
228,229,229,Shigeki Maruyama,2,"$177,375"
229,230,230,Alex Noren,6,"$177,208"
230,231,231,Pablo Larrazabal,4,"$176,634"
231,232,232,Steve Elkington,17,"$176,225"
232,233,233,Michael Letzig,13,"$169,973"
233,234,234,Jeev Milkha Singh,2,"$169,167"
234,235,235,Jay Haas,1,"$166,667"
235,236,236,Robert-Jan Derksen,1,"$166,250"
236,237,237,Robert Rock,3,"$164,757"
237,238,238,Nate Smith,25,"$154,814"
238,239,239,Thongchai Jaidee,4,"$154,000"
239,240,240,Troy Merritt,24,"$151,475"
240,241,241,Paula Creamer,2,"$150,000"
241,242,242,Frank Lickliter II,12,"$144,160"
242,243,243,Rhys Davies,3,"$141,500"
243,244,244,Martin Piller,24,"$140,958"
244,245,245,Jeff Quinney,14,"$139,582"
245,246,246,Kiradech Aphibarnrat,3,"$139,250"
246,247,247,Johan Edfors,2,"$136,155"
247,248,248,Rich Beem,22,"$135,225"
248,249,249,Sam Saunders,9,"$132,525"
249,250,250,Marco Dawson,4,"$129,407"
250,251,251,Chris Tidland,13,"$127,985"
251,252,252,Jeff Maggert,19,"$126,080"
252,253,253,Xinjun Zhang,2,"$124,500"
253,254,254,SSP Chawrasia,3,"$123,000"
254,255,255,Jbe' Kruger,2,"$121,500"
255,256,256,Peter Tomasulo,13,"$115,817"
256,257,257,Brett Quigley,11,"$113,075"
257,258,258,Tetsuji Hiratsuka,5,"$113,000"
258,259,259,Todd Hamilton,11,"$112,083"
259,260,260,Kirk Triplett,8,"$111,081"
260,261,261,Mark O'Meara,4,"$110,740"
261,262,262,George Coetzee,1,"$109,713"
262,263,263,Will Strickler,19,"$109,031"
263,264,264,Chinnarat Phadungsil,2,"$106,500"
264,265,265,Peter Lonard,2,"$106,305"
265,266,266,Matt Every,5,"$105,122"
266,267,267,Jamie Donaldson,2,"$100,000"
267,268,268,Charles Warren,10,"$96,423"
268,269,269,Nicolas Colsaerts,3,"$96,000"
269,270,270,Erik Compton,6,"$95,542"
270,271,271,Thomas Aiken,5,"$94,500"
271,272,272,Siddikur Rahman,2,"$87,500"
272,273,273,Danny Chia,1,"$85,000"
273,274,274,Nick Faldo,1,"$84,000"
274,275,275,WC Liang,4,"$82,593"
275,276,276,David Gleeson,2,"$81,000"
276,277,277,Greg Norman,1,"$72,500"
277,278,278,Tom Watson,3,"$72,067"
278,279,279,Chan Yih-shin,2,"$71,750"
279,280,280,Grégory Havret,3,"$71,007"
280,281,281,Dicky Pride,9,"$69,213"
281,282,282,Morgan Hoffmann,4,"$69,131"
282,283,283,Hennie Otto,1,"$68,500"
283,284,284,Chris Baryla,20,"$68,000"
284,T285,T285,Kim Hyung sung,1,"$67,500"
285,T285,T285,Sung Joon Park,1,"$67,500"
286,287,287,Brad Faxon,13,"$65,000"
287,288,288,Grégory Bourdy,3,"$64,056"
288,289,289,Sangmoon Bae,3,"$62,351"
289,290,290,Duffy Waldorf,14,"$61,234"
290,T291,T291,David Howell,2,"$60,000"
291,T291,T291,Søren Kjeldsen,1,"$60,000"
292,T291,T291,Paul McGinley,1,"$60,000"
293,294,294,Paul Lawrie,2,"$57,442"
294,295,295,Jung-gon Hwang,2,"$56,716"
295,296,296,Jason Gore,7,"$56,290"
296,297,297,Peter Jacobsen,1,"$56,250"
297,298,298,Marcus Fraser,1,"$55,500"
298,T299,T299,Billy Andrade,4,"$52,500"
299,T299,T299,Bruce McDonald,1,"$52,500"
300,301,301,Lee Slattery,1,"$52,000"
301,302,302,Do-Hoon Kim,1,"$50,436"
302,T303,T303,Ben Crenshaw,2,"$50,000"
303,T303,T303,Brendon Todd,1,"$50,000"
304,305,305,Craig Barlow,5,"$49,688"
305,306,306,Michael Sim,19,"$47,403"
306,307,307,Fran Quinn,10,"$47,199"
307,308,308,Mathias Grönberg,2,"$47,000"
308,309,309,Óscar Serna,3,"$45,500"
309,310,310,Michio Matsumura,2,"$44,395"
310,311,311,Shaaban Hussin,1,"$42,500"
311,312,312,Corey Pavin,4,"$42,376"
312,313,313,Michael Allen,5,"$42,343"
313,T314,T314,Keith Horne,1,"$40,500"
314,T314,T314,Thorbjørn Olesen,2,"$40,500"
315,T314,T314,José de Jesús Rodríguez,3,"$40,500"
316,317,317,Peter Senior,1,"$40,250"
317,318,318,Stephen Gangluff,1,"$40,000"
318,319,319,Ashun Wu,1,"$38,000"
319,320,320,Jesper Parnevik,10,"$37,739"
320,321,321,Jae-bum Park,1,"$37,500"
321,T322,T322,Mike Hendry,1,"$37,000"
322,T322,T322,Gareth Paddison,1,"$37,000"
323,T324,T324,Gary Boyd,1,"$36,302"
324,T324,T324,Simon Khan,1,"$36,302"
325,326,326,Will Claxton,2,"$36,275"
326,327,327,Jamie Lovemark,9,"$34,693"
327,328,328,Jeff Klauk,8,"$34,364"
328,329,329,Michael Hoey,1,"$32,500"
329,330,330,Mark Hensby,6,"$32,241"
330,T331,T331,Florian Pragant,1,"$32,000"
331,T331,T331,Hugo Santos,1,"$32,000"
332,T331,T331,Roland Steiner,1,"$32,000"
333,334,334,Robert Damron,3,"$31,770"
334,335,335,Robert Gamez,10,"$31,522"
335,336,336,Carl Paulson,11,"$29,922"
336,T337,T337,Adilson da Silva,1,"$29,500"
337,T337,T337,Lucas Lee,1,"$29,500"
338,T337,T337,Manuel Villegas,2,"$29,500"
339,340,340,Scott Gordon,19,"$28,311"
340,341,341,Alistair Presnell,1,"$27,750"
341,342,342,Jay Williamson,6,"$27,396"
342,343,343,Mike Small,6,"$27,152"
343,T344,T344,Chih-Bing Lam,2,"$27,000"
344,T344,T344,Mardan Mamat,1,"$27,000"
345,T344,T344,Hao Yuan,1,"$27,000"
346,347,347,Pablo Martin Benavides,1,"$26,500"
347,T348,T348,Pablo Acuna,1,"$26,000"
348,T348,T348,Tom Lewis,2,"$26,000"
349,T348,T348,José Toledo,2,"$26,000"
350,351,351,Tommy Biershenk,1,"$25,833"
351,352,352,Adam Bland,1,"$25,500"
352,T353,T353,Mark Anderson,2,"$25,000"
353,T353,T353,Charlie Beljan,1,"$25,000"
354,T353,T353,Roberto Castro,1,"$25,000"
355,T353,T353,Scott Dunlap,1,"$25,000"
356,T353,T353,Harris English,1,"$25,000"
357,T353,T353,Brian Harman,1,"$25,000"
358,T353,T353,John Huh,1,"$25,000"
359,T353,T353,Richard Lee,1,"$25,000"
360,T353,T353,Edward Loar,1,"$25,000"
361,T353,T353,Greg Owen,1,"$25,000"
362,T353,T353,Patrick Sheehan,1,"$25,000"
363,T353,T353,Jerome Theunis,1,"$25,000"
364,T365,T365,Floris De Vries,1,"$23,556"
365,T365,T365,Richard McEvoy,1,"$23,556"
366,T367,T367,José Manuel Lara,1,"$23,526"
367,T367,T367,Steve Lowery,2,"$23,526"
368,369,369,Omar Uresti,6,"$23,349"
369,370,370,Mike Weir,15,"$23,312"
370,371,371,Andre Stolz,3,"$21,594"
371,372,372,Garth Mulroy,4,"$20,800"
372,373,373,Fredrik Andersson Hed,2,"$20,571"
373,374,374,Matt Weibring,5,"$20,148"
374,375,375,Patrick Reed,3,"$20,058"
375,376,376,Matthew Millar,1,"$19,845"
376,377,377,Marcel Siem,1,"$19,763"
377,378,378,Kenneth Ferrie,1,"$18,877"
378,379,379,Joe Affrunti,6,"$18,837"
379,380,380,Billy Hurley III,4,"$17,780"
380,381,381,Drew Weaver,2,"$17,732"
381,382,382,Alejandro Cañizares,2,"$17,469"
382,383,383,Josh Broadaway,2,"$17,357"
383,T384,T384,Christo Greyling,1,"$17,178"
384,T384,T384,Kenichi Kuboya,1,"$17,178"
385,386,386,Wes Heffernan,1,"$16,539"
386,387,387,Mathew Goggin,1,"$16,157"
387,388,388,Erick Justesen,1,"$16,088"
388,389,389,Steve Pate,1,"$15,750"
389,390,390,Daniel Chopra,3,"$15,411"
390,391,391,Brad Fritsch,2,"$15,348"
391,392,392,Ted Purdy,6,"$14,820"
392,393,393,Troy Kelly,1,"$13,542"
393,394,394,Steve Allan,2,"$13,380"
394,395,395,Todd Fischer,3,"$12,900"
395,396,396,Skip Kendall,6,"$11,940"
396,397,397,Fred Funk,7,"$11,880"
397,398,398,Craig Bowden,4,"$11,864"
398,T399,T399,Julián Etulain,1,"$11,261"
399,T399,T399,Sal Spallone,1,"$11,261"
400,401,401,Jonathan Kaye,2,"$10,834"
401,402,402,Alex Aragon,3,"$10,760"
402,403,403,Graham DeLaet,2,"$10,472"
403,404,404,Tom Byrum,1,"$10,404"
404,405,405,Dustin Risdon,1,"$10,192"
405,406,406,Richard Scott,2,"$8,400"
406,407,407,Guy Boros,2,"$8,172"
407,408,408,Mark Brooks,5,"$7,488"
408,409,409,Greg Kraft,1,"$7,350"
409,410,410,J.L. Lewis,1,"$7,056"
410,411,411,Dave Schultz,1,"$7,035"
411,412,412,Brian Bateman,1,"$6,984"
412,T413,T413,Notah Begay III,4,"$6,690"
413,T413,T413,Bob May,3,"$6,690"
414,415,415,José María Olazábal,6,"$6,330"
415,T416,T416,Brad Adamonis,2,"$5,000"
416,T416,T416,Jason Allred,1,"$5,000"
417,T416,T416,Stuart Anderson,1,"$5,000"
418,T416,T416,Brian Anderson,1,"$5,000"
419,T416,T416,Ben Briscoe,1,"$5,000"
420,T416,T416,Jeff Cuzzort,1,"$5,000"
421,T416,T416,Reid Edstrom,1,"$5,000"
422,T416,T416,Derek Fathauer,1,"$5,000"
423,T416,T416,Erik Flores,2,"$5,000"
424,T416,T416,Jeff Gove,1,"$5,000"
425,T416,T416,Paul Haley II,1,"$5,000"
426,T416,T416,Mike Lavery,1,"$5,000"
427,T416,T416,Steve LeBrun,1,"$5,000"
428,T416,T416,Luke List,1,"$5,000"
429,T416,T416,Corey Nagy,1,"$5,000"
430,T416,T416,Rob Oppenheim,1,"$5,000"
431,T416,T416,Scott Parel,1,"$5,000"
432,T416,T416,"Philip Pettitt, Jr.",1,"$5,000"
433,T416,T416,Anthony Rodriguez,2,"$5,000"
434,T416,T416,James Sacheck,1,"$5,000"
435,T416,T416,Shawn Stefani,1,"$5,000"
436,T416,T416,Andrew Svoboda,1,"$5,000"
437,T416,T416,Hudson Swafford,1,"$5,000"
438,T416,T416,Nicholas Thompson,1,"$5,000"
439,T416,T416,Ron Whittaker,1,"$5,000"
440,T416,T416,Willy Wilcox,2,"$5,000"
441,T416,T416,Tim Wilkinson,2,"$5,000"
442,T416,T416,Lee Williams,1,"$5,000"
443,T416,T416,Chris Wilson,2,"$5,000"
444,T416,T416,Ryan Yip,1,"$5,000"
