,Career_Money_Leaders_RANK THIS WEEK,Career_Money_Leaders_RANK LAST WEEK,Career_Money_Leaders_PLAYER NAME,Career_Money_Leaders_MONEY
92,93,93,Freddie Jacobson,"$12,123,609"
93,94,94,Bill Haas,"$11,749,443"
94,95,95,Payne Stewart,"$11,737,008"
95,96,96,Duffy Waldorf,"$11,699,508"
96,97,97,Frank Lickliter II,"$11,681,116"
97,98,98,J.J. Henry,"$11,494,113"
98,99,99,Chris Riley,"$11,315,882"
99,100,100,Ryan Palmer,"$11,233,706"
100,101,101,Joey Sindelar,"$11,196,462"
101,102,102,Kevin Na,"$11,123,794"
102,103,103,Ryan Moore,"$11,118,769"
103,104,104,Brandt Snedeker,"$11,108,484"
104,105,105,Tim Petrovic,"$11,079,026"
105,106,106,Trevor Immelman,"$11,067,359"
106,107,107,Tom Kite,"$11,041,042"
107,108,108,Brett Quigley,"$11,016,575"
108,109,109,Tom Watson,"$10,958,339"
109,110,110,Ian Poulter,"$10,905,362"
110,111,111,Mark Wilson,"$10,837,369"
111,112,112,Harrison Frazar,"$10,641,390"
112,113,113,Vaughn Taylor,"$10,595,778"
113,114,114,Jonathan Kaye,"$10,584,934"
114,115,115,Ben Curtis,"$10,215,989"
115,116,116,Bernhard Langer,"$10,111,921"
116,117,117,Craig Stadler,"$10,021,897"
117,118,118,Joe Ogilvie,"$9,891,339"
118,119,119,Ángel Cabrera,"$9,750,602"
119,120,120,Charley Hoffman,"$9,689,375"
120,121,121,Bart Bryant,"$9,671,650"
121,122,122,Paul Casey,"$9,619,180"
122,123,123,John Daly,"$9,544,633"
123,124,124,J.B. Holmes,"$9,532,315"
124,125,125,Tommy Armour III,"$9,458,248"
125,126,126,Peter Lonard,"$9,449,801"
126,127,127,Mark Brooks,"$9,448,226"
127,128,128,Carlos Franco,"$9,431,368"
128,129,129,Rich Beem,"$9,402,943"
129,130,130,Brian Davis,"$9,228,702"
130,131,131,David Frost,"$9,178,775"
131,132,132,Cameron Beckman,"$9,128,893"
132,133,133,Jason Day,"$9,060,094"
133,134,134,Jason Bohn,"$9,004,330"
134,135,135,Shaun Micheel,"$8,988,390"
135,136,136,Glen Day,"$8,930,925"
136,137,137,Dean Wilson,"$8,903,908"
137,138,138,Steve Marino,"$8,903,829"
138,139,139,Ryuji Imada,"$8,845,771"
139,140,140,Dan Forsman,"$8,687,983"
140,141,141,Robert Gamez,"$8,657,203"
141,142,142,D.J. Trahan,"$8,626,283"
142,143,143,Webb Simpson,"$8,608,449"
143,144,144,Olin Browne,"$8,516,287"
144,145,145,Andrew Magee,"$8,512,753"
145,146,146,Craig Parry,"$8,481,456"
146,147,147,Jeff Overton,"$8,417,915"
147,148,148,J.P. Hayes,"$8,391,404"
148,149,149,Brandt Jobe,"$8,334,010"
149,150,150,Steve Pate,"$8,039,988"
150,151,151,Skip Kendall,"$8,011,651"
151,152,152,Larry Mize,"$7,871,792"
152,153,153,Peter Jacobsen,"$7,799,810"
153,154,154,Daniel Chopra,"$7,714,023"
154,155,155,Alex Cejka,"$7,696,123"
155,156,156,Arron Oberholser,"$7,665,222"
156,157,157,Y.E. Yang,"$7,644,168"
157,158,158,Curtis Strange,"$7,599,951"
158,159,159,Jason Dufner,"$7,576,705"
159,160,160,J.L. Lewis,"$7,480,274"
160,161,161,Troy Matteson,"$7,440,292"
161,162,162,Brent Geiberger,"$7,374,382"
162,163,163,Boo Weekley,"$7,366,876"
163,164,164,Ted Purdy,"$7,338,479"
164,165,165,Henrik Stenson,"$7,332,948"
165,166,166,Paul Stankowski,"$7,266,080"
166,167,167,Ben Crenshaw,"$7,139,756"
167,168,168,Charlie Wi,"$7,043,533"
168,169,169,Martin Laird,"$7,016,542"
169,170,170,Brett Wetterich,"$6,957,556"
170,171,171,Bill Glasson,"$6,912,619"
171,172,172,Chris Perry,"$6,866,671"
172,173,173,Len Mattiace,"$6,819,409"
173,174,174,Scott Simpson,"$6,778,273"
174,175,175,Nick O'Hern,"$6,721,929"
175,176,176,Greg Chalmers,"$6,606,254"
176,177,177,Tom Byrum,"$6,554,699"
177,178,178,Steve Jones,"$6,519,451"
178,179,179,Bruce Lietzke,"$6,474,794"
179,180,180,George McNeill,"$6,428,342"
180,181,181,Nathan Green,"$6,378,619"
181,182,182,Lanny Wadkins,"$6,355,681"
182,183,183,Robert Damron,"$6,333,253"
183,184,184,Robert Garrigus,"$6,298,739"
184,185,185,Neal Lancaster,"$6,253,506"
185,186,186,Chip Beck,"$6,205,730"
186,187,187,Mark Hensby,"$6,194,683"
187,188,188,Michael Allen,"$6,194,261"
188,189,189,Richard Johnson,"$6,104,960"
189,190,190,"Jim Gallagher, Jr.","$6,002,202"
190,191,191,Hale Irwin,"$5,966,031"
191,192,192,Jay Williamson,"$5,944,298"
192,193,193,Andres Romero,"$5,919,858"
193,194,194,Fuzzy Zoeller,"$5,819,293"
194,195,195,Greg Kraft,"$5,786,218"
195,196,196,David Peoples,"$5,736,812"
196,197,197,Jack Nicklaus,"$5,734,031"
197,198,198,Bryce Molder,"$5,595,035"
198,199,199,Russ Cochran,"$5,560,769"
199,200,200,Jay Don Blake,"$5,555,470"
200,201,201,Rickie Fowler,"$5,512,880"
201,202,202,John Mallinger,"$5,494,428"
202,203,203,Raymond Floyd,"$5,323,075"
203,204,204,Mark McCumber,"$5,309,688"
204,205,205,Michael Bradley,"$5,301,716"
205,206,206,Kent Jones,"$5,292,304"
206,207,207,José Coceres,"$5,280,335"
207,208,208,Todd Hamilton,"$5,278,669"
208,209,209,D.A. Points,"$5,263,052"
209,210,210,Gil Morgan,"$5,259,164"
210,211,211,Blaine McCallister,"$5,227,278"
211,212,212,Notah Begay III,"$5,207,339"
212,213,213,Craig Barlow,"$5,156,852"
213,214,214,Kevin Streelman,"$5,154,198"
214,215,215,Charles Warren,"$5,143,839"
215,216,216,Jeff Quinney,"$5,142,085"
216,217,217,Dennis Paulson,"$4,983,871"
217,218,218,Johnson Wagner,"$4,856,954"
218,219,219,David Edwards,"$4,773,198"
219,220,220,Graeme McDowell,"$4,772,855"
220,221,221,D.A. Weibring,"$4,770,705"
221,222,222,Jim Carter,"$4,766,778"
222,223,223,John Merrick,"$4,763,939"
223,224,224,Chris Smith,"$4,763,528"
224,225,225,Wayne Levi,"$4,730,158"
225,226,226,Mike Reid,"$4,686,774"
226,227,227,Gene Sauers,"$4,647,669"
227,228,228,Matt Gogel,"$4,596,216"
228,229,229,Will MacKenzie,"$4,588,779"
229,230,230,Grant Waite,"$4,583,879"
230,231,231,Kevin Stadler,"$4,528,517"
231,232,232,Jason Gore,"$4,420,741"
232,233,233,Arjun Atwal,"$4,412,933"
233,234,234,Brendon de Jonge,"$4,393,173"
234,235,235,Chez Reavie,"$4,327,769"
235,236,236,Mark Wiebe,"$4,314,460"
236,237,237,Joel Edwards,"$4,286,415"
237,238,238,Robert Karlsson,"$4,247,246"
238,239,239,Marco Dawson,"$4,228,277"
239,240,240,Tom Purtzer,"$4,192,268"
240,241,241,Mike Hulbert,"$4,183,778"
241,242,242,Spencer Levin,"$4,156,070"
242,243,243,Marc Leishman,"$4,147,410"
243,244,244,Brandel Chamblee,"$4,018,410"
244,245,245,Rick Fehr,"$4,018,239"
245,246,246,Donnie Hammond,"$4,008,060"
246,247,247,Chris Stroud,"$3,939,461"
247,248,248,Chris Couch,"$3,898,125"
248,249,249,John Mahaffey,"$3,876,852"
249,250,250,Brian Bateman,"$3,869,324"
250,251,251,James Driscoll,"$3,869,058"
251,252,252,Ted Tryba,"$3,853,236"
252,253,253,Garrett Willis,"$3,847,176"
253,254,254,Larry Nelson,"$3,827,401"
254,255,255,Omar Uresti,"$3,774,449"
255,256,256,Keegan Bradley,"$3,758,600"
256,257,257,Ken Green,"$3,745,345"
257,258,258,Tag Ridings,"$3,739,536"
258,259,259,Gary Woodland,"$3,665,437"
259,260,260,Jay Delsing,"$3,608,666"
260,261,261,Nolan Henke,"$3,606,563"
261,262,262,Ricky Barnes,"$3,576,651"
262,263,263,Charl Schwartzel,"$3,560,479"
263,264,264,Brad Bryant,"$3,558,804"
264,265,265,Jimmy Walker,"$3,542,439"
265,266,266,Andy Bean,"$3,531,780"
266,267,267,Lee Trevino,"$3,478,328"
267,268,268,Dicky Pride,"$3,439,631"
268,269,269,Tim Simpson,"$3,406,017"
269,270,270,Craig Perks,"$3,362,251"
270,271,271,Brian Henninger,"$3,316,460"
271,272,272,Bob Burns,"$3,313,226"
272,273,273,Don Pooley,"$3,296,615"
273,274,274,Phil Blackmar,"$3,245,909"
274,275,275,Roland Thatcher,"$3,237,907"
275,276,276,Matt Jones,"$3,187,348"
276,277,277,Phil Tataurangi,"$3,174,391"
277,278,278,Fulton Allem,"$3,155,787"
278,279,279,Ronnie Black,"$3,155,053"
279,280,280,Scott Piercy,"$3,146,917"
280,281,281,Dan Pohl,"$3,112,263"
281,282,282,Bob Gilder,"$3,032,108"
282,283,283,Tom Gillis,"$2,918,030"
283,284,284,Frank Nobilo,"$2,875,836"
284,285,285,Tommy Gainey,"$2,864,743"
285,286,286,Jim McGovern,"$2,858,703"
286,287,287,Tom Scherrer,"$2,850,394"
287,288,288,David Ogrin,"$2,848,159"
288,289,289,Bobby Wadkins,"$2,822,418"
289,290,290,Jodie Mudd,"$2,806,955"
290,291,291,Michael Letzig,"$2,797,157"
291,292,292,Sandy Lyle,"$2,792,505"
292,293,293,Kris Blanks,"$2,766,319"
293,294,294,Johnny Miller,"$2,747,484"
294,295,295,Eric Axley,"$2,733,081"
295,296,296,Doug Tewell,"$2,723,711"
296,297,297,Willie Wood,"$2,718,886"
297,298,298,Scott Gump,"$2,715,190"
298,299,299,Howard Twitty,"$2,713,551"
299,300,300,Hank Kuehne,"$2,686,886"
300,301,301,Carl Paulson,"$2,663,101"
301,302,302,Mike Springer,"$2,596,451"
302,303,303,Hubert Green,"$2,591,959"
303,304,304,Bill Lunde,"$2,553,207"
304,305,305,Gary Hallberg,"$2,476,014"
305,306,306,Bob Lohr,"$2,417,060"
306,307,307,Spike McRoy,"$2,412,577"
307,308,308,Ian Leggatt,"$2,410,796"
308,309,309,Dave Barr,"$2,404,793"
309,310,310,Keith Clearwater,"$2,365,698"
310,311,311,Gabriel Hjertstedt,"$2,339,756"
311,312,312,Billy Ray Brown,"$2,330,389"
312,313,313,Parker McLachlin,"$2,302,419"
313,314,314,Calvin Peete,"$2,302,363"
314,315,315,Mike Sullivan,"$2,301,255"
315,316,316,Matt Bettencourt,"$2,288,483"
316,317,317,Lennie Clements,"$2,280,766"
317,318,318,Ed Fiori,"$2,270,198"
318,319,319,Shane Bertsch,"$2,265,303"
319,320,320,Tom Weiskopf,"$2,241,687"
320,321,321,David Gossett,"$2,234,484"
321,322,322,Roger Maltbie,"$2,212,879"
322,323,323,J.C. Snead,"$2,197,545"
323,324,324,Michael Sim,"$2,186,281"
324,325,325,Robin Freeman,"$2,174,379"
325,326,326,Clarence Rose,"$2,155,380"
326,327,327,Ian Baker-Finch,"$2,078,743"
327,328,328,Blake Adams,"$2,064,151"
328,329,329,Louis Oosthuizen,"$2,049,919"
329,330,330,John Adams,"$2,019,582"
330,331,331,Larry Rinker,"$2,007,824"
331,332,332,Chris Kirk,"$1,981,482"
332,333,333,Brendan Steele,"$1,976,310"
333,334,334,Mike Donald,"$1,970,260"
334,335,335,Scott Stallings,"$1,957,162"
335,336,336,Trevor Dodds,"$1,940,834"
336,337,337,Jim Thorpe,"$1,935,566"
337,338,338,Dave Rummells,"$1,909,430"
338,339,339,Jhonattan Vegas,"$1,900,726"
339,340,340,David Graham,"$1,888,731"
340,341,341,Arnold Palmer,"$1,861,857"
341,342,342,Mike Heinen,"$1,848,216"
342,343,343,Richard Zokol,"$1,840,397"
343,344,344,Marc Turnesa,"$1,836,554"
344,345,345,Mike Standly,"$1,834,597"
345,346,346,Gary Player,"$1,834,482"
346,347,347,Leonard Thompson,"$1,819,028"
347,348,348,Bill Britton,"$1,814,615"
348,349,349,Mark Lye,"$1,800,654"
349,350,350,George Burns,"$1,781,090"
350,351,351,Josh Teater,"$1,774,647"
351,352,352,"David Berganio, Jr.","$1,766,499"
352,353,353,Kelly Gibson,"$1,751,957"
353,354,354,Morris Hatalsky,"$1,707,280"
354,355,355,Kyle Stanley,"$1,698,786"
355,356,356,Bruce Fleisher,"$1,695,111"
356,357,357,Billy Casper,"$1,691,583"
357,358,358,Michael Clark II,"$1,670,485"
358,359,359,Guy Boros,"$1,645,554"
359,360,360,Ted Schulz,"$1,645,215"
360,361,361,Bob Murphy,"$1,642,330"
361,362,362,Jerry Pate,"$1,634,246"
362,363,363,Cameron Tringale,"$1,630,425"
363,364,364,Gary Koch,"$1,629,482"
364,365,365,Lon Hinkle,"$1,607,691"
365,366,366,Kenny Knox,"$1,607,180"
366,367,367,Gene Littler,"$1,584,210"
367,368,368,Kevin Chappell,"$1,581,127"
368,369,369,Jack Renner,"$1,579,090"
369,370,370,Curt Byrum,"$1,576,535"
370,371,371,"Wes Short, Jr.","$1,569,801"
371,372,372,Alex Prugh,"$1,564,676"
372,373,373,Miller Barber,"$1,564,204"
373,374,374,Mark Hayes,"$1,555,739"
374,375,375,Jim Colbert,"$1,553,136"
375,376,376,Bob Eastwood,"$1,546,106"
376,377,377,Keith Fergus,"$1,546,009"
377,378,378,Hunter Haas,"$1,541,252"
378,379,379,Scott Gutschewski,"$1,540,145"
379,380,380,Aron Price,"$1,534,481"
380,381,381,Buddy Gardner,"$1,491,943"
381,382,382,Jeff Klauk,"$1,451,736"
382,383,383,Jarrod Lyle,"$1,429,702"
383,384,384,Bobby Clampett,"$1,423,000"
384,385,385,Gavin Coles,"$1,415,902"
385,386,386,Billy Kratzert,"$1,396,819"
386,387,387,Bill Rogers,"$1,384,710"
387,388,388,Bruce Crampton,"$1,376,193"
388,389,389,Chad Collins,"$1,368,888"
389,390,390,Andy North,"$1,365,530"
390,391,391,Derek Lamely,"$1,342,788"
391,392,392,Ed Dougherty,"$1,323,769"
392,393,393,John Morse,"$1,311,273"
393,394,394,Tom Sieckmann,"$1,310,647"
394,395,395,Dave Stockton,"$1,303,281"
395,396,396,Denis Watson,"$1,288,621"
396,397,397,Chris Tidland,"$1,267,237"
397,398,398,Al Geiberger,"$1,265,188"
398,399,399,Michael Connell,"$1,262,568"
399,400,400,Danny Edwards,"$1,212,304"
400,401,401,Dan Halldorson,"$1,193,929"
401,402,402,Charles Coody,"$1,187,762"
402,403,403,Dave Eichelberger,"$1,186,505"
403,404,404,Tony Sills,"$1,173,361"
404,405,405,Jeev Milkha Singh,"$1,160,429"
405,406,406,Don January,"$1,140,925"
406,407,407,David Hearn,"$1,138,912"
407,408,408,Dick Mast,"$1,123,038"
408,409,409,D.J. Brigman,"$1,111,489"
409,410,410,John Inman,"$1,087,947"
410,411,411,David Mathis,"$1,080,363"
411,412,412,Michael Putnam,"$1,074,342"
412,413,413,Gibby Gilbert,"$1,056,506"
413,414,414,Joey Snyder III,"$1,056,128"
414,415,415,Mac O'Grady,"$1,050,779"
415,416,416,Rex Caldwell,"$1,043,403"
416,417,417,Chi Chi Rodriguez,"$1,037,106"
417,418,418,Mike Smith,"$1,024,313"
418,419,419,Lee Elder,"$1,020,514"
419,420,420,Bobby Nichols,"$993,025"
420,421,421,Barry Jaeckel,"$982,408"
421,422,422,Graham DeLaet,"$978,355"
422,423,423,Michael Thompson,"$967,890"
423,424,424,Isao Aoki,"$960,571"
424,425,425,Troy Merritt,"$938,452"
425,426,426,Andre Stolz,"$934,742"
426,427,427,Pat McGowan,"$915,577"
427,428,428,Cameron Percy,"$910,582"
428,429,429,Bruce Devlin,"$907,069"
429,430,430,Mark Carnevale,"$906,925"
430,431,431,Jerry McGee,"$871,753"
431,432,432,Ed Sneed,"$860,268"
432,433,433,Bill Sander,"$823,428"
433,434,434,Ron Streck,"$817,211"
434,435,435,Grier Jones,"$803,189"
435,436,436,Lance Ten Broeck,"$790,347"
436,437,437,Jerry Heard,"$780,746"
437,438,438,Doug Sanders,"$772,993"
438,439,439,Greg Twiggs,"$767,294"
439,440,440,Frank Conner,"$750,733"
440,441,441,Peter Oosterhuis,"$736,692"
441,442,442,Joe Inman,"$729,249"
442,443,443,Bobby Gates,"$716,633"
443,444,444,Sung Kang,"$702,382"
444,445,445,Matt Weibring,"$699,866"
445,446,446,Mike McCullough,"$682,511"
446,447,447,Rod Curl,"$677,009"
447,448,448,Stan Utley,"$674,546"
448,449,449,Homero Blancas,"$671,251"
449,450,450,Gary McCord,"$662,359"
450,451,451,Bob Goalby,"$645,013"
451,452,452,Steven Bowditch,"$640,837"
452,453,453,Victor Regalado,"$628,557"
453,454,454,T.C. Chen,"$616,303"
454,455,455,Matt McQuillan,"$582,933"
455,456,456,Dale Douglass,"$577,950"
456,457,457,Sam Randolph,"$574,876"
457,458,458,Mark Pfeil,"$573,387"
458,459,459,Jim Dent,"$564,809"
459,460,460,John Schroeder,"$546,569"
460,461,461,Tim Norris,"$545,531"
461,462,462,Mac McLendon,"$541,908"
462,463,463,Rik Massengale,"$536,254"
463,464,464,Vance Heafner,"$535,177"
464,465,465,Bobby Cole,"$535,130"
465,466,466,Jamie Lovemark,"$533,965"
466,467,467,Billy Horschel,"$533,024"
467,468,468,William McGirt,"$532,933"
468,469,469,Forrest Fezler,"$527,325"
469,470,470,Mike Morley,"$526,403"
470,471,471,Colt Knost,"$521,183"
471,472,472,Ken Brown,"$507,919"
472,473,473,Jim Nelford,"$485,111"
473,474,474,Tom Jenkins,"$470,019"
474,475,475,Bob Lunn,"$459,182"
475,476,476,Mike Nicolette,"$448,037"
476,477,477,Tom Shaw,"$434,756"
477,478,478,Zack Miller,"$427,341"
478,479,479,Allen Miller,"$426,883"
479,480,480,Phillip Hancock,"$425,154"
480,481,481,Bobby Mitchell,"$421,938"
481,482,482,Doug Ford,"$419,292"
482,483,483,Larry Hinson,"$413,284"
483,484,484,Wally Armstrong,"$406,269"
484,485,485,Fred Marti,"$404,674"
485,486,486,Terry Diehl,"$404,611"
486,487,487,Dow Finsterwald,"$402,102"
487,488,488,Jim Benepe,"$395,214"
488,489,489,Jim Renner,"$392,945"
489,490,490,John Fought,"$387,036"
490,491,491,Greg Powers,"$386,086"
491,492,492,Bob Smith,"$385,283"
492,493,493,Fabián Gómez,"$381,730"
493,494,494,Bob Shearer,"$378,336"
494,495,495,Billy Maxwell,"$375,648"
495,496,496,Johnny Pott,"$371,396"
496,497,497,Deane Beman,"$370,003"
497,498,498,Bio Kim,"$345,588"
498,499,499,R.H. Sikes,"$344,387"
499,500,500,Ben Martin,"$340,080"
500,501,501,Tony Jacklin,"$336,530"
501,502,502,Jim Wiechers,"$329,169"
502,503,503,Lyn Lott,"$325,966"
503,504,504,Jeff Mitchell,"$322,320"
504,505,505,Pat Lindsey,"$318,777"
505,506,506,Woody Blackburn,"$310,231"
506,507,507,Jim Jamieson,"$306,618"
507,508,508,Daniel Summerhays,"$301,899"
508,509,509,Peter Tomasulo,"$299,550"
509,510,510,Justin Hicks,"$299,296"
510,511,511,Bob Dickson,"$296,640"
511,512,512,Labron Harris,"$295,917"
512,513,513,Howie Johnson,"$280,816"
513,514,514,Ernie Gonzalez,"$275,820"
514,515,515,DeWitt Weaver,"$273,435"
515,516,516,Kevin Kisner,"$270,170"
516,517,517,Ken Venturi,"$268,263"
517,518,518,Terry Dill,"$255,050"
518,519,519,Alexandre Rocha,"$237,066"
519,520,520,Fred Wadsworth,"$235,449"
520,521,521,Tommy Jacobs,"$232,720"
521,522,522,Ron Cerrudo,"$228,199"
522,523,523,Chris Baryla,"$225,092"
523,524,524,Jim Herman,"$220,230"
524,525,525,Pete Brown,"$214,884"
525,526,526,Andres Gonzales,"$213,332"
526,527,527,Fred Hawkins,"$205,228"
527,528,528,Babe Hiskey,"$202,754"
528,529,529,Dwight Nevil,"$199,935"
529,530,530,Don Iverson,"$198,477"
530,531,531,Jack Newton,"$191,898"
531,532,532,Fran Quinn,"$184,286"
532,533,533,Joseph Bramlett,"$178,728"
533,534,534,Dave Ragan,"$172,256"
534,535,535,Roy Pace,"$165,699"
535,536,536,Martin Piller,"$163,528"
536,537,537,Marty Fleckman,"$162,141"
537,538,538,Bob Byman,"$161,884"
538,539,539,Bert Weaver,"$161,210"
539,540,540,Nate Smith,"$154,814"
540,541,541,Pat Fitzsimons,"$153,542"
541,542,542,Bunky Henry,"$153,499"
542,543,543,Gary Groh,"$148,753"
543,544,544,Rocky Thompson,"$146,391"
544,545,545,Steve Spray,"$142,045"
545,546,546,Jack Fleck,"$129,737"
546,547,547,Randy Glover,"$123,531"
547,548,548,Al Besselink,"$119,183"
548,549,549,Steve Reid,"$110,441"
549,550,550,Will Strickler,"$109,031"
550,551,551,Jim Ferree,"$106,895"
551,552,552,Bob Toski,"$105,484"
552,553,553,Bob McCallister,"$101,079"
553,554,554,Tom Nieporte,"$94,555"
554,555,555,Sam Adams,"$82,787"
555,556,556,Ernie Vossler,"$74,229"
556,557,557,Richie Karl,"$61,566"
557,558,558,Mike Fetchick,"$52,044"
558,559,559,Bill Johnston,"$50,707"
559,560,560,Patrick Moore,"$34,859"
560,561,561,Dick Hart,"$34,739"
561,562,562,Scott Gordon,"$28,311"
562,563,563,Laurie Hammer,"$25,992"
563,564,564,Al Johnston,"$24,099"
564,565,565,Joe Affrunti,"$18,837"
