,Percentage_of_potential_money_won_RANK THIS WEEK,Percentage_of_potential_money_won_RANK LAST WEEK,Percentage_of_potential_money_won_PLAYER NAME,Percentage_of_potential_money_won_EVENTS,Percentage_of_potential_money_won_%,Percentage_of_potential_money_won_OFFICIAL MONEY WON,Percentage_of_potential_money_won_POTENTIAL MONEY
48,49,49,J.B. Holmes,16,7.26,"$1,398,583","$19,273,078"
49,50,50,Raphael Jacquelin,2,7.24,"$209,744","$2,897,078"
50,T51,T51,Ryan Moore,22,7.08,"$1,942,906","$27,455,078"
51,T51,T51,Geoff Ogilvy,21,7.08,"$1,916,994","$27,095,078"
52,53,53,Bo Van Pelt,27,7.06,"$2,344,545","$33,215,078"
53,54,54,Scott Verplank,15,7.01,"$1,194,177","$17,033,000"
54,55,55,Rickie Fowler,24,7.0,"$2,084,681","$29,777,078"
55,56,56,Bryce Molder,27,6.9,"$1,957,944","$28,391,000"
56,T57,T57,Spencer Levin,31,6.81,"$2,320,037","$34,091,078"
57,T57,T57,George McNeill,21,6.81,"$1,458,109","$21,420,000"
58,59,59,Peter Lonard,2,6.71,"$106,305","$1,584,000"
59,60,60,Zach Johnson,23,6.65,"$1,880,405","$28,287,078"
60,61,61,D.A. Points,26,6.59,"$2,034,155","$30,849,000"
61,62,62,Lucas Glover,23,6.56,"$1,823,327","$27,787,078"
62,T63,T63,Tom Pernice Jr.,12,6.53,"$694,980","$10,638,000"
63,T63,T63,Brendan Steele,27,6.53,"$1,976,309","$30,259,000"
64,65,65,Scott Stallings,28,6.5,"$1,957,161","$30,115,000"
65,66,66,Jhonattan Vegas,25,6.4,"$1,854,414","$28,959,000"
66,67,67,Fred Couples,5,6.3,"$371,080","$5,886,000"
67,68,68,Ryan Palmer,24,6.27,"$1,850,530","$29,533,078"
68,69,69,Ben Crane,23,6.24,"$1,679,594","$26,927,078"
69,70,70,Chris Kirk,28,6.04,"$1,877,626","$31,073,000"
70,T71,T71,Harrison Frazar,19,5.98,"$1,322,266","$22,099,078"
71,T71,T71,Tommy Gainey,34,5.98,"$2,174,191","$36,365,000"
72,73,73,Simon Dyson,3,5.83,"$250,332","$4,297,078"
73,74,74,Tiger Woods,9,5.59,"$660,238","$11,819,000"
74,75,75,Paul Goydos,25,5.37,"$1,385,327","$25,812,000"
75,76,76,Scott Piercy,23,5.3,"$1,250,957","$23,585,000"
76,T77,T77,Briny Baird,19,5.26,"$942,285","$17,910,000"
77,T77,T77,Graeme McDowell,16,5.26,"$1,088,898","$20,691,078"
78,79,79,Robert Garrigus,26,5.2,"$1,503,922","$28,929,078"
79,80,80,Andres Romero,22,5.19,"$1,313,133","$25,295,000"
80,81,81,Brandt Jobe,28,5.18,"$1,629,763","$31,433,000"
81,82,82,Carl Pettersson,27,5.14,"$1,540,722","$29,956,000"
82,T83,T83,Francesco Molinari,11,5.13,"$763,887","$14,895,078"
83,T83,T83,Kyle Stanley,28,5.13,"$1,523,657","$29,694,078"
84,85,85,Sean O'Hair,24,5.1,"$1,483,947","$29,097,078"
85,86,86,Jerry Kelly,26,5.08,"$1,451,797","$28,583,078"
86,T87,T87,Bob Estes,12,4.98,"$594,104","$11,928,078"
87,T87,T87,K.T. Kim,9,4.98,"$601,809","$12,083,078"
88,T87,T87,Pat Perez,24,4.98,"$1,295,253","$25,992,000"
89,90,90,Jimmy Walker,24,4.91,"$1,336,555","$27,198,000"
90,91,91,Hennie Otto,1,4.89,"$68,500","$1,400,000"
91,92,92,Miguel Angel Jiménez,7,4.87,"$486,223","$9,977,078"
92,93,93,Jim Furyk,26,4.82,"$1,529,690","$31,707,078"
93,94,94,Kevin Chappell,26,4.78,"$1,339,639","$28,008,000"
94,95,95,Johan Edfors,2,4.72,"$136,155","$2,885,000"
95,96,96,John Rollins,27,4.71,"$1,370,566","$29,129,000"
96,97,97,Robert Allenby,25,4.7,"$1,452,567","$30,929,078"
97,98,98,Johnson Wagner,25,4.5,"$1,224,555","$27,221,000"
98,99,99,Kris Blanks,29,4.44,"$1,350,010","$30,402,000"
99,100,100,Charley Hoffman,27,4.4,"$1,462,590","$33,237,078"
100,101,101,Ryo Ishikawa,10,4.39,"$580,136","$13,217,078"
101,102,102,Kevin Streelman,26,4.3,"$1,300,005","$30,235,078"
102,103,103,Charlie Wi,25,4.29,"$1,188,493","$27,689,000"
103,104,104,Marco Dawson,3,4.26,"$104,406","$2,448,000"
104,105,105,Alvaro Quiros,8,4.24,"$495,317","$11,687,078"
105,106,106,Jeff Overton,26,4.15,"$1,290,961","$31,109,078"
106,T107,T107,Chris Couch,21,4.14,"$922,495","$22,266,000"
107,T107,T107,Davis Love III,22,4.14,"$1,056,299","$25,541,078"
108,109,109,Brian Gay,26,4.1,"$1,157,525","$28,247,000"
109,T110,T110,Trevor Immelman,25,4.05,"$1,165,603","$28,763,078"
110,T110,T110,Brett Wetterich,8,4.05,"$307,504","$7,596,000"
111,112,112,Camilo Villegas,25,4.04,"$1,231,917","$30,505,078"
112,113,113,Tom Gillis,19,3.99,"$814,147","$20,381,000"
113,114,114,Marcus Fraser,1,3.96,"$55,500","$1,400,000"
114,115,115,Retief Goosen,16,3.94,"$796,360","$20,219,078"
115,T116,T116,Brian Davis,30,3.92,"$1,308,008","$33,371,078"
116,T116,T116,Louis Oosthuizen,15,3.92,"$717,965","$18,311,078"
117,T116,T116,Cameron Tringale,32,3.92,"$1,327,807","$33,899,000"
118,119,119,Robert Rock,2,3.9,"$112,756","$2,892,078"
119,120,120,Michael Thompson,25,3.89,"$935,265","$24,012,000"
120,121,121,Edoardo Molinari,12,3.85,"$619,224","$16,079,078"
121,T122,T122,Brendon de Jonge,30,3.83,"$1,241,325","$32,441,000"
122,T122,T122,Peter Hanson,12,3.83,"$610,780","$15,935,078"
123,T124,T124,Michael Bradley,24,3.68,"$935,934","$25,403,000"
124,T124,T124,Chris Stroud,28,3.68,"$1,096,498","$29,790,000"
125,126,126,Ernie Els,21,3.62,"$948,872","$26,199,078"
126,127,127,SSP Chawrasia,1,3.61,"$50,500","$1,400,000"
127,128,128,Ricky Barnes,23,3.58,"$951,586","$26,585,078"
128,129,129,Ian Poulter,16,3.55,"$739,925","$20,835,078"
129,130,130,José Manuel Lara,1,3.53,"$23,525","$666,000"
130,131,131,Do-Hoon Kim,1,3.5,"$50,436","$1,440,000"
131,132,132,Stewart Cink,22,3.49,"$909,162","$26,055,078"
132,133,133,Chad Campbell,29,3.48,"$1,104,023","$31,728,078"
133,T134,T134,Padraig Harrington,18,3.47,"$802,839","$23,117,078"
134,T134,T134,Justin Leonard,26,3.47,"$952,962","$27,462,078"
135,T136,T136,David Hearn,26,3.46,"$869,071","$25,128,000"
136,T136,T136,Anthony Kim,26,3.46,"$1,085,845","$31,405,078"
137,T138,T138,Sung Kang,21,3.44,"$702,382","$20,412,000"
138,T138,T138,Tom Lehman,5,3.44,"$178,062","$5,178,078"
139,140,140,Rod Pampling,21,3.41,"$668,767","$19,602,000"
140,T141,T141,Richard Green,4,3.4,"$193,851","$5,697,078"
141,T141,T141,Hunter Haas,30,3.4,"$1,039,986","$30,546,000"
142,143,143,John Merrick,21,3.37,"$704,788","$20,898,000"
143,144,144,James Driscoll,24,3.24,"$741,009","$22,896,000"
144,T145,T145,Ángel Cabrera,17,3.23,"$628,079","$19,421,078"
145,T145,T145,Troy Matteson,28,3.23,"$946,989","$29,286,000"
146,147,147,Tim Herron,28,3.21,"$909,134","$28,350,000"
147,T148,T148,Paul Casey,15,3.19,"$590,386","$18,509,078"
148,T148,T148,Ryuji Imada,29,3.19,"$990,318","$31,037,000"
149,T150,T150,Blake Adams,34,3.11,"$1,100,558","$35,352,000"
150,T150,T150,Nick O'Hern,29,3.11,"$940,224","$30,240,000"
151,T150,T150,Joe Ogilvie,24,3.11,"$726,866","$23,346,000"
152,T150,T150,Roland Thatcher,22,3.11,"$666,371","$21,402,000"
153,154,154,Marc Leishman,27,3.07,"$916,329","$29,880,000"
154,155,155,Matt McQuillan,21,3.05,"$582,932","$19,098,000"
155,156,156,Matteo Manassero,8,3.04,"$331,783","$10,917,078"
156,157,157,David Mathis,25,2.99,"$715,404","$23,940,000"
157,158,158,Peter Senior,1,2.88,"$40,250","$1,400,000"
158,T159,T159,Greg Chalmers,28,2.81,"$832,190","$29,628,000"
159,T159,T159,J.J. Henry,28,2.81,"$873,377","$31,073,000"
160,161,161,Kevin Stadler,27,2.79,"$768,172","$27,504,000"
161,162,162,Ross Fisher,8,2.74,"$299,884","$10,935,078"
162,163,163,Billy Mayfair,29,2.72,"$780,577","$28,728,000"
163,164,164,Shane Bertsch,20,2.69,"$488,584","$18,144,000"
164,T165,T165,Jae-bum Park,1,2.68,"$37,500","$1,400,000"
165,T165,T165,Cameron Percy,12,2.68,"$290,319","$10,818,000"
166,167,167,Stephen Ames,22,2.54,"$547,588","$21,528,000"
167,168,168,Seung-Yul Noh,6,2.51,"$207,070","$8,253,078"
168,T169,T169,Gary Boyd,1,2.5,"$36,301","$1,452,078"
169,T169,T169,Simon Khan,1,2.5,"$36,301","$1,452,078"
170,T169,T169,Steve Pate,1,2.5,"$15,750","$630,000"
171,172,172,Chris DiMarco,31,2.48,"$761,931","$30,780,000"
172,T173,T173,Pablo Larrazabal,3,2.46,"$105,634","$4,297,078"
173,T173,T173,Josh Teater,31,2.46,"$769,324","$31,284,000"
174,T175,T175,Stuart Appleby,24,2.41,"$657,150","$27,288,000"
175,T175,T175,Bobby Gates,29,2.41,"$666,734","$27,720,000"
176,177,177,Heath Slocum,29,2.4,"$767,216","$31,915,000"
177,178,178,Matt Jones,25,2.36,"$602,392","$25,524,000"
178,179,179,Hiroyuki Fujita,7,2.33,"$223,300","$9,603,078"
179,180,180,Kevin Sutherland,11,2.32,"$289,692","$12,510,000"
180,181,181,Billy Horschel,25,2.27,"$533,023","$23,472,000"
181,182,182,Steven Bowditch,28,2.24,"$621,377","$27,684,000"
182,183,183,Garrett Willis,24,2.22,"$526,390","$23,742,000"
183,184,184,Matt Bettencourt,30,2.21,"$692,544","$31,342,000"
184,185,185,Steve Flesch,27,2.19,"$594,621","$27,144,000"
185,T186,T186,Arjun Atwal,29,2.16,"$690,236","$31,919,000"
186,T186,T186,Bill Lunde,28,2.16,"$639,548","$29,601,000"
187,188,188,Woody Austin,18,2.15,"$354,042","$16,434,000"
188,189,189,D.J. Trahan,30,2.14,"$668,165","$31,271,000"
189,190,190,Scott McCarron,22,2.09,"$436,269","$20,862,000"
190,191,191,Matt Every,5,2.06,"$105,121","$5,112,000"
191,192,192,Aron Price,18,2.02,"$333,290","$16,470,000"
192,193,193,Alex Noren,4,1.94,"$111,208","$5,737,078"
193,T194,T194,Jim Renner,22,1.92,"$392,945","$20,430,000"
194,T194,T194,Henrik Stenson,15,1.92,"$327,798","$17,108,078"
195,196,196,Jason Bohn,22,1.85,"$411,943","$22,234,000"
196,197,197,Morgan Hoffmann,4,1.84,"$69,131","$3,762,000"
197,198,198,Cameron Beckman,25,1.83,"$455,085","$24,934,000"
198,199,199,Tom Watson,3,1.81,"$72,066","$3,972,078"
199,200,200,Michael Putnam,21,1.8,"$398,399","$22,158,000"
200,T201,T201,Julián Etulain,1,1.79,"$11,261","$630,000"
201,T201,T201,Erick Justesen,1,1.79,"$16,087","$900,000"
202,T201,T201,Steve Lowery,2,1.79,"$23,525","$1,314,000"
203,T201,T201,Sal Spallone,1,1.79,"$11,261","$630,000"
204,205,205,Ben Curtis,23,1.76,"$423,466","$24,078,078"
205,206,206,Dean Wilson,22,1.72,"$401,314","$23,346,000"
206,207,207,Josh Broadaway,1,1.69,"$17,356","$1,026,000"
207,208,208,Yuta Ikeda,9,1.68,"$198,646","$11,813,078"
208,209,209,Kirk Triplett,8,1.67,"$111,080","$6,642,000"
209,210,210,William McGirt,32,1.65,"$532,932","$32,202,000"
210,211,211,Grégory Havret,3,1.64,"$71,007","$4,332,078"
211,T212,T212,Floris De Vries,1,1.62,"$23,555","$1,452,078"
212,T212,T212,David Duval,24,1.62,"$400,654","$24,726,078"
213,T212,T212,Richard McEvoy,1,1.62,"$23,555","$1,452,078"
214,215,215,Tom Byrum,1,1.61,"$10,404","$648,000"
215,216,216,Chris Riley,25,1.59,"$397,203","$24,912,000"
216,217,217,Brendan Jones,2,1.58,"$45,000","$2,845,000"
217,218,218,Fabián Gómez,26,1.57,"$381,730","$24,372,000"
218,219,219,Erik Compton,6,1.56,"$95,541","$6,138,000"
219,220,220,Will MacKenzie,14,1.54,"$188,393","$12,204,000"
220,221,221,Michael Letzig,13,1.53,"$169,973","$11,106,000"
221,222,222,Kent Jones,25,1.51,"$360,623","$23,904,000"
222,223,223,Vaughn Taylor,27,1.5,"$423,907","$28,206,000"
223,224,224,Sam Saunders,8,1.49,"$132,525","$8,910,000"
224,T225,T225,Bio Kim,25,1.47,"$345,588","$23,544,000"
225,T225,T225,Marc Turnesa,20,1.47,"$299,405","$20,358,000"
226,T227,T227,Alex Cejka,21,1.46,"$344,901","$23,634,000"
227,T227,T227,Rhys Davies,2,1.46,"$41,500","$2,852,078"
228,T227,T227,Zack Miller,30,1.46,"$427,340","$29,340,000"
229,T230,T230,Joe Durant,25,1.45,"$358,790","$24,678,000"
230,T230,T230,Tim Petrovic,29,1.45,"$428,011","$29,484,000"
231,232,232,Tag Ridings,28,1.44,"$382,669","$26,604,000"
232,T233,T233,Craig Barlow,5,1.42,"$49,688","$3,492,000"
233,T233,T233,Ben Martin,25,1.42,"$340,080","$23,904,000"
234,235,235,Frank Lickliter II,12,1.39,"$144,160","$10,368,000"
235,236,236,Mathew Goggin,1,1.38,"$16,157","$1,170,000"
236,T237,T237,Matthew Millar,1,1.37,"$19,845","$1,452,078"
237,T237,T237,Marcel Siem,1,1.37,"$19,763","$1,440,000"
238,239,239,Paul Lawrie,1,1.34,"$19,441","$1,452,078"
239,240,240,John Mallinger,15,1.31,"$179,497","$13,716,000"
240,T241,T241,Kenneth Ferrie,1,1.3,"$18,877","$1,452,078"
241,T241,T241,Justin Hicks,23,1.3,"$284,990","$21,870,000"
242,T241,T241,Paul Stankowski,24,1.3,"$290,211","$22,356,000"
243,T244,T244,Sangmoon Bae,2,1.29,"$37,351","$2,892,078"
244,T244,T244,Jung-gon Hwang,1,1.29,"$18,715","$1,452,078"
245,246,246,Nick Price,1,1.27,"$12,996","$1,026,000"
246,247,247,Guy Boros,1,1.26,"$8,172","$648,000"
247,248,248,Andre Stolz,2,1.25,"$21,594","$1,728,000"
248,T249,T249,Steve Allan,1,1.24,"$13,380","$1,080,000"
249,T249,T249,Lee Janzen,19,1.24,"$216,992","$17,532,000"
250,T249,T249,Boo Weekley,23,1.24,"$279,530","$22,608,000"
251,252,252,Troy Kelly,1,1.23,"$13,542","$1,098,000"
252,T253,T253,Thomas Aiken,4,1.21,"$65,500","$5,413,078"
253,T253,T253,Nathan Green,26,1.21,"$312,109","$25,788,078"
254,T253,T253,Kevin Kisner,24,1.21,"$270,170","$22,356,000"
255,T256,T256,Christo Greyling,1,1.19,"$17,178","$1,440,000"
256,T256,T256,Kenichi Kuboya,1,1.19,"$17,178","$1,440,000"
257,258,258,Derek Lamely,26,1.18,"$301,145","$25,564,000"
258,T259,T259,Michael Connell,26,1.17,"$309,361","$26,424,000"
259,T259,T259,Greg Kraft,1,1.17,"$7,350","$630,000"
260,T259,T259,Jeff Quinney,14,1.17,"$139,582","$11,934,000"
261,T259,T259,Richard Scott,1,1.17,"$8,400","$720,000"
262,T263,T263,Robert Damron,3,1.16,"$31,770","$2,736,000"
263,T263,T263,Colt Knost,27,1.16,"$296,817","$25,668,000"
264,T265,T265,John Daly,18,1.15,"$207,963","$18,035,078"
265,T265,T265,Wes Heffernan,1,1.15,"$16,539","$1,440,000"
266,267,267,Will Claxton,1,1.14,"$11,275","$990,000"
267,268,268,Jarrod Lyle,29,1.13,"$317,458","$28,206,000"
268,269,269,Dave Schultz,1,1.12,"$7,035","$630,000"
269,270,270,Brad Fritsch,1,1.11,"$10,348","$936,000"
270,271,271,Chris Tidland,12,1.1,"$122,984","$11,190,078"
271,T272,T272,J.L. Lewis,1,1.09,"$7,056","$648,000"
272,T272,T272,Dustin Risdon,1,1.09,"$10,192","$936,000"
273,T272,T272,Alexandre Rocha,22,1.09,"$225,025","$20,700,000"
274,275,275,Brian Bateman,1,1.08,"$6,984","$648,000"
275,276,276,Scott Gutschewski,23,1.07,"$229,758","$21,456,000"
276,T277,T277,Chad Collins,16,1.06,"$183,509","$17,316,000"
277,T277,T277,Daniel Summerhays,29,1.06,"$301,899","$28,350,000"
278,T279,T279,Todd Hamilton,11,1.05,"$112,082","$10,668,078"
279,T279,T279,Michio Matsumura,1,1.05,"$10,395","$990,000"
280,281,281,Steve Elkington,17,1.03,"$176,225","$17,159,000"
281,282,282,Dicky Pride,8,1.02,"$64,213","$6,318,000"
282,T283,T283,Alex Prugh,29,1.01,"$292,069","$28,998,000"
283,T283,T283,Charles Warren,10,1.01,"$96,422","$9,594,000"
284,285,285,Peter Tomasulo,12,1.0,"$115,816","$11,574,000"
285,286,286,J.P. Hayes,19,0.99,"$186,769","$18,864,000"
286,287,287,Richard Johnson,23,0.98,"$212,105","$21,600,000"
287,288,288,Jim Herman,22,0.96,"$196,844","$20,430,000"
288,T289,T289,Andres Gonzales,21,0.95,"$186,846","$19,710,000"
289,T289,T289,Jason Gore,6,0.95,"$51,290","$5,418,000"
290,291,291,Daniel Chopra,2,0.9,"$15,411","$1,710,000"
291,292,292,D.J. Brigman,23,0.89,"$191,491","$21,456,000"
292,293,293,Michael Allen,5,0.87,"$42,343","$4,878,000"
293,294,294,Jonathan Kaye,2,0.84,"$10,833","$1,296,000"
294,295,295,Corey Pavin,4,0.83,"$42,376","$5,076,000"
295,296,296,Alejandro Cañizares,2,0.82,"$17,469","$2,118,078"
296,T297,T297,Grégory Bourdy,2,0.81,"$23,555","$2,897,078"
297,T297,T297,Drew Weaver,2,0.81,"$17,732","$2,196,000"
298,299,299,Kenny Perry,13,0.8,"$110,176","$13,698,000"
299,300,300,Joost Luiten,2,0.77,"$19,845","$2,568,078"
300,301,301,Shaun Micheel,27,0.76,"$206,450","$27,167,000"
301,T302,T302,Joseph Bramlett,25,0.75,"$178,727","$23,706,000"
302,T302,T302,Mark Hensby,6,0.75,"$32,241","$4,302,000"
303,T304,T304,Fredrik Andersson Hed,2,0.71,"$20,571","$2,897,078"
304,T304,T304,Patrick Reed,3,0.71,"$20,058","$2,844,000"
305,306,306,Nate Smith,24,0.69,"$154,814","$22,356,000"
306,307,307,Brett Quigley,10,0.67,"$56,825","$8,514,000"
307,T308,T308,Troy Merritt,23,0.66,"$151,474","$22,932,000"
308,T308,T308,Martin Piller,23,0.66,"$140,957","$21,258,000"
309,T310,T310,Rich Beem,21,0.64,"$135,225","$21,101,000"
310,T310,T310,WC Liang,2,0.64,"$15,592","$2,435,000"
311,T312,T312,Will Strickler,19,0.63,"$109,030","$17,208,000"
312,T312,T312,Jay Williamson,6,0.63,"$27,395","$4,374,000"
313,T314,T314,Jeff Maggert,18,0.56,"$101,080","$17,928,000"
314,T314,T314,Rocco Mediate,23,0.56,"$136,298","$24,219,000"
315,316,316,Mark Calcavecchia,6,0.55,"$34,929","$6,312,078"
316,T317,T317,Mike Small,6,0.51,"$27,152","$5,315,000"
317,T317,T317,Omar Uresti,5,0.51,"$18,349","$3,600,000"
318,T319,T319,Graham DeLaet,2,0.5,"$10,472","$2,088,000"
319,T319,T319,Bob May,2,0.5,"$6,690","$1,350,000"
320,T321,T321,Todd Fischer,3,0.49,"$12,900","$2,610,000"
321,T321,T321,Fran Quinn,10,0.49,"$47,198","$9,558,000"
322,323,323,Stephen Gallacher,3,0.47,"$20,571","$4,337,078"
323,324,324,Garth Mulroy,4,0.46,"$20,800","$4,500,000"
324,325,325,Duffy Waldorf,14,0.45,"$61,233","$13,626,000"
325,326,326,Matt Weibring,5,0.43,"$20,148","$4,716,000"
326,T327,T327,Robert Gamez,9,0.41,"$31,522","$7,596,000"
327,T327,T327,Jeff Klauk,8,0.41,"$34,363","$8,388,000"
328,329,329,Mark O'Meara,3,0.4,"$18,240","$4,602,078"
329,330,330,Jamie Lovemark,9,0.39,"$34,692","$8,874,000"
330,T331,T331,Billy Hurley III,3,0.38,"$12,780","$3,330,000"
331,T331,T331,Jesper Parnevik,10,0.38,"$37,739","$9,990,000"
332,T333,T333,Alex Aragon,2,0.37,"$5,760","$1,548,000"
333,T333,T333,Chris Baryla,20,0.37,"$68,000","$18,378,000"
334,335,335,Joe Affrunti,6,0.34,"$18,837","$5,580,000"
335,336,336,Ted Purdy,6,0.31,"$14,820","$4,770,000"
336,337,337,Carl Paulson,11,0.3,"$29,922","$9,846,000"
337,338,338,Craig Bowden,4,0.29,"$11,863","$4,050,000"
338,339,339,Skip Kendall,6,0.27,"$11,940","$4,500,000"
339,340,340,Michael Sim,19,0.24,"$47,403","$19,782,000"
340,341,341,Notah Begay III,4,0.21,"$6,690","$3,240,000"
341,T342,T342,Fred Funk,7,0.16,"$11,880","$7,398,000"
342,T342,T342,Scott Gordon,19,0.16,"$28,311","$17,550,000"
343,344,344,Mike Weir,15,0.15,"$23,312","$15,750,000"
344,345,345,Mark Brooks,5,0.14,"$7,488","$5,243,000"
345,346,346,José María Olazábal,6,0.1,"$6,330","$6,503,000"
