,Percentage_of_Available_Purse_Won_RANK THIS WEEK,Percentage_of_Available_Purse_Won_RANK LAST WEEK,Percentage_of_Available_Purse_Won_PLAYER NAME,Percentage_of_Available_Purse_Won_EVENTS,Percentage_of_Available_Purse_Won_%,Percentage_of_Available_Purse_Won_OFFICIAL MONEY WON,Percentage_of_Available_Purse_Won_TOTAL PURSE AVAILABLE
26,27,27,Bud Cauley,8,1.86,"$735,149","$39,500,000"
27,28,28,Lee Westwood,10,1.79,"$1,306,945","$73,000,000"
28,29,29,Mark Wilson,26,1.78,"$3,158,474","$177,500,000"
29,30,30,Y.E. Yang,18,1.74,"$2,314,864","$132,900,000"
30,31,31,Martin Kaymer,10,1.73,"$1,339,958","$77,300,000"
31,32,32,Martin Laird,23,1.68,"$2,676,507","$159,700,000"
32,33,33,Jonathan Byrd,26,1.67,"$2,938,918","$175,700,000"
33,34,34,Adam Hadwin,5,1.59,"$440,751","$27,700,000"
34,35,35,Shigeki Maruyama,2,1.57,"$177,375","$11,300,000"
35,36,36,Thomas Bjørn,5,1.54,"$626,739","$40,800,000"
36,37,37,Freddie Jacobson,25,1.53,"$2,488,321","$162,700,000"
37,T38,T38,George Coetzee,1,1.5,"$109,712","$7,300,000"
38,T38,T38,Rory Sabbatini,24,1.5,"$2,420,653","$161,500,000"
39,40,40,Vijay Singh,25,1.43,"$2,371,049","$166,100,000"
40,T41,T41,Kevin Na,26,1.41,"$2,336,963","$165,400,000"
41,T41,T41,Chez Reavie,27,1.41,"$2,285,066","$162,300,000"
42,43,43,Mathias Grönberg,1,1.4,"$42,000","$3,000,000"
43,T44,T44,Raphael Jacquelin,2,1.37,"$209,744","$15,300,000"
44,T44,T44,John Senden,26,1.37,"$2,294,808","$166,900,000"
45,T46,T46,Charles Howell III,30,1.35,"$2,509,219","$186,200,000"
46,T46,T46,Robert Karlsson,18,1.35,"$1,779,815","$131,900,000"
47,48,48,Sergio Garcia,16,1.33,"$1,524,087","$114,600,000"
48,49,49,Steve Marino,23,1.32,"$1,975,075","$149,100,000"
49,50,50,J.B. Holmes,16,1.31,"$1,398,581","$107,000,000"
50,T51,T51,Ryan Moore,22,1.27,"$1,942,903","$152,900,000"
51,T51,T51,Geoff Ogilvy,21,1.27,"$1,916,993","$150,900,000"
52,T51,T51,Bo Van Pelt,27,1.27,"$2,344,545","$184,900,000"
53,T54,T54,Rickie Fowler,24,1.26,"$2,084,679","$165,800,000"
54,T54,T54,Scott Verplank,15,1.26,"$1,194,177","$94,600,000"
55,56,56,Bryce Molder,27,1.24,"$1,957,941","$157,700,000"
56,T57,T57,Spencer Levin,31,1.23,"$2,320,033","$188,600,000"
57,T57,T57,George McNeill,21,1.23,"$1,458,107","$119,000,000"
58,59,59,Peter Lonard,2,1.21,"$106,305","$8,800,000"
59,60,60,Zach Johnson,23,1.2,"$1,880,403","$156,900,000"
60,61,61,Lucas Glover,23,1.19,"$1,823,324","$153,300,000"
61,T62,T62,Tom Pernice Jr.,12,1.18,"$694,980","$59,100,000"
62,T62,T62,D.A. Points,26,1.18,"$2,034,155","$171,800,000"
63,64,64,Brendan Steele,27,1.17,"$1,976,306","$168,800,000"
64,65,65,Scott Stallings,28,1.16,"$1,957,160","$168,000,000"
65,T66,T66,Fred Couples,5,1.15,"$371,080","$32,200,000"
66,T66,T66,Jhonattan Vegas,25,1.15,"$1,854,413","$161,800,000"
67,68,68,Ben Crane,23,1.14,"$1,679,594","$147,900,000"
68,69,69,Ryan Palmer,24,1.13,"$1,850,527","$163,100,000"
69,70,70,Chris Kirk,28,1.09,"$1,877,625","$172,600,000"
70,T71,T71,Harrison Frazar,19,1.08,"$1,322,266","$122,200,000"
71,T71,T71,Tommy Gainey,34,1.08,"$2,174,190","$202,000,000"
72,73,73,Simon Dyson,3,1.05,"$250,332","$23,800,000"
73,74,74,Tiger Woods,9,0.98,"$660,238","$67,300,000"
74,75,75,Paul Goydos,25,0.97,"$1,385,327","$143,400,000"
75,76,76,Scott Piercy,23,0.96,"$1,250,956","$130,500,000"
76,T77,T77,Briny Baird,19,0.95,"$942,284","$99,000,000"
77,T77,T77,Robert Garrigus,26,0.95,"$1,503,920","$158,800,000"
78,T77,T77,Graeme McDowell,16,0.95,"$1,088,897","$114,700,000"
79,80,80,Brandt Jobe,28,0.94,"$1,629,760","$174,100,000"
80,T81,T81,Francesco Molinari,11,0.93,"$763,887","$82,500,000"
81,T81,T81,Carl Pettersson,27,0.93,"$1,540,720","$165,300,000"
82,T81,T81,Andres Romero,22,0.93,"$1,313,133","$140,500,000"
83,T81,T81,Kyle Stanley,28,0.93,"$1,523,654","$164,200,000"
84,T85,T85,Jerry Kelly,26,0.92,"$1,451,793","$157,500,000"
85,T85,T85,Sean O'Hair,24,0.92,"$1,483,946","$161,800,000"
86,87,87,Bob Estes,12,0.91,"$594,103","$65,500,000"
87,88,88,Pat Perez,24,0.9,"$1,295,252","$144,400,000"
88,89,89,K.T. Kim,9,0.89,"$601,809","$67,500,000"
89,T90,T90,Johan Edfors,2,0.88,"$136,155","$15,500,000"
90,T90,T90,Jimmy Walker,24,0.88,"$1,336,553","$151,100,000"
91,T92,T92,Jim Furyk,26,0.87,"$1,529,687","$175,900,000"
92,T92,T92,Miguel Angel Jiménez,7,0.87,"$486,223","$55,800,000"
93,94,94,Kevin Chappell,26,0.86,"$1,339,637","$155,100,000"
94,95,95,John Rollins,27,0.85,"$1,370,564","$161,800,000"
95,96,96,Robert Allenby,25,0.84,"$1,452,564","$172,200,000"
96,T97,T97,Hennie Otto,1,0.81,"$68,500","$8,500,000"
97,T97,T97,Johnson Wagner,25,0.81,"$1,224,553","$151,200,000"
98,99,99,Kris Blanks,29,0.8,"$1,350,009","$168,900,000"
99,T100,T100,Charley Hoffman,27,0.79,"$1,462,589","$184,400,000"
100,T100,T100,Ryo Ishikawa,10,0.79,"$580,136","$73,800,000"
101,102,102,Kevin Streelman,26,0.78,"$1,300,001","$166,900,000"
102,T103,T103,Marco Dawson,3,0.77,"$104,406","$13,600,000"
103,T103,T103,Charlie Wi,25,0.77,"$1,188,490","$153,800,000"
104,T105,T105,Alvaro Quiros,8,0.76,"$495,317","$65,300,000"
105,T105,T105,Robert Rock,2,0.76,"$112,756","$14,800,000"
106,T107,T107,Chris Couch,21,0.75,"$922,494","$123,700,000"
107,T107,T107,Davis Love III,22,0.75,"$1,056,298","$140,100,000"
108,T107,T107,Jeff Overton,26,0.75,"$1,290,959","$173,200,000"
109,T110,T110,Brian Gay,26,0.74,"$1,157,522","$156,400,000"
110,T110,T110,Trevor Immelman,25,0.74,"$1,165,599","$158,000,000"
111,T112,T112,Camilo Villegas,25,0.73,"$1,231,915","$168,500,000"
112,T112,T112,Brett Wetterich,8,0.73,"$307,502","$42,200,000"
113,114,114,Tom Gillis,19,0.72,"$814,147","$113,200,000"
114,T115,T115,Brian Davis,30,0.71,"$1,308,006","$184,600,000"
115,T115,T115,Retief Goosen,16,0.71,"$796,359","$112,700,000"
116,T115,T115,Cameron Tringale,32,0.71,"$1,327,805","$188,300,000"
117,T118,T118,Louis Oosthuizen,15,0.7,"$717,965","$102,100,000"
118,T118,T118,Michael Thompson,25,0.7,"$935,264","$133,400,000"
119,T120,T120,Brendon de Jonge,30,0.69,"$1,241,324","$180,200,000"
120,T120,T120,Peter Hanson,12,0.69,"$610,780","$88,900,000"
121,T120,T120,Edoardo Molinari,12,0.69,"$619,223","$89,700,000"
122,123,123,Do-Hoon Kim,1,0.67,"$50,436","$7,500,000"
123,T124,T124,Michael Bradley,24,0.66,"$935,931","$141,100,000"
124,T124,T124,Chris Stroud,28,0.66,"$1,096,496","$165,500,000"
125,T126,T126,Ricky Barnes,23,0.65,"$951,584","$146,400,000"
126,T126,T126,Ernie Els,21,0.65,"$948,871","$145,300,000"
127,T126,T126,Marcus Fraser,1,0.65,"$55,500","$8,500,000"
128,T129,T129,José Manuel Lara,1,0.64,"$23,525","$3,700,000"
129,T129,T129,Tom Lehman,5,0.64,"$178,061","$28,000,000"
130,T129,T129,Ian Poulter,16,0.64,"$739,925","$115,500,000"
131,T132,T132,Chad Campbell,29,0.63,"$1,104,019","$175,000,000"
132,T132,T132,Stewart Cink,22,0.63,"$909,158","$144,400,000"
133,T132,T132,Anthony Kim,26,0.63,"$1,085,844","$173,500,000"
134,T132,T132,Justin Leonard,26,0.63,"$952,961","$151,800,000"
135,T136,T136,Padraig Harrington,18,0.62,"$802,838","$128,800,000"
136,T136,T136,David Hearn,26,0.62,"$869,069","$139,600,000"
137,T136,T136,Sung Kang,21,0.62,"$702,382","$112,900,000"
138,T139,T139,Hunter Haas,30,0.61,"$1,039,984","$169,700,000"
139,T139,T139,John Merrick,21,0.61,"$704,787","$116,100,000"
140,T139,T139,Rod Pampling,21,0.61,"$668,766","$108,900,000"
141,142,142,Richard Green,4,0.6,"$193,851","$32,300,000"
142,T143,T143,Ángel Cabrera,17,0.59,"$628,078","$106,100,000"
143,T143,T143,SSP Chawrasia,1,0.59,"$50,500","$8,500,000"
144,T145,T145,James Driscoll,24,0.58,"$741,009","$127,200,000"
145,T145,T145,Tim Herron,28,0.58,"$909,132","$157,500,000"
146,T145,T145,Troy Matteson,28,0.58,"$946,987","$162,700,000"
147,T148,T148,Paul Casey,15,0.57,"$590,384","$103,200,000"
148,T148,T148,Ryuji Imada,29,0.57,"$990,317","$172,400,000"
149,T150,T150,Blake Adams,34,0.56,"$1,100,553","$196,400,000"
150,T150,T150,Nick O'Hern,29,0.56,"$940,222","$167,500,000"
151,T150,T150,Joe Ogilvie,24,0.56,"$726,865","$129,700,000"
152,T150,T150,Roland Thatcher,22,0.56,"$666,369","$118,900,000"
153,T154,T154,Marc Leishman,27,0.55,"$916,327","$165,500,000"
154,T154,T154,Matteo Manassero,8,0.55,"$331,783","$60,800,000"
155,T154,T154,Matt McQuillan,21,0.55,"$582,932","$106,100,000"
156,157,157,David Mathis,25,0.54,"$715,403","$133,000,000"
157,T158,T158,Greg Chalmers,28,0.51,"$832,188","$164,100,000"
158,T158,T158,J.J. Henry,28,0.51,"$873,375","$172,100,000"
159,T160,T160,Gary Boyd,1,0.5,"$36,301","$7,300,000"
160,T160,T160,Simon Khan,1,0.5,"$36,301","$7,300,000"
161,T160,T160,Kevin Stadler,27,0.5,"$768,170","$152,800,000"
162,T163,T163,Ross Fisher,8,0.49,"$299,884","$60,900,000"
163,T163,T163,Billy Mayfair,29,0.49,"$780,576","$159,600,000"
164,T165,T165,Shane Bertsch,20,0.48,"$488,583","$100,800,000"
165,T165,T165,Cameron Percy,12,0.48,"$290,318","$60,100,000"
166,167,167,Peter Senior,1,0.47,"$40,250","$8,500,000"
167,168,168,Stephen Ames,22,0.46,"$547,585","$119,600,000"
168,T169,T169,Chris DiMarco,31,0.45,"$761,929","$171,000,000"
169,T169,T169,Seung-Yul Noh,6,0.45,"$207,070","$46,000,000"
170,T169,T169,Steve Pate,1,0.45,"$15,750","$3,500,000"
171,T172,T172,Pablo Larrazabal,3,0.44,"$105,634","$23,800,000"
172,T172,T172,Jae-bum Park,1,0.44,"$37,500","$8,500,000"
173,T172,T172,Josh Teater,31,0.44,"$769,322","$173,800,000"
174,T175,T175,Stuart Appleby,24,0.43,"$657,148","$151,200,000"
175,T175,T175,Bobby Gates,29,0.43,"$666,734","$154,000,000"
176,T175,T175,Heath Slocum,29,0.43,"$767,215","$177,100,000"
177,T178,T178,Hiroyuki Fujita,7,0.42,"$223,300","$53,000,000"
178,T178,T178,Matt Jones,25,0.42,"$602,391","$141,800,000"
179,T178,T178,Kevin Sutherland,11,0.42,"$289,692","$69,500,000"
180,181,181,Billy Horschel,25,0.41,"$533,020","$130,400,000"
181,T182,T182,Matt Bettencourt,30,0.4,"$692,542","$173,500,000"
182,T182,T182,Steven Bowditch,28,0.4,"$621,377","$153,800,000"
183,T182,T182,Garrett Willis,24,0.4,"$526,390","$131,900,000"
184,T185,T185,Arjun Atwal,29,0.39,"$690,235","$176,900,000"
185,T185,T185,Woody Austin,18,0.39,"$354,040","$91,300,000"
186,T185,T185,Steve Flesch,27,0.39,"$594,621","$150,800,000"
187,T185,T185,Bill Lunde,28,0.39,"$639,546","$163,800,000"
188,T189,T189,Scott McCarron,22,0.38,"$436,269","$115,900,000"
189,T189,T189,D.J. Trahan,30,0.38,"$668,163","$173,700,000"
190,191,191,Matt Every,5,0.37,"$105,121","$28,400,000"
191,T192,T192,Alex Noren,4,0.36,"$111,208","$31,300,000"
192,T192,T192,Aron Price,18,0.36,"$333,287","$91,500,000"
193,T194,T194,Jim Renner,22,0.35,"$392,945","$113,500,000"
194,T194,T194,Henrik Stenson,15,0.35,"$327,796","$94,000,000"
195,T194,T194,Tom Watson,3,0.35,"$72,066","$20,800,000"
196,197,197,Jason Bohn,22,0.34,"$411,940","$122,400,000"
197,T198,T198,Cameron Beckman,25,0.33,"$455,084","$137,900,000"
198,T198,T198,Morgan Hoffmann,4,0.33,"$69,131","$20,900,000"
199,T200,T200,Ben Curtis,23,0.32,"$423,462","$133,000,000"
200,T200,T200,Floris De Vries,1,0.32,"$23,555","$7,300,000"
201,T200,T200,Julián Etulain,1,0.32,"$11,261","$3,500,000"
202,T200,T200,Grégory Havret,3,0.32,"$71,007","$22,300,000"
203,T200,T200,Erick Justesen,1,0.32,"$16,087","$5,000,000"
204,T200,T200,Steve Lowery,2,0.32,"$23,525","$7,300,000"
205,T200,T200,Richard McEvoy,1,0.32,"$23,555","$7,300,000"
206,T200,T200,Michael Putnam,21,0.32,"$398,398","$122,600,000"
207,T200,T200,Sal Spallone,1,0.32,"$11,261","$3,500,000"
208,T209,T209,Kirk Triplett,8,0.31,"$111,079","$36,400,000"
209,T209,T209,Dean Wilson,22,0.31,"$401,313","$129,700,000"
210,T211,T211,Josh Broadaway,1,0.3,"$17,356","$5,700,000"
211,T211,T211,Yuta Ikeda,9,0.3,"$198,646","$66,500,000"
212,T211,T211,William McGirt,32,0.3,"$532,928","$178,900,000"
213,T214,T214,Tom Byrum,1,0.29,"$10,404","$3,600,000"
214,T214,T214,David Duval,24,0.29,"$400,654","$136,600,000"
215,T214,T214,Chris Riley,25,0.29,"$397,202","$138,400,000"
216,T217,T217,Erik Compton,6,0.28,"$95,541","$34,100,000"
217,T217,T217,Fabián Gómez,26,0.28,"$381,728","$135,400,000"
218,T217,T217,Michael Letzig,13,0.28,"$169,972","$61,700,000"
219,T217,T217,Will MacKenzie,14,0.28,"$188,393","$67,800,000"
220,T221,T221,Kent Jones,25,0.27,"$360,622","$132,800,000"
221,T221,T221,Brendan Jones,2,0.27,"$45,000","$16,500,000"
222,T221,T221,Paul Lawrie,1,0.27,"$19,441","$7,300,000"
223,T221,T221,Matthew Millar,1,0.27,"$19,845","$7,300,000"
224,T221,T221,Sam Saunders,8,0.27,"$132,525","$49,000,000"
225,T221,T221,Vaughn Taylor,27,0.27,"$423,904","$156,700,000"
226,T221,T221,Marc Turnesa,20,0.27,"$299,404","$112,600,000"
227,T228,T228,Craig Barlow,5,0.26,"$49,687","$19,400,000"
228,T228,T228,Alex Cejka,21,0.26,"$344,900","$130,300,000"
229,T228,T228,Rhys Davies,2,0.26,"$41,500","$15,800,000"
230,T228,T228,Joe Durant,25,0.26,"$358,789","$137,100,000"
231,T228,T228,Kenneth Ferrie,1,0.26,"$18,877","$7,300,000"
232,T228,T228,Jung-gon Hwang,1,0.26,"$18,715","$7,300,000"
233,T228,T228,Bio Kim,25,0.26,"$345,587","$130,800,000"
234,T228,T228,Ben Martin,25,0.26,"$340,079","$132,800,000"
235,T228,T228,Zack Miller,30,0.26,"$427,339","$163,000,000"
236,T228,T228,Tim Petrovic,29,0.26,"$428,009","$163,300,000"
237,T228,T228,Tag Ridings,28,0.26,"$382,667","$147,800,000"
238,T228,T228,Marcel Siem,1,0.26,"$19,763","$7,500,000"
239,T240,T240,Sangmoon Bae,2,0.25,"$37,351","$14,800,000"
240,T240,T240,Mathew Goggin,1,0.25,"$16,157","$6,500,000"
241,T240,T240,Frank Lickliter II,12,0.25,"$144,159","$57,600,000"
242,T243,T243,Justin Hicks,23,0.24,"$284,990","$121,000,000"
243,T243,T243,John Mallinger,15,0.24,"$179,497","$76,200,000"
244,T245,T245,Guy Boros,1,0.23,"$8,172","$3,600,000"
245,T245,T245,Christo Greyling,1,0.23,"$17,178","$7,500,000"
246,T245,T245,Kenichi Kuboya,1,0.23,"$17,178","$7,500,000"
247,T245,T245,Nick Price,1,0.23,"$12,996","$5,700,000"
248,T245,T245,Paul Stankowski,24,0.23,"$290,210","$124,200,000"
249,T250,T250,Thomas Aiken,4,0.22,"$65,500","$30,000,000"
250,T250,T250,Steve Allan,1,0.22,"$13,380","$6,000,000"
251,T250,T250,Nathan Green,26,0.22,"$312,107","$142,500,000"
252,T250,T250,Wes Heffernan,1,0.22,"$16,539","$7,500,000"
253,T250,T250,Lee Janzen,19,0.22,"$216,991","$97,400,000"
254,T250,T250,Troy Kelly,1,0.22,"$13,542","$6,100,000"
255,T250,T250,Kevin Kisner,24,0.22,"$270,170","$124,200,000"
256,T250,T250,Andre Stolz,2,0.22,"$21,594","$9,600,000"
257,T250,T250,Boo Weekley,23,0.22,"$279,529","$125,600,000"
258,T259,T259,Will Claxton,1,0.21,"$11,275","$5,500,000"
259,T259,T259,Michael Connell,26,0.21,"$309,361","$146,800,000"
260,T259,T259,John Daly,18,0.21,"$207,963","$99,400,000"
261,T259,T259,Robert Damron,3,0.21,"$31,770","$15,200,000"
262,T259,T259,Colt Knost,27,0.21,"$296,815","$142,600,000"
263,T259,T259,Greg Kraft,1,0.21,"$7,350","$3,500,000"
264,T259,T259,Derek Lamely,26,0.21,"$301,145","$141,400,000"
265,T259,T259,Jeff Quinney,14,0.21,"$139,580","$66,300,000"
266,T259,T259,Richard Scott,1,0.21,"$8,400","$4,000,000"
267,T268,T268,Brad Fritsch,1,0.2,"$10,348","$5,200,000"
268,T268,T268,J.L. Lewis,1,0.2,"$7,056","$3,600,000"
269,T268,T268,Jarrod Lyle,29,0.2,"$317,457","$156,700,000"
270,T268,T268,Dustin Risdon,1,0.2,"$10,192","$5,200,000"
271,T268,T268,Alexandre Rocha,22,0.2,"$225,025","$114,500,000"
272,T268,T268,Dave Schultz,1,0.2,"$7,035","$3,500,000"
273,T268,T268,Chris Tidland,12,0.2,"$122,984","$61,400,000"
274,T275,T275,Brian Bateman,1,0.19,"$6,984","$3,600,000"
275,T275,T275,Chad Collins,16,0.19,"$183,509","$96,200,000"
276,T275,T275,Scott Gutschewski,23,0.19,"$229,757","$119,200,000"
277,T275,T275,Todd Hamilton,11,0.19,"$112,081","$58,000,000"
278,T275,T275,Michio Matsumura,1,0.19,"$10,395","$5,500,000"
279,T275,T275,Daniel Summerhays,29,0.19,"$301,899","$157,500,000"
280,T281,T281,Steve Elkington,17,0.18,"$176,224","$95,300,000"
281,T281,T281,J.P. Hayes,19,0.18,"$186,767","$104,800,000"
282,T281,T281,Richard Johnson,23,0.18,"$212,105","$120,000,000"
283,T281,T281,Dicky Pride,8,0.18,"$64,213","$35,100,000"
284,T281,T281,Alex Prugh,29,0.18,"$292,069","$161,100,000"
285,T281,T281,Peter Tomasulo,12,0.18,"$115,815","$64,300,000"
286,T281,T281,Charles Warren,10,0.18,"$96,422","$53,300,000"
287,T288,T288,Andres Gonzales,21,0.17,"$186,846","$109,000,000"
288,T288,T288,Jason Gore,6,0.17,"$51,290","$30,100,000"
289,T288,T288,Jim Herman,22,0.17,"$196,842","$113,500,000"
290,T291,T291,Michael Allen,5,0.16,"$42,343","$27,100,000"
291,T291,T291,D.J. Brigman,23,0.16,"$191,491","$119,200,000"
292,T291,T291,Alejandro Cañizares,2,0.16,"$17,469","$11,000,000"
293,T291,T291,Daniel Chopra,2,0.16,"$15,411","$9,500,000"
294,T295,T295,Grégory Bourdy,2,0.15,"$23,555","$15,300,000"
295,T295,T295,Jonathan Kaye,2,0.15,"$10,833","$7,200,000"
296,T295,T295,Joost Luiten,2,0.15,"$19,845","$13,500,000"
297,T295,T295,Corey Pavin,4,0.15,"$42,376","$28,200,000"
298,T295,T295,Drew Weaver,2,0.15,"$17,732","$12,200,000"
299,T300,T300,Joseph Bramlett,25,0.14,"$178,727","$131,700,000"
300,T300,T300,Shaun Micheel,27,0.14,"$206,450","$150,900,000"
301,T300,T300,Kenny Perry,13,0.14,"$110,176","$76,100,000"
302,T303,T303,Fredrik Andersson Hed,2,0.13,"$20,571","$15,300,000"
303,T303,T303,Mark Hensby,6,0.13,"$32,241","$23,900,000"
304,T303,T303,Patrick Reed,3,0.13,"$20,058","$15,800,000"
305,T306,T306,Rich Beem,21,0.12,"$135,225","$117,200,000"
306,T306,T306,WC Liang,2,0.12,"$15,592","$13,500,000"
307,T306,T306,Troy Merritt,23,0.12,"$151,474","$127,400,000"
308,T306,T306,Martin Piller,23,0.12,"$140,957","$118,100,000"
309,T306,T306,Brett Quigley,10,0.12,"$56,825","$47,300,000"
310,T306,T306,Nate Smith,24,0.12,"$154,814","$124,200,000"
311,T312,T312,Will Strickler,19,0.11,"$109,030","$95,600,000"
312,T312,T312,Jay Williamson,6,0.11,"$27,395","$24,300,000"
313,T314,T314,Mark Calcavecchia,6,0.1,"$34,929","$34,300,000"
314,T314,T314,Jeff Maggert,18,0.1,"$101,079","$99,600,000"
315,T314,T314,Rocco Mediate,23,0.1,"$136,298","$133,900,000"
316,T317,T317,Graham DeLaet,2,0.09,"$10,472","$11,600,000"
317,T317,T317,Todd Fischer,3,0.09,"$12,900","$14,500,000"
318,T317,T317,Stephen Gallacher,3,0.09,"$20,571","$22,800,000"
319,T317,T317,Bob May,2,0.09,"$6,690","$7,500,000"
320,T317,T317,Fran Quinn,10,0.09,"$47,198","$53,100,000"
321,T317,T317,Mike Small,6,0.09,"$27,152","$29,500,000"
322,T317,T317,Omar Uresti,5,0.09,"$18,349","$20,000,000"
323,T324,T324,Garth Mulroy,4,0.08,"$20,800","$25,000,000"
324,T324,T324,Mark O'Meara,3,0.08,"$18,240","$24,300,000"
325,T324,T324,Duffy Waldorf,14,0.08,"$61,233","$75,700,000"
326,T324,T324,Matt Weibring,5,0.08,"$20,148","$26,200,000"
327,T328,T328,Alex Aragon,2,0.07,"$5,760","$8,600,000"
328,T328,T328,Chris Baryla,20,0.07,"$68,000","$102,100,000"
329,T328,T328,Robert Gamez,9,0.07,"$31,521","$42,200,000"
330,T328,T328,Billy Hurley III,3,0.07,"$12,780","$18,500,000"
331,T328,T328,Jeff Klauk,8,0.07,"$34,363","$46,600,000"
332,T328,T328,Jamie Lovemark,9,0.07,"$34,692","$49,300,000"
333,T328,T328,Jesper Parnevik,10,0.07,"$37,739","$55,500,000"
334,T335,T335,Joe Affrunti,6,0.06,"$18,837","$31,000,000"
335,T335,T335,Ted Purdy,6,0.06,"$14,820","$26,500,000"
336,T337,T337,Craig Bowden,4,0.05,"$11,863","$22,500,000"
337,T337,T337,Skip Kendall,6,0.05,"$11,940","$25,000,000"
338,T337,T337,Carl Paulson,11,0.05,"$29,922","$54,700,000"
339,T340,T340,Notah Begay III,4,0.04,"$6,690","$18,000,000"
340,T340,T340,Michael Sim,19,0.04,"$47,403","$109,900,000"
341,T342,T342,Mark Brooks,5,0.03,"$7,488","$29,100,000"
342,T342,T342,Fred Funk,7,0.03,"$11,880","$40,600,000"
343,T342,T342,Scott Gordon,19,0.03,"$28,311","$97,500,000"
344,T342,T342,Mike Weir,15,0.03,"$23,312","$87,000,000"
345,346,346,José María Olazábal,6,0.02,"$6,330","$35,600,000"
