,SG_Tee-to-Green_RANK THIS WEEK,SG_Tee-to-Green_RANK LAST WEEK,SG_Tee-to-Green_PLAYER NAME,SG_Tee-to-Green_ROUNDS,SG_Tee-to-Green_AVERAGE,SG_Tee-to-Green_SG:OTT,SG_Tee-to-Green_SG:APR,SG_Tee-to-Green_SG:ARG,SG_Tee-to-Green_MEASURED ROUNDS
52,53,53,Bill Lunde,83,0.546,0.052000000000000005,0.449,0.044000000000000004,67
53,T54,T54,Roberto Castro,92,0.5429999999999999,0.244,0.03,0.26899999999999996,75
54,T54,T54,Marc Leishman,84,0.5429999999999999,-0.209,0.5589999999999999,0.193,76
55,56,56,Heath Slocum,93,0.518,0.248,0.42700000000000005,-0.158,75
56,57,57,Matt Every,80,0.516,-0.051,0.377,0.191,64
57,58,58,Tim Herron,88,0.508,0.152,0.193,0.163,76
58,59,59,Jason Day,57,0.498,0.121,0.102,0.275,47
59,60,60,Trevor Immelman,76,0.48700000000000004,-0.14,0.242,0.384,57
60,61,61,John Rollins,81,0.465,0.627,-0.26899999999999996,0.107,71
61,62,62,Ian Poulter,57,0.461,0.18600000000000003,0.068,0.207,38
62,63,63,Billy Horschel,63,0.45899999999999996,0.546,0.027999999999999997,-0.11599999999999999,48
63,64,64,Geoff Ogilvy,73,0.45299999999999996,0.158,0.168,0.127,55
64,65,65,Martin Laird,77,0.449,0.374,0.175,-0.099,54
65,66,66,Chris Kirk,93,0.439,0.032,0.444,-0.037000000000000005,85
66,T67,T67,Ryan Moore,89,0.424,0.163,0.27,-0.009000000000000001,81
67,T67,T67,Carl Pettersson,92,0.424,0.040999999999999995,0.33399999999999996,0.049,80
68,69,69,Tim Clark,60,0.42200000000000004,0.285,0.151,-0.013999999999999999,50
69,70,70,Ben Curtis,62,0.401,-0.044000000000000004,0.408,0.036000000000000004,48
70,71,71,John Huh,99,0.397,0.391,0.031,-0.025,85
71,72,72,D.A. Points,88,0.39399999999999996,0.067,0.32899999999999996,-0.003,80
72,73,73,John Merrick,83,0.385,0.20199999999999999,0.23,-0.047,72
73,74,74,Rory Sabbatini,84,0.35600000000000004,0.247,-0.021,0.129,72
74,75,75,Josh Teater,97,0.33799999999999997,0.57,-0.231,-0.001,83
75,76,76,David Toms,60,0.331,0.131,0.012,0.18899999999999997,44
76,77,77,Kevin Streelman,89,0.322,0.11,0.184,0.027999999999999997,77
77,78,78,J.J. Henry,93,0.309,0.051,0.126,0.133,71
78,T79,T79,Ken Duke,104,0.305,0.019,0.309,-0.023,90
79,T79,T79,John Mallinger,74,0.305,-0.086,0.184,0.20600000000000002,63
80,81,81,Bob Estes,78,0.28800000000000003,-0.45399999999999996,0.396,0.34700000000000003,65
81,82,82,Ricky Barnes,92,0.285,-0.29,0.499,0.075,82
82,83,83,Jonas Blixt,72,0.257,-0.1,-0.01,0.36700000000000005,64
83,T84,T84,Freddie Jacobson,61,0.254,-0.071,0.306,0.02,44
84,T84,T84,Cameron Tringale,88,0.254,0.195,0.055999999999999994,0.003,77
85,86,86,Kevin Na,80,0.252,-0.255,0.301,0.20600000000000002,65
86,87,87,Jonathan Byrd,69,0.244,-0.22,0.406,0.057999999999999996,56
87,88,88,Gary Christian,91,0.226,0.17,0.124,-0.067,75
88,89,89,Brian Davis,91,0.22399999999999998,-0.012,0.146,0.09,79
89,90,90,Gary Woodland,70,0.204,0.32,0.153,-0.26899999999999996,53
90,91,91,Kevin Chappell,91,0.18100000000000002,0.228,-0.18600000000000003,0.138,72
91,92,92,Russell Knox,72,0.179,0.049,0.025,0.105,56
92,93,93,Daniel Summerhays,81,0.17800000000000002,0.2,-0.066,0.045,68
93,94,94,Camilo Villegas,79,0.17,0.08,0.20800000000000002,-0.11699999999999999,73
94,T95,T95,Ben Crane,73,0.16,0.102,-0.138,0.195,62
95,T95,T95,Chez Reavie,83,0.16,0.125,0.136,-0.10099999999999999,66
96,97,97,Jeff Maggert,83,0.158,0.287,0.084,-0.214,78
97,98,98,Brandt Snedeker,81,0.15,-0.276,0.11,0.316,65
98,99,99,Greg Chalmers,88,0.136,-0.335,0.012,0.45899999999999996,75
99,100,100,Rod Pampling,88,0.133,0.061,-0.131,0.203,69
100,101,101,Billy Mayfair,90,0.128,0.08,-0.083,0.131,78
101,102,102,Blake Adams,107,0.124,0.237,-0.055,-0.057,88
102,103,103,Harris English,98,0.12300000000000001,0.28600000000000003,-0.038,-0.124,87
103,104,104,Tom Gillis,75,0.122,0.207,-0.27399999999999997,0.18899999999999997,69
104,105,105,Jimmy Walker,101,0.12,-0.243,0.105,0.258,91
105,106,106,Scott Dunlap,57,0.08900000000000001,0.062,0.252,-0.226,46
106,107,107,Scott Stallings,78,0.081,0.39299999999999996,-0.113,-0.198,68
107,108,108,Brian Harman,101,0.068,0.337,-0.37,0.10099999999999999,88
108,109,109,Robert Karlsson,54,0.062,-0.04,0.07200000000000001,0.03,41
109,110,110,Chris Couch,61,0.040999999999999995,0.377,-0.131,-0.205,54
110,111,111,Chris Stroud,86,0.04,-0.23600000000000002,-0.049,0.325,75
111,112,112,Johnson Wagner,88,0.039,-0.027000000000000003,0.376,-0.31,76
112,113,113,Kyle Reifers,86,0.038,0.055999999999999994,0.055999999999999994,-0.07400000000000001,74
113,114,114,Jerry Kelly,84,0.01,-0.018000000000000002,-0.218,0.245,73
114,115,115,Charlie Wi,86,0.004,-0.19699999999999998,-0.22899999999999998,0.43,73
115,T116,T116,David Hearn,95,-0.001,-0.022000000000000002,-0.21,0.231,88
116,T116,T116,Vaughn Taylor,81,-0.001,-0.327,0.165,0.16,64
117,T118,T118,Bobby Gates,87,-0.003,0.331,-0.016,-0.318,76
118,T118,T118,Danny Lee,74,-0.003,-0.20199999999999999,-0.031,0.23,59
119,120,120,Richard Lee,71,-0.01,0.106,-0.187,0.071,57
120,121,121,William McGirt,96,-0.028999999999999998,-0.092,0.11,-0.047,79
121,122,122,Garth Mulroy,59,-0.040999999999999995,-0.004,0.14300000000000002,-0.179,46
122,123,123,Charlie Beljan,61,-0.064,0.797,-0.226,-0.635,43
123,124,124,Spencer Levin,81,-0.069,-0.207,-0.040999999999999995,0.18,66
124,125,125,Mathew Goggin,65,-0.084,0.10800000000000001,-0.292,0.099,55
125,T126,T126,Rocco Mediate,70,-0.096,-0.106,-0.09,0.1,58
126,T126,T126,Nick O'Hern,78,-0.096,-0.86,0.34,0.424,68
127,128,128,Hunter Haas,69,-0.12,0.12300000000000001,-0.02,-0.223,52
128,129,129,Mark Wilson,84,-0.14300000000000002,-0.255,0.043,0.069,68
129,130,130,Jason Bohn,81,-0.14400000000000002,-0.11,0.128,-0.162,66
130,131,131,D.J. Trahan,73,-0.147,0.08800000000000001,-0.085,-0.15,62
131,T132,T132,Troy Matteson,100,-0.187,-0.066,0.075,-0.196,83
132,T132,T132,Andres Romero,68,-0.187,-0.21600000000000003,0.078,-0.049,54
133,134,134,Kyle Thompson,51,-0.18899999999999997,-0.204,0.204,-0.18899999999999997,37
134,135,135,Robert Allenby,76,-0.198,-0.449,0.537,-0.28600000000000003,66
135,136,136,Brandt Jobe,57,-0.204,0.198,-0.222,-0.18,45
136,137,137,Dicky Pride,62,-0.221,-0.287,0.002,0.064,49
137,138,138,George McNeill,85,-0.226,-0.149,-0.023,-0.053,71
138,T139,T139,Ángel Cabrera,54,-0.23399999999999999,0.198,-0.306,-0.126,37
139,T139,T139,Ryo Ishikawa,54,-0.23399999999999999,-0.19899999999999998,0.069,-0.10400000000000001,37
140,141,141,Martin Flores,95,-0.23800000000000002,0.077,-0.507,0.192,82
141,142,142,Michael Thompson,80,-0.25,-0.375,0.317,-0.192,65
142,143,143,Jason Kokrak,79,-0.263,-0.044000000000000004,-0.17300000000000001,-0.045,69
143,144,144,Stuart Appleby,75,-0.282,-0.003,-0.43700000000000006,0.158,65
144,145,145,Justin Leonard,79,-0.29,-0.401,-0.11699999999999999,0.22699999999999998,68
145,146,146,Scott Brown,65,-0.303,0.17,-0.255,-0.21899999999999997,51
146,147,147,Cameron Beckman,81,-0.336,-0.226,0.057999999999999996,-0.16699999999999998,69
147,148,148,J.J. Killeen,101,-0.342,-0.063,-0.49200000000000005,0.213,84
148,149,149,Bryce Molder,83,-0.345,-0.632,0.1,0.188,71
149,150,150,Nathan Green,73,-0.348,-0.479,0.048,0.083,57
150,151,151,Jhonattan Vegas,77,-0.35200000000000004,-0.012,-0.20600000000000002,-0.135,69
151,152,152,Chris DiMarco,83,-0.364,-0.371,-0.073,0.079,72
152,153,153,Brendan Steele,77,-0.405,0.084,-0.376,-0.11199999999999999,64
153,154,154,Kevin Kisner,69,-0.442,0.106,-0.6509999999999999,0.10300000000000001,53
154,T155,T155,Arjun Atwal,79,-0.44299999999999995,-0.132,-0.22699999999999998,-0.084,66
155,T155,T155,David Mathis,83,-0.44299999999999995,-0.203,-0.239,-0.002,69
156,157,157,Aaron Baddeley,73,-0.461,-0.10800000000000001,-0.504,0.152,55
157,158,158,Matt Jones,53,-0.467,-0.192,-0.387,0.11199999999999999,44
158,159,159,James Driscoll,83,-0.493,-0.525,0.032,0.0,70
159,160,160,Stewart Cink,71,-0.529,-0.485,0.195,-0.239,54
160,161,161,Steve Wheatcroft,56,-0.546,0.001,-0.294,-0.253,42
161,162,162,Brian Gay,91,-0.556,-0.364,-0.486,0.293,78
162,163,163,Harrison Frazar,56,-0.575,0.10800000000000001,-0.358,-0.325,48
163,164,164,John Daly,50,-0.598,0.272,-0.267,-0.604,38
164,165,165,Erik Compton,81,-0.609,0.215,-0.6679999999999999,-0.155,64
165,166,166,Alexandre Rocha,62,-0.624,-0.083,-0.221,-0.32,50
166,167,167,Tommy Gainey,98,-0.63,-0.10800000000000001,-0.26,-0.262,90
167,168,168,Roland Thatcher,55,-0.644,-0.156,0.01,-0.498,44
168,169,169,Stephen Ames,54,-0.6509999999999999,-0.27699999999999997,-0.27699999999999997,-0.09699999999999999,39
169,170,170,Y.E. Yang,64,-0.6629999999999999,-0.11800000000000001,-0.35200000000000004,-0.192,48
170,T171,T171,Mark Anderson,75,-0.742,-0.217,-0.542,0.017,61
171,T171,T171,Troy Kelly,68,-0.742,-0.21100000000000002,-0.53,-0.001,51
172,173,173,Michael Bradley,63,-0.765,-1.146,0.391,-0.01,55
173,174,174,Tom Pernice Jr.,62,-0.809,-0.9209999999999999,-0.09699999999999999,0.209,52
174,175,175,Miguel Angel Carballo,73,-0.8759999999999999,-0.042,-0.728,-0.106,57
175,176,176,Gavin Coles,72,-0.88,-0.6759999999999999,-0.008,-0.196,57
176,177,177,"Ted Potter, Jr.",77,-0.8959999999999999,-0.191,-0.27699999999999997,-0.428,61
177,178,178,Marco Dawson,60,-0.98,-0.606,-0.45899999999999996,0.084,46
178,179,179,Daniel Chopra,55,-1.01,-0.489,-0.589,0.068,43
179,180,180,Matt Bettencourt,80,-1.061,-0.5579999999999999,-0.425,-0.077,60
180,181,181,Patrick Sheehan,58,-1.113,-0.46799999999999997,-0.737,0.092,44
181,182,182,Colt Knost,79,-1.165,-0.5660000000000001,-0.545,-0.053,67
182,183,183,Sangmoon Bae,81,-1.181,0.069,-0.76,-0.491,57
183,184,184,Ryuji Imada,78,-1.262,-0.919,-0.5379999999999999,0.196,69
184,185,185,Edward Loar,59,-1.263,0.059000000000000004,-0.728,-0.594,43
185,186,186,Tommy Biershenk,74,-1.4509999999999998,-0.551,-0.733,-0.16699999999999998,58
186,187,187,Billy Hurley III,70,-1.6,-0.9670000000000001,-0.7040000000000001,0.07200000000000001,57
187,188,188,Brendon Todd,78,-1.617,-0.57,-1.141,0.094,63
188,189,189,Derek Lamely,64,-1.671,-0.754,-0.7140000000000001,-0.204,56
189,190,190,Stephen Gangluff,57,-1.716,-0.932,-0.488,-0.29600000000000004,43
190,191,191,Sung Kang,75,-1.8119999999999998,-0.628,-0.897,-0.28600000000000003,62
