,Total_Driving_RANK THIS WEEK,Total_Driving_RANK LAST WEEK,Total_Driving_PLAYER NAME,Total_Driving_EVENTS,Total_Driving_TOTAL,Total_Driving_DISTANCE RANK,Total_Driving_ACCURACY RANK
59,60,60,Camilo Villegas,25,165,87,78
60,61,61,Geoff Ogilvy,20,168,90,78
61,T62,T62,Davis Love III,20,169,39,130
62,T62,T62,Rod Pampling,26,169,105,64
63,T64,T64,Matt Kuchar,22,170,128,42
64,T64,T64,Nick Watney,26,170,36,134
65,66,66,Erik Compton,26,171,33,138
66,T67,T67,Ben Crane,23,172,122,50
67,T67,T67,Garth Mulroy,20,172,55,117
68,T69,T69,Gary Christian,28,173,164,9
69,T69,T69,John Daly,15,173,9,164
70,T69,T69,Scott Piercy,28,173,12,161
71,T72,T72,Kris Blanks,23,174,148,26
72,T72,T72,Chez Reavie,26,174,161,13
73,T74,T74,Ángel Cabrera,20,175,22,153
74,T74,T74,Jim Furyk,24,175,171,4
75,T76,T76,Padraig Harrington,18,177,57,120
76,T76,T76,Kyle Reifers,27,177,92,85
77,T76,T76,Heath Slocum,29,177,175,2
78,79,79,J.J. Henry,28,178,115,63
79,T80,T80,J.B. Holmes,25,179,6,173
80,T80,T80,Roland Thatcher,21,179,104,75
81,T82,T82,Zach Johnson,25,182,168,14
82,T82,T82,John Mallinger,25,182,166,16
83,T82,T82,Daniel Summerhays,26,182,101,81
84,T85,T85,Tim Clark,20,183,180,3
85,T85,T85,Jerry Kelly,26,183,182,1
86,T85,T85,Carl Pettersson,26,183,35,148
87,88,88,Ian Poulter,15,184,145,39
88,89,89,Bud Cauley,28,186,74,112
89,90,90,Steve Wheatcroft,22,189,121,68
90,T91,T91,Scott Brown,24,190,77,113
91,T91,T91,Ken Duke,30,190,160,30
92,T91,T91,Jason Kokrak,27,190,14,176
93,T91,T91,Kevin Na,25,190,165,25
94,T91,T91,David Toms,19,190,184,6
95,T91,T91,Jhonattan Vegas,25,190,10,180
96,T91,T91,Gary Woodland,22,190,18,172
97,T98,T98,Stuart Appleby,24,191,159,32
98,T98,T98,Jason Day,17,191,7,184
99,100,100,Ben Curtis,19,193,186,7
100,101,101,Chris Kirk,27,194,73,121
101,102,102,Mark Wilson,25,195,183,12
102,T103,T103,Chris DiMarco,29,196,188,8
103,T103,T103,David Hearn,28,196,124,72
104,T105,T105,Brian Davis,29,197,179,18
105,T105,T105,D.A. Points,29,197,152,45
106,T105,T105,Chris Stroud,28,197,126,71
107,108,108,Tommy Gainey,32,198,33,165
108,109,109,Steve Stricker,19,199,138,61
109,T110,T110,Harrison Frazar,20,200,30,170
110,T110,T110,"Ted Potter, Jr.",25,200,148,52
111,T112,T112,Hunter Haas,24,201,117,84
112,T112,T112,Trevor Immelman,24,201,80,121
113,114,114,Webb Simpson,22,203,111,92
114,T115,T115,Chad Campbell,27,204,90,114
115,T115,T115,Colt Knost,29,204,189,15
116,T115,T115,George McNeill,25,204,105,99
117,T115,T115,Alexandre Rocha,21,204,147,57
118,T119,T119,Ernie Els,22,206,51,155
119,T119,T119,Troy Kelly,23,206,23,183
120,T121,T121,Luke Donald,17,207,170,37
121,T121,T121,Edward Loar,23,207,44,163
122,T123,T123,Ricky Barnes,28,208,68,140
123,T123,T123,Troy Matteson,32,208,26,182
124,125,125,Scott Dunlap,20,211,166,45
125,126,126,Kevin Chappell,29,212,58,154
126,127,127,Bill Lunde,25,215,84,131
127,T128,T128,K.J. Choi,21,216,162,54
128,T128,T128,Kyle Thompson,22,216,151,65
129,T130,T130,Jason Bohn,28,217,174,43
130,T130,T130,Robert Karlsson,17,217,50,167
131,T130,T130,Kevin Kisner,24,217,116,101
132,133,133,Tim Herron,27,218,99,119
133,T134,T134,Brandt Snedeker,22,219,110,109
134,T134,T134,Jimmy Walker,28,219,38,181
135,T136,T136,Matt Jones,19,221,55,166
136,T136,T136,Charlie Wi,25,221,134,87
137,T138,T138,Charles Howell III,29,222,51,171
138,T138,T138,Danny Lee,26,222,72,150
139,T138,T138,Rory Sabbatini,29,222,119,103
140,T138,T138,Johnson Wagner,27,222,152,70
141,142,142,Dicky Pride,19,224,130,94
142,143,143,Martin Flores,30,226,49,177
143,144,144,Phil Mickelson,22,227,53,174
144,145,145,Cameron Beckman,26,228,142,86
145,T146,T146,Mark Anderson,25,229,43,186
146,T146,T146,Mathew Goggin,23,229,82,147
147,148,148,Gavin Coles,23,231,190,41
148,T149,T149,Daniel Chopra,21,235,44,191
149,T149,T149,Vaughn Taylor,26,235,129,106
150,T151,T151,Sangmoon Bae,25,237,95,142
151,T151,T151,Andres Romero,22,237,68,169
152,T153,T153,Stephen Ames,20,238,155,83
153,T153,T153,David Mathis,29,238,176,62
154,155,155,Matt Every,25,240,136,104
155,T156,T156,Jonathan Byrd,21,241,96,145
156,T156,T156,Miguel Angel Carballo,25,241,96,145
157,T158,T158,Aaron Baddeley,22,243,68,175
158,T158,T158,Greg Chalmers,25,243,163,80
159,T158,T158,Rocco Mediate,23,243,169,74
160,161,161,Arjun Atwal,27,244,144,100
161,162,162,William McGirt,30,245,138,107
162,163,163,Bob Estes,23,247,142,105
163,164,164,Y.E. Yang,20,248,146,102
164,T165,T165,Robert Allenby,27,251,124,127
165,T165,T165,Nick O'Hern,26,251,191,60
166,T167,T167,Brian Gay,28,254,177,77
167,T167,T167,J.J. Killeen,33,254,94,160
168,169,169,Jonas Blixt,21,260,127,133
169,170,170,Freddie Jacobson,17,262,119,143
170,171,171,Stephen Gangluff,23,265,75,190
171,T172,T172,James Driscoll,27,267,78,189
172,T172,T172,Marc Leishman,23,267,99,168
173,174,174,Bryce Molder,25,269,178,91
174,175,175,Ryo Ishikawa,18,271,92,179
175,176,176,Sung Kang,30,282,133,149
176,T177,T177,Stewart Cink,22,283,105,178
177,T177,T177,Justin Leonard,26,283,172,111
178,T179,T179,Tom Pernice Jr.,23,284,187,97
179,T179,T179,Michael Thompson,25,284,158,126
180,181,181,Nathan Green,22,286,154,132
181,T182,T182,Derek Lamely,25,289,102,187
182,T182,T182,Patrick Sheehan,21,289,173,116
183,184,184,Tommy Biershenk,27,290,138,152
184,185,185,Marco Dawson,22,292,130,162
185,T186,T186,Billy Hurley III,27,293,185,108
186,T186,T186,Brendon Todd,29,293,157,136
187,188,188,Matt Bettencourt,31,299,114,185
188,189,189,Spencer Levin,26,306,155,151
189,190,190,Michael Bradley,23,336,148,188
190,191,191,Ryuji Imada,28,340,181,159
