,Driving_Accuracy_Percentage_RANK THIS WEEK,Driving_Accuracy_Percentage_RANK LAST WEEK,Driving_Accuracy_Percentage_PLAYER NAME,Driving_Accuracy_Percentage_ROUNDS,Driving_Accuracy_Percentage_%,Driving_Accuracy_Percentage_FAIRWAYS HIT,Driving_Accuracy_Percentage_POSSIBLE FAIRWAYS
98,99,99,George McNeill,85,61.14,689,1127
99,100,100,Arjun Atwal,79,61.12,621,1016
100,101,101,Kevin Kisner,69,61.1,520,851
101,102,102,Y.E. Yang,64,61.06,530,868
102,103,103,Rory Sabbatini,84,61.04,716,1173
103,104,104,Matt Every,80,60.89,646,1061
104,105,105,Bob Estes,78,60.72,660,1087
105,106,106,Vaughn Taylor,81,60.59,635,1048
106,107,107,William McGirt,96,60.58,776,1281
107,108,108,Billy Hurley III,70,60.56,559,923
108,109,109,Brandt Snedeker,81,60.5,657,1086
109,110,110,Graham DeLaet,79,60.36,632,1047
110,111,111,Justin Leonard,79,60.34,630,1044
111,112,112,Bud Cauley,99,60.33,832,1379
112,113,113,Scott Brown,65,60.22,495,822
113,114,114,Chad Campbell,84,60.19,706,1173
114,115,115,Greg Owen,90,60.16,755,1255
115,116,116,Patrick Sheehan,58,60.11,437,727
116,117,117,Garth Mulroy,59,60.1,479,797
117,118,118,Sean O'Hair,84,59.98,706,1177
118,119,119,Tim Herron,88,59.93,736,1228
119,120,120,Padraig Harrington,67,59.86,525,877
120,T121,T121,Trevor Immelman,76,59.7,634,1062
121,T121,T121,Chris Kirk,93,59.7,745,1248
122,123,123,Adam Scott,59,59.61,484,812
123,124,124,Kyle Stanley,86,59.49,699,1175
124,125,125,Harris English,98,59.47,813,1367
125,126,126,Michael Thompson,80,59.43,662,1114
126,T127,T127,Robert Allenby,76,59.34,629,1060
127,T127,T127,Seung-Yul Noh,105,59.34,804,1355
128,129,129,Martin Laird,77,59.16,604,1021
129,130,130,Davis Love III,64,59.11,529,895
130,131,131,Bill Lunde,83,59.1,617,1044
131,132,132,Nathan Green,73,58.97,536,909
132,133,133,Jonas Blixt,72,58.9,576,978
133,134,134,Nick Watney,97,58.86,774,1315
134,135,135,Bubba Watson,68,58.84,546,928
135,136,136,Brendon Todd,78,58.77,573,975
136,137,137,Bobby Gates,87,58.6,678,1157
137,138,138,Erik Compton,81,58.33,595,1020
138,139,139,Charlie Beljan,61,58.19,430,739
139,T140,T140,Ricky Barnes,92,58.1,714,1229
140,T140,T140,Scott Stallings,78,58.1,635,1093
141,142,142,Sangmoon Bae,81,58.08,622,1071
142,143,143,Freddie Jacobson,61,57.98,487,840
143,144,144,Ryan Palmer,81,57.95,656,1132
144,T145,T145,Jonathan Byrd,69,57.88,551,952
145,T145,T145,Miguel Angel Carballo,73,57.88,525,907
146,147,147,Mathew Goggin,65,57.86,493,852
147,148,148,Carl Pettersson,92,57.63,740,1284
148,149,149,Sung Kang,75,57.53,569,989
149,150,150,Danny Lee,74,57.44,529,921
150,151,151,Spencer Levin,81,57.3,632,1103
151,152,152,Tommy Biershenk,74,57.22,543,949
152,153,153,Ángel Cabrera,54,57.02,398,698
153,154,154,Kevin Chappell,91,56.73,687,1211
154,155,155,Ernie Els,80,56.71,617,1088
155,156,156,Rory McIlroy,60,56.61,428,756
156,157,157,Robert Garrigus,89,56.58,701,1239
157,158,158,Dustin Johnson,70,56.3,527,936
158,159,159,Ryuji Imada,78,56.13,595,1060
159,160,160,J.J. Killeen,101,56.09,728,1298
160,161,161,Scott Piercy,95,56.06,745,1329
161,162,162,Marco Dawson,60,56.04,422,753
162,163,163,Edward Loar,59,56.01,415,741
163,164,164,John Daly,50,55.78,357,640
164,165,165,Tommy Gainey,98,55.63,761,1368
165,166,166,Matt Jones,53,55.49,379,683
166,167,167,Robert Karlsson,54,55.22,402,728
167,168,168,Marc Leishman,84,55.2,647,1172
168,169,169,Andres Romero,68,54.9,459,836
169,170,170,Harrison Frazar,56,54.68,415,759
170,171,171,Charles Howell III,98,54.6,748,1370
171,172,172,Gary Woodland,70,54.55,527,966
172,173,173,J.B. Holmes,90,54.4,624,1147
173,174,174,Phil Mickelson,79,54.31,599,1103
174,175,175,Aaron Baddeley,73,54.3,549,1011
175,176,176,Jason Kokrak,79,53.92,564,1046
176,177,177,Martin Flores,95,53.58,696,1299
177,178,178,Stewart Cink,71,53.43,499,934
178,179,179,Ryo Ishikawa,54,53.28,357,670
179,180,180,Jhonattan Vegas,77,53.09,558,1051
180,181,181,Jimmy Walker,101,52.74,742,1407
181,182,182,Troy Matteson,100,52.67,690,1310
182,183,183,Troy Kelly,68,52.6,455,865
183,184,184,Jason Day,57,52.48,402,766
184,185,185,Matt Bettencourt,80,52.29,525,1004
185,186,186,Mark Anderson,75,52.23,504,965
186,187,187,Derek Lamely,64,52.08,450,864
187,188,188,Michael Bradley,63,51.88,428,825
188,189,189,James Driscoll,83,51.32,564,1099
189,190,190,Stephen Gangluff,57,49.93,356,713
190,191,191,Daniel Chopra,55,47.27,337,713
