,Ball_Striking_RANK THIS WEEK,Ball_Striking_RANK LAST WEEK,Ball_Striking_PLAYER NAME,Ball_Striking_ROUNDS,Ball_Striking_VALUE,Ball_Striking_TOTAL DRV RANK,Ball_Striking_GIR RANK
130,131,131,"Ted Potter, Jr.",77,252,110,142
131,132,132,Dicky Pride,62,255,142,113
132,T133,T133,Kevin Na,80,256,91,165
133,T133,T133,Ian Poulter,57,256,88,168
134,135,135,Hunter Haas,69,259,112,147
135,T136,T136,Miguel Angel Carballo,73,262,156,106
136,T136,T136,Rocco Mediate,70,262,158,104
137,138,138,George McNeill,85,263,115,148
138,139,139,Phil Mickelson,79,264,144,120
139,T140,T140,K.J. Choi,71,265,128,137
140,T140,T140,Troy Kelly,68,265,119,146
141,T142,T142,Tommy Gainey,98,266,108,158
142,T142,T142,Brandt Snedeker,81,266,134,132
143,T144,T144,Gavin Coles,72,267,148,119
144,T144,T144,Jason Day,57,267,98,169
145,146,146,Martin Flores,95,269,143,126
146,T147,T147,Mark Anderson,75,275,146,129
147,T147,T147,Robert Karlsson,54,275,130,145
148,T149,T149,Colt Knost,79,277,115,162
149,T149,T149,Bryce Molder,83,277,174,103
150,T151,T151,Michael Bradley,63,278,190,88
151,T151,T151,Chris DiMarco,83,278,103,175
152,153,153,Harrison Frazar,56,281,110,171
153,154,154,Kevin Kisner,69,284,130,154
154,155,155,Edward Loar,59,285,121,164
155,156,156,Arjun Atwal,79,290,161,129
156,157,157,Jonathan Byrd,69,292,156,136
157,158,158,Stewart Cink,71,294,177,117
158,159,159,Rory Sabbatini,84,297,138,159
159,160,160,Jonas Blixt,72,303,169,134
160,161,161,Nick O'Hern,78,308,165,143
161,162,162,Stephen Ames,54,313,153,160
162,T163,T163,Bob Estes,78,319,163,156
163,T163,T163,Brian Gay,91,319,167,152
164,165,165,Charlie Wi,86,320,136,184
165,166,166,Andres Romero,68,321,151,170
166,167,167,Marc Leishman,84,322,172,150
167,168,168,Michael Thompson,80,323,179,144
168,169,169,David Mathis,83,325,153,172
169,170,170,James Driscoll,83,329,172,157
170,171,171,Patrick Sheehan,58,331,182,149
171,172,172,Daniel Chopra,55,332,149,183
172,173,173,Sangmoon Bae,81,333,151,182
173,174,174,Marco Dawson,60,335,185,150
174,175,175,Freddie Jacobson,61,336,170,166
175,176,176,Greg Chalmers,88,339,158,181
176,177,177,J.J. Killeen,101,345,167,178
177,178,178,Tom Pernice Jr.,62,346,179,167
178,179,179,Aaron Baddeley,73,348,158,190
179,T180,T180,Justin Leonard,79,353,177,176
180,T180,T180,Y.E. Yang,64,353,164,189
181,182,182,Stephen Gangluff,57,357,171,186
182,183,183,Derek Lamely,64,359,182,177
183,184,184,Ryo Ishikawa,54,360,175,185
184,T185,T185,Sung Kang,75,362,176,186
185,T185,T185,Spencer Levin,81,362,189,173
186,187,187,Tommy Biershenk,74,364,184,180
187,T188,T188,Ryuji Imada,78,365,191,174
188,T188,T188,Brendon Todd,78,365,186,179
189,190,190,Matt Bettencourt,80,376,188,188
190,191,191,Billy Hurley III,70,377,186,191
