,Carry_Distance_RANK THIS WEEK,Carry_Distance_RANK LAST WEEK,Carry_Distance_PLAYER NAME,Carry_Distance_ROUNDS,Carry_Distance_AVG.,Carry_Distance_TOTAL DIST. TO IMPACT,Carry_Distance_TOTAL ATTEMPTS,Carry_Distance_LONGEST CARRY DISTANCE,Carry_Distance_SHORTEST CARRY DISTANCE
80,T81,T81,Brendan Steele,77,277.7,15553.3,56,325.5,245.0
81,T81,T81,Daniel Summerhays,81,277.7,13608.1,49,300.6,242.6
82,83,83,J.J. Killeen,101,277.6,15547.4,56,311.3,222.8
83,T84,T84,Bud Cauley,99,277.3,21910.4,79,309.9,247.6
84,T84,T84,Roland Thatcher,55,277.3,8596.8,31,300.8,234.4
85,86,86,Roberto Castro,92,277.2,16911.9,61,302.7,241.8
86,87,87,Kyle Reifers,86,277.1,15520.4,56,316.6,251.2
87,T88,T88,J.J. Henry,93,276.8,11070.9,40,306.9,244.3
88,T88,T88,Tim Herron,88,276.8,17995.0,65,301.0,246.9
89,90,90,Matt Jones,53,276.7,8023.5,29,302.1,239.0
90,91,91,Steve Stricker,73,276.5,12165.5,44,308.6,250.3
91,92,92,Ben Crane,73,276.4,16032.0,58,308.3,236.0
92,93,93,John Rollins,81,276.3,17408.2,63,303.3,249.0
93,94,94,Stephen Gangluff,57,276.1,8282.8,30,308.6,238.0
94,T95,T95,Mathew Goggin,65,276.0,12974.1,47,301.0,241.0
95,T95,T95,Jeff Overton,101,276.0,21254.0,77,307.2,231.2
96,T95,T95,Boo Weekley,74,276.0,13524.8,49,307.8,236.9
97,98,98,D.J. Trahan,73,275.7,10753.5,39,308.1,246.3
98,99,99,Sangmoon Bae,81,275.5,13774.3,50,315.6,244.5
99,100,100,John Merrick,83,275.4,15697.5,57,300.1,250.6
100,101,101,Miguel Angel Carballo,73,275.3,11837.3,43,298.4,241.8
101,T102,T102,Rory Sabbatini,84,275.2,15962.8,58,315.9,243.6
102,T102,T102,Brandt Snedeker,81,275.2,15136.2,55,294.2,251.3
103,104,104,Billy Horschel,63,275.1,11552.4,42,302.7,239.8
104,105,105,Danny Lee,74,274.8,10991.2,40,295.6,244.4
105,T106,T106,Ryo Ishikawa,54,274.5,6861.6,25,307.3,248.1
106,T106,T106,Michael Thompson,80,274.5,14546.4,53,305.8,257.2
107,108,108,David Hearn,95,274.1,18090.5,66,307.9,250.3
108,109,109,Matt Every,80,274.0,12332.1,45,295.4,246.9
109,110,110,Bill Lunde,83,273.3,15032.7,55,298.7,245.5
110,111,111,Robert Allenby,76,273.2,13385.4,49,299.0,250.1
111,T112,T112,Billy Mayfair,90,272.9,18287.3,67,311.6,240.8
112,T112,T112,Kevin Na,80,272.9,14192.9,52,321.5,235.6
113,114,114,John Huh,99,272.8,19095.2,70,308.7,242.8
114,115,115,Ricky Barnes,92,272.3,15792.6,58,305.8,224.4
115,116,116,Chad Campbell,84,272.2,16604.6,61,317.4,237.2
116,T117,T117,Jonas Blixt,72,271.7,14402.6,53,300.2,235.4
117,T117,T117,Brendon de Jonge,115,271.7,21461.2,79,300.9,238.0
118,T117,T117,Chez Reavie,83,271.7,15213.7,56,302.4,251.5
119,120,120,Trevor Immelman,76,271.5,12489.4,46,304.1,246.1
120,T121,T121,Vaughn Taylor,81,271.4,13570.9,50,305.2,231.3
121,T121,T121,Charlie Wi,86,271.4,14385.1,53,296.7,245.0
122,T123,T123,Will Claxton,99,271.3,18991.5,70,303.9,238.4
123,T123,T123,Brian Harman,101,271.3,19806.9,73,299.2,245.6
124,T123,T123,Sung Kang,75,271.3,12210.7,45,307.1,240.3
125,126,126,Jason Dufner,83,271.2,14642.4,54,292.3,240.8
126,127,127,Steve Wheatcroft,56,270.9,8941.1,33,301.4,231.6
127,128,128,Scott Brown,65,270.7,10288.5,38,295.5,228.1
128,129,129,Chris Stroud,86,270.3,15134.2,56,304.7,246.0
129,T130,T130,William McGirt,96,270.2,17560.6,65,303.7,232.4
130,T130,T130,Ian Poulter,57,270.2,9727.8,36,293.4,249.1
131,132,132,Tommy Biershenk,74,270.0,12152.2,45,288.0,238.2
132,133,133,Stuart Appleby,75,269.8,14298.9,53,297.2,227.8
133,T134,T134,Ryan Moore,89,269.7,20229.4,75,295.2,223.3
134,T134,T134,Y.E. Yang,64,269.7,8900.8,33,294.4,232.5
135,T136,T136,Kevin Kisner,69,269.5,12397.0,46,294.5,241.3
136,T136,T136,Alexandre Rocha,62,269.5,9970.2,37,288.0,235.1
137,138,138,Blake Adams,107,269.4,14276.3,53,306.4,221.2
138,139,139,Marco Dawson,60,269.2,8885.2,33,292.7,244.1
139,140,140,Arjun Atwal,79,268.1,14478.1,54,293.5,242.9
140,T141,T141,Richard Lee,71,268.0,11791.3,44,299.8,234.2
141,T141,T141,Rod Pampling,88,268.0,15545.5,58,295.9,229.1
142,T143,T143,Tom Gillis,75,267.7,15525.6,58,304.9,233.3
143,T143,T143,Brendon Todd,78,267.7,13115.9,49,292.2,240.6
144,T145,T145,Luke Donald,63,267.3,12028.1,45,293.9,250.2
145,T145,T145,Graeme McDowell,55,267.3,9888.3,37,303.3,243.1
146,147,147,Johnson Wagner,88,267.2,17365.7,65,292.8,229.3
147,148,148,Bryce Molder,83,266.9,16545.4,62,310.0,229.3
148,149,149,D.A. Points,88,266.8,17072.7,64,306.3,232.6
149,T150,T150,Kris Blanks,65,266.6,12527.9,47,294.7,237.9
150,T150,T150,Bob Estes,78,266.6,13327.7,50,290.2,243.6
151,T150,T150,Dicky Pride,62,266.6,11462.9,43,290.4,240.9
152,153,153,Nathan Green,73,266.5,9326.1,35,289.2,230.8
153,154,154,Freddie Jacobson,61,266.2,10116.3,38,295.5,243.8
154,155,155,Ben Curtis,62,265.2,12996.8,49,288.0,243.2
155,156,156,Jason Bohn,81,264.8,14299.9,54,288.2,237.5
156,T157,T157,Jeff Maggert,83,264.2,17701.0,67,283.6,237.0
157,T157,T157,Mark Wilson,84,264.2,15061.8,57,299.1,235.3
158,T159,T159,Ryuji Imada,78,264.0,12406.7,47,287.4,232.1
159,T159,T159,Spencer Levin,81,264.0,13991.9,53,287.6,242.6
160,T161,T161,Cameron Beckman,81,263.8,14508.2,55,302.3,233.3
161,T161,T161,Matt Kuchar,86,263.8,17149.2,65,290.5,225.9
162,163,163,Rocco Mediate,70,263.7,12922.1,49,288.6,238.3
163,164,164,Zach Johnson,95,263.6,17927.7,68,288.2,241.8
164,165,165,Hunter Haas,69,263.5,9221.8,35,297.0,221.1
165,T166,T166,Russell Knox,72,263.4,12641.9,48,291.7,226.3
166,T166,T166,Kyle Thompson,51,263.4,7639.9,29,283.0,231.2
167,168,168,John Mallinger,74,263.3,13954.4,53,289.7,233.0
168,169,169,Jim Furyk,85,263.1,14207.1,54,292.9,232.0
169,T170,T170,Gary Christian,91,262.8,14452.6,55,292.2,223.2
170,T170,T170,"Ted Potter, Jr.",77,262.8,12879.3,49,291.8,231.9
171,172,172,K.J. Choi,71,262.5,11549.6,44,292.1,234.1
172,173,173,David Toms,60,261.9,9689.3,37,289.1,234.7
173,174,174,Patrick Sheehan,58,261.5,8631.0,33,285.6,230.6
174,T175,T175,Ken Duke,104,261.0,19311.2,74,285.7,235.1
175,T175,T175,Heath Slocum,93,261.0,16445.3,63,287.8,225.5
176,177,177,Scott Dunlap,57,260.7,8602.6,33,287.4,235.5
177,178,178,Tom Pernice Jr.,62,260.0,11181.0,43,285.3,237.0
178,179,179,Greg Chalmers,88,259.6,17393.1,67,293.5,230.9
179,180,180,Brian Davis,91,259.1,18657.8,72,289.1,229.9
180,181,181,Brian Gay,91,258.2,18332.5,71,285.4,226.4
181,182,182,Stephen Ames,54,257.7,7215.9,28,286.9,229.8
182,183,183,Chris DiMarco,83,257.3,14406.1,56,286.3,227.0
183,184,184,David Mathis,83,257.1,14652.8,57,287.0,232.5
184,185,185,Justin Leonard,79,256.9,13099.4,51,279.8,224.8
185,186,186,Jerry Kelly,84,256.8,17205.6,67,280.9,229.0
186,187,187,Colt Knost,79,256.1,14599.0,57,280.6,221.3
187,188,188,Billy Hurley III,70,253.5,11155.7,44,286.7,221.1
188,189,189,Tim Clark,60,252.6,12375.0,49,271.1,223.9
189,190,190,Gavin Coles,72,248.7,10942.6,44,276.1,220.6
190,191,191,Nick O'Hern,78,246.3,12314.0,50,279.6,190.9
