,Hit_Fairway_Percentage_RANK THIS WEEK,Hit_Fairway_Percentage_RANK LAST WEEK,Hit_Fairway_Percentage_PLAYER NAME,Hit_Fairway_Percentage_ROUNDS,Hit_Fairway_Percentage_%,Hit_Fairway_Percentage_FAIRWAYS HIT,Hit_Fairway_Percentage_POSSIBLE FAIRWAYS,Hit_Fairway_Percentage_RELATIVE TO PAR
81,82,82,Cameron Beckman,81,62.37,595,954,-0.11
82,83,83,Rocco Mediate,70,62.36,502,805,-0.14
83,84,84,D.J. Trahan,73,62.34,533,855,-0.11
84,85,85,Greg Chalmers,88,62.31,643,1032,-0.15
85,86,86,Hunter Haas,69,62.27,449,721,-0.13
86,T87,T87,Bryce Molder,83,62.17,613,986,-0.16
87,T87,T87,Kyle Reifers,86,62.17,636,1023,-0.15
88,89,89,Camilo Villegas,79,62.1,626,1008,-0.19
89,90,90,Chris Stroud,86,62.06,646,1041,-0.14
90,91,91,Johnson Wagner,88,62.02,658,1061,-0.14
91,92,92,Kevin Kisner,69,61.9,455,735,-0.15
92,93,93,Charley Hoffman,88,61.88,651,1052,-0.16
93,94,94,Josh Teater,97,61.87,709,1146,-0.16
94,95,95,Jeff Overton,101,61.77,787,1274,-0.22
95,96,96,Bob Estes,78,61.76,554,897,-0.15
96,97,97,Justin Leonard,79,61.55,581,944,-0.1
97,98,98,Vaughn Taylor,81,61.47,544,885,-0.16
98,99,99,Lee Westwood,60,61.44,341,555,-0.21
99,100,100,Sergio Garcia,57,61.41,374,609,-0.2
100,101,101,Geoff Ogilvy,73,61.32,466,760,-0.18
101,102,102,Graham DeLaet,79,61.24,602,983,-0.16
102,103,103,Matt Every,80,61.16,540,883,-0.18
103,104,104,Rory Sabbatini,84,61.12,613,1003,-0.18
104,105,105,Padraig Harrington,67,61.07,378,619,-0.2
105,106,106,Michael Thompson,80,61.03,545,893,-0.16
106,T107,T107,Billy Hurley III,70,60.99,480,787,-0.06
107,T107,T107,William McGirt,96,60.99,666,1092,-0.14
108,109,109,Webb Simpson,77,60.96,559,917,-0.2
109,110,110,Scott Brown,65,60.94,429,704,-0.14
110,111,111,George McNeill,85,60.88,596,979,-0.14
111,112,112,Bud Cauley,99,60.78,761,1252,-0.19
112,113,113,Garth Mulroy,59,60.69,386,636,-0.16
113,T114,T114,Tom Pernice Jr.,62,60.56,433,715,-0.11
114,T114,T114,Brandt Snedeker,81,60.56,545,900,-0.23
115,116,116,Chad Campbell,84,60.48,609,1007,-0.15
116,117,117,Chris Kirk,93,60.44,712,1178,-0.2
117,118,118,Greg Owen,90,60.41,641,1061,-0.13
118,119,119,Sean O'Hair,84,60.32,637,1056,-0.17
119,120,120,Davis Love III,64,60.22,433,719,-0.15
120,121,121,Y.E. Yang,64,60.18,402,668,-0.13
121,122,122,Tim Herron,88,59.92,634,1058,-0.17
122,123,123,Harris English,98,59.9,723,1207,-0.17
123,124,124,Bill Lunde,83,59.76,554,927,-0.18
124,125,125,Adam Scott,59,59.75,337,564,-0.23
125,126,126,Kyle Stanley,86,59.61,580,973,-0.15
126,T127,T127,Bobby Gates,87,59.35,619,1043,-0.14
127,T127,T127,Patrick Sheehan,58,59.35,365,615,-0.08
128,129,129,Tommy Biershenk,74,59.32,474,799,-0.12
129,130,130,Martin Laird,77,59.23,446,753,-0.21
130,131,131,Scott Stallings,78,59.12,554,937,-0.14
131,132,132,Robert Allenby,76,59.08,537,909,-0.1
132,133,133,Nick Watney,97,59.03,621,1052,-0.22
133,134,134,Jonas Blixt,72,59.01,524,888,-0.23
134,135,135,Mathew Goggin,65,58.98,450,763,-0.16
135,136,136,Seung-Yul Noh,105,58.94,692,1174,-0.15
136,137,137,Ángel Cabrera,54,58.9,301,511,-0.12
137,138,138,Danny Lee,74,58.83,473,804,-0.13
138,T139,T139,Trevor Immelman,76,58.76,466,793,-0.15
139,T139,T139,Freddie Jacobson,61,58.76,359,611,-0.17
140,141,141,Bubba Watson,68,58.67,416,709,-0.27
141,T142,T142,Ricky Barnes,92,58.52,666,1138,-0.14
142,T142,T142,Charlie Beljan,61,58.52,347,593,-0.13
143,144,144,Brendon Todd,78,58.45,505,864,-0.12
144,145,145,Nathan Green,73,58.39,463,793,-0.17
145,146,146,Ryan Palmer,81,58.29,573,983,-0.19
146,147,147,Miguel Angel Carballo,73,58.03,459,791,-0.15
147,148,148,Sung Kang,75,57.53,489,850,-0.04
148,149,149,Erik Compton,81,57.5,510,887,-0.14
149,150,150,Jonathan Byrd,69,57.42,445,775,-0.2
150,151,151,Dustin Johnson,70,57.38,416,725,-0.25
151,152,152,Scott Piercy,95,57.3,675,1178,-0.25
152,153,153,Ernie Els,80,57.21,512,895,-0.16
153,154,154,Robert Garrigus,89,56.95,582,1022,-0.23
154,155,155,Sangmoon Bae,81,56.84,449,790,-0.1
155,156,156,Kevin Chappell,91,56.81,567,998,-0.17
156,157,157,Carl Pettersson,92,56.76,630,1110,-0.24
157,158,158,Ryuji Imada,78,56.75,538,948,-0.12
158,159,159,John Daly,50,56.73,295,520,-0.2
159,160,160,Marco Dawson,60,56.4,357,633,-0.16
160,161,161,J.B. Holmes,90,56.21,597,1062,-0.19
161,162,162,Edward Loar,59,56.13,334,595,-0.18
162,163,163,J.J. Killeen,101,56.09,649,1157,-0.12
163,164,164,Rory McIlroy,60,55.94,311,556,-0.29
164,165,165,Andres Romero,68,55.87,414,741,-0.09
165,166,166,Spencer Levin,81,55.82,513,919,-0.18
166,167,167,Tommy Gainey,98,55.62,693,1246,-0.15
167,168,168,Robert Karlsson,54,55.46,315,568,-0.19
168,169,169,Phil Mickelson,79,55.37,454,820,-0.24
169,170,170,Marc Leishman,84,55.22,577,1045,-0.15
170,171,171,Gary Woodland,70,55.17,400,725,-0.19
171,172,172,Harrison Frazar,56,55.04,366,665,-0.13
172,173,173,Martin Flores,95,54.72,620,1133,-0.19
173,174,174,Matt Jones,53,54.71,331,605,-0.17
174,175,175,Aaron Baddeley,73,54.55,414,759,-0.17
175,176,176,Charles Howell III,98,54.54,577,1058,-0.21
176,177,177,Matt Bettencourt,80,54.3,448,825,-0.15
177,178,178,Troy Matteson,100,53.66,608,1133,-0.14
178,179,179,Jason Day,57,53.65,345,643,-0.2
179,180,180,Jimmy Walker,101,53.56,669,1249,-0.2
180,181,181,Jason Kokrak,79,53.54,506,945,-0.15
181,182,182,Jhonattan Vegas,77,53.42,508,951,-0.17
182,183,183,Troy Kelly,68,53.37,372,697,-0.1
183,184,184,Ryo Ishikawa,54,53.15,270,508,-0.08
184,185,185,Michael Bradley,63,53.13,399,751,-0.14
185,186,186,Derek Lamely,64,53.07,406,765,-0.14
186,187,187,James Driscoll,83,53.05,505,952,-0.17
187,188,188,Mark Anderson,75,52.7,439,833,-0.18
188,189,189,Stewart Cink,71,52.57,388,738,-0.14
189,190,190,Stephen Gangluff,57,51.54,302,586,-0.11
190,191,191,Daniel Chopra,55,48.87,282,577,-0.19
