,Driving_Pct.__240_Measured_RANK THIS WEEK,Driving_Pct.__240_Measured_RANK LAST WEEK,Driving_Pct.__240_Measured_PLAYER NAME,Driving_Pct.__240_Measured_ROUNDS,Driving_Pct.__240_Measured_%,Driving_Pct.__240_Measured_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_Measured_TOTAL DRVS - OVERALL,Driving_Pct.__240_Measured_RELATIVE TO PAR
81,T81,T81,Lee Westwood,60,1.25,1.0,80,E
82,T81,T81,Charlie Wi,86,1.25,2.0,160,-0.50
83,T84,T84,Robert Garrigus,89,1.23,2.0,162,+1.00
84,T84,T84,J.J. Henry,93,1.23,2.0,162,+1.00
85,86,86,Kyle Reifers,86,1.22,2.0,164,-0.50
86,T87,T87,Jeff Maggert,83,1.2,2.0,166,+1.00
87,T87,T87,Kevin Streelman,89,1.2,2.0,166,+1.00
88,89,89,Adam Scott,59,1.19,1.0,84,E
89,90,90,Henrik Stenson,51,1.16,1.0,86,+1.00
90,91,91,Sergio Garcia,57,1.14,1.0,88,E
91,92,92,Kyle Thompson,51,1.11,1.0,90,+2.00
92,93,93,Martin Flores,95,1.1,2.0,182,+1.00
93,94,94,Stephen Ames,54,1.09,1.0,92,E
94,95,95,J.J. Killeen,101,1.08,2.0,186,+1.00
95,96,96,Harris English,98,1.06,2.0,188,E
96,T97,T97,David Hearn,95,1.05,2.0,190,+0.50
97,T97,T97,Jeff Overton,101,1.05,2.0,190,E
98,99,99,Luke Donald,63,1.04,1.0,96,+1.00
99,100,100,Bud Cauley,99,1.03,2.0,194,-0.50
100,101,101,Edward Loar,59,0.98,1.0,102,+1.00
101,102,102,Patrick Sheehan,58,0.96,1.0,104,+1.00
102,103,103,Garth Mulroy,59,0.94,1.0,106,+1.00
103,104,104,Billy Horschel,63,0.91,1.0,110,E
104,T105,T105,Jonathan Byrd,69,0.89,1.0,112,+1.00
105,T105,T105,Alexandre Rocha,62,0.89,1.0,112,+2.00
106,107,107,Stewart Cink,71,0.88,1.0,114,E
107,108,108,Geoff Ogilvy,73,0.86,1.0,116,E
108,109,109,Scott Brown,65,0.85,1.0,118,-1.00
109,110,110,Kevin Kisner,69,0.82,1.0,122,+1.00
110,T111,T111,Trevor Immelman,76,0.78,1.0,128,E
111,T111,T111,John Senden,81,0.78,1.0,128,+1.00
112,113,113,Miguel Angel Carballo,73,0.77,1.0,130,+2.00
113,114,114,Danny Lee,74,0.76,1.0,132,E
114,T115,T115,Jim Furyk,85,0.74,1.0,136,+1.00
115,T115,T115,Brandt Snedeker,81,0.74,1.0,136,E
116,T117,T117,John Mallinger,74,0.71,1.0,140,E
117,T117,T117,Brendon Todd,78,0.71,1.0,140,E
118,T119,T119,Jason Bohn,81,0.7,1.0,142,-1.00
119,T119,T119,Brendan Steele,77,0.7,1.0,142,+2.00
120,121,121,Matt Every,80,0.69,1.0,144,+1.00
121,T122,T122,Arjun Atwal,79,0.68,1.0,146,+2.00
122,T122,T122,Chez Reavie,83,0.68,1.0,146,+1.00
123,T124,T124,Graham DeLaet,79,0.67,1.0,150,E
124,T124,T124,Jhonattan Vegas,77,0.67,1.0,150,+1.00
125,T126,T126,James Driscoll,83,0.65,1.0,154,+3.00
126,T126,T126,Kevin Stadler,85,0.65,1.0,154,-1.00
127,128,128,Zach Johnson,95,0.64,1.0,156,E
128,T129,T129,Chad Campbell,84,0.63,1.0,160,E
129,T129,T129,Greg Chalmers,88,0.63,1.0,158,E
130,T129,T129,Nick Watney,97,0.63,1.0,160,+1.00
131,132,132,Chris Stroud,86,0.6,1.0,168,+1.00
132,133,133,Vijay Singh,99,0.59,1.0,170,E
133,T134,T134,Charley Hoffman,88,0.58,1.0,172,+3.00
134,T134,T134,Greg Owen,90,0.58,1.0,172,E
135,136,136,Josh Teater,97,0.54,1.0,186,-1.00
136,137,137,Blake Adams,107,0.53,1.0,190,+1.00
137,138,138,Tommy Gainey,98,0.52,1.0,192,-1.00
138,139,139,Brian Harman,101,0.51,1.0,198,E
139,T140,T140,Robert Allenby,76,0.0,,144,E
140,T140,T140,Charlie Beljan,61,0.0,,106,E
141,T140,T140,Roberto Castro,92,0.0,,168,E
142,T140,T140,Tim Clark,60,0.0,,100,E
143,T140,T140,Will Claxton,99,0.0,,190,E
144,T140,T140,Ben Crane,73,0.0,,132,E
145,T140,T140,John Daly,50,0.0,,76,E
146,T140,T140,Jason Day,57,0.0,,96,E
147,T140,T140,Brendon de Jonge,115,0.0,,214,E
148,T140,T140,Jason Dufner,83,0.0,,132,E
149,T140,T140,Ernie Els,80,0.0,,132,E
150,T140,T140,Rickie Fowler,84,0.0,,138,E
151,T140,T140,Bobby Gates,87,0.0,,166,E
152,T140,T140,Mathew Goggin,65,0.0,,122,E
153,T140,T140,Bill Haas,79,0.0,,128,E
154,T140,T140,Brandt Jobe,57,0.0,,106,E
155,T140,T140,Dustin Johnson,70,0.0,,114,E
156,T140,T140,Matt Jones,53,0.0,,98,E
157,T140,T140,Robert Karlsson,54,0.0,,84,E
158,T140,T140,Troy Kelly,68,0.0,,120,E
159,T140,T140,Chris Kirk,93,0.0,,178,E
160,T140,T140,Jason Kokrak,79,0.0,,150,E
161,T140,T140,Matt Kuchar,86,0.0,,136,E
162,T140,T140,Martin Laird,77,0.0,,118,E
163,T140,T140,Richard Lee,71,0.0,,130,E
164,T140,T140,Davis Love III,64,0.0,,112,E
165,T140,T140,Bill Lunde,83,0.0,,146,E
166,T140,T140,Hunter Mahan,88,0.0,,136,E
167,T140,T140,Troy Matteson,100,0.0,,180,E
168,T140,T140,Billy Mayfair,90,0.0,,172,E
169,T140,T140,Graeme McDowell,55,0.0,,76,E
170,T140,T140,Rory McIlroy,60,0.0,,80,E
171,T140,T140,Seung-Yul Noh,105,0.0,,186,E
172,T140,T140,Louis Oosthuizen,65,0.0,,98,E
173,T140,T140,Ryan Palmer,81,0.0,,154,E
174,T140,T140,Rod Pampling,88,0.0,,152,E
175,T140,T140,Carl Pettersson,92,0.0,,164,E
176,T140,T140,Scott Piercy,95,0.0,,178,E
177,T140,T140,"Ted Potter, Jr.",77,0.0,,134,E
178,T140,T140,Dicky Pride,62,0.0,,108,E
179,T140,T140,John Rollins,81,0.0,,150,E
180,T140,T140,Andres Romero,68,0.0,,112,E
181,T140,T140,Charl Schwartzel,56,0.0,,80,E
182,T140,T140,Webb Simpson,77,0.0,,132,E
183,T140,T140,Scott Stallings,78,0.0,,144,E
184,T140,T140,Kyle Stanley,86,0.0,,148,E
185,T140,T140,Daniel Summerhays,81,0.0,,154,E
186,T140,T140,Roland Thatcher,55,0.0,,98,E
187,T140,T140,Bo Van Pelt,84,0.0,,138,E
188,T140,T140,Bubba Watson,68,0.0,,104,E
189,T140,T140,Boo Weekley,74,0.0,,132,E
190,T140,T140,Gary Woodland,70,0.0,,112,E
