,Good_Drive_Percentage_RANK THIS WEEK,Good_Drive_Percentage_RANK LAST WEEK,Good_Drive_Percentage_PLAYER NAME,Good_Drive_Percentage_ROUNDS,Good_Drive_Percentage_%,Good_Drive_Percentage_# HIT,Good_Drive_Percentage_TOTAL ATTEMPTS
112,113,113,Y.E. Yang,64,79.26,688,868
113,114,114,Jonas Blixt,72,79.22,797,1006
114,115,115,Tommy Gainey,98,79.17,1083,1368
115,116,116,Padraig Harrington,67,79.13,694,877
116,117,117,Kevin Chappell,91,79.03,957,1211
117,T118,T118,Charles Howell III,98,78.98,1082,1370
118,T118,T118,Jeff Overton,101,78.98,1112,1408
119,T118,T118,"Ted Potter, Jr.",77,78.98,849,1075
120,121,121,Hunter Haas,69,78.96,717,908
121,122,122,Steve Wheatcroft,56,78.95,574,727
122,123,123,Boo Weekley,74,78.92,771,977
123,124,124,Michael Thompson,80,78.82,878,1114
124,125,125,Jason Kokrak,79,78.78,824,1046
125,126,126,Justin Leonard,79,78.74,822,1044
126,127,127,Brandt Snedeker,81,78.73,855,1086
127,128,128,Bob Estes,78,78.66,855,1087
128,129,129,Bobby Gates,87,78.65,932,1185
129,130,130,William McGirt,96,78.61,1051,1337
130,131,131,Robert Karlsson,54,78.57,572,728
131,132,132,Kevin Streelman,89,78.55,974,1240
132,133,133,Robert Allenby,76,78.49,832,1060
133,134,134,Kyle Reifers,86,78.36,938,1197
134,135,135,Carl Pettersson,92,78.35,1006,1284
135,136,136,Gavin Coles,72,78.32,766,978
136,137,137,Bill Lunde,83,78.18,860,1100
137,138,138,Harrison Frazar,56,78.13,593,759
138,139,139,Freddie Jacobson,61,78.1,656,840
139,140,140,Gary Woodland,70,78.05,754,966
140,141,141,Graham DeLaet,79,77.97,860,1103
141,142,142,Jhonattan Vegas,77,77.94,841,1079
142,143,143,Phil Mickelson,79,77.79,858,1103
143,144,144,John Daly,50,77.66,497,640
144,145,145,Rod Pampling,88,77.65,910,1172
145,146,146,Martin Flores,95,77.47,1028,1327
146,147,147,Vaughn Taylor,81,77.45,855,1104
147,148,148,David Mathis,83,77.43,875,1130
148,149,149,Matt Every,80,77.35,864,1117
149,150,150,Jimmy Walker,101,77.26,1087,1407
150,151,151,Arjun Atwal,79,77.2,806,1044
151,152,152,Danny Lee,74,76.97,752,977
152,153,153,Rocco Mediate,70,76.9,729,948
153,154,154,Spencer Levin,81,76.88,848,1103
154,155,155,Dicky Pride,62,76.85,624,812
155,156,156,Nathan Green,73,76.79,741,965
156,157,157,Kevin Kisner,69,76.74,696,907
157,158,158,Miguel Angel Carballo,73,76.64,738,963
158,159,159,Jason Day,57,76.63,587,766
159,160,160,George McNeill,85,76.5,905,1183
160,161,161,Stephen Ames,54,76.2,573,752
161,162,162,Erik Compton,81,76.02,818,1076
162,T163,T163,Scott Brown,65,75.85,666,878
163,T163,T163,Ryuji Imada,78,75.85,804,1060
164,165,165,Aaron Baddeley,73,75.77,766,1011
165,166,166,Charlie Beljan,61,75.72,602,795
166,167,167,J.B. Holmes,90,75.31,906,1203
167,168,168,J.J. Killeen,101,75.26,1019,1354
168,169,169,Henrik Stenson,51,75.07,536,714
169,170,170,Sung Kang,75,74.93,762,1017
170,171,171,Billy Hurley III,70,74.87,712,951
171,172,172,Brandt Jobe,57,74.78,596,797
172,173,173,Troy Kelly,68,74.58,666,893
173,174,174,Roland Thatcher,55,74.49,552,741
174,175,175,Troy Matteson,100,74.45,1017,1366
175,176,176,Ángel Cabrera,54,74.4,561,754
176,177,177,Brendon Todd,78,73.81,761,1031
177,178,178,Patrick Sheehan,58,73.69,577,783
178,179,179,Derek Lamely,64,73.43,655,892
179,180,180,Edward Loar,59,73.4,585,797
180,181,181,James Driscoll,83,73.16,845,1155
181,182,182,Tommy Biershenk,74,72.74,731,1005
182,183,183,Andres Romero,68,72.42,646,892
183,184,184,Mark Anderson,75,72.28,738,1021
184,185,185,Matt Jones,53,72.26,534,739
185,186,186,Marco Dawson,60,71.69,580,809
186,187,187,Michael Bradley,63,71.17,627,881
187,188,188,Daniel Chopra,55,70.31,521,741
188,189,189,Ryo Ishikawa,54,69.97,508,726
189,190,190,Matt Bettencourt,80,69.91,741,1060
190,191,191,Stephen Gangluff,57,68.01,523,769
