,Longest_Drives_RANK THIS WEEK,Longest_Drives_RANK LAST WEEK,Longest_Drives_PLAYER NAME,Longest_Drives_ROUNDS,Longest_Drives_DISTANCE,Longest_Drives_TOURNAMENT,Longest_Drives_ROUND,Longest_Drives_HOLE,Longest_Drives_COURSE
34,T33,T33,Harrison Frazar,56,408,Hyundai Tournament of Champions,2,7,656
35,T33,T30,Aaron Baddeley,73,408,Hyundai Tournament of Champions,3,7,656
36,T33,T33,Rory Sabbatini,84,408,Hyundai Tournament of Champions,1,7,656
37,T33,T33,Nick Watney,97,408,World Golf Championships-Bridgestone Invitational,3,16,36
38,T33,1,Gary Woodland,70,408,Hyundai Tournament of Champions,4,7,656
39,T40,T30,Aaron Baddeley,73,407,Hyundai Tournament of Champions,4,12,656
40,T40,T40,Adam Scott,59,407,World Golf Championships-Bridgestone Invitational,3,16,36
41,T40,T15,Martin Laird,77,407,World Golf Championships-Bridgestone Invitational,3,16,36
42,T40,T40,Dustin Johnson,70,407,World Golf Championships-Bridgestone Invitational,1,16,36
43,T44,T26,Steve Stricker,73,406,Hyundai Tournament of Champions,3,18,656
44,T44,T20,Sean O'Hair,84,406,Hyundai Tournament of Champions,1,18,656
45,T44,T44,Charl Schwartzel,56,406,World Golf Championships-Bridgestone Invitational,2,16,36
46,47,47,Scott Piercy,95,405,World Golf Championships-Bridgestone Invitational,3,16,36
47,T48,T48,Kevin Na,80,404,Hyundai Tournament of Champions,1,18,656
48,T48,T2,Bubba Watson,68,404,Hyundai Tournament of Champions,3,18,656
49,T48,T48,Kevin Kisner,69,404,Wyndham Championship,1,18,752
50,T48,T2,Keegan Bradley,90,404,Hyundai Tournament of Champions,3,7,656
51,T52,T30,Aaron Baddeley,73,403,Hyundai Tournament of Champions,1,18,656
52,T52,T33,Nick Watney,97,403,Hyundai Tournament of Champions,3,12,656
53,T52,T2,Keegan Bradley,90,403,Hyundai Tournament of Champions,1,12,656
54,T55,T55,Peter Hanson,40,402,World Golf Championships-Bridgestone Invitational,3,8,36
55,T55,T55,Gonzalo Fernandez-Castaño,23,402,World Golf Championships-Bridgestone Invitational,2,16,36
56,T55,47,Scott Piercy,95,402,Hyundai Tournament of Champions,3,12,656
57,T55,T15,Martin Laird,77,402,Hyundai Tournament of Champions,2,18,656
58,T55,T2,Keegan Bradley,90,402,Hyundai Tournament of Champions,1,18,656
59,T60,T60,Retief Goosen,39,401,World Golf Championships-Cadillac Championship,4,7,8
60,T60,T20,Jhonattan Vegas,77,401,Hyundai Tournament of Champions,1,7,656
61,T60,T33,Nick Watney,97,401,Hyundai Tournament of Champions,3,6,656
62,T60,T60,Scott Stallings,78,401,Hyundai Tournament of Champions,1,12,656
63,T60,T60,Chris Kirk,93,401,Hyundai Tournament of Champions,3,18,656
64,T65,T65,Bill Haas,79,400,Hyundai Tournament of Champions,1,7,656
65,T65,24,Johnson Wagner,88,400,Hyundai Tournament of Champions,1,18,656
66,T65,T60,Scott Stallings,78,400,Hyundai Tournament of Champions,1,6,656
67,T68,T68,Tom Pernice Jr.,62,399,Wyndham Championship,2,18,752
68,T68,T33,Rory Sabbatini,84,399,Hyundai Tournament of Champions,3,18,656
69,T68,T68,Bryce Molder,83,399,Hyundai Tournament of Champions,1,7,656
70,T68,T65,Bill Haas,79,399,World Golf Championships-Bridgestone Invitational,3,16,36
71,T68,T20,Jhonattan Vegas,77,399,Northern Trust Open,1,3,500
72,T68,T60,Scott Stallings,78,399,Hyundai Tournament of Champions,2,7,656
73,T68,T68,Jason Kokrak,79,399,Sony Open in Hawaii,2,13,6
74,T75,T33,Rory Sabbatini,84,398,Hyundai Tournament of Champions,2,7,656
75,T75,T20,Sean O'Hair,84,398,Hyundai Tournament of Champions,4,12,656
76,T75,47,Scott Piercy,95,398,Hyundai Tournament of Champions,2,18,656
77,T75,T75,Brendan Steele,77,398,Hyundai Tournament of Champions,2,6,656
78,T75,T75,Brendan Steele,77,398,Hyundai Tournament of Champions,2,18,656
79,T75,T40,Dustin Johnson,70,398,World Golf Championships-Bridgestone Invitational,3,9,36
80,T75,T60,Chris Kirk,93,398,Hyundai Tournament of Champions,2,18,656
81,T82,T68,Bryce Molder,83,397,Hyundai Tournament of Champions,3,7,656
82,T82,T65,Bill Haas,79,397,Hyundai Tournament of Champions,2,7,656
83,T82,47,Scott Piercy,95,397,Hyundai Tournament of Champions,4,7,656
84,T82,47,Scott Piercy,95,397,World Golf Championships-Bridgestone Invitational,3,8,36
85,T82,T82,Rafa Cabrera Bello,17,397,World Golf Championships-Bridgestone Invitational,3,8,36
86,T82,T20,Jhonattan Vegas,77,397,Hyundai Tournament of Champions,2,6,656
87,T82,T75,Brendan Steele,77,397,Hyundai Tournament of Champions,3,12,656
88,T82,T40,Dustin Johnson,70,397,Northern Trust Open,1,3,500
89,T82,T2,Keegan Bradley,90,397,Hyundai Tournament of Champions,2,7,656
90,T82,T2,Keegan Bradley,90,397,Hyundai Tournament of Champions,3,18,656
91,T92,T92,Mark Wilson,84,396,Hyundai Tournament of Champions,1,7,656
92,T92,T30,Aaron Baddeley,73,396,Hyundai Tournament of Champions,2,7,656
93,T92,T33,Rory Sabbatini,84,396,Hyundai Tournament of Champions,2,18,656
94,T92,T33,Rory Sabbatini,84,396,Hyundai Tournament of Champions,4,17,656
95,T92,T92,D.A. Points,88,396,Hyundai Tournament of Champions,1,7,656
96,T92,47,Scott Piercy,95,396,Hyundai Tournament of Champions,2,7,656
97,T92,47,Scott Piercy,95,396,Hyundai Tournament of Champions,2,12,656
98,T92,T20,Jhonattan Vegas,77,396,Hyundai Tournament of Champions,2,18,656
99,T92,T92,J.B. Holmes,90,396,Northern Trust Open,1,3,500
100,T92,T15,Martin Laird,77,396,Hyundai Tournament of Champions,3,18,656
101,T92,T60,Scott Stallings,78,396,Hyundai Tournament of Champions,3,6,656
102,T92,T60,Chris Kirk,93,396,Hyundai Tournament of Champions,2,7,656
103,T104,T33,Harrison Frazar,56,395,Hyundai Tournament of Champions,2,18,656
104,T104,T104,K.J. Choi,71,395,Hyundai Tournament of Champions,1,7,656
105,T104,T104,Robert Garrigus,89,395,John Deere Classic,4,17,669
106,T104,T104,Jonathan Byrd,69,395,Hyundai Tournament of Champions,2,18,656
107,T104,T104,Jonathan Byrd,69,395,Hyundai Tournament of Champions,4,7,656
108,T104,T2,Bubba Watson,68,395,Hyundai Tournament of Champions,2,18,656
109,T104,T20,Jhonattan Vegas,77,395,Hyundai Tournament of Champions,2,7,656
110,T104,T20,Jhonattan Vegas,77,395,Hyundai Tournament of Champions,3,18,656
111,T104,T60,Scott Stallings,78,395,Hyundai Tournament of Champions,3,18,656
112,T104,T60,Chris Kirk,93,395,Hyundai Tournament of Champions,2,6,656
113,T104,T60,Chris Kirk,93,395,Hyundai Tournament of Champions,3,7,656
114,T115,T115,Billy Mayfair,90,394,The Greenbrier Classic,2,6,771
115,T115,T33,Harrison Frazar,56,394,Hyundai Tournament of Champions,1,7,656
116,T115,T65,Bill Haas,79,394,Hyundai Tournament of Champions,3,18,656
117,T115,T65,Bill Haas,79,394,Hyundai Tournament of Champions,4,17,656
118,T115,T30,Rory McIlroy,60,394,World Golf Championships-Bridgestone Invitational,3,8,36
119,T115,T30,Webb Simpson,77,394,Hyundai Tournament of Champions,3,18,656
120,T115,1,Gary Woodland,70,394,Hyundai Tournament of Champions,3,18,656
121,T122,T26,Steve Stricker,73,393,Hyundai Tournament of Champions,1,7,656
122,T122,T104,Jonathan Byrd,69,393,Hyundai Tournament of Champions,1,18,656
123,T122,T104,Jonathan Byrd,69,393,Hyundai Tournament of Champions,3,17,656
124,T122,47,Scott Piercy,95,393,Hyundai Tournament of Champions,3,18,656
125,T122,4,Louis Oosthuizen,65,393,World Golf Championships-Bridgestone Invitational,3,9,36
126,T122,T33,Nick Watney,97,393,World Golf Championships-Bridgestone Invitational,4,16,36
127,T122,T15,Martin Laird,77,393,Hyundai Tournament of Champions,4,7,656
128,T129,T129,Phil Mickelson,79,392,World Golf Championships-Bridgestone Invitational,4,16,36
129,T129,T44,Charl Schwartzel,56,392,World Golf Championships-Bridgestone Invitational,3,8,36
130,T129,T75,Brendan Steele,77,392,Hyundai Tournament of Champions,2,12,656
131,T129,T40,Dustin Johnson,70,392,World Golf Championships-Bridgestone Invitational,2,18,36
132,T133,T30,Aaron Baddeley,73,391,Hyundai Tournament of Champions,3,18,656
133,T133,T30,Aaron Baddeley,73,391,Hyundai Tournament of Champions,4,7,656
134,T133,T133,Ryan Palmer,81,391,Waste Management Phoenix Open,4,10,510
135,T133,T133,Hunter Mahan,88,391,World Golf Championships-Bridgestone Invitational,1,16,36
136,T133,T65,Bill Haas,79,391,Hyundai Tournament of Champions,1,18,656
137,T133,T2,Bubba Watson,68,391,World Golf Championships-Bridgestone Invitational,3,8,36
138,T133,47,Scott Piercy,95,391,Hyundai Tournament of Champions,1,18,656
139,T133,T33,Nick Watney,97,391,Hyundai Tournament of Champions,1,17,656
140,T133,T133,Troy Matteson,100,391,Northern Trust Open,1,3,500
141,T142,T12,Michael Bradley,63,390,Hyundai Tournament of Champions,3,7,656
142,T142,T60,Retief Goosen,39,390,World Golf Championships-Bridgestone Invitational,3,8,36
143,T142,T104,K.J. Choi,71,390,Hyundai Tournament of Champions,3,7,656
144,T142,T15,Martin Laird,77,390,World Golf Championships-Bridgestone Invitational,3,8,36
145,T142,T30,Webb Simpson,77,390,Hyundai Tournament of Champions,1,18,656
146,T142,T30,Webb Simpson,77,390,Hyundai Tournament of Champions,3,12,656
147,T148,T26,Steve Stricker,73,389,World Golf Championships-Bridgestone Invitational,3,8,36
148,T148,T148,Carl Pettersson,92,389,World Golf Championships-Bridgestone Invitational,3,8,36
149,T148,T2,Bubba Watson,68,389,Hyundai Tournament of Champions,2,7,656
150,T148,T44,Charl Schwartzel,56,389,World Golf Championships-Bridgestone Invitational,2,9,36
151,T148,24,Johnson Wagner,88,389,World Golf Championships-Bridgestone Invitational,3,18,36
152,T148,T33,Nick Watney,97,389,Hyundai Tournament of Champions,1,18,656
153,T148,T33,Nick Watney,97,389,Hyundai Tournament of Champions,3,7,656
154,T155,T30,Aaron Baddeley,73,388,Hyundai Tournament of Champions,2,17,656
155,T155,T155,Ben Crane,73,388,Hyundai Tournament of Champions,4,7,656
156,T155,T104,K.J. Choi,71,388,Hyundai Tournament of Champions,1,17,656
157,T155,T155,Thomas Aiken,12,388,Mayakoba Golf Classic,2,5,733
158,T155,T133,Hunter Mahan,88,388,World Golf Championships-Bridgestone Invitational,3,8,36
159,T155,T155,Jimmy Walker,101,388,HP Byron Nelson Championship,3,10,19
160,T155,T2,Bubba Watson,68,388,Hyundai Tournament of Champions,4,18,656
161,T155,47,Scott Piercy,95,388,World Golf Championships-Bridgestone Invitational,3,13,36
162,T155,T155,Brandt Snedeker,81,388,World Golf Championships-Bridgestone Invitational,3,8,36
163,T155,T155,Robert McClellan,2,388,The Greenbrier Classic,1,7,771
164,T155,T15,Martin Laird,77,388,World Golf Championships-Bridgestone Invitational,2,8,36
165,T166,T166,Davis Love III,64,387,The Greenbrier Classic,2,17,771
166,T166,T26,Steve Stricker,73,387,Hyundai Tournament of Champions,2,12,656
167,T166,T166,Tiger Woods,69,387,World Golf Championships-Bridgestone Invitational,2,8,36
168,T166,T20,Sean O'Hair,84,387,Hyundai Tournament of Champions,2,18,656
169,T166,T20,Sean O'Hair,84,387,Hyundai Tournament of Champions,3,7,656
170,T166,T65,Bill Haas,79,387,Hyundai Tournament of Champions,1,17,656
171,T166,T65,Bill Haas,79,387,Hyundai Tournament of Champions,3,12,656
172,T166,T92,D.A. Points,88,387,Hyundai Tournament of Champions,3,18,656
173,T166,T2,Bubba Watson,68,387,World Golf Championships-Bridgestone Invitational,2,8,36
174,T166,T44,Charl Schwartzel,56,387,World Golf Championships-Bridgestone Invitational,2,18,36
175,T166,T44,Charl Schwartzel,56,387,World Golf Championships-Bridgestone Invitational,3,9,36
176,T166,T166,Danny Willett,4,387,World Golf Championships-Bridgestone Invitational,2,8,36
177,T166,T2,Keegan Bradley,90,387,World Golf Championships-Bridgestone Invitational,3,9,36
178,T179,47,Scott Piercy,95,386,Hyundai Tournament of Champions,4,18,656
179,T179,T15,Martin Laird,77,386,World Golf Championships-Bridgestone Invitational,4,9,36
180,T179,T60,Scott Stallings,78,386,Hyundai Tournament of Champions,2,12,656
181,T179,T60,Scott Stallings,78,386,Hyundai Tournament of Champions,4,18,656
182,T179,T166,Danny Willett,4,386,World Golf Championships-Bridgestone Invitational,3,9,36
183,T179,T179,Harris English,98,386,Waste Management Phoenix Open,4,10,510
184,T185,T9,Paul Lawrie,23,385,World Golf Championships-Bridgestone Invitational,3,9,36
185,T185,T185,Freddie Jacobson,61,385,Northern Trust Open,1,3,500
186,T185,T33,Harrison Frazar,56,385,Hyundai Tournament of Champions,3,7,656
187,T185,T155,Thomas Aiken,12,385,Mayakoba Golf Classic,1,5,733
188,T185,T65,Bill Haas,79,385,Hyundai Tournament of Champions,4,7,656
189,T185,T2,Bubba Watson,68,385,World Golf Championships-Bridgestone Invitational,4,16,36
190,T185,T30,Webb Simpson,77,385,Hyundai Tournament of Champions,2,18,656
191,T185,T60,Scott Stallings,78,385,Hyundai Tournament of Champions,4,7,656
192,T185,T20,Rickie Fowler,84,385,World Golf Championships-Bridgestone Invitational,3,9,36
193,T194,T194,Jim Furyk,85,384,World Golf Championships-Bridgestone Invitational,3,18,36
194,T194,T92,Mark Wilson,84,384,Hyundai Tournament of Champions,3,18,656
195,T194,T30,Aaron Baddeley,73,384,Hyundai Tournament of Champions,4,18,656
196,T194,T15,Nicolas Colsaerts,31,384,World Golf Championships-Bridgestone Invitational,3,8,36
197,T194,T20,Sean O'Hair,84,384,Hyundai Tournament of Champions,4,7,656
198,T194,T20,Sean O'Hair,84,384,Waste Management Phoenix Open,2,11,510
199,T194,T44,Charl Schwartzel,56,384,World Golf Championships-Bridgestone Invitational,2,8,36
