,Total_Distance_Efficiency_RANK THIS WEEK,Total_Distance_Efficiency_RANK LAST WEEK,Total_Distance_Efficiency_PLAYER NAME,Total_Distance_Efficiency_ROUNDS,Total_Distance_Efficiency_AVG.,Total_Distance_Efficiency_AVERAGE DISTANCE (YARDS),Total_Distance_Efficiency_AVERAGE CLUB HEAD SPEED,Total_Distance_Efficiency_TOTAL ATTEMPTS,Total_Distance_Efficiency_HIGHEST DIST. EFFICIENCY
124,T125,T125,Matt Bettencourt,80,2.5540000000000003,288.72700000000003,113.04299999999999,45,2.9139999999999997
125,T125,T125,Tiger Woods,69,2.5540000000000003,308.85,120.93799999999999,38,3.178
126,T127,T127,Charles Howell III,98,2.553,301.737,118.18700000000001,65,3.049
127,T127,T127,Seung-Yul Noh,105,2.553,302.20099999999996,118.34899999999999,80,2.937
128,T129,T129,Chris DiMarco,83,2.552,273.506,107.15299999999999,66,2.8939999999999997
129,T129,T129,Robert Karlsson,54,2.552,298.36,116.921,39,2.8810000000000002
130,T129,T129,Garth Mulroy,59,2.552,292.981,114.821,40,2.83
131,T132,T132,Blake Adams,107,2.551,289.894,113.63,63,2.844
132,T132,T132,Mark Anderson,75,2.551,300.493,117.79700000000001,48,2.9419999999999997
133,T134,T134,Mathew Goggin,65,2.55,287.495,112.758,54,2.8510000000000004
134,T134,T134,Nick O'Hern,78,2.55,266.897,104.678,65,3.052
135,T134,T134,Rod Pampling,88,2.55,286.411,112.314,66,2.991
136,T134,T134,Charl Schwartzel,56,2.55,298.126,116.89,38,3.3510000000000004
137,T138,T138,Michael Thompson,80,2.549,284.545,111.62899999999999,61,2.895
138,T138,T138,Cameron Tringale,88,2.549,292.658,114.802,73,3.1180000000000003
139,T140,T140,Scott Brown,65,2.548,286.85,112.595,45,2.8489999999999998
140,T140,T140,Adam Scott,59,2.548,303.962,119.302,40,3.2089999999999996
141,142,142,Hunter Haas,69,2.5469999999999997,285.165,111.96,46,3.055
142,143,143,Bill Lunde,83,2.546,284.976,111.94200000000001,64,2.9330000000000003
143,144,144,Harris English,98,2.545,298.948,117.48200000000001,80,2.9819999999999998
144,T145,T145,Bob Estes,78,2.544,284.63,111.90100000000001,57,2.8819999999999997
145,T145,T145,Pat Perez,81,2.544,293.595,115.40299999999999,57,2.905
146,T147,T147,Arjun Atwal,79,2.542,278.796,109.69,62,3.0860000000000003
147,T147,T147,Tom Gillis,75,2.542,289.845,114.01799999999999,67,2.88
148,149,149,Stuart Appleby,75,2.541,285.374,112.32,62,2.903
149,150,150,Brendon Todd,78,2.5380000000000003,280.851,110.64299999999999,55,2.952
150,T151,T151,Matt Every,80,2.537,287.81,113.434,58,2.89
151,T151,T151,Edward Loar,59,2.537,298.099,117.512,38,2.908
152,T151,T151,Jimmy Walker,101,2.537,297.96,117.43299999999999,74,2.864
153,154,154,George McNeill,85,2.536,293.388,115.684,60,2.8569999999999998
154,155,155,Ken Duke,104,2.535,281.116,110.889,88,2.867
155,156,156,Kevin Kisner,69,2.5340000000000003,281.358,111.012,51,2.8989999999999996
156,157,157,Ángel Cabrera,54,2.533,301.666,119.08200000000001,33,2.85
157,158,158,Kevin Chappell,91,2.53,296.807,117.334,71,2.978
158,159,159,Graham DeLaet,79,2.529,303.57099999999997,120.039,63,2.873
159,160,160,Marco Dawson,60,2.528,281.258,111.244,41,2.89
160,161,161,Bobby Gates,87,2.525,302.117,119.62799999999999,61,2.873
161,T162,T162,Kris Blanks,65,2.524,283.199,112.18799999999999,51,2.8360000000000003
162,T162,T162,Ryo Ishikawa,54,2.524,286.57099999999997,113.555,35,2.97
163,164,164,Freddie Jacobson,61,2.521,286.092,113.46700000000001,44,2.86
164,165,165,J.J. Killeen,101,2.52,293.127,116.306,69,3.051
165,166,166,Daniel Chopra,55,2.5180000000000002,294.125,116.81,41,2.783
166,T167,T167,Stephen Ames,54,2.517,276.445,109.85,31,2.853
167,T167,T167,Matt Jones,53,2.517,293.056,116.449,40,2.803
168,169,169,William McGirt,96,2.516,283.913,112.83200000000001,82,2.838
169,170,170,Gary Woodland,70,2.515,311.51099999999997,123.851,44,2.947
170,171,171,Charlie Beljan,61,2.5140000000000002,308.724,122.82600000000001,38,2.825
171,T172,T172,Martin Flores,95,2.512,298.643,118.90899999999999,66,2.84
172,T172,T172,Danny Lee,74,2.512,286.024,113.852,53,2.799
173,174,174,James Driscoll,83,2.51,295.013,117.539,60,2.9130000000000003
174,175,175,Scott Dunlap,57,2.5069999999999997,277.628,110.725,44,2.764
175,176,176,Ricky Barnes,92,2.504,290.642,116.04799999999999,73,2.9189999999999996
176,177,177,Sergio Garcia,57,2.502,298.057,119.12799999999999,44,3.08
177,178,178,Ryuji Imada,78,2.501,274.776,109.869,60,2.865
178,179,179,Jason Kokrak,79,2.499,295.389,118.21,62,2.9419999999999997
179,180,180,Greg Owen,90,2.492,296.056,118.805,63,2.795
180,181,181,Trevor Immelman,76,2.491,294.324,118.156,54,2.785
181,182,182,Daniel Summerhays,81,2.488,289.66,116.40899999999999,64,2.891
182,183,183,Derek Lamely,64,2.4859999999999998,288.687,116.118,51,2.802
183,184,184,Jhonattan Vegas,77,2.485,304.32599999999996,122.47,65,3.45
184,185,185,Brendon de Jonge,115,2.484,287.27299999999997,115.65799999999999,98,2.952
185,186,186,Stewart Cink,71,2.476,294.041,118.765,41,2.841
186,187,187,Nathan Green,73,2.464,283.312,114.973,46,2.7430000000000003
187,188,188,Chris Couch,61,2.452,293.289,119.61200000000001,39,2.7689999999999997
188,189,189,Billy Hurley III,70,2.45,267.482,109.166,52,2.9589999999999996
189,190,190,Henrik Stenson,51,2.4419999999999997,294.75,120.714,15,2.693
190,191,191,Stephen Gangluff,57,2.415,290.478,120.288,40,3.0439999999999996
