,Launch_Angle_RANK THIS WEEK,Launch_Angle_RANK LAST WEEK,Launch_Angle_PLAYER NAME,Launch_Angle_ROUNDS,Launch_Angle_AVG.,Launch_Angle_TOTAL VERT. LAUNCH ANGLE,Launch_Angle_TOTAL ATTEMPTS,Launch_Angle_LOWEST LAUNCH ANGLE,Launch_Angle_STEEPEST LAUNCH ANGLE
31,32,32,Josh Teater,97,11.94,955.26,80,9.07,16.43
32,33,33,Michael Thompson,80,11.93,727.85,61,9.56,14.98
33,34,34,Bo Van Pelt,84,11.91,750.27,63,8.74,16.51
34,35,35,Garth Mulroy,59,11.89,475.73,40,9.06,14.83
35,T36,T36,Jason Day,57,11.88,499.03,42,9.38,14.93
36,T36,T36,John Huh,99,11.88,973.78,82,8.69,15.16
37,38,38,Sung Kang,75,11.87,628.92,53,7.46,15.43
38,T39,T39,Scott Brown,65,11.86,521.92,44,8.38,15.96
39,T39,T39,Graham DeLaet,79,11.86,735.38,62,7.64,16.05
40,T41,T41,Robert Allenby,76,11.79,719.4,61,8.1,15.44
41,T41,T41,Alexandre Rocha,62,11.79,566.06,48,8.74,15.14
42,T43,T43,Chris Kirk,93,11.75,963.47,82,9.14,18.44
43,T43,T43,Rocco Mediate,70,11.75,634.45,54,7.33,15.96
44,T43,T43,Chez Reavie,83,11.75,704.95,60,8.74,14.37
45,T46,T46,Daniel Chopra,55,11.74,481.2,41,9.04,16.33
46,T46,T46,Sean O'Hair,84,11.74,809.98,69,7.32,15.67
47,T48,T48,Kyle Reifers,86,11.73,774.4,66,7.94,17.02
48,T48,T48,Heath Slocum,93,11.73,832.85,71,5.45,14.38
49,50,50,Rickie Fowler,84,11.72,668.0,57,8.61,16.1
50,51,51,Vijay Singh,99,11.71,855.05,73,8.38,16.65
51,52,52,John Mallinger,74,11.66,699.35,60,8.02,17.0
52,T53,T53,Jeff Overton,101,11.65,1060.44,91,3.43,16.88
53,T53,T53,Kyle Thompson,51,11.65,395.96,34,8.29,14.85
54,55,55,Scott Piercy,95,11.64,803.01,69,3.03,17.32
55,56,56,Jonas Blixt,72,11.63,720.89,62,7.84,14.89
56,57,57,Steve Wheatcroft,56,11.62,441.58,38,5.46,18.08
57,T58,T58,Kevin Kisner,69,11.6,579.85,50,7.06,15.8
58,T58,T58,Edward Loar,59,11.6,429.34,37,7.89,16.5
59,60,60,Nick O'Hern,78,11.59,753.42,65,2.55,18.4
60,61,61,John Rollins,81,11.54,796.26,69,7.96,15.38
61,62,62,Tom Pernice Jr.,62,11.51,552.37,48,7.39,14.62
62,63,63,Mathew Goggin,65,11.48,619.93,54,8.01,14.72
63,64,64,Luke Donald,63,11.45,572.34,50,9.31,16.02
64,T65,T65,Brian Harman,101,11.43,1028.84,90,6.81,16.9
65,T65,T65,Ryo Ishikawa,54,11.43,388.7,34,7.84,16.05
66,67,67,Chris DiMarco,83,11.38,750.77,66,8.03,18.96
67,68,68,D.A. Points,88,11.37,829.83,73,6.02,16.05
68,69,69,Matt Kuchar,86,11.36,772.73,68,7.44,17.74
69,70,70,D.J. Trahan,73,11.35,567.75,50,6.51,14.46
70,71,71,Davis Love III,64,11.33,464.36,41,8.37,14.79
71,T72,T72,Matt Bettencourt,80,11.31,497.71,44,8.92,15.11
72,T72,T72,Charley Hoffman,88,11.31,836.84,74,7.77,14.65
73,74,74,Dustin Johnson,70,11.3,497.16,44,7.65,14.83
74,T75,T75,Arjun Atwal,79,11.25,697.34,62,8.44,15.16
75,T75,T75,Rory McIlroy,60,11.25,416.28,37,7.11,16.0
76,77,77,Marc Leishman,84,11.24,719.68,64,7.71,15.11
77,78,78,Camilo Villegas,79,11.21,796.07,71,5.4,14.98
78,79,79,Kevin Stadler,85,11.2,660.91,59,7.8,15.08
79,T80,T80,Stewart Cink,71,11.18,458.44,41,7.75,16.1
80,T80,T80,Dicky Pride,62,11.18,559.02,50,7.83,13.79
81,82,82,Rory Sabbatini,84,11.16,792.01,71,7.67,16.0
82,83,83,J.J. Henry,93,11.15,579.81,52,6.88,14.13
83,84,84,Charlie Wi,86,11.14,735.07,66,7.92,13.89
84,85,85,Hunter Mahan,88,11.12,678.38,61,8.19,15.39
85,86,86,Carl Pettersson,92,11.11,844.67,76,7.47,16.14
86,87,87,Justin Leonard,79,11.06,619.2,56,7.46,13.3
87,88,88,Danny Lee,74,11.04,585.34,53,6.11,14.94
88,89,89,Jason Dufner,83,11.02,672.15,61,5.92,17.61
89,T90,T90,Matt Every,80,10.97,636.49,58,8.41,14.9
90,T90,T90,Kevin Streelman,89,10.97,800.49,73,8.04,13.93
91,92,92,Bill Lunde,83,10.96,701.26,64,7.62,14.22
92,93,93,Will Claxton,99,10.94,907.93,83,6.78,16.28
93,94,94,Chris Stroud,86,10.93,742.94,68,5.58,13.49
94,95,95,Kevin Chappell,91,10.92,775.51,71,8.79,14.23
95,T96,T96,Russell Knox,72,10.89,577.09,53,8.32,15.88
96,T96,T96,Steve Stricker,73,10.89,533.8,49,8.05,13.12
97,98,98,Geoff Ogilvy,73,10.88,576.55,53,8.15,14.7
98,99,99,Patrick Sheehan,58,10.87,423.77,39,3.86,15.22
99,100,100,David Mathis,83,10.85,705.06,65,8.36,17.43
100,T101,T101,Robert Karlsson,54,10.84,412.02,38,8.32,18.29
101,T101,T101,Pat Perez,81,10.84,618.1,57,5.88,13.51
102,103,103,Cameron Beckman,81,10.82,724.72,67,6.39,16.69
103,104,104,Colt Knost,79,10.81,681.01,63,8.23,14.42
104,105,105,Cameron Tringale,88,10.8,734.25,68,7.8,14.2
105,106,106,Roberto Castro,92,10.78,754.75,70,7.56,13.89
106,107,107,K.J. Choi,71,10.75,591.18,55,2.47,17.84
107,108,108,Richard Lee,71,10.74,504.87,47,6.99,14.19
108,109,109,Derek Lamely,64,10.73,547.18,51,7.67,17.22
109,T110,T110,Marco Dawson,60,10.7,438.8,41,8.11,15.09
110,T110,T110,Bryce Molder,83,10.7,738.23,69,7.96,13.6
111,T112,T112,Brandt Jobe,57,10.69,395.66,37,7.41,13.08
112,T112,T112,Brendon Todd,78,10.69,587.72,55,8.39,13.72
113,114,114,Tiger Woods,69,10.67,405.54,38,7.42,14.78
114,T115,T115,Jason Kokrak,79,10.65,660.47,62,6.91,14.15
115,T115,T115,Scott Stallings,78,10.65,703.08,66,7.27,15.9
116,117,117,Tim Herron,88,10.62,764.97,72,5.63,15.16
117,118,118,Louis Oosthuizen,65,10.59,529.49,50,7.64,16.04
118,T119,T119,Bill Haas,79,10.57,644.79,61,7.06,14.99
119,T119,T119,Andres Romero,68,10.57,549.47,52,4.65,14.03
120,121,121,Gary Christian,91,10.53,610.57,58,4.34,13.77
121,122,122,Gavin Coles,72,10.48,513.71,49,2.94,13.75
122,T123,T123,Jonathan Byrd,69,10.47,502.55,48,7.52,13.37
123,T123,T123,Padraig Harrington,67,10.47,397.97,38,8.33,15.13
124,T123,T123,Webb Simpson,77,10.47,627.95,60,7.91,13.22
125,126,126,Martin Laird,77,10.41,499.88,48,7.26,14.61
126,127,127,Ryuji Imada,78,10.39,623.37,60,3.67,16.47
127,T128,T128,Stephen Ames,54,10.38,321.78,31,8.67,12.29
128,T128,T128,Stephen Gangluff,57,10.38,425.6,41,6.63,12.83
129,130,130,Jason Bohn,81,10.37,653.61,63,4.76,13.65
130,131,131,Phil Mickelson,79,10.35,548.64,53,3.18,14.96
131,132,132,Kris Blanks,65,10.34,527.55,51,3.55,13.52
132,133,133,Daniel Summerhays,81,10.33,660.9,64,5.94,17.43
133,134,134,Johnson Wagner,88,10.31,752.29,73,6.51,15.67
134,T135,T135,Michael Bradley,63,10.29,360.1,35,8.37,12.02
135,T135,T135,Miguel Angel Carballo,73,10.29,483.67,47,6.31,15.19
136,137,137,Billy Hurley III,70,10.28,524.35,51,3.43,13.01
137,138,138,Scott Dunlap,57,10.23,439.77,43,6.83,16.14
138,T139,T139,Matt Jones,53,10.22,398.76,39,6.74,12.39
139,T139,T139,Ryan Moore,89,10.22,838.02,82,5.61,16.08
140,141,141,Blake Adams,107,10.08,635.24,63,7.04,14.14
141,T142,T142,Harris English,98,10.04,803.12,80,7.0,12.35
142,T142,T142,Graeme McDowell,55,10.04,411.74,41,6.09,13.57
143,T142,T142,Kevin Na,80,10.04,592.12,59,2.73,14.5
144,145,145,Bob Estes,78,10.02,550.87,55,7.04,16.17
145,T146,T146,Chris Couch,61,9.99,369.59,37,6.41,13.31
146,T146,T146,Jhonattan Vegas,77,9.99,649.1,65,5.93,16.04
147,148,148,Troy Kelly,68,9.97,438.79,44,2.05,13.14
148,149,149,Ángel Cabrera,54,9.95,308.55,31,7.02,17.74
149,150,150,Jimmy Walker,101,9.93,734.84,74,5.46,13.88
150,151,151,Seung-Yul Noh,105,9.89,791.09,80,7.1,12.27
151,152,152,John Merrick,83,9.87,611.87,62,8.02,12.34
152,153,153,Ian Poulter,57,9.85,413.61,42,6.52,12.02
153,154,154,William McGirt,96,9.83,806.21,82,2.76,14.5
154,155,155,Charlie Beljan,61,9.82,363.51,37,7.32,12.0
155,156,156,John Senden,81,9.8,617.67,63,7.45,14.43
156,157,157,Martin Flores,95,9.78,635.49,65,3.65,14.47
157,T158,T158,Chad Campbell,84,9.77,693.4,71,2.4,13.23
158,T158,T158,Spencer Levin,81,9.77,605.54,62,6.17,16.81
159,160,160,George McNeill,85,9.74,574.92,59,6.97,13.15
160,T161,T161,"Ted Potter, Jr.",77,9.68,571.28,59,3.4,12.48
161,T161,T161,Lee Westwood,60,9.68,406.75,42,6.96,12.73
162,163,163,Mark Anderson,75,9.65,463.2,48,4.95,12.83
163,164,164,Gary Woodland,70,9.62,413.87,43,1.04,16.44
164,T165,T165,Jim Furyk,85,9.56,621.58,65,5.2,12.79
165,T165,T165,Freddie Jacobson,61,9.56,401.6,42,5.82,13.58
166,167,167,Boo Weekley,74,9.43,499.54,53,4.42,12.41
167,168,168,Rod Pampling,88,9.42,612.08,65,2.92,13.38
168,T169,T169,Charl Schwartzel,56,9.38,347.12,37,5.67,12.22
169,T169,T169,Y.E. Yang,64,9.38,393.83,42,0.12,17.0
170,171,171,Stuart Appleby,75,9.35,579.48,62,1.65,13.26
171,172,172,Sangmoon Bae,81,9.33,513.32,55,4.81,15.22
172,T173,T173,Greg Chalmers,88,9.29,715.05,77,1.6,13.06
173,T173,T173,Adam Scott,59,9.29,371.78,40,6.65,12.75
174,175,175,Nick Watney,97,9.2,680.69,74,5.97,11.94
175,176,176,Greg Owen,90,9.15,576.51,63,5.07,13.53
176,177,177,Aaron Baddeley,73,9.04,424.73,47,3.06,12.56
177,178,178,Bobby Gates,87,9.03,523.84,58,2.52,13.33
178,179,179,Tom Gillis,75,9.02,586.05,65,5.01,12.13
179,180,180,Henrik Stenson,51,8.99,125.84,14,5.97,11.35
180,181,181,Bubba Watson,68,8.79,448.26,51,0.41,14.49
181,182,182,James Driscoll,83,8.77,526.0,60,4.72,12.05
182,183,183,Ken Duke,104,8.74,751.67,86,2.16,14.4
183,184,184,Brendon de Jonge,115,8.6,817.17,95,2.38,14.35
184,185,185,Charles Howell III,98,8.54,554.83,65,1.41,13.58
185,186,186,Hunter Haas,69,8.51,383.0,45,1.72,13.2
186,187,187,Ricky Barnes,92,8.44,590.77,70,3.36,13.39
187,188,188,Sergio Garcia,57,8.28,347.57,42,1.06,12.79
188,189,189,J.J. Killeen,101,8.17,531.1,65,1.03,12.57
189,190,190,Nathan Green,73,7.65,344.17,45,1.23,14.96
190,191,191,Trevor Immelman,76,6.72,336.16,50,1.55,10.0
