,Ball_Speed_RANK THIS WEEK,Ball_Speed_RANK LAST WEEK,Ball_Speed_PLAYER NAME,Ball_Speed_ROUNDS,Ball_Speed_AVG.,Ball_Speed_TOTAL BALL SPEED,Ball_Speed_TOTAL ATTEMPTS,Ball_Speed_FASTEST SPEED,Ball_Speed_SLOWEST SPEED
178,179,179,Billy Hurley III,70,158.89,8262.23,52,163.84,151.1
179,180,180,Tom Pernice Jr.,62,158.37,8076.88,51,165.37,153.12
180,181,181,Colt Knost,79,157.76,10096.39,64,163.73,151.97
181,182,182,Jeff Maggert,83,157.61,11978.13,76,165.07,152.87
182,183,183,Heath Slocum,93,157.39,11174.57,71,160.57,151.47
183,184,184,Chris DiMarco,83,157.35,10385.34,66,162.63,147.94
184,185,185,Brian Davis,91,156.9,12709.17,81,162.37,150.94
185,186,186,Jerry Kelly,84,155.51,11352.31,73,161.93,151.24
186,187,187,Nick O'Hern,78,155.3,10094.4,65,162.91,148.31
187,188,188,Brian Gay,91,155.12,11324.0,73,157.76,150.26
188,189,189,David Toms,60,154.98,6354.07,41,158.57,149.68
189,190,190,Tim Clark,60,154.88,8518.58,55,158.65,148.81
190,191,191,Gavin Coles,72,154.42,7875.55,51,158.73,143.1
