,Apex_Height_RANK THIS WEEK,Apex_Height_RANK LAST WEEK,Apex_Height_PLAYER NAME,Apex_Height_ROUNDS,Apex_Height_AVG.,Apex_Height_TOTAL APEX HEIGHT,Apex_Height_TOTAL ATTEMPTS,Apex_Height_HIGHEST APEX POINT,Apex_Height_LOWEST APEX POINT
34,35,35,Bubba Watson,68,"107' 3""","5257' 2""",49,"170' 7""","55' 8"""
35,36,36,Jhonattan Vegas,77,"106' 11""","5986' 6""",56,"142' 5""","70' 3"""
36,37,37,Ernie Els,80,"106' 10""","6515' 5""",61,"139' 5""","72' 8"""
37,38,38,Kevin Streelman,89,"106' 8""",7466',70,"139' 6""","63' 6"""
38,39,39,Phil Mickelson,79,"106' 5""","5748' 8""",54,"169' 2""","41' 9"""
39,40,40,Henrik Stenson,51,"106' 3""",1487',14,"140' 11""","79' 7"""
40,41,41,Louis Oosthuizen,65,"105' 11""",5294',50,"126' 0""","64' 8"""
41,42,42,Ángel Cabrera,54,"105' 10""",2963',28,"144' 5""","64' 7"""
42,43,43,Scott Piercy,95,"105' 9""","6770' 8""",64,"140' 0""","46' 1"""
43,44,44,Bo Van Pelt,84,"105' 3""","6421' 2""",61,"145' 10""","76' 11"""
44,T45,T45,Marc Leishman,84,"105' 2""","6310' 2""",60,"142' 7""","65' 1"""
45,T45,T45,Kevin Stadler,85,"105' 2""","5678' 8""",54,"141' 10""","75' 10"""
46,47,47,Cameron Tringale,88,"105' 0""","7245' 9""",69,"134' 6""","76' 11"""
47,48,48,Scott Stallings,78,"104' 5""",6054',58,"141' 6""","65' 4"""
48,T49,T49,Brendan Steele,77,"104' 4""","6155' 7""",59,"132' 5""","85' 1"""
49,T49,T49,Michael Thompson,80,"104' 4""","6364' 6""",61,"129' 2""","74' 4"""
50,51,51,Sean O'Hair,84,"104' 3""","6774' 4""",65,"150' 6""","51' 2"""
51,52,52,Mathew Goggin,65,"104' 1""","5410' 6""",52,"146' 1""","54' 11"""
52,53,53,Steve Wheatcroft,56,"103' 8""","3627' 9""",35,"133' 1""","50' 6"""
53,54,54,Roberto Castro,92,"103' 5""","7030' 3""",68,"145' 7""","66' 4"""
54,T55,T55,Charlie Beljan,61,"103' 0""","3707' 0""",36,"132' 1""","75' 3"""
55,T55,T55,Derek Lamely,64,"103' 0""",5149',50,"135' 2""","52' 4"""
56,57,57,Tommy Gainey,98,"102' 11""","8233' 3""",80,"140' 4""","75' 2"""
57,58,58,Kevin Chappell,91,"102' 10""","6887' 6""",67,"131' 8""","65' 8"""
58,59,59,Tommy Biershenk,74,"102' 9""","5240' 7""",51,"146' 4""","59' 3"""
59,60,60,Kyle Reifers,86,"102' 7""","6566' 6""",64,"138' 0""","64' 10"""
60,61,61,Jeff Overton,101,"102' 6""","8916' 7""",87,"147' 4""","39' 1"""
61,62,62,Tiger Woods,69,"102' 1""",3878',38,"134' 6""","72' 11"""
62,63,63,George McNeill,85,"102' 0""","5917' 0""",58,"148' 10""","62' 4"""
63,64,64,Chez Reavie,83,"101' 10""",5906',58,"136' 6""","66' 8"""
64,65,65,Roland Thatcher,55,"101' 7""","3554' 4""",35,"131' 11""","75' 7"""
65,66,66,Ben Crane,73,"101' 6""","6392' 6""",63,"126' 4""","69' 10"""
66,67,67,Vijay Singh,99,"101' 4""",6994',69,"149' 7""","70' 1"""
67,68,68,Ben Curtis,62,"101' 3""","5266' 2""",52,"141' 8""","69' 11"""
68,69,69,Padraig Harrington,67,"101' 1""","3842' 7""",38,"136' 11""","67' 1"""
69,70,70,Webb Simpson,77,"101' 0""","5754' 9""",57,"124' 3""","78' 8"""
70,T71,T71,Robert Allenby,76,"100' 9""",5844',58,"141' 7""","52' 4"""
71,T71,T71,Justin Rose,69,"100' 9""",4935',49,"127' 8""","72' 6"""
72,73,73,Stewart Cink,71,"100' 8""","3927' 6""",39,"183' 0""","55' 6"""
73,T74,T74,Stephen Gangluff,57,"100' 7""","3520' 9""",35,"137' 7""","68' 8"""
74,T74,T74,Vaughn Taylor,81,"100' 7""","5534' 0""",55,"140' 2""","64' 7"""
75,T76,T76,Pat Perez,81,"100' 5""","5524' 8""",55,"133' 5""","61' 1"""
76,T76,T76,John Rollins,81,"100' 5""",6830',68,"128' 10""","79' 0"""
77,78,78,John Senden,81,"100' 3""","6314' 1""",63,"151' 0""","70' 9"""
78,79,79,Matt Bettencourt,80,"99' 9""","4189' 7""",42,"141' 1""","61' 0"""
79,80,80,Andres Romero,68,"99' 8""","4883' 7""",49,"130' 8""","69' 7"""
80,81,81,Jason Kokrak,79,"99' 7""","5176' 9""",52,"134' 4""","59' 8"""
81,82,82,Hunter Mahan,88,"99' 4""","5860' 6""",59,"130' 2""","70' 3"""
82,T83,T83,Kevin Kisner,69,"99' 1""","4856' 7""",49,"120' 5""","75' 8"""
83,T83,T83,Danny Lee,74,"99' 1""",4952',50,"131' 6""","55' 1"""
84,85,85,Martin Laird,77,"98' 11""","4550' 0""",46,"138' 7""","56' 11"""
85,T86,T86,Mark Anderson,75,"98' 9""","4246' 4""",43,"133' 4""","58' 7"""
86,T86,T86,Matt Every,80,"98' 9""","5333' 0""",54,"123' 1""","53' 8"""
87,88,88,Jonas Blixt,72,"98' 7""","5916' 3""",60,"129' 9""","64' 8"""
88,89,89,Bill Lunde,83,"98' 4""","6196' 1""",63,"125' 1""","67' 0"""
89,90,90,Luke Donald,63,"97' 6""","4776' 0""",49,"124' 4""","75' 2"""
90,91,91,Matt Jones,53,"97' 3""","3404' 0""",35,"133' 5""","61' 0"""
91,92,92,Aaron Baddeley,73,"97' 2""","4662' 1""",48,"126' 5""","58' 0"""
92,T93,T93,Steve Stricker,73,"96' 5""",4336',45,"123' 10""","74' 0"""
93,T93,T93,Brendon Todd,78,"96' 5""","5205' 9""",54,"128' 6""","65' 6"""
94,T95,T95,Martin Flores,95,"96' 2""","6253' 0""",65,"151' 3""","55' 2"""
95,T95,T95,J.J. Henry,93,"96' 2""","4712' 6""",49,"134' 9""","60' 7"""
96,97,97,Kevin Na,80,"96' 0""","5567' 3""",58,"152' 8""","47' 5"""
97,98,98,Alexandre Rocha,62,"95' 11""","4411' 5""",46,"140' 2""","70' 8"""
98,99,99,Rocco Mediate,70,"95' 10""","5175' 9""",54,"135' 2""","57' 7"""
99,100,100,Lee Westwood,60,"95' 8""","3923' 8""",41,"113' 7""","68' 4"""
100,T101,T101,Dicky Pride,62,"95' 4""","4671' 0""",49,"126' 9""","54' 2"""
101,T101,T101,Jimmy Walker,101,"95' 4""","6674' 8""",70,"133' 9""","56' 7"""
102,103,103,Adam Scott,59,"95' 3""",3809',40,"136' 10""","61' 0"""
103,104,104,Harris English,98,"95' 0""","7315' 4""",77,"128' 8""","48' 4"""
104,105,105,Jerry Kelly,84,"94' 11""","6929' 3""",73,"125' 11""","70' 8"""
105,106,106,Greg Owen,90,"94' 9""","5400' 7""",57,"132' 5""","63' 1"""
106,T107,T107,Brandt Jobe,57,"94' 6""","3403' 3""",36,"120' 1""","58' 1"""
107,T107,T107,Richard Lee,71,"94' 6""","4251' 7""",45,"120' 0""","61' 10"""
108,109,109,Sung Kang,75,"94' 4""","4623' 1""",49,"139' 2""","64' 6"""
109,110,110,Nick Watney,97,"94' 3""","6690' 2""",71,"128' 10""","54' 5"""
110,T111,T111,Bobby Gates,87,"94' 1""",5548',59,"161' 7""","43' 0"""
111,T111,T111,Tom Pernice Jr.,62,"94' 1""","4420' 5""",47,"141' 7""","62' 5"""
112,113,113,Ryuji Imada,78,"93' 11""",5166',55,"144' 11""","56' 4"""
113,T114,T114,James Driscoll,83,"93' 7""","5427' 9""",58,"124' 1""","50' 2"""
114,T114,T114,Gary Woodland,70,"93' 7""","3744' 6""",40,"138' 7""","16' 6"""
115,116,116,Scott Brown,65,"93' 4""","4014' 6""",43,"125' 2""","60' 4"""
116,117,117,Bryce Molder,83,"93' 3""",6342',68,"130' 0""","71' 1"""
117,T118,T118,Brian Gay,91,"93' 1""","6699' 8""",72,"121' 10""","68' 9"""
118,T118,T118,Zach Johnson,95,"93' 1""","6796' 2""",73,"122' 9""","76' 4"""
119,120,120,Tim Herron,88,"92' 10""","6222' 7""",67,"134' 9""","51' 9"""
120,T121,T121,Chris Stroud,86,"92' 9""",6030',65,"134' 7""","44' 4"""
121,T121,T121,Daniel Summerhays,81,"92' 9""","5567' 3""",60,"128' 4""","58' 5"""
122,123,123,John Huh,99,"92' 6""","7397' 8""",80,"125' 10""","45' 6"""
123,124,124,Jeff Maggert,83,"92' 5""","6745' 2""",73,"121' 5""","58' 8"""
124,125,125,Rory Sabbatini,84,"92' 4""","6276' 2""",68,"141' 8""","51' 8"""
125,126,126,Charlie Wi,86,"92' 3""","5533' 8""",60,"118' 0""","67' 6"""
126,127,127,Kris Blanks,65,"92' 0""","4601' 2""",50,"114' 1""","65' 7"""
127,128,128,Arjun Atwal,79,"91' 11""","5332' 3""",58,"142' 2""","60' 8"""
128,129,129,Jason Dufner,83,"91' 3""",5564',61,"159' 2""","56' 7"""
129,130,130,Carl Pettersson,92,"91' 0""","6735' 7""",74,"129' 8""","61' 1"""
130,131,131,Brian Davis,91,"90' 10""",6992',77,"127' 7""","65' 0"""
131,T132,T132,Heath Slocum,93,"90' 9""","6263' 8""",69,"118' 10""","51' 1"""
132,T132,T132,Kyle Thompson,51,"90' 9""","2905' 3""",32,"125' 11""","65' 8"""
133,134,134,Michael Bradley,63,"90' 8""",2900',32,"123' 11""","66' 2"""
134,135,135,Charl Schwartzel,56,"90' 5""","3254' 0""",36,"115' 6""","73' 11"""
135,136,136,Camilo Villegas,79,"89' 11""",5931',66,"136' 10""","21' 4"""
136,137,137,Sergio Garcia,57,"89' 7""","3851' 3""",43,"133' 6""","36' 2"""
137,138,138,David Toms,60,"89' 4""",3573',40,"107' 0""","68' 8"""
138,139,139,Jason Bohn,81,"89' 3""",5264',59,"121' 8""","54' 7"""
139,T140,T140,Charles Howell III,98,"88' 9""","5504' 0""",62,"130' 8""","53' 5"""
140,T140,T140,D.J. Trahan,73,"88' 9""","4348' 8""",49,"125' 8""","52' 6"""
141,142,142,Marco Dawson,60,"88' 5""","3447' 0""",39,"118' 4""","58' 11"""
142,143,143,Troy Kelly,68,"88' 3""","3793' 6""",43,"130' 4""","36' 5"""
143,T144,T144,Chad Campbell,84,"88' 2""","6259' 7""",71,"122' 4""","48' 2"""
144,T144,T144,John Mallinger,74,"88' 2""","5111' 7""",58,"115' 7""","58' 5"""
145,146,146,Matt Kuchar,86,"88' 1""","5811' 6""",66,"112' 0""","54' 6"""
146,147,147,Chris DiMarco,83,"87' 10""","5534' 0""",63,"113' 0""","60' 8"""
147,T148,T148,Brendon de Jonge,115,"87' 8""","7975' 7""",91,"128' 7""","32' 7"""
148,T148,T148,William McGirt,96,"87' 8""","6663' 2""",76,"124' 2""","58' 11"""
149,T148,T148,Ian Poulter,57,"87' 8""","3418' 7""",39,"102' 5""","59' 0"""
150,T151,T151,Brian Harman,101,"87' 7""",7707',88,"121' 7""","56' 6"""
151,T151,T151,Colt Knost,79,"87' 7""","5516' 2""",63,"107' 2""","67' 6"""
152,T153,T153,Miguel Angel Carballo,73,"87' 6""","3937' 5""",45,"149' 5""","61' 5"""
153,T153,T153,John Merrick,83,"87' 6""","5427' 2""",62,"134' 6""","67' 2"""
154,155,155,D.A. Points,88,"87' 0""","6178' 2""",71,"115' 9""","54' 1"""
155,156,156,Johnson Wagner,88,"86' 11""","6257' 6""",72,"117' 2""","45' 5"""
156,157,157,Will Claxton,99,"86' 9""","6938' 2""",80,"125' 1""","36' 5"""
157,158,158,Ryan Moore,89,"86' 6""","6833' 2""",79,"120' 10""","42' 1"""
158,159,159,Y.E. Yang,64,"85' 7""","3423' 6""",40,"126' 3""","35' 1"""
159,160,160,Russell Knox,72,"84' 11""","4243' 9""",50,"111' 5""","41' 0"""
160,161,161,Billy Hurley III,70,"84' 8""","4234' 3""",50,"119' 4""","50' 6"""
161,162,162,"Ted Potter, Jr.",77,"84' 4""","4893' 3""",58,"182' 8""","27' 9"""
162,T163,T163,Rod Pampling,88,"84' 1""","5380' 2""",64,"133' 6""","51' 1"""
163,T163,T163,Patrick Sheehan,58,"84' 1""",3193',38,"105' 11""","51' 5"""
164,165,165,Blake Adams,107,"83' 4""","5083' 2""",61,"126' 8""","59' 11"""
165,T166,T166,Tim Clark,60,"83' 3""",4410',53,"100' 4""","57' 6"""
166,T166,T166,Graeme McDowell,55,"83' 3""","3413' 7""",41,"121' 10""","62' 11"""
167,168,168,J.J. Killeen,101,"83' 2""","5486' 4""",66,"150' 0""","39' 2"""
168,169,169,David Mathis,83,"83' 0""","5064' 0""",61,"114' 7""","57' 10"""
169,T170,T170,Sangmoon Bae,81,"82' 10""","4555' 7""",55,"156' 1""","44' 8"""
170,T170,T170,Bob Estes,78,"82' 10""","4472' 6""",54,"118' 7""","48' 5"""
171,T172,T172,Scott Dunlap,57,"82' 9""",3476',42,"109' 3""","48' 11"""
172,T172,T172,Boo Weekley,74,"82' 9""","4384' 4""",53,"120' 2""","41' 11"""
173,174,174,Cameron Beckman,81,"81' 11""","5162' 3""",63,"121' 5""","48' 6"""
174,175,175,Stuart Appleby,75,"81' 9""","4905' 8""",60,"120' 5""","40' 11"""
175,176,176,K.J. Choi,71,"81' 7""","4242' 2""",52,"117' 5""","33' 3"""
176,177,177,Freddie Jacobson,61,"81' 3""","3169' 7""",39,"111' 0""","43' 10"""
177,178,178,Gary Christian,91,"81' 0""","4696' 3""",58,"108' 11""","43' 5"""
178,179,179,Justin Leonard,79,"80' 10""","4525' 9""",56,"108' 8""","53' 11"""
179,T180,T180,Ricky Barnes,92,"79' 10""","5429' 6""",68,"111' 11""","47' 8"""
180,T180,T180,Jim Furyk,85,"79' 10""","4952' 0""",62,"112' 7""","47' 6"""
181,182,182,Nick O'Hern,78,"79' 9""","4865' 1""",61,"134' 7""","31' 4"""
182,183,183,Stephen Ames,54,"79' 6""",2464',31,"103' 8""","52' 1"""
183,184,184,Tom Gillis,75,"78' 5""","4938' 2""",63,"107' 2""","52' 5"""
184,185,185,Hunter Haas,69,"78' 2""","3206' 2""",41,"119' 0""","39' 10"""
185,186,186,Greg Chalmers,88,"77' 4""","5720' 4""",74,"103' 3""","52' 4"""
186,187,187,Spencer Levin,81,"77' 1""","4548' 3""",59,"123' 10""","44' 9"""
187,188,188,Ken Duke,104,"75' 4""",6249',83,"107' 7""","46' 4"""
188,189,189,Nathan Green,73,"75' 2""","3006' 9""",40,"113' 6""","37' 8"""
189,190,190,Gavin Coles,72,"72' 4""","3544' 1""",49,"94' 9""","37' 2"""
190,191,191,Trevor Immelman,76,"70' 5""","3591' 2""",51,"103' 3""","20' 7"""
