,Left_Rough_Tendency_RTP_Score_RANK THIS WEEK,Left_Rough_Tendency_RTP_Score_RANK LAST WEEK,Left_Rough_Tendency_RTP_Score_PLAYER NAME,Left_Rough_Tendency_RTP_Score_ROUNDS,Left_Rough_Tendency_RTP_Score_RTP SCORE
155,156,156,Sangmoon Bae,81,+.156
156,157,157,Camilo Villegas,79,+.158
157,158,158,Hunter Mahan,88,+.160
158,T159,T159,Nick O'Hern,78,+.161
159,T159,T159,Chris Stroud,86,+.161
160,161,161,Chez Reavie,83,+.167
161,162,162,Tommy Gainey,98,+.168
162,163,163,Rod Pampling,88,+.172
163,164,164,Robert Karlsson,54,+.174
164,165,165,Freddie Jacobson,61,+.176
165,T166,T166,Rickie Fowler,84,+.183
166,T166,T166,Cameron Tringale,88,+.183
167,168,168,J.J. Henry,93,+.184
168,169,169,Robert Allenby,76,+.191
169,170,170,Edward Loar,59,+.193
170,171,171,Scott Dunlap,57,+.194
171,172,172,Kevin Chappell,91,+.195
172,173,173,Daniel Summerhays,81,+.196
173,174,174,Zach Johnson,95,+.197
174,T175,T175,Cameron Beckman,81,+.200
175,T175,T175,Tim Clark,60,+.200
176,177,177,Stephen Gangluff,57,+.208
177,178,178,Jeff Maggert,83,+.213
178,179,179,Bob Estes,78,+.216
179,180,180,David Toms,60,+.221
180,T181,T181,Matt Bettencourt,80,+.222
181,T181,T181,Colt Knost,79,+.222
182,183,183,Erik Compton,81,+.233
183,184,184,Dicky Pride,62,+.235
184,T185,T185,K.J. Choi,71,+.248
185,T185,T185,Michael Thompson,80,+.248
186,187,187,Chris DiMarco,83,+.268
187,188,188,Alexandre Rocha,62,+.288
188,189,189,Arjun Atwal,79,+.294
189,190,190,Heath Slocum,93,+.302
190,191,191,Gary Christian,91,+.318
