,Right_Rough_Tendency_RTP_Score_RANK THIS WEEK,Right_Rough_Tendency_RTP_Score_RANK LAST WEEK,Right_Rough_Tendency_RTP_Score_PLAYER NAME,Right_Rough_Tendency_RTP_Score_ROUNDS,Right_Rough_Tendency_RTP_Score_RTP SCORE
36,T36,T36,Brendan Steele,77,0.044000000000000004
37,38,38,Boo Weekley,74,0.045
38,T39,T39,Martin Flores,95,0.046
39,T39,T39,Martin Laird,77,0.046
40,41,41,Scott Dunlap,57,0.047
41,42,42,Jason Day,57,0.048
42,T43,T43,Geoff Ogilvy,73,0.053
43,T43,T43,Patrick Sheehan,58,0.053
44,45,45,Tiger Woods,69,0.055
45,46,46,"Ted Potter, Jr.",77,0.055999999999999994
46,T47,T47,Phil Mickelson,79,0.057
47,T47,T47,Kevin Stadler,85,0.057
48,T47,T47,Scott Stallings,78,0.057
49,T50,T50,Aaron Baddeley,73,0.057999999999999996
50,T50,T50,Roberto Castro,92,0.057999999999999996
51,T50,T50,Scott Piercy,95,0.057999999999999996
52,53,53,Charlie Wi,86,0.059000000000000004
53,T54,T54,David Mathis,83,0.064
54,T54,T54,Pat Perez,81,0.064
55,T54,T54,Nick Watney,97,0.064
56,57,57,Marco Dawson,60,0.066
57,58,58,Jhonattan Vegas,77,0.067
58,T59,T59,Jimmy Walker,101,0.069
59,T59,T59,Lee Westwood,60,0.069
60,T61,T61,Tim Herron,88,0.07
61,T61,T61,Nick O'Hern,78,0.07
62,T63,T63,Stewart Cink,71,0.071
63,T63,T63,Charles Howell III,98,0.071
64,65,65,Davis Love III,64,0.076
65,66,66,Padraig Harrington,67,0.078
66,67,67,Billy Mayfair,90,0.08199999999999999
67,T68,T68,Russell Knox,72,0.08800000000000001
68,T68,T68,Sean O'Hair,84,0.08800000000000001
69,T70,T70,Ángel Cabrera,54,0.091
70,T70,T70,Sergio Garcia,57,0.091
71,T70,T70,Daniel Summerhays,81,0.091
72,73,73,Bill Lunde,83,0.09300000000000001
73,74,74,John Senden,81,0.095
74,75,75,Kevin Kisner,69,0.096
75,T76,T76,Jason Dufner,83,0.09699999999999999
76,T76,T76,Charley Hoffman,88,0.09699999999999999
77,T76,T76,Ryan Moore,89,0.09699999999999999
78,79,79,Danny Lee,74,0.098
79,T80,T80,Sung Kang,75,0.099
80,T80,T80,Marc Leishman,84,0.099
81,T80,T80,Bryce Molder,83,0.099
82,T83,T83,Blake Adams,107,0.1
83,T83,T83,J.J. Killeen,101,0.1
84,85,85,Robert Garrigus,89,0.10099999999999999
85,T86,T86,Cameron Beckman,81,0.102
86,T86,T86,Chad Campbell,84,0.102
87,T86,T86,Jim Furyk,85,0.102
88,T86,T86,Matt Jones,53,0.102
89,T86,T86,Rory Sabbatini,84,0.102
90,91,91,John Huh,99,0.10300000000000001
91,92,92,Adam Scott,59,0.10400000000000001
92,93,93,Bill Haas,79,0.105
93,94,94,John Rollins,81,0.106
94,T95,T95,Rickie Fowler,84,0.107
95,T95,T95,Justin Rose,69,0.107
96,T95,T95,Michael Thompson,80,0.107
97,98,98,Greg Chalmers,88,0.109
98,T99,T99,Kevin Chappell,91,0.111
99,T99,T99,Ryo Ishikawa,54,0.111
100,T101,T101,Brian Harman,101,0.113
101,T101,T101,David Hearn,95,0.113
102,T103,T103,Bobby Gates,87,0.114
103,T103,T103,Garth Mulroy,59,0.114
104,T103,T103,Vijay Singh,99,0.114
105,T103,T103,David Toms,60,0.114
106,107,107,Andres Romero,68,0.11599999999999999
107,T108,T108,John Merrick,83,0.11699999999999999
108,T108,T108,Greg Owen,90,0.11699999999999999
109,T110,T110,Arjun Atwal,79,0.11800000000000001
110,T110,T110,Tim Clark,60,0.11800000000000001
111,T110,T110,Justin Leonard,79,0.11800000000000001
112,113,113,Keegan Bradley,90,0.121
113,T114,T114,Erik Compton,81,0.122
114,T114,T114,Jeff Overton,101,0.122
115,116,116,Stuart Appleby,75,0.124
116,117,117,Will Claxton,99,0.125
117,T118,T118,Charl Schwartzel,56,0.126
118,T118,T118,Camilo Villegas,79,0.126
119,120,120,Trevor Immelman,76,0.127
120,121,121,Ken Duke,104,0.129
121,T122,T122,Graham DeLaet,79,0.13
122,T122,T122,Hunter Haas,69,0.13
123,T122,T122,Chris Kirk,93,0.13
124,T122,T122,D.J. Trahan,73,0.13
125,T122,T122,Mark Wilson,84,0.13
126,127,127,Ryan Palmer,81,0.131
127,T128,T128,Michael Bradley,63,0.132
128,T128,T128,Daniel Chopra,55,0.132
129,T128,T128,J.J. Henry,93,0.132
130,T128,T128,Carl Pettersson,92,0.132
131,132,132,Chez Reavie,83,0.133
132,133,133,Miguel Angel Carballo,73,0.134
133,T134,T134,Hunter Mahan,88,0.135
134,T134,T134,Graeme McDowell,55,0.135
135,T134,T134,Josh Teater,97,0.135
136,137,137,Troy Matteson,100,0.136
137,138,138,Nathan Green,73,0.13699999999999998
138,139,139,Spencer Levin,81,0.14
139,140,140,Bob Estes,78,0.141
140,141,141,Brendon de Jonge,115,0.142
141,142,142,Johnson Wagner,88,0.14300000000000002
142,T143,T143,Jason Bohn,81,0.14400000000000002
143,T143,T143,Dicky Pride,62,0.14400000000000002
144,145,145,Harris English,98,0.147
145,T146,T146,Mathew Goggin,65,0.15
146,T146,T146,Brandt Snedeker,81,0.15
147,148,148,Brandt Jobe,57,0.153
148,T149,T149,Matt Bettencourt,80,0.156
149,T149,T149,Jeff Maggert,83,0.156
150,151,151,Matt Kuchar,86,0.16
151,152,152,Rod Pampling,88,0.161
152,T153,T153,Brian Davis,91,0.162
153,T153,T153,Stephen Gangluff,57,0.162
154,155,155,Kris Blanks,65,0.163
155,T156,T156,Mark Anderson,75,0.166
156,T156,T156,James Driscoll,83,0.166
157,158,158,Scott Brown,65,0.16699999999999998
158,159,159,Kyle Thompson,51,0.16899999999999998
159,T160,T160,Ricky Barnes,92,0.175
160,T160,T160,Richard Lee,71,0.175
161,162,162,Kyle Reifers,86,0.17600000000000002
162,163,163,Brendon Todd,78,0.18100000000000002
163,T164,T164,Billy Hurley III,70,0.183
164,T164,T164,Tom Pernice Jr.,62,0.183
165,166,166,Robert Karlsson,54,0.187
166,167,167,Gary Christian,91,0.188
167,168,168,Heath Slocum,93,0.18899999999999997
168,T169,T169,Stephen Ames,54,0.192
169,T169,T169,Kevin Streelman,89,0.192
170,171,171,Gary Woodland,70,0.193
171,172,172,Chris DiMarco,83,0.19399999999999998
172,173,173,Ryuji Imada,78,0.19699999999999998
173,174,174,Rocco Mediate,70,0.198
174,175,175,Colt Knost,79,0.203
175,176,176,George McNeill,85,0.207
176,T177,T177,Robert Allenby,76,0.21
177,T177,T177,Edward Loar,59,0.21
178,179,179,John Mallinger,74,0.21100000000000002
179,180,180,Vaughn Taylor,81,0.218
180,T181,T181,Sangmoon Bae,81,0.22699999999999998
181,T181,T181,Freddie Jacobson,61,0.22699999999999998
182,183,183,Derek Lamely,64,0.22899999999999998
183,184,184,Cameron Tringale,88,0.231
184,T185,T185,Tom Gillis,75,0.23800000000000002
185,T185,T185,Billy Horschel,63,0.23800000000000002
186,187,187,Tommy Biershenk,74,0.243
187,188,188,Y.E. Yang,64,0.271
188,189,189,Roland Thatcher,55,0.278
189,190,190,Harrison Frazar,56,0.28
190,191,191,Jerry Kelly,84,0.33299999999999996
