,Left_Tendency_RANK THIS WEEK,Left_Tendency_RANK LAST WEEK,Left_Tendency_PLAYER NAME,Left_Tendency_EVENTS,Left_Tendency_%,Left_Tendency_NUMBER OF TIMES,Left_Tendency_ATTEMPTS,Left_Tendency_AVG RTP SCORE
32,33,33,Justin Rose,19,43.8,113,258,-0.27
33,34,34,Scott Piercy,28,43.9,211,481,+0.71
34,35,35,Boo Weekley,25,44.2,119,269,+2.35
35,36,36,Chris DiMarco,29,44.4,135,304,+2.59
36,37,37,Cameron Tringale,26,44.5,161,362,+2.05
37,38,38,Kyle Stanley,27,44.8,168,375,+0.95
38,T39,T39,Greg Owen,27,44.9,184,410,+1.30
39,T39,T39,Charl Schwartzel,16,44.9,89,198,E
40,T39,T39,Jimmy Walker,28,44.9,254,566,+0.91
41,T42,T42,Blake Adams,32,45.0,177,393,+2.03
42,T42,T42,Ricky Barnes,28,45.0,206,458,+1.99
43,T42,T42,James Driscoll,27,45.0,198,440,+1.41
44,45,45,Brendan Steele,24,45.2,146,323,+2.53
45,46,46,Ryo Ishikawa,18,45.3,105,232,+1.33
46,47,47,Bubba Watson,19,45.4,124,273,+0.48
47,T48,T48,Stewart Cink,22,45.5,155,341,+1.48
48,T48,T48,John Huh,28,45.5,166,365,+1.51
49,T48,T48,J.J. Killeen,33,45.5,223,490,+1.93
50,T48,T48,John Rollins,26,45.5,155,341,+1.68
51,52,52,Brian Davis,29,45.7,158,346,+1.96
52,T53,T53,Ángel Cabrera,20,46.0,93,202,+0.86
53,T53,T53,Kevin Kisner,24,46.0,125,272,+1.36
54,T55,T55,Charlie Beljan,22,46.2,109,236,+1.01
55,T55,T55,Brian Gay,28,46.2,184,398,+1.90
56,57,57,Brandt Snedeker,22,46.3,162,350,+0.86
57,58,58,David Toms,19,46.5,86,185,+2.44
58,59,59,Ian Poulter,15,46.6,75,161,+1.87
59,T60,T60,Aaron Baddeley,22,46.7,155,332,+0.97
60,T60,T60,Chris Couch,21,46.7,112,240,+2.32
61,T60,T60,Troy Matteson,32,46.7,240,514,+0.88
62,63,63,Rocco Mediate,23,46.8,139,297,+1.73
63,64,64,Graham DeLaet,23,46.9,172,367,+1.28
64,65,65,Sean O'Hair,24,47.0,188,400,+1.97
65,66,66,Danny Lee,26,47.1,152,323,+0.86
66,T67,T67,Jason Dufner,22,47.3,138,292,+1.45
67,T67,T67,Robert Karlsson,17,47.3,115,243,+2.61
68,T67,T67,Rory McIlroy,16,47.3,112,237,+0.18
69,70,70,Greg Chalmers,25,47.4,181,382,+1.82
70,T71,T71,Stephen Ames,20,47.5,94,198,+2.55
71,T71,T71,Tom Pernice Jr.,23,47.5,132,278,+2.50
72,T73,T73,K.J. Choi,21,47.6,129,271,+2.56
73,T73,T73,Gary Christian,28,47.6,148,311,+3.78
74,75,75,David Mathis,29,47.7,163,342,+2.39
75,T76,T76,Tommy Gainey,32,47.8,255,534,+2.82
76,T76,T76,Tim Herron,27,47.8,198,414,+2.47
77,T76,T76,Andres Romero,22,47.8,153,320,+1.70
78,79,79,Cameron Beckman,26,47.9,169,353,+3.31
79,80,80,Jason Kokrak,27,48.0,203,423,+1.82
80,T81,T81,Jason Day,17,48.1,140,291,+1.29
81,T81,T81,Padraig Harrington,18,48.1,113,235,+0.97
82,T81,T81,Bill Lunde,25,48.1,174,362,+0.92
83,T81,T81,Roland Thatcher,21,48.1,104,216,+0.67
84,T85,T85,Sangmoon Bae,25,48.2,162,336,+2.22
85,T85,T85,Keegan Bradley,25,48.2,170,353,+0.88
86,T85,T85,J.B. Holmes,25,48.2,215,446,+1.44
87,T85,T85,Richard Lee,24,48.2,121,251,+2.48
88,T85,T85,Ryan Palmer,24,48.2,192,398,+1.04
89,90,90,Scott Brown,24,48.3,127,263,+2.36
90,T91,T91,Bobby Gates,29,48.4,201,415,+1.54
91,T91,T91,Charley Hoffman,27,48.4,187,386,+1.66
92,T91,T91,John Merrick,26,48.4,166,343,+1.20
93,94,94,Roberto Castro,27,48.7,170,349,+1.47
94,T95,T95,Erik Compton,26,48.8,177,363,+2.37
95,T95,T95,Colt Knost,29,48.8,145,297,+3.45
96,T97,T97,Hunter Haas,24,48.9,130,266,+1.46
97,T97,T97,Matt Jones,19,48.9,129,264,+1.94
98,T99,T99,Matt Every,25,49.0,165,337,+1.64
99,T99,T99,Rickie Fowler,23,49.0,150,306,+2.13
100,T99,T99,Billy Mayfair,28,49.0,174,355,+2.41
101,T99,T99,Chris Stroud,28,49.0,190,388,+2.05
102,T103,T103,Kris Blanks,23,49.1,135,275,+1.93
103,T103,T103,Ernie Els,22,49.1,183,373,+1.64
104,105,105,Freddie Jacobson,17,49.2,122,248,+2.62
105,T106,T106,Sung Kang,30,49.3,176,357,+2.67
106,T106,T106,Henrik Stenson,15,49.3,100,203,+1.90
107,T108,T108,Zach Johnson,25,49.5,153,309,+2.68
108,T108,T108,Davis Love III,20,49.5,139,281,+0.79
109,T108,T108,John Senden,22,49.5,144,291,+1.18
110,T108,T108,Kevin Streelman,26,49.5,191,386,+2.36
111,112,112,Matt Kuchar,22,49.7,160,322,+1.63
112,113,113,Jerry Kelly,26,50.0,128,256,+2.03
113,T114,T114,William McGirt,30,50.1,210,419,+1.05
114,T114,T114,Daniel Summerhays,26,50.1,173,345,+2.14
115,116,116,Mathew Goggin,23,50.2,152,303,+1.38
116,117,117,Arjun Atwal,27,50.5,167,331,+3.47
117,118,118,Chad Campbell,27,50.6,197,389,+1.83
118,119,119,Kevin Na,25,50.7,147,290,+1.36
119,120,120,Michael Thompson,25,50.9,175,344,+2.51
120,T121,T121,Jim Furyk,24,51.0,128,251,+0.63
121,T121,T121,Rod Pampling,26,51.0,174,341,+2.70
122,T123,T123,Jonas Blixt,21,51.1,182,356,+1.43
123,T123,T123,Miguel Angel Carballo,25,51.1,164,321,+2.26
124,T123,T123,Ryan Moore,24,51.1,189,370,+2.01
125,T123,T123,Scott Stallings,27,51.1,184,360,+1.47
126,127,127,Jeff Maggert,27,51.2,176,344,+2.56
127,T128,T128,Stuart Appleby,24,51.3,158,308,+1.58
128,T128,T128,Pat Perez,23,51.3,179,349,+1.40
129,T130,T130,Matt Bettencourt,31,51.4,189,368,+3.23
130,T130,T130,Tim Clark,20,51.4,95,185,+2.21
131,T130,T130,Brian Harman,30,51.4,204,397,+2.16
132,T130,T130,Seung-Yul Noh,28,51.4,237,461,+1.77
133,T130,T130,Kyle Thompson,22,51.4,94,183,+2.34
134,135,135,Jhonattan Vegas,25,51.5,217,421,+2.03
135,T136,T136,Robert Garrigus,26,51.6,216,419,+0.88
136,T136,T136,Nathan Green,22,51.6,164,318,+1.71
137,T136,T136,Derek Lamely,25,51.6,182,353,+1.32
138,T139,T139,Luke Donald,17,51.7,124,240,+0.08
139,T139,T139,"Ted Potter, Jr.",25,51.7,156,302,+2.56
140,141,141,Billy Horschel,17,51.9,107,206,+0.65
141,142,142,Camilo Villegas,25,52.0,194,373,+2.06
142,T143,T143,Louis Oosthuizen,19,52.2,128,245,+0.94
143,T143,T143,Chez Reavie,26,52.2,151,289,+2.58
144,T145,T145,Bud Cauley,28,52.3,248,474,+1.45
145,T145,T145,Y.E. Yang,20,52.3,137,262,+1.75
146,T147,T147,Tommy Biershenk,27,52.4,165,315,+1.33
147,T147,T147,Sergio Garcia,16,52.4,121,231,+0.83
148,T147,T147,D.A. Points,29,52.4,196,374,+1.58
149,T150,T150,Jason Bohn,28,52.5,159,303,+1.57
150,T150,T150,Dustin Johnson,19,52.5,159,303,+0.69
151,152,152,Brendon de Jonge,31,52.6,262,498,+0.99
152,153,153,Nick O'Hern,26,52.7,176,334,+2.67
153,T154,T154,Robert Allenby,27,53.0,195,368,+2.21
154,T154,T154,John Daly,15,53.0,115,217,+3.30
155,156,156,Brendon Todd,29,53.1,188,354,+1.70
156,157,157,Graeme McDowell,16,53.4,79,148,+1.65
157,T158,T158,Vaughn Taylor,26,53.5,177,331,+2.15
158,T158,T158,D.J. Trahan,27,53.5,168,314,+2.20
159,160,160,Ben Crane,23,53.9,158,293,+1.08
160,161,161,Dicky Pride,19,54.0,135,250,+2.22
161,T162,T162,Will Claxton,28,54.4,215,395,+0.93
162,T162,T162,Justin Leonard,26,54.4,197,362,+2.39
163,T164,T164,Troy Kelly,23,54.5,174,319,+1.72
164,T164,T164,Webb Simpson,22,54.5,186,341,+0.59
165,166,166,Kyle Reifers,27,54.6,209,383,+0.81
166,167,167,Garth Mulroy,20,54.8,132,241,+0.83
167,168,168,Tiger Woods,19,54.9,134,244,-0.45
168,T169,T169,Michael Bradley,23,55.2,192,348,+1.51
169,T169,T169,Bo Van Pelt,24,55.2,175,317,+0.80
170,T171,T171,Geoff Ogilvy,20,55.4,158,285,+1.90
171,T171,T171,Johnson Wagner,27,55.4,215,388,+0.79
172,173,173,Steve Wheatcroft,22,55.5,117,211,+1.79
173,T174,T174,Martin Flores,30,55.7,279,501,+1.54
174,T174,T174,Spencer Levin,26,55.7,220,395,+1.95
175,176,176,Jonathan Byrd,21,55.8,179,321,+1.40
176,177,177,Tom Gillis,23,56.0,177,316,+2.03
177,178,178,Lee Westwood,15,56.1,115,205,+1.39
178,179,179,Ryuji Imada,28,56.5,230,407,+1.52
179,180,180,Harrison Frazar,20,56.8,163,287,+1.60
180,181,181,Steve Stricker,19,57.3,150,262,+0.80
181,182,182,Ben Curtis,19,57.8,119,206,+1.76
182,183,183,Carl Pettersson,26,58.0,266,459,+1.58
183,T184,T184,J.J. Henry,28,58.3,210,360,+2.43
184,T184,T184,Gary Woodland,22,58.3,179,307,+1.23
185,186,186,Edward Loar,23,58.8,147,250,+2.45
186,187,187,Phil Mickelson,22,58.9,208,353,+0.48
187,188,188,Kevin Stadler,25,59.1,189,320,+2.28
188,189,189,Gavin Coles,23,60.6,166,274,+2.23
189,190,190,Marco Dawson,22,60.7,164,270,+2.50
190,191,191,Billy Hurley III,27,63.8,194,304,+2.32
