,Driving_Distance_RANK THIS WEEK,Driving_Distance_RANK LAST WEEK,Driving_Distance_PLAYER NAME,Driving_Distance_ROUNDS,Driving_Distance_AVG.,Driving_Distance_TOTAL DISTANCE,Driving_Distance_TOTAL DRIVES
93,94,94,J.J. Killeen,101,289.9,53920,186
94,95,95,Sangmoon Bae,81,289.8,44332,153
95,T96,T96,Jonathan Byrd,69,289.5,39371,136
96,T96,T96,Miguel Angel Carballo,73,289.5,37634,130
97,T96,T96,Henrik Stenson,51,289.5,27213,94
98,T99,T99,Tim Herron,88,289.4,50934,176
99,T99,T99,Marc Leishman,84,289.4,48620,168
100,101,101,Daniel Summerhays,81,289.3,44558,154
101,102,102,Derek Lamely,64,289.1,35852,124
102,103,103,Tom Gillis,75,289.0,43355,150
103,104,104,Roland Thatcher,55,288.9,28312,98
104,T105,T105,Stewart Cink,71,288.8,38127,132
105,T105,T105,Brendon de Jonge,115,288.8,63831,221
106,T105,T105,George McNeill,85,288.8,46206,160
107,T105,T105,Rod Pampling,88,288.8,46210,160
108,T105,T105,Brendan Steele,77,288.8,42162,146
109,110,110,Brandt Snedeker,81,288.7,45035,156
110,111,111,Webb Simpson,77,288.6,43872,152
111,112,112,Blake Adams,107,288.4,59410,206
112,113,113,John Huh,99,288.3,57075,198
113,114,114,Matt Bettencourt,80,288.2,41495,144
114,115,115,J.J. Henry,93,288.1,48972,170
115,116,116,Kevin Kisner,69,287.9,35127,122
116,T117,T117,Hunter Haas,69,287.6,36236,126
117,T117,T117,Ryan Moore,89,287.6,50911,177
118,T119,T119,Freddie Jacobson,61,287.4,34493,120
119,T119,T119,Rory Sabbatini,84,287.4,48002,167
120,121,121,Steve Wheatcroft,56,286.9,28687,100
121,T122,T122,Ben Crane,73,286.8,41300,144
122,T122,T122,Billy Mayfair,90,286.8,49326,172
123,T124,T124,Robert Allenby,76,286.7,43294,151
124,T124,T124,David Hearn,95,286.7,54465,190
125,126,126,Chris Stroud,86,286.6,49013,171
126,127,127,Jonas Blixt,72,286.3,40083,140
127,128,128,Matt Kuchar,86,286.2,46936,164
128,129,129,Vaughn Taylor,81,286.0,42904,150
129,T130,T130,Marco Dawson,60,285.9,30874,108
130,T130,T130,Dicky Pride,62,285.9,30880,108
131,132,132,Russell Knox,72,285.8,37729,132
132,133,133,Sung Kang,75,285.7,40576,142
133,T134,T134,Richard Lee,71,285.6,37124,130
134,T134,T134,Charlie Wi,86,285.6,48841,171
135,T136,T136,Matt Every,80,285.5,43400,152
136,T136,T136,Graeme McDowell,55,285.5,30552,107
137,T138,T138,Tommy Biershenk,74,285.4,38819,136
138,T138,T138,William McGirt,96,285.4,52226,183
139,T138,T138,Steve Stricker,73,285.4,39391,138
140,141,141,Jeff Maggert,83,285.3,47360,166
141,T142,T142,Cameron Beckman,81,285.2,43914,154
142,T142,T142,Bob Estes,78,285.2,44487,156
143,144,144,Arjun Atwal,79,285.1,41623,146
144,145,145,Ian Poulter,57,285.0,31345,110
145,146,146,Y.E. Yang,64,284.9,35331,124
146,147,147,Alexandre Rocha,62,284.6,31878,112
147,T148,T148,Kris Blanks,65,284.5,36420,128
148,T148,T148,Michael Bradley,63,284.5,33571,118
149,T148,T148,"Ted Potter, Jr.",77,284.5,41544,146
150,151,151,Kyle Thompson,51,284.2,26714,94
151,T152,T152,D.A. Points,88,284.0,49704,175
152,T152,T152,Johnson Wagner,88,284.0,49700,175
153,154,154,Nathan Green,73,283.8,36898,130
154,T155,T155,Stephen Ames,54,283.7,29501,104
155,T155,T155,Spencer Levin,81,283.7,44821,158
156,157,157,Brendon Todd,78,283.6,39703,140
157,158,158,Michael Thompson,80,283.4,45349,160
158,159,159,Stuart Appleby,75,283.3,40225,142
159,160,160,Ken Duke,104,282.6,56240,199
160,161,161,Chez Reavie,83,282.5,46620,165
161,162,162,K.J. Choi,71,282.3,39527,140
162,163,163,Greg Chalmers,88,282.0,48787,173
163,164,164,Gary Christian,91,281.9,47923,170
164,165,165,Kevin Na,80,281.5,44484,158
165,T166,T166,Scott Dunlap,57,281.4,28698,102
166,T166,T166,John Mallinger,74,281.4,39395,140
167,168,168,Zach Johnson,95,281.1,52845,188
168,169,169,Rocco Mediate,70,280.7,35927,128
169,170,170,Luke Donald,63,280.1,34729,124
170,171,171,Jim Furyk,85,280.0,46477,166
171,172,172,Justin Leonard,79,279.4,41903,150
172,173,173,Patrick Sheehan,58,279.3,29042,104
173,174,174,Jason Bohn,81,279.2,41877,150
174,175,175,Heath Slocum,93,278.9,47412,170
175,176,176,David Mathis,83,278.1,42833,154
176,177,177,Brian Gay,91,277.7,48328,174
177,178,178,Bryce Molder,83,277.5,43838,158
178,179,179,Brian Davis,91,277.1,47940,173
179,180,180,Tim Clark,60,276.7,32645,118
180,181,181,Ryuji Imada,78,276.4,42006,152
181,182,182,Jerry Kelly,84,276.1,44174,160
182,183,183,Mark Wilson,84,276.0,43062,156
183,184,184,David Toms,60,275.5,31956,116
184,185,185,Billy Hurley III,70,275.3,36338,132
185,186,186,Ben Curtis,62,274.8,31880,116
186,187,187,Tom Pernice Jr.,62,273.9,31769,116
187,188,188,Chris DiMarco,83,273.0,43133,158
188,189,189,Colt Knost,79,272.5,41968,154
189,190,190,Gavin Coles,72,271.2,35793,132
190,191,191,Nick O'Hern,78,268.9,39800,148
