,Missed_Fairway_Percent_-_Other_RANK THIS WEEK,Missed_Fairway_Percent_-_Other_RANK LAST WEEK,Missed_Fairway_Percent_-_Other_PLAYER NAME,Missed_Fairway_Percent_-_Other_ROUNDS,Missed_Fairway_Percent_-_Other_%,Missed_Fairway_Percent_-_Other_TOTAL MISSED,Missed_Fairway_Percent_-_Other_TOTAL FWYS,Missed_Fairway_Percent_-_Other_RELATIVE TO PAR
91,92,92,Trevor Immelman,76,2.9,23,793,+0.61
92,93,93,Bill Lunde,83,2.91,27,927,+0.41
93,94,94,Vijay Singh,99,2.93,33,1125,+0.55
94,95,95,Chez Reavie,83,2.94,27,918,+0.52
95,T96,T96,Bobby Gates,87,2.97,31,1043,+0.32
96,T96,T96,Josh Teater,97,2.97,34,1146,+0.59
97,98,98,Kyle Stanley,86,2.98,29,973,+0.21
98,T99,T99,Luke Donald,63,3.02,20,663,+0.25
99,T99,T99,Charles Howell III,98,3.02,32,1058,+0.50
100,101,101,Dustin Johnson,70,3.03,22,725,+0.59
101,T102,T102,Erik Compton,81,3.04,27,887,+0.48
102,T102,T102,Brian Harman,101,3.04,37,1219,+0.76
103,104,104,Matt Every,80,3.06,27,883,+0.78
104,105,105,Sergio Garcia,57,3.12,19,609,+0.84
105,T106,T106,Scott Brown,65,3.13,22,704,+0.77
106,T106,T106,Kevin Kisner,69,3.13,23,735,+0.78
107,T108,T108,Harris English,98,3.15,38,1207,+0.71
108,T108,T108,Nathan Green,73,3.15,25,793,+0.88
109,T108,T108,John Rollins,81,3.15,31,984,+0.58
110,111,111,Marc Leishman,84,3.16,33,1045,+0.42
111,112,112,Camilo Villegas,79,3.17,32,1008,+0.81
112,113,113,Kevin Streelman,89,3.19,34,1066,+0.85
113,T114,T114,J.J. Killeen,101,3.2,37,1157,+0.41
114,T114,T114,Scott Stallings,78,3.2,30,937,+0.60
115,116,116,Tim Herron,88,3.21,34,1058,+0.82
116,117,117,Scott Piercy,95,3.23,38,1178,+0.53
117,T118,T118,Patrick Sheehan,58,3.25,20,615,+1.25
118,T118,T118,Michael Thompson,80,3.25,29,893,+0.62
119,120,120,Billy Mayfair,90,3.26,35,1075,+0.63
120,T121,T121,Blake Adams,107,3.27,40,1222,+0.75
121,T121,T121,D.J. Trahan,73,3.27,28,855,+0.64
122,T123,T123,Chad Campbell,84,3.28,33,1007,+0.55
123,T123,T123,Mathew Goggin,65,3.28,25,763,+0.68
124,125,125,Seung-Yul Noh,105,3.32,39,1174,+0.56
125,126,126,Nick Watney,97,3.33,35,1052,+0.77
126,127,127,Bud Cauley,99,3.35,42,1252,+0.79
127,T128,T128,Graham DeLaet,79,3.36,33,983,+0.45
128,T128,T128,Danny Lee,74,3.36,27,804,+0.63
129,130,130,Jason Bohn,81,3.39,31,914,+0.84
130,131,131,Ian Poulter,57,3.4,18,529,+0.56
131,T132,T132,Robert Allenby,76,3.41,31,909,+0.68
132,T132,T132,Kevin Chappell,91,3.41,34,998,+0.50
133,T134,T134,Nick O'Hern,78,3.42,32,935,+0.78
134,T134,T134,Geoff Ogilvy,73,3.42,26,760,+0.69
135,136,136,Stuart Appleby,75,3.43,31,904,+0.71
136,137,137,Jonathan Byrd,69,3.48,27,775,+0.59
137,T138,T138,Miguel Angel Carballo,73,3.54,28,791,+0.64
138,T138,T138,Phil Mickelson,79,3.54,29,820,+0.41
139,140,140,Chris Stroud,86,3.55,37,1041,+0.73
140,141,141,George McNeill,85,3.58,35,979,+0.46
141,142,142,Brendon Todd,78,3.59,31,864,+0.84
142,143,143,Arjun Atwal,79,3.61,33,914,+0.91
143,T144,T144,Aaron Baddeley,73,3.69,28,759,+0.32
144,T144,T144,Rory Sabbatini,84,3.69,37,1003,+0.97
145,T146,T146,Troy Matteson,100,3.71,42,1133,+0.64
146,T146,T146,Webb Simpson,77,3.71,34,917,+0.47
147,148,148,Vaughn Taylor,81,3.73,33,885,+0.82
148,149,149,Jimmy Walker,101,3.76,47,1249,+0.60
149,150,150,Brendan Steele,77,3.79,34,898,+0.91
150,151,151,Justin Leonard,79,3.81,36,944,+0.64
151,T152,T152,Ricky Barnes,92,3.87,44,1138,+0.86
152,T152,T152,Troy Kelly,68,3.87,27,697,+0.48
153,T152,T152,Edward Loar,59,3.87,23,595,+0.87
154,T152,T152,Ryan Palmer,81,3.87,38,983,+0.53
155,T156,T156,Cameron Beckman,81,3.88,37,954,+0.92
156,T156,T156,Martin Flores,95,3.88,44,1133,+0.86
157,T156,T156,Sean O'Hair,84,3.88,41,1056,+0.56
158,159,159,Chris Couch,61,3.89,29,745,+0.76
159,160,160,Charley Hoffman,88,3.9,41,1052,+0.49
160,161,161,Carl Pettersson,92,3.96,44,1110,+0.64
161,162,162,Gary Woodland,70,4.0,29,725,+1.00
162,T163,T163,Robert Garrigus,89,4.01,41,1022,+0.22
163,T163,T163,Ryuji Imada,78,4.01,38,948,+0.71
164,T165,T165,Garth Mulroy,59,4.09,26,636,+0.69
165,T165,T165,Kevin Na,80,4.09,37,904,+0.32
166,167,167,Andres Romero,68,4.18,31,741,+0.87
167,168,168,Billy Hurley III,70,4.19,33,787,+0.85
168,T169,T169,Jason Day,57,4.2,27,643,+0.74
169,T169,T169,James Driscoll,83,4.2,40,952,+0.60
170,171,171,John Daly,50,4.23,22,520,+0.95
171,172,172,Sung Kang,75,4.24,36,850,+0.92
172,173,173,Roland Thatcher,55,4.28,26,608,+0.88
173,174,174,Tom Pernice Jr.,62,4.34,31,715,+0.90
174,175,175,Robert Karlsson,54,4.4,25,568,+0.56
175,T176,T176,Daniel Chopra,55,4.51,26,577,+0.58
176,T176,T176,Harrison Frazar,56,4.51,30,665,+0.50
177,178,178,Matt Bettencourt,80,4.61,38,825,+0.74
178,179,179,Marco Dawson,60,4.9,31,633,+0.97
179,180,180,Stewart Cink,71,5.01,37,738,+0.73
180,181,181,Mark Anderson,75,5.04,42,833,+0.60
181,182,182,Tommy Gainey,98,5.06,63,1246,+0.75
182,183,183,Jason Kokrak,79,5.08,48,945,+0.65
183,184,184,Tommy Biershenk,74,5.26,42,799,+0.67
184,185,185,J.B. Holmes,90,5.27,56,1062,+0.55
185,186,186,Matt Jones,53,5.29,32,605,+0.69
186,187,187,Jhonattan Vegas,77,5.36,51,951,+0.88
187,188,188,Michael Bradley,63,5.46,41,751,+0.93
188,189,189,Ángel Cabrera,54,5.68,29,511,+0.41
189,190,190,Derek Lamely,64,5.75,44,765,+0.73
190,191,191,Stephen Gangluff,57,7.34,43,586,+0.81
