,Distance_to_Apex_RANK THIS WEEK,Distance_to_Apex_RANK LAST WEEK,Distance_to_Apex_PLAYER NAME,Distance_to_Apex_ROUNDS,Distance_to_Apex_AVG.,Distance_to_Apex_TOTAL APEX RANGE,Distance_to_Apex_TOTAL ATTEMPTS,Distance_to_Apex_LONGEST DIST. TO APEX,Distance_to_Apex_SHORTEST DIST. TO APEX
55,T56,T56,Harrison Frazar,56,190.3,7610.2,40,202.5,166.1
56,T56,T56,George McNeill,85,190.3,11039.2,58,204.0,147.1
57,T56,T56,Geoff Ogilvy,73,190.3,9514.0,50,199.4,176.3
58,59,59,Daniel Chopra,55,190.2,6846.2,36,208.6,146.2
59,T60,T60,Troy Matteson,100,189.5,12886.0,68,204.8,165.9
60,T60,T60,Cameron Tringale,88,189.5,13076.8,69,202.0,170.7
61,62,62,Sean O'Hair,84,189.2,12296.7,65,205.5,170.0
62,63,63,Stephen Gangluff,57,189.0,6616.5,35,199.6,169.2
63,64,64,Padraig Harrington,67,188.9,7178.8,38,199.7,175.8
64,65,65,Brendon de Jonge,115,188.7,17175.0,91,202.1,85.5
65,66,66,Matt Jones,53,188.5,6597.4,35,199.7,167.5
66,67,67,Boo Weekley,74,188.1,9967.3,53,199.7,151.3
67,68,68,Marc Leishman,84,188.0,11282.3,60,202.6,155.5
68,69,69,Ricky Barnes,92,187.8,12769.2,68,204.6,157.0
69,70,70,Webb Simpson,77,187.5,10684.8,57,199.0,172.2
70,T71,T71,Trevor Immelman,76,186.9,9529.5,51,207.6,84.9
71,T71,T71,Ryo Ishikawa,54,186.9,5605.5,30,205.0,177.0
72,T71,T71,Chris Kirk,93,186.9,14768.5,79,200.3,159.1
73,T71,T71,Bo Van Pelt,84,186.9,11400.2,61,208.9,165.8
74,75,75,Kevin Stadler,85,186.6,10078.7,54,200.3,164.1
75,76,76,Stewart Cink,71,186.5,7272.8,39,198.7,158.3
76,T77,T77,Roberto Castro,92,186.2,12659.9,68,197.0,164.9
77,T77,T77,Brandt Jobe,57,186.2,6701.4,36,202.4,164.4
78,79,79,Sangmoon Bae,81,186.0,10227.8,55,200.7,153.8
79,80,80,Pat Perez,81,185.9,10227.0,55,203.7,170.6
80,T81,T81,Tommy Gainey,98,185.8,14865.9,80,199.1,162.5
81,T81,T81,Nathan Green,73,185.8,7433.0,40,208.3,135.0
82,T81,T81,Tim Herron,88,185.8,12446.2,67,202.9,161.4
83,84,84,Ernie Els,80,185.6,11318.8,61,199.1,167.8
84,85,85,Danny Lee,74,185.5,9274.4,50,199.6,165.3
85,T86,T86,John Merrick,83,185.3,11489.9,62,198.1,156.1
86,T86,T86,Kevin Na,80,185.3,10745.7,58,208.9,162.3
87,88,88,Daniel Summerhays,81,184.9,11096.6,60,201.3,153.0
88,89,89,Steve Stricker,73,184.8,8314.1,45,192.9,167.6
89,T90,T90,Matt Bettencourt,80,184.6,7753.5,42,199.6,164.5
90,T90,T90,Mathew Goggin,65,184.6,9601.7,52,196.6,162.3
91,T90,T90,Hunter Mahan,88,184.6,10890.0,59,196.3,166.4
92,93,93,Matt Every,80,184.5,9961.6,54,194.7,159.6
93,94,94,Chad Campbell,84,184.4,13093.0,71,200.4,159.0
94,95,95,J.J. Henry,93,184.2,9026.9,49,203.1,156.7
95,96,96,Michael Bradley,63,184.1,5889.6,32,195.3,169.9
96,97,97,Y.E. Yang,64,184.0,7360.9,40,199.3,166.7
97,98,98,Vijay Singh,99,183.6,12670.4,69,200.0,159.1
98,99,99,Miguel Angel Carballo,73,183.4,8251.9,45,199.0,155.1
99,100,100,Billy Horschel,63,183.3,8248.6,45,210.6,160.9
100,101,101,Brendan Steele,77,183.2,10807.5,59,197.0,169.3
101,T102,T102,Troy Kelly,68,183.1,7873.3,43,197.6,140.6
102,T102,T102,Carl Pettersson,92,183.1,13552.0,74,196.7,153.5
103,T102,T102,Michael Thompson,80,183.1,11167.9,61,192.6,172.8
104,105,105,Kyle Reifers,86,182.8,11697.1,64,195.5,159.1
105,106,106,Justin Rose,69,182.7,8954.6,49,197.1,169.7
106,T107,T107,Tom Gillis,75,182.6,11504.1,63,196.9,165.1
107,T107,T107,William McGirt,96,182.6,13876.4,76,201.1,153.3
108,T107,T107,Ian Poulter,57,182.6,7119.8,39,190.5,172.8
109,110,110,John Rollins,81,182.5,12410.5,68,196.3,166.6
110,T111,T111,Jason Dufner,83,182.4,11123.7,61,196.1,158.7
111,T111,T111,Roland Thatcher,55,182.4,6385.5,35,202.9,160.6
112,113,113,Jeff Overton,101,182.2,15847.5,87,194.4,143.4
113,114,114,Stuart Appleby,75,182.1,10923.7,60,200.4,149.5
114,115,115,Bill Lunde,83,181.8,11451.7,63,192.5,155.5
115,116,116,Freddie Jacobson,61,181.7,7087.8,39,193.2,160.4
116,117,117,Brandt Snedeker,81,181.6,11080.0,61,190.9,168.3
117,118,118,Brendon Todd,78,181.5,9800.5,54,194.7,162.7
118,T119,T119,Marco Dawson,60,181.2,7066.1,39,197.2,163.6
119,T119,T119,Rod Pampling,88,181.2,11598.0,64,197.2,146.2
120,121,121,Steve Wheatcroft,56,181.0,6335.0,35,191.5,129.9
121,122,122,Billy Mayfair,90,180.8,12472.3,69,195.3,167.2
122,123,123,Bud Cauley,99,180.7,15722.9,87,194.9,154.9
123,124,124,Chez Reavie,83,180.6,10472.0,58,189.8,167.3
124,125,125,Bob Estes,78,180.4,9740.6,54,193.2,161.0
125,126,126,Charlie Wi,86,180.2,10812.6,60,201.1,159.8
126,127,127,Robert Allenby,76,180.1,10446.6,58,190.2,152.8
127,128,128,Blake Adams,107,180.0,10982.7,61,198.9,153.3
128,129,129,Rory Sabbatini,84,179.9,12232.6,68,197.4,152.7
129,T130,T130,Richard Lee,71,179.6,8080.1,45,192.3,144.5
130,T130,T130,Ryan Moore,89,179.6,14190.7,79,194.3,147.7
131,132,132,Ryuji Imada,78,179.5,9871.4,55,191.3,164.6
132,T133,T133,Will Claxton,99,179.3,14343.4,80,195.9,145.1
133,T133,T133,Ben Crane,73,179.3,11294.6,63,189.7,147.7
134,135,135,Kris Blanks,65,179.2,8961.1,50,192.8,156.0
135,136,136,D.J. Trahan,73,179.1,8775.7,49,195.9,153.4
136,137,137,Chris Stroud,86,179.0,11632.1,65,190.3,162.2
137,138,138,Kevin Kisner,69,178.6,8750.7,49,188.5,152.7
138,T139,T139,Dicky Pride,62,178.5,8745.0,49,193.7,162.2
139,T139,T139,Camilo Villegas,79,178.5,11782.9,66,197.1,51.7
140,141,141,Johnson Wagner,88,178.4,12843.4,72,190.9,124.6
141,T142,T142,Spencer Levin,81,178.2,10511.3,59,200.1,155.7
142,T142,T142,Bryce Molder,83,178.2,12117.8,68,191.1,161.3
143,144,144,Graeme McDowell,55,178.1,7300.3,41,191.0,161.6
144,145,145,Sung Kang,75,178.0,8720.5,49,188.8,149.5
145,T146,T146,Jonas Blixt,72,177.9,10671.0,60,196.5,156.6
146,T146,T146,Scott Brown,65,177.9,7650.3,43,192.1,149.9
147,148,148,Jason Bohn,81,177.8,10492.6,59,190.2,165.1
148,149,149,Ken Duke,104,177.6,14739.1,83,193.9,158.3
149,T150,T150,Luke Donald,63,177.5,8698.3,49,192.3,160.8
150,T150,T150,Jim Furyk,85,177.5,11007.8,62,188.9,153.6
151,T150,T150,Hunter Haas,69,177.5,7275.7,41,195.6,149.3
152,T153,T153,Arjun Atwal,79,177.3,10284.3,58,188.5,159.3
153,T153,T153,David Hearn,95,177.3,13478.1,76,192.9,160.8
154,155,155,Brian Harman,101,177.2,15594.0,88,195.1,151.6
155,T156,T156,Tommy Biershenk,74,176.7,9012.6,51,188.3,155.9
156,T156,T156,Ben Curtis,62,176.7,9187.9,52,188.3,150.8
157,T156,T156,Alexandre Rocha,62,176.7,8128.4,46,197.5,118.3
158,159,159,Scott Dunlap,57,176.6,7415.2,42,189.6,164.2
159,160,160,"Ted Potter, Jr.",77,175.8,10198.8,58,190.7,125.1
160,161,161,John Huh,99,175.7,14059.2,80,191.3,129.1
161,162,162,Greg Chalmers,88,175.3,12973.4,74,187.4,151.2
162,T163,T163,Cameron Beckman,81,174.8,11010.0,63,211.5,143.6
163,T163,T163,D.A. Points,88,174.8,12412.4,71,190.7,148.6
164,165,165,Vaughn Taylor,81,174.7,9608.8,55,189.6,156.8
165,T166,T166,Matt Kuchar,86,174.5,11514.6,66,184.8,159.3
166,T166,T166,Rocco Mediate,70,174.5,9423.7,54,188.0,151.9
167,T166,T166,Mark Wilson,84,174.5,10993.0,63,181.8,159.4
168,169,169,Russell Knox,72,173.3,8666.7,50,193.5,132.2
169,T170,T170,Gary Christian,91,172.7,10017.6,58,190.4,149.7
170,T170,T170,Tom Pernice Jr.,62,172.7,8116.0,47,183.7,158.5
171,172,172,Kyle Thompson,51,172.3,5513.5,32,188.6,152.5
172,173,173,Patrick Sheehan,58,172.2,6545.1,38,184.2,142.7
173,174,174,K.J. Choi,71,171.9,8941.0,52,200.6,122.7
174,175,175,Stephen Ames,54,171.5,5316.0,31,186.0,150.4
175,176,176,Heath Slocum,93,171.1,11806.5,69,186.0,154.4
176,177,177,Colt Knost,79,171.0,10770.0,63,185.7,151.2
177,178,178,David Mathis,83,170.7,10414.9,61,187.1,142.7
178,179,179,John Mallinger,74,170.6,9896.8,58,183.1,153.8
179,180,180,Billy Hurley III,70,170.3,8513.7,50,182.4,146.2
180,181,181,Zach Johnson,95,170.2,12423.5,73,183.9,152.7
181,182,182,Brian Davis,91,169.7,13068.5,77,184.6,156.9
182,183,183,Jeff Maggert,83,168.5,12300.6,73,181.5,153.7
183,184,184,Chris DiMarco,83,168.3,10603.5,63,179.9,145.3
184,185,185,Justin Leonard,79,168.0,9408.8,56,179.5,141.1
185,186,186,Jerry Kelly,84,166.7,12168.6,73,185.5,149.0
186,187,187,Brian Gay,91,165.4,11910.3,72,178.3,148.8
187,T188,T188,Tim Clark,60,161.9,8578.1,53,171.7,141.1
188,T188,T188,David Toms,60,161.9,6476.1,40,170.6,150.7
189,190,190,Gavin Coles,72,160.7,7876.1,49,177.7,114.8
190,191,191,Nick O'Hern,78,160.3,9776.7,61,182.9,125.9
