,Putts_Per_Round_RANK THIS WEEK,Putts_Per_Round_RANK LAST WEEK,Putts_Per_Round_PLAYER NAME,Putts_Per_Round_ROUNDS,Putts_Per_Round_AVG,Putts_Per_Round_TOTAL PUTTS,Putts_Per_Round_TOTAL ROUNDS,Putts_Per_Round_LOW TOTAL PUTTS
89,T90,T90,Tom Byrum,77,28.95,2229,77,23
90,T90,T90,Scott McCarron,106,28.95,2721,94,23
91,T92,T92,Steve Allan,93,28.96,2635,91,22
92,T92,T92,Dudley Hart,88,28.96,2375,82,23
93,T92,T92,Phil Tataurangi,88,28.96,2433,84,20
94,T95,T95,Peter Jacobsen,67,28.97,1941,67,24
95,T95,T95,Jay Williamson,91,28.97,2636,91,22
96,T97,T97,Mark Brooks,97,28.99,2696,93,24
97,T97,T97,Tripp Isenhour,68,28.99,1971,68,22
98,T99,T99,Edward Fryatt,94,29.0,2668,92,22
99,T99,T99,Mike Hulbert,55,29.0,1537,53,23
100,101,101,Dan Forsman,83,29.02,2351,81,24
101,T102,T102,Per-Ulrik Johansson,87,29.03,2526,87,22
102,T102,T102,Franklin Langham,72,29.03,2003,69,23
103,T102,T102,Jeff Sluman,118,29.03,3396,117,21
104,T102,T102,Bob Tway,103,29.03,2758,95,24
105,T106,T106,Ian Leggatt,97,29.04,2701,93,21
106,T106,T106,Vijay Singh,102,29.04,2730,94,24
107,T108,T108,Cameron Beckman,87,29.05,2469,85,23
108,T108,T108,Kent Jones,105,29.05,2992,103,22
109,110,110,John Cook,85,29.06,2325,80,23
110,T111,T111,Rich Beem,99,29.07,2762,95,23
111,T111,T111,Stewart Cink,92,29.07,2442,84,24
112,T111,T111,Steve Flesch,110,29.07,3052,105,23
113,T111,T111,Fred Funk,106,29.07,3081,106,24
114,T111,T111,Frank Nobilo,94,29.07,2733,94,24
115,T111,T111,Jerry Smith,91,29.07,2529,87,23
116,T117,T117,Michael Allen,76,29.08,2152,74,23
117,T117,T117,Brian Henninger,66,29.08,1919,66,22
118,119,119,David Peoples,105,29.09,3054,105,21
119,T120,T120,Steve Lowery,98,29.1,2677,92,24
120,T120,T120,Dennis Paulson,89,29.1,2532,87,23
121,122,122,Hidemichi Tanaka,104,29.12,2970,102,23
122,T123,T123,Jess Daley,76,29.13,2214,76,24
123,T123,T123,Carl Paulson,84,29.13,2389,82,22
124,T123,T123,Craig Stadler,72,29.13,1981,68,23
125,T123,T123,Grant Waite,98,29.13,2796,96,21
126,T127,T127,Craig Barlow,62,29.14,1690,58,22
127,T127,T127,J.L. Lewis,98,29.14,2856,98,24
128,T127,T127,Michael Muehr,73,29.14,2069,71,24
129,T130,T130,Briny Baird,110,29.15,3148,108,24
130,T130,T130,Rocco Mediate,79,29.15,2070,71,25
131,T132,T132,Paul Claxton,83,29.17,2421,83,22
132,T132,T132,John Riegger,88,29.17,2450,84,24
133,T134,T134,Lee Janzen,101,29.18,2685,92,24
134,T134,T134,Tom Scherrer,98,29.18,2772,95,24
135,136,136,Jeff Maggert,83,29.19,2306,79,23
136,T137,T137,Mathew Goggin,64,29.2,1869,64,25
137,T137,T137,Donnie Hammond,60,29.2,1752,60,22
138,139,139,Heath Slocum,96,29.21,2687,92,24
139,140,140,Michael Clark II,97,29.23,2777,95,23
140,141,141,Craig Parry,69,29.24,1959,67,24
141,T142,T142,Glen Hnatiuk,95,29.26,2721,93,23
142,T142,T142,Frank Lickliter II,94,29.26,2546,87,21
143,T142,T142,Bob May,91,29.26,2604,89,22
144,T142,T142,Tim Petrovic,92,29.26,2546,87,23
145,146,146,Brent Geiberger,95,29.27,2693,92,25
146,147,147,Pete Jordan,78,29.29,2285,78,24
147,T148,T148,Russ Cochran,68,29.31,1964,67,23
148,T148,T148,Carlos Franco,107,29.31,3078,105,23
149,150,150,Garrett Willis,80,29.32,2287,78,22
150,T151,T151,Luke Donald,106,29.33,2992,102,22
151,T151,T151,Richard Zokol,53,29.33,1496,51,24
152,T153,T153,Charles Howell III,118,29.34,3286,112,22
153,T153,T153,Jesper Parnevik,85,29.34,2347,80,23
154,155,155,Notah Begay III,76,29.35,2172,74,25
155,T156,T156,Jeff Brehaut,87,29.36,2554,87,24
156,T156,T156,Steve Jones,71,29.36,1879,64,24
157,158,158,Billy Mayfair,99,29.37,2702,92,24
158,159,159,Chad Campbell,111,29.38,3202,109,21
159,160,160,Kenny Perry,98,29.39,2792,95,23
160,T161,T161,Tommy Armour III,82,29.4,2381,81,23
161,T161,T161,Bob Estes,93,29.4,2440,83,23
162,163,163,Tiger Woods,69,29.41,1882,64,22
163,T164,T164,Brian Bateman,94,29.42,2677,91,24
164,T164,T164,Jim Furyk,88,29.42,2442,83,22
165,T166,T166,Robert Allenby,96,29.44,2738,93,24
166,T166,T166,Jeff Gove,89,29.44,2620,89,24
167,T166,T166,Rory Sabbatini,69,29.44,1884,64,23
168,169,169,Mike Weir,94,29.45,2592,88,23
169,170,170,Joey Sindelar,104,29.46,3005,102,24
170,T171,T171,Bart Bryant,69,29.48,1946,66,24
171,T171,T171,Brandt Jobe,94,29.48,2771,94,23
172,T171,T171,Matt Peterson,80,29.48,2358,80,24
173,174,174,Eduardo Herrera,59,29.51,1741,59,23
174,175,175,David Gossett,95,29.52,2745,93,23
175,176,176,Kevin Sutherland,96,29.57,2602,88,24
176,177,177,Michael Long,71,29.58,2100,71,24
177,178,178,Robin Freeman,79,29.59,2219,75,23
178,T179,T179,Paul Gow,99,29.6,2842,96,24
179,T179,T179,John Senden,96,29.6,2664,90,22
180,181,181,"David Berganio, Jr.",80,29.63,2341,79,24
181,182,182,Shaun Micheel,100,29.66,2877,97,23
182,183,183,Blaine McCallister,75,29.67,2225,75,25
183,184,184,Brett Wetterich,89,29.68,2582,87,23
184,185,185,Spike McRoy,69,29.69,1989,67,25
185,186,186,Steve Pate,64,29.75,1785,60,25
186,T187,T187,Fulton Allem,64,29.76,1875,63,24
187,T187,T187,Dicky Pride,51,29.76,1518,51,23
188,189,189,Bo Van Pelt,78,29.78,2323,78,23
189,190,190,Brenden Pappas,62,29.82,1849,62,24
190,191,191,Gary Nicklaus,66,29.83,1969,66,25
191,192,192,Kenneth Staton,104,29.87,3047,102,25
192,193,193,J.J. Henry,112,29.92,3231,108,25
193,194,194,Hal Sutton,74,29.93,2125,71,25
194,195,195,Joe Durant,87,30.02,2462,82,23
195,196,196,Tom Lehman,78,30.18,2052,68,22
196,197,197,Jason Hill,59,30.22,1783,59,24
197,198,198,Chris Smith,103,30.24,2903,96,21
198,199,199,Boo Weekley,57,30.32,1728,57,24
199,T200,T200,Scott Dunlap,74,30.39,2188,72,25
200,T200,T200,Brad Lardon,59,30.39,1793,59,23
201,202,202,Bradley Hughes,60,30.45,1827,60,26
