,Bonus_Putting_RANK THIS WEEK,Bonus_Putting_RANK LAST WEEK,Bonus_Putting_PLAYER NAME,Bonus_Putting_ROUNDS,Bonus_Putting_VALUE,Bonus_Putting_ATTEMPTS(<= 5'),Bonus_Putting_TOT MADE (>=20'),Bonus_Putting_TOT MADE (<= 5')
74,T74,T74,Justin Leonard,97,101.05,380,15,369
75,T76,T76,Nick Price,69,101.03,292,10,285
76,T76,T76,Bo Van Pelt,78,101.03,388,14,378
77,78,78,Phil Mickelson,97,101.01,396,16,384
78,79,79,Jerry Smith,91,100.99,405,18,391
79,80,80,Paul Goydos,66,100.98,306,7,302
80,81,81,Vijay Singh,102,100.95,422,13,413
81,82,82,Blaine McCallister,75,100.92,327,9,321
82,83,83,Craig Parry,69,100.91,328,12,319
83,84,84,J.L. Lewis,98,100.9,445,19,430
84,T85,T85,Olin Browne,107,100.89,447,21,430
85,T85,T85,Harrison Frazar,88,100.89,338,16,325
86,87,87,Rory Sabbatini,69,100.84,239,11,230
87,88,88,Bob Estes,93,100.81,369,11,361
88,89,89,Heath Slocum,96,100.77,391,13,381
89,90,90,Dicky Pride,51,100.75,266,7,261
90,T91,T91,Rich Beem,99,100.73,411,24,390
91,T91,T91,Steve Lowery,98,100.73,412,21,394
92,T91,T91,Matt Peterson,80,100.73,413,15,401
93,T94,T94,Michael Clark II,97,100.72,419,17,405
94,T94,T94,David Morland IV,58,100.72,276,14,264
95,96,96,Loren Roberts,93,100.7,427,14,416
96,97,97,Joe Durant,87,100.64,312,12,302
97,98,98,Joey Sindelar,104,100.61,488,19,472
98,99,99,Fred Funk,106,100.6,496,21,478
99,100,100,Tripp Isenhour,68,100.58,346,16,332
100,101,101,Tim Petrovic,92,100.51,391,15,378
101,102,102,"David Berganio, Jr.",80,100.5,399,11,390
102,T103,T103,Briny Baird,110,100.43,464,19,447
103,T103,T103,Charles Howell III,118,100.43,470,16,456
104,105,105,Hal Sutton,74,100.36,278,10,269
105,106,106,David Duval,78,100.35,288,8,281
106,107,107,Kaname Yokoo,74,100.34,294,13,282
107,108,108,Jeff Maggert,83,100.33,302,8,295
108,109,109,Matt Kuchar,82,100.32,317,10,308
109,110,110,Matt Gogel,79,100.31,327,11,317
110,111,111,Mike Weir,94,100.3,332,13,320
111,112,112,Tommy Armour III,82,100.29,343,11,333
112,113,113,Steve Flesch,110,100.26,387,17,371
113,T114,T114,Steve Allan,93,100.25,407,18,390
114,T114,T114,Robert Damron,85,100.25,397,12,386
115,T114,T114,John Huston,99,100.25,399,24,376
116,T114,T114,Neal Lancaster,101,100.25,400,16,385
117,T114,T114,Carl Paulson,84,100.25,408,13,396
118,T119,T119,Pat Bates,94,100.24,423,12,412
119,T119,T119,Notah Begay III,76,100.24,416,21,396
120,T121,T121,Jeff Gove,89,100.22,456,19,438
121,T121,T121,Glen Hnatiuk,95,100.22,462,22,441
122,123,123,Len Mattiace,106,100.2,489,18,472
123,124,124,John Rollins,124,100.19,539,16,524
124,T125,T125,Cameron Beckman,87,100.0,332,18,314
125,T125,T125,Jeff Brehaut,87,100.0,420,9,411
126,T125,T125,John Daly,62,100.0,167,6,161
127,T125,T125,Chris DiMarco,111,100.0,410,13,397
128,T125,T125,Luke Donald,106,100.0,459,15,444
129,T125,T125,Robert Gamez,69,100.0,347,13,334
130,T125,T125,J.P. Hayes,78,100.0,302,14,288
131,T125,T125,Bob Heintz,68,100.0,288,10,278
132,T125,T125,José María Olazábal,71,100.0,234,9,225
133,T125,T125,Corey Pavin,78,100.0,296,13,283
134,T125,T125,Lee Porter,91,100.0,392,13,379
135,T125,T125,Mike Sposa,111,100.0,490,18,472
136,T125,T125,Garrett Willis,80,100.0,350,9,341
137,138,138,Carlos Franco,107,99.81,526,18,507
138,139,139,Tom Scherrer,98,99.77,436,23,412
139,T140,T140,Jonathan Byrd,96,99.75,405,12,392
140,T140,T140,Jerry Kelly,99,99.75,399,12,386
141,142,142,Frank Lickliter II,94,99.73,371,13,357
142,143,143,Brian Henninger,66,99.67,303,9,293
143,144,144,Peter Jacobsen,67,99.65,285,15,269
144,145,145,Brad Lardon,59,99.63,270,8,261
145,T146,T146,Donnie Hammond,60,99.61,259,6,252
146,T146,T146,Gary Nicklaus,66,99.61,256,6,249
147,148,148,Tom Lehman,78,99.59,242,5,236
148,149,149,Paul Claxton,83,99.52,413,11,400
149,150,150,Skip Kendall,103,99.51,408,14,392
150,T151,T151,José Coceres,51,99.5,201,7,193
151,T151,T151,Bob May,91,99.5,401,12,387
152,153,153,Peter Lonard,93,99.4,335,12,321
153,T154,T154,Eduardo Herrera,59,99.33,299,9,288
154,T154,T154,Hidemichi Tanaka,104,99.33,447,13,431
155,156,156,Kirk Triplett,84,99.31,289,6,281
156,157,157,Steve Jones,71,99.3,284,12,270
157,158,158,Tom Pernice Jr.,101,99.29,420,18,399
158,T159,T159,Sergio Garcia,79,99.28,277,8,267
159,T159,T159,Ian Leggatt,97,99.28,419,12,404
160,161,161,Jim Carter,98,99.17,362,8,351
161,T162,T162,Tom Byrum,77,99.14,347,11,333
162,T162,T162,Andrew Magee,91,99.14,348,11,334
163,164,164,Pete Jordan,78,99.13,344,7,334
164,165,165,Dennis Paulson,89,99.01,403,19,380
165,T166,T166,Bob Burns,99,98.99,398,12,382
166,T166,T166,Fred Couples,64,98.99,198,5,191
167,T166,T166,Kenneth Staton,104,98.99,495,11,479
168,169,169,John Senden,96,98.97,387,13,370
169,170,170,Edward Fryatt,94,98.93,373,13,356
170,171,171,Duffy Waldorf,90,98.9,365,16,345
171,172,172,Franklin Langham,72,98.87,355,6,345
172,173,173,Brian Bateman,94,98.86,438,16,417
173,174,174,Bob Tway,103,98.83,428,11,412
174,T175,T175,J.J. Henry,112,98.79,495,16,473
175,T175,T175,Jonathan Kaye,83,98.79,414,11,398
176,177,177,Craig Stadler,72,98.74,238,8,227
177,178,178,Russ Cochran,68,98.69,306,6,296
178,179,179,Brian Watts,58,98.68,228,7,218
179,180,180,Bradley Hughes,60,98.63,291,8,279
180,T181,T181,Robin Freeman,79,98.61,361,8,348
181,T181,T181,Brett Wetterich,89,98.61,433,10,417
182,183,183,David Gossett,95,98.58,423,19,398
183,184,184,Boo Weekley,57,98.56,277,7,266
184,185,185,Mark Brooks,97,98.54,411,12,393
185,186,186,Paul Gow,99,98.52,473,16,450
186,187,187,Michael Allen,76,98.46,325,6,314
187,188,188,Paul Stankowski,100,98.27,404,14,383
188,189,189,Frank Nobilo,94,98.18,439,13,418
189,190,190,Dudley Hart,88,98.13,321,13,302
190,191,191,Fulton Allem,64,97.84,278,10,262
191,192,192,Pat Perez,89,97.82,321,9,305
192,T193,T193,Stuart Appleby,97,97.75,400,13,378
193,T193,T193,Glen Day,107,97.75,533,14,507
194,195,195,Steve Stricker,68,97.72,219,4,210
195,196,196,Michael Long,71,97.53,364,10,345
196,197,197,Stewart Cink,92,97.37,342,9,324
197,198,198,Miguel Angel Jiménez,60,97.24,217,3,208
198,199,199,Tim Clark,76,96.81,345,9,325
199,200,200,Mike Hulbert,55,96.59,205,2,196
200,201,201,Jason Hill,59,94.98,279,6,259
201,202,202,Scott Dunlap,74,94.1,356,4,331
