,Total_1_Putts_-_Inside_5_RANK THIS WEEK,Total_1_Putts_-_Inside_5_RANK LAST WEEK,Total_1_Putts_-_Inside_5_PLAYER NAME,Total_1_Putts_-_Inside_5_ROUNDS,Total_1_Putts_-_Inside_5_TOTAL,Total_1_Putts_-_Inside_5_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_Inside_5_PCT OF ALL 1-PUTTS
35,T33,T33,Bob Tway,103,107,193,55.4
36,T37,T37,Greg Chalmers,94,106,211,50.2
37,T37,T37,Brandel Chamblee,85,106,207,51.2
38,T37,T37,Glen Hnatiuk,95,106,224,47.3
39,T37,T37,Carl Paulson,84,106,211,50.2
40,T41,T41,Jonathan Byrd,96,105,229,45.9
41,T41,T41,David Toms,106,105,245,42.9
42,T41,T41,Brett Wetterich,89,105,197,53.3
43,T44,T44,Robert Damron,85,104,216,48.1
44,T44,T44,Paul Gow,99,104,238,43.7
45,T44,T44,Dennis Paulson,89,104,200,52.0
46,T47,T47,Luke Donald,106,103,218,47.2
47,T47,T47,Brett Quigley,93,103,239,43.1
48,T49,T49,Greg Kraft,86,102,205,49.8
49,T49,T49,Geoff Ogilvy,90,102,209,48.8
50,T49,T49,Chris Riley,104,102,243,42.0
51,T49,T49,Heath Slocum,96,102,188,54.3
52,T49,T49,Jerry Smith,91,102,202,50.5
53,T54,T54,Michael Clark II,97,101,217,46.5
54,T54,T54,Rod Pampling,98,101,191,52.9
55,T54,T54,Loren Roberts,93,101,226,44.7
56,T54,T54,Vijay Singh,102,101,216,46.8
57,T58,T58,Fred Funk,106,100,240,41.7
58,T58,T58,David Gossett,95,100,216,46.3
59,T58,T58,Neal Lancaster,101,100,194,51.5
60,T58,T58,Garrett Willis,80,100,188,53.2
61,T62,T62,Rich Beem,99,99,214,46.3
62,T62,T62,David Frost,90,99,225,44.0
63,T62,T62,Steve Lowery,98,99,209,47.4
64,T62,T62,Tom Pernice Jr.,101,99,209,47.4
65,T62,T62,Paul Stankowski,100,99,204,48.5
66,T67,T67,Robert Allenby,96,98,214,45.8
67,T67,T67,Bob Burns,99,98,206,47.6
68,T67,T67,Franklin Langham,72,98,188,52.1
69,T67,T67,John Riegger,88,98,215,45.6
70,T67,T67,Tom Scherrer,98,98,204,48.0
71,T72,T72,Billy Andrade,100,97,229,42.4
72,T72,T72,Dan Forsman,83,97,191,50.8
73,T72,T72,Tim Petrovic,92,97,181,53.6
74,T72,T72,Jay Williamson,91,97,221,43.9
75,T76,T76,Steve Allan,93,96,239,40.2
76,T76,T76,Stuart Appleby,97,96,203,47.3
77,T76,T76,Esteban Toledo,106,96,203,47.3
78,T79,T79,"David Berganio, Jr.",80,95,174,54.6
79,T79,T79,John Senden,96,95,176,54.0
80,T81,T81,Jim Carter,98,94,201,46.8
81,T81,T81,Jerry Kelly,99,94,207,45.4
82,T83,T83,Ben Crane,91,93,209,44.5
83,T83,T83,Jess Daley,76,93,189,49.2
84,T83,T83,Jeff Gove,89,93,206,45.1
85,T83,T83,Deane Pappas,90,93,184,50.5
86,T87,T87,Notah Begay III,76,91,194,46.9
87,T87,T87,Kenny Perry,98,91,219,41.6
88,T87,T87,Chris Smith,103,91,202,45.0
89,T90,T90,Paul Claxton,83,90,187,48.1
90,T90,T90,J.J. Henry,112,90,204,44.1
91,T90,T90,Lee Janzen,101,90,184,48.9
92,T90,T90,Craig Perks,91,90,180,50.0
93,T94,T94,Jeff Brehaut,87,89,206,43.2
94,T94,T94,Steve Elkington,82,89,166,53.6
95,T94,T94,Brent Geiberger,95,89,200,44.5
96,T94,T94,Scott McCarron,106,89,202,44.1
97,T98,T98,Brad Faxon,93,88,188,46.8
98,T98,T98,Robert Gamez,69,88,186,47.3
99,T98,T98,Duffy Waldorf,90,88,212,41.5
100,T101,T101,Michael Allen,76,87,152,57.2
101,T101,T101,Pete Jordan,78,87,174,50.0
102,T101,T101,Bob May,91,87,202,43.1
103,T101,T101,Matt Peterson,80,87,189,46.0
104,T105,T105,Matt Kuchar,82,86,167,51.5
105,T105,T105,Billy Mayfair,99,86,190,45.3
106,T107,T107,Craig Parry,69,85,184,46.2
107,T107,T107,Pat Perez,89,85,191,44.5
108,T107,T107,Phil Tataurangi,88,85,198,42.9
109,T110,T110,Stephen Ames,89,84,182,46.2
110,T110,T110,Cameron Beckman,87,84,181,46.4
111,T110,T110,Bob Estes,93,84,199,42.2
112,T110,T110,Robin Freeman,79,84,171,49.1
113,T110,T110,Jay Haas,83,84,167,50.3
114,T110,T110,Justin Leonard,97,84,193,43.5
115,116,116,Stephen Gangluff,75,83,188,44.1
116,T117,T117,Tom Byrum,77,82,177,46.3
117,T117,T117,Stewart Cink,92,82,187,43.9
118,T117,T117,Bob Heintz,68,82,170,48.2
119,T120,T120,K.J. Choi,93,81,199,40.7
120,T120,T120,Tim Clark,76,81,186,43.5
121,T120,T120,Harrison Frazar,88,81,190,42.6
122,T120,T120,Bryce Molder,65,81,191,42.4
123,T124,T124,Tommy Armour III,82,80,160,50.0
124,T124,T124,John Huston,99,80,195,41.0
125,T124,T124,Tripp Isenhour,68,80,152,52.6
126,T124,T124,Peter Lonard,93,80,185,43.2
127,T124,T124,Andrew Magee,91,80,164,48.8
128,T124,T124,Bo Van Pelt,78,80,178,44.9
129,T130,T130,Steve Flesch,110,79,192,41.1
130,T130,T130,J.P. Hayes,78,79,174,45.4
131,T130,T130,Per-Ulrik Johansson,87,79,173,45.7
132,T130,T130,Tommy Tolles,64,79,166,47.6
133,T130,T130,Kaname Yokoo,74,79,152,52.0
134,T135,T135,Edward Fryatt,94,78,197,39.6
135,T135,T135,Brian Henninger,66,78,153,51.0
136,T137,T137,David Duval,78,77,160,48.1
137,T137,T137,Matt Gogel,79,77,166,46.4
138,T137,T137,Scott Hoch,71,77,155,49.7
139,T137,T137,Shigeki Maruyama,87,77,173,44.5
140,T137,T137,Blaine McCallister,75,77,153,50.3
141,142,142,Brad Elder,76,76,163,46.6
142,T143,T143,Frank Lickliter II,94,75,177,42.4
143,T143,T143,Scott Verplank,93,75,174,43.1
144,T145,T145,Mathew Goggin,64,74,156,47.4
145,T145,T145,Paul Goydos,66,74,153,48.4
146,T145,T145,Dudley Hart,88,74,158,46.8
147,T148,T148,Michael Long,71,72,168,42.9
148,T148,T148,Nick Price,69,72,142,50.7
149,T150,T150,Craig Barlow,62,71,167,42.5
150,T150,T150,Scott Dunlap,74,71,142,50.0
151,T150,T150,Sergio Garcia,79,71,124,57.3
152,153,153,Russ Cochran,68,70,139,50.4
153,T154,T154,Joe Durant,87,68,145,46.9
154,T154,T154,Eduardo Herrera,59,68,133,51.1
155,T154,T154,Rocco Mediate,79,68,150,45.3
156,T154,T154,Steve Stricker,68,68,125,54.4
157,T154,T154,Kirk Triplett,84,68,148,45.9
158,T154,T154,Mike Weir,94,68,162,42.0
159,T160,T160,David Morland IV,58,67,160,41.9
160,T160,T160,Michael Muehr,73,67,139,48.2
161,T160,T160,Corey Pavin,78,67,150,44.7
162,T163,T163,Fulton Allem,64,66,135,48.9
163,T163,T163,Bart Bryant,69,66,149,44.3
164,T163,T163,Joe Ogilvie,50,66,126,52.4
165,T163,T163,Kevin Sutherland,96,66,133,49.6
166,T167,T167,Jeff Maggert,83,65,146,44.5
167,T167,T167,Hal Sutton,74,65,132,49.2
168,169,169,Jim Furyk,88,64,147,43.5
169,T170,T170,Jason Hill,59,63,118,53.4
170,T170,T170,José María Olazábal,71,63,154,40.9
171,T170,T170,Rory Sabbatini,69,63,123,51.2
172,T173,T173,Donnie Hammond,60,62,135,45.9
173,T173,T173,Peter Jacobsen,67,62,138,44.9
174,T173,T173,Brenden Pappas,62,62,136,45.6
175,T176,T176,Mark Calcavecchia,84,60,146,41.1
176,T176,T176,Boo Weekley,57,60,122,49.2
177,T178,T178,Spike McRoy,69,59,127,46.5
178,T178,T178,Scott Simpson,61,59,144,41.0
179,180,180,Ernie Els,68,58,141,41.1
180,T181,T181,José Coceres,51,57,113,50.4
181,T181,T181,Gary Nicklaus,66,57,133,42.9
182,T181,T181,Craig Stadler,72,57,118,48.3
183,T184,T184,Paul Azinger,69,56,124,45.2
184,T184,T184,Retief Goosen,56,56,132,42.4
185,T184,T184,Steve Jones,71,56,125,44.8
186,T187,T187,Bradley Hughes,60,54,103,52.4
187,T187,T187,Brian Watts,58,54,117,46.2
188,189,189,John Cook,85,53,145,36.6
189,T190,T190,Mark O'Meara,68,51,102,50.0
190,T190,T190,Tiger Woods,69,51,114,44.7
191,192,192,Dicky Pride,51,49,121,40.5
192,T193,T193,Mike Hulbert,55,48,96,50.0
193,T193,T193,Brad Lardon,59,48,104,46.2
194,T195,T195,Fred Couples,64,47,98,48.0
195,T195,T195,Bernhard Langer,55,47,98,48.0
196,197,197,Miguel Angel Jiménez,60,46,96,47.9
197,198,198,Jesper Parnevik,85,45,102,44.1
198,199,199,Steve Pate,64,44,114,38.6
199,200,200,John Daly,62,43,88,48.9
200,T201,T201,Tom Lehman,78,42,93,45.2
201,T201,T201,Richard Zokol,53,42,106,39.6
