,GIR_Putting_-__25_RANK THIS WEEK,GIR_Putting_-__25_RANK LAST WEEK,GIR_Putting_-__25_PLAYER NAME,GIR_Putting_-__25_ROUNDS,GIR_Putting_-__25_%,GIR_Putting_-__25_ATTEMPTS,GIR_Putting_-__25_PUTTS MADE
99,100,100,Charles Howell III,118,5.7,158,9
100,T101,T101,Carlos Franco,107,5.68,176,10
101,T101,T101,Mathew Goggin,64,5.68,88,5
102,103,103,John Senden,96,5.66,106,6
103,104,104,Joe Durant,87,5.62,89,5
104,T105,T105,J.L. Lewis,98,5.56,126,7
105,T105,T105,Scott Verplank,93,5.56,90,5
106,107,107,Tom Lehman,78,5.48,73,4
107,108,108,Shigeki Maruyama,87,5.43,92,5
108,109,109,Mark O'Meara,68,5.36,56,3
109,110,110,Steve Jones,71,5.32,94,5
110,111,111,Steve Allan,93,5.3,132,7
111,112,112,Brian Henninger,66,5.26,76,4
112,113,113,Brenden Pappas,62,5.19,77,4
113,114,114,Neal Lancaster,101,5.17,116,6
114,115,115,Kevin Sutherland,96,5.15,97,5
115,116,116,Bradley Hughes,60,5.1,98,5
116,117,117,Steve Flesch,110,5.04,119,6
117,T118,T118,Rod Pampling,98,5.0,100,5
118,T118,T118,Carl Paulson,84,5.0,140,7
119,120,120,Heath Slocum,96,4.95,101,5
120,121,121,Stephen Gangluff,75,4.92,122,6
121,122,122,Luke Donald,106,4.9,143,7
122,T123,T123,Steve Elkington,82,4.88,82,4
123,T123,T123,Kaname Yokoo,74,4.88,82,4
124,125,125,Glen Day,107,4.86,144,7
125,126,126,Joe Ogilvie,50,4.84,62,3
126,127,127,J.J. Henry,112,4.83,145,7
127,128,128,Michael Long,71,4.8,125,6
128,129,129,Kent Jones,105,4.79,146,7
129,T130,T130,Mark Brooks,97,4.76,84,4
130,T130,T130,José Coceres,51,4.76,63,3
131,T130,T130,Fred Couples,64,4.76,42,2
132,T130,T130,Scott Simpson,61,4.76,84,4
133,134,134,Craig Parry,69,4.71,85,4
134,135,135,Shaun Micheel,100,4.67,150,7
135,136,136,Robert Gamez,69,4.65,86,4
136,137,137,Matt Gogel,79,4.63,108,5
137,138,138,Edward Fryatt,94,4.62,130,6
138,139,139,Paul Goydos,66,4.6,87,4
139,140,140,Ian Leggatt,97,4.59,109,5
140,T141,T141,Brandel Chamblee,85,4.55,110,5
141,T141,T141,Ernie Els,68,4.55,88,4
142,143,143,Deane Pappas,90,4.5,111,5
143,144,144,Paul Stankowski,100,4.46,112,5
144,145,145,Robin Freeman,79,4.4,91,4
145,T146,T146,Sergio Garcia,79,4.35,69,3
146,T146,T146,Brad Lardon,59,4.35,92,4
147,148,148,Garrett Willis,80,4.3,93,4
148,149,149,Bob Tway,103,4.29,140,6
149,150,150,Lee Porter,91,4.27,117,5
150,151,151,Dicky Pride,51,4.23,71,3
151,152,152,Russ Cochran,68,4.21,95,4
152,T153,T153,Bob Estes,93,4.17,120,5
153,T153,T153,Matt Peterson,80,4.17,120,5
154,T153,T153,John Rollins,124,4.17,168,7
155,156,156,Bob Heintz,68,4.11,73,3
156,T157,T157,David Frost,90,4.1,122,5
157,T157,T157,Tim Petrovic,92,4.1,122,5
158,159,159,Len Mattiace,106,4.09,171,7
159,160,160,Pat Perez,89,4.08,98,4
160,161,161,Pete Jordan,78,4.04,99,4
161,162,162,Chris DiMarco,111,3.92,102,4
162,163,163,Boo Weekley,57,3.9,77,3
163,164,164,Bob Burns,99,3.85,104,4
164,165,165,Loren Roberts,93,3.82,131,5
165,166,166,Frank Lickliter II,94,3.81,105,4
166,167,167,Robert Damron,85,3.77,106,4
167,168,168,Tommy Tolles,64,3.75,80,3
168,169,169,Dan Forsman,83,3.73,134,5
169,170,170,Steve Stricker,68,3.7,54,2
170,171,171,Vijay Singh,102,3.65,137,5
171,172,172,Andrew Magee,91,3.64,110,4
172,173,173,Tommy Armour III,82,3.61,83,3
173,174,174,Pat Bates,94,3.51,114,4
174,175,175,Frank Nobilo,94,3.45,116,4
175,176,176,Jerry Kelly,99,3.42,117,4
176,177,177,Eduardo Herrera,59,3.33,90,3
177,178,178,Michael Allen,76,3.26,92,3
178,T179,T179,Franklin Langham,72,3.23,93,3
179,T179,T179,Bob May,91,3.23,124,4
180,T179,T179,Brian Watts,58,3.23,62,2
181,182,182,José María Olazábal,71,3.08,65,2
182,183,183,Dudley Hart,88,2.91,103,3
183,184,184,Brandt Jobe,94,2.72,147,4
184,185,185,Jim Carter,98,2.68,112,3
185,186,186,Donnie Hammond,60,2.67,75,2
186,187,187,Jeff Brehaut,87,2.59,116,3
187,188,188,Tim Clark,76,2.53,79,2
188,189,189,Brian Bateman,94,2.29,131,3
189,190,190,Bernhard Langer,55,2.22,45,1
190,191,191,Brett Wetterich,89,2.21,136,3
191,192,192,Hal Sutton,74,2.2,91,2
192,193,193,Scott Dunlap,74,2.17,92,2
193,194,194,Stewart Cink,92,2.15,93,2
194,195,195,Jeff Maggert,83,1.98,101,2
195,196,196,Mike Hulbert,55,1.85,54,1
196,197,197,Miguel Angel Jiménez,60,1.56,64,1
197,T198,T198,Gary Nicklaus,66,1.3,77,1
198,T198,T198,Kenneth Staton,104,1.3,154,2
199,200,200,Jason Hill,59,1.27,79,1
200,201,201,Kirk Triplett,84,1.23,81,1
201,202,202,Skip Kendall,103,0.97,103,1
