,3-Putt_Avoidance_RANK THIS WEEK,3-Putt_Avoidance_RANK LAST WEEK,3-Putt_Avoidance_PLAYER NAME,3-Putt_Avoidance_ROUNDS,3-Putt_Avoidance_%,3-Putt_Avoidance_TOTAL 3 PUTTS,3-Putt_Avoidance_TOTAL HOLES (OVERALL)
42,T43,T43,Jonathan Byrd,96,2.48,42,1692
43,T43,T43,Rod Pampling,98,2.48,42,1692
44,45,45,Matt Gogel,79,2.49,34,1368
45,46,46,Jeff Gove,89,2.5,40,1602
46,T47,T47,Brandel Chamblee,85,2.51,38,1512
47,T47,T47,Dicky Pride,51,2.51,23,918
48,T49,T49,Mike Hulbert,55,2.52,24,954
49,T49,T49,Jeff Sluman,118,2.52,53,2106
50,51,51,Deane Pappas,90,2.53,40,1584
51,T52,T52,Scott Hoch,71,2.54,32,1260
52,T52,T52,Jonathan Kaye,83,2.54,37,1458
53,T54,T54,Bob Estes,93,2.55,40,1566
54,T54,T54,Jerry Kelly,99,2.55,45,1764
55,56,56,Bob May,91,2.56,41,1602
56,57,57,Glen Hnatiuk,95,2.57,43,1674
57,58,58,Tom Pernice Jr.,101,2.58,46,1782
58,59,59,Glen Day,107,2.59,48,1854
59,60,60,Bob Burns,99,2.6,45,1728
60,61,61,Tom Scherrer,98,2.63,45,1710
61,62,62,Joel Edwards,101,2.64,48,1818
62,T63,T63,Jay Don Blake,107,2.65,50,1890
63,T63,T63,Phil Tataurangi,88,2.65,40,1512
64,65,65,Frank Nobilo,94,2.66,45,1692
65,T66,T66,"David Berganio, Jr.",80,2.67,38,1422
66,T66,T66,Bernhard Langer,55,2.67,26,972
67,T66,T66,Blaine McCallister,75,2.67,36,1350
68,69,69,Bart Bryant,69,2.69,32,1188
69,T70,T70,Michael Allen,76,2.7,36,1332
70,T70,T70,Jess Daley,76,2.7,37,1368
71,T70,T70,Brad Elder,76,2.7,36,1332
72,T70,T70,Kaname Yokoo,74,2.7,35,1296
73,74,74,Matt Peterson,80,2.71,39,1440
74,75,75,Olin Browne,107,2.72,51,1872
75,76,76,Bryce Molder,65,2.73,31,1134
76,T77,T77,David Duval,78,2.74,37,1350
77,T77,T77,Kirk Triplett,84,2.74,39,1422
78,T79,T79,Mark Brooks,97,2.75,46,1674
79,T79,T79,Carlos Franco,107,2.75,52,1890
80,T79,T79,Kent Jones,105,2.75,51,1854
81,T79,T79,Neal Lancaster,101,2.75,50,1818
82,T83,T83,Stuart Appleby,97,2.78,47,1692
83,T83,T83,Craig Barlow,62,2.78,29,1044
84,T83,T83,Jim Carter,98,2.78,49,1764
85,T83,T83,Greg Kraft,86,2.78,42,1512
86,T83,T83,Tom Lehman,78,2.78,35,1260
87,T83,T83,Geoff Ogilvy,90,2.78,43,1548
88,T83,T83,Hidemichi Tanaka,104,2.78,51,1836
89,T83,T83,Tiger Woods,69,2.78,34,1224
90,91,91,Mike Sposa,111,2.8,55,1962
91,T92,T92,Steve Allan,93,2.81,46,1638
92,T92,T92,Tim Herron,102,2.81,50,1782
93,T92,T92,Davis Love III,92,2.81,44,1566
94,T95,T95,Robert Gamez,69,2.82,35,1242
95,T95,T95,Franklin Langham,72,2.82,35,1242
96,97,97,Charles Howell III,118,2.83,57,2016
97,T98,T98,Andrew Magee,91,2.84,45,1584
98,T98,T98,Kevin Sutherland,96,2.84,46,1620
99,T100,T100,Dennis Paulson,89,2.87,45,1566
100,T100,T100,Tim Petrovic,92,2.87,46,1602
101,T102,T102,Stewart Cink,92,2.9,46,1584
102,T102,T102,Brian Gay,117,2.9,60,2070
103,T102,T102,Michael Long,71,2.9,37,1278
104,105,105,Matt Kuchar,82,2.91,43,1476
105,T106,T106,Ian Leggatt,97,2.93,49,1674
106,T106,T106,Peter Lonard,93,2.93,49,1674
107,T108,T108,Steve Jones,71,2.94,36,1224
108,T108,T108,Jerry Smith,91,2.94,46,1566
109,T110,T110,Dan Forsman,83,2.95,43,1458
110,T110,T110,Scott McCarron,106,2.95,52,1764
111,T112,T112,Donnie Hammond,60,2.96,32,1080
112,T112,T112,Heath Slocum,96,2.96,49,1656
113,114,114,John Cook,85,2.98,44,1476
114,115,115,Spike McRoy,69,2.99,36,1206
115,T116,T116,Stephen Ames,89,3.0,47,1566
116,T116,T116,J.P. Hayes,78,3.0,41,1368
117,T118,T118,Chad Campbell,111,3.01,59,1962
118,T118,T118,John Huston,99,3.01,52,1728
119,T118,T118,Lee Janzen,101,3.01,52,1728
120,121,121,Brent Geiberger,95,3.02,50,1656
121,T122,T122,Rich Beem,99,3.04,52,1710
122,T122,T122,Tim Clark,76,3.04,40,1314
123,T122,T122,Stephen Gangluff,75,3.04,41,1350
124,125,125,Frank Lickliter II,94,3.06,49,1602
125,T126,T126,Miguel Angel Jiménez,60,3.07,32,1044
126,T126,T126,Phil Mickelson,97,3.07,52,1692
127,128,128,Briny Baird,110,3.09,60,1944
128,T129,T129,Robert Allenby,96,3.1,53,1710
129,T129,T129,John Riegger,88,3.1,48,1548
130,T129,T129,Craig Stadler,72,3.1,38,1224
131,132,132,K.J. Choi,93,3.12,50,1602
132,133,133,Cameron Beckman,87,3.14,48,1530
133,134,134,Luke Donald,106,3.15,59,1872
134,135,135,Harrison Frazar,88,3.16,50,1584
135,136,136,Dudley Hart,88,3.17,48,1512
136,137,137,Bo Van Pelt,78,3.21,45,1404
137,138,138,Paul Stankowski,100,3.23,57,1764
138,139,139,Fred Couples,64,3.24,35,1080
139,T140,T140,Edward Fryatt,94,3.26,54,1656
140,T140,T140,Per-Ulrik Johansson,87,3.26,51,1566
141,T140,T140,Steve Stricker,68,3.26,37,1134
142,143,143,Len Mattiace,106,3.3,63,1908
143,144,144,Jesper Parnevik,85,3.31,50,1512
144,T145,T145,Jeff Brehaut,87,3.32,52,1566
145,T145,T145,Carl Paulson,84,3.32,49,1476
146,T147,T147,Michael Clark II,97,3.33,57,1710
147,T147,T147,Rocco Mediate,79,3.33,45,1350
148,T147,T147,Joe Ogilvie,50,3.33,30,900
149,T147,T147,Steve Pate,64,3.33,36,1080
150,T151,T151,Michael Muehr,73,3.36,43,1278
151,T151,T151,Grant Waite,98,3.36,58,1728
152,153,153,Brian Henninger,66,3.37,40,1188
153,T154,T154,José Coceres,51,3.38,31,918
154,T154,T154,Steve Lowery,98,3.38,56,1656
155,T154,T154,Shaun Micheel,100,3.38,59,1746
156,157,157,Tom Byrum,77,3.39,47,1386
157,158,158,Lee Porter,91,3.41,54,1584
158,159,159,Pete Jordan,78,3.42,48,1404
159,T160,T160,John Daly,62,3.46,38,1098
160,T160,T160,Scott Simpson,61,3.46,38,1098
161,T162,T162,Mathew Goggin,64,3.47,40,1152
162,T162,T162,Tommy Tolles,64,3.47,40,1152
163,164,164,Mike Weir,94,3.5,58,1656
164,165,165,Robert Damron,85,3.52,52,1476
165,166,166,Jeff Maggert,83,3.55,53,1494
166,167,167,John Senden,96,3.58,60,1674
167,T168,T168,Paul Gow,99,3.59,62,1728
168,T168,T168,Richard Zokol,53,3.59,33,918
169,170,170,Steve Flesch,110,3.6,68,1890
170,171,171,Brett Quigley,93,3.62,60,1656
171,172,172,Brian Bateman,94,3.66,60,1638
172,173,173,Brenden Pappas,62,3.67,41,1116
173,174,174,Joe Durant,87,3.68,57,1548
174,175,175,Woody Austin,102,3.7,66,1782
175,176,176,Russ Cochran,68,3.73,45,1206
176,177,177,David Morland IV,58,3.74,39,1044
177,178,178,Notah Begay III,76,3.75,50,1332
178,179,179,Tommy Armour III,82,3.77,55,1458
179,180,180,Robin Freeman,79,3.78,51,1350
180,181,181,Brian Watts,58,3.81,37,972
181,182,182,Pat Perez,89,3.83,60,1566
182,T183,T183,Eduardo Herrera,59,3.86,41,1062
183,T183,T183,Kenny Perry,98,3.86,66,1710
184,185,185,Mark Calcavecchia,84,3.94,56,1422
185,T186,T186,Jason Hill,59,4.14,44,1062
186,T186,T186,Brad Lardon,59,4.14,44,1062
187,188,188,Gary Nicklaus,66,4.21,50,1188
188,T189,T189,Tripp Isenhour,68,4.25,52,1224
189,T189,T189,J.L. Lewis,98,4.25,75,1764
190,T189,T189,Kenneth Staton,104,4.25,78,1836
191,192,192,Chris Smith,103,4.28,77,1800
192,T193,T193,Fulton Allem,64,4.34,50,1152
193,T193,T193,Craig Perks,91,4.34,68,1566
194,T193,T193,Rory Sabbatini,69,4.34,50,1152
195,196,196,Scott Dunlap,74,4.4,57,1296
196,197,197,Garrett Willis,80,4.42,62,1404
197,198,198,David Gossett,95,4.48,75,1674
198,199,199,Brett Wetterich,89,4.85,76,1566
199,200,200,Hal Sutton,74,4.87,64,1314
200,201,201,Bradley Hughes,60,5.56,60,1080
201,202,202,Boo Weekley,57,5.65,58,1026
