,Overall_Putting_Average_RANK THIS WEEK,Overall_Putting_Average_RANK LAST WEEK,Overall_Putting_Average_PLAYER NAME,Overall_Putting_Average_ROUNDS,Overall_Putting_Average_AVG,Overall_Putting_Average_# OF PUTTS,Overall_Putting_Average_# OF HOLES
54,55,55,Rod Pampling,98,1.5630000000000002,2644,1692
55,56,56,Mike Weir,94,1.565,2592,1656
56,T57,T57,Dudley Hart,88,1.571,2375,1512
57,T57,T57,Pat Perez,89,1.571,2460,1566
58,59,59,Bryce Molder,65,1.5730000000000002,1784,1134
59,60,60,John Cook,85,1.575,2325,1476
60,T61,T61,Jonathan Byrd,96,1.577,2669,1692
61,T61,T61,Jay Haas,83,1.577,2242,1422
62,T61,T61,J.P. Hayes,78,1.577,2157,1368
63,T61,T61,Craig Parry,69,1.577,1959,1242
64,65,65,Andrew Magee,91,1.578,2500,1584
65,66,66,Brian Gay,117,1.579,3269,2070
66,67,67,Vijay Singh,102,1.58,2730,1728
67,T68,T68,Olin Browne,107,1.581,2959,1872
68,T68,T68,Greg Chalmers,94,1.581,2590,1638
69,T68,T68,Stephen Gangluff,75,1.581,2134,1350
70,T68,T68,Kaname Yokoo,74,1.581,2049,1296
71,72,72,John Riegger,88,1.5830000000000002,2450,1548
72,73,73,Geoff Ogilvy,90,1.5859999999999999,2455,1548
73,T74,T74,Jay Don Blake,107,1.589,3003,1890
74,T74,T74,Frank Lickliter II,94,1.589,2546,1602
75,T74,T74,Tim Petrovic,92,1.589,2546,1602
76,T77,T77,Joe Durant,87,1.59,2462,1548
77,T77,T77,David Frost,90,1.59,2575,1620
78,T79,T79,Paul Azinger,69,1.591,1804,1134
79,T79,T79,Robert Gamez,69,1.591,1976,1242
80,T79,T79,Tim Herron,102,1.591,2836,1782
81,82,82,Joel Edwards,101,1.5919999999999999,2894,1818
82,T83,T83,Bob Burns,99,1.594,2754,1728
83,T83,T83,Greg Kraft,86,1.594,2410,1512
84,T83,T83,Kirk Triplett,84,1.594,2267,1422
85,86,86,Fred Couples,64,1.595,1723,1080
86,87,87,Jim Furyk,88,1.5959999999999999,2442,1530
87,T88,T88,Billy Mayfair,99,1.597,2702,1692
88,T88,T88,Tommy Tolles,64,1.597,1840,1152
89,T90,T90,Robert Damron,85,1.598,2358,1476
90,T90,T90,Luke Donald,106,1.598,2992,1872
91,T92,T92,Brandel Chamblee,85,1.599,2418,1512
92,T92,T92,Glen Day,107,1.599,2965,1854
93,T92,T92,Paul Goydos,66,1.599,1900,1188
94,T92,T92,Paul Stankowski,100,1.599,2821,1764
95,T96,T96,Robert Allenby,96,1.601,2738,1710
96,T96,T96,Brad Elder,76,1.601,2133,1332
97,T96,T96,Matt Gogel,79,1.601,2190,1368
98,T96,T96,Brett Quigley,93,1.601,2651,1656
99,100,100,Pat Bates,94,1.6019999999999999,2624,1638
100,T101,T101,John Rollins,124,1.604,3465,2160
101,T101,T101,Scott Simpson,61,1.604,1761,1098
102,T103,T103,John Huston,99,1.605,2774,1728
103,T103,T103,Deane Pappas,90,1.605,2543,1584
104,T103,T103,Lee Porter,91,1.605,2543,1584
105,T103,T103,Brian Watts,58,1.605,1560,972
106,T107,T107,David Morland IV,58,1.6059999999999999,1677,1044
107,T107,T107,Joe Ogilvie,50,1.6059999999999999,1445,900
108,T107,T107,Mike Sposa,111,1.6059999999999999,3151,1962
109,T107,T107,Kevin Sutherland,96,1.6059999999999999,2602,1620
110,T111,T111,Woody Austin,102,1.607,2864,1782
111,T111,T111,Harrison Frazar,88,1.607,2546,1584
112,T113,T113,Tom Byrum,77,1.608,2229,1386
113,T113,T113,Tom Pernice Jr.,101,1.608,2865,1782
114,T113,T113,John Senden,96,1.608,2692,1674
115,T116,T116,Steve Allan,93,1.609,2635,1638
116,T116,T116,Peter Jacobsen,67,1.609,1941,1206
117,T116,T116,Phil Tataurangi,88,1.609,2433,1512
118,T116,T116,Jay Williamson,91,1.609,2636,1638
119,120,120,Tripp Isenhour,68,1.61,1971,1224
120,T121,T121,Mark Brooks,97,1.611,2696,1674
121,T121,T121,Edward Fryatt,94,1.611,2668,1656
122,T121,T121,Mike Hulbert,55,1.611,1537,954
123,124,124,Dan Forsman,83,1.6119999999999999,2351,1458
124,T125,T125,Per-Ulrik Johansson,87,1.6130000000000002,2526,1566
125,T125,T125,Franklin Langham,72,1.6130000000000002,2003,1242
126,T125,T125,Jeff Sluman,118,1.6130000000000002,3396,2106
127,T125,T125,Chris Smith,103,1.6130000000000002,2903,1800
128,T129,T129,Cameron Beckman,87,1.614,2469,1530
129,T129,T129,Kent Jones,105,1.614,2992,1854
130,T129,T129,Ian Leggatt,97,1.614,2701,1674
131,T132,T132,Rich Beem,99,1.615,2762,1710
132,T132,T132,Steve Flesch,110,1.615,3052,1890
133,T132,T132,Fred Funk,106,1.615,3081,1908
134,T132,T132,Brian Henninger,66,1.615,1919,1188
135,T132,T132,Frank Nobilo,94,1.615,2733,1692
136,T132,T132,Jerry Smith,91,1.615,2529,1566
137,T138,T138,Michael Allen,76,1.6159999999999999,2152,1332
138,T138,T138,David Peoples,105,1.6159999999999999,3054,1890
139,T140,T140,Steve Lowery,98,1.617,2677,1656
140,T140,T140,Dennis Paulson,89,1.617,2532,1566
141,T140,T140,Hal Sutton,74,1.617,2125,1314
142,T143,T143,Jess Daley,76,1.618,2214,1368
143,T143,T143,Craig Stadler,72,1.618,1981,1224
144,T143,T143,Hidemichi Tanaka,104,1.618,2970,1836
145,T143,T143,Grant Waite,98,1.618,2796,1728
146,T147,T147,Briny Baird,110,1.619,3148,1944
147,T147,T147,Craig Barlow,62,1.619,1690,1044
148,T147,T147,J.L. Lewis,98,1.619,2856,1764
149,T147,T147,Michael Muehr,73,1.619,2069,1278
150,T147,T147,Carl Paulson,84,1.619,2389,1476
151,152,152,Paul Claxton,83,1.62,2421,1494
152,153,153,Tom Scherrer,98,1.621,2772,1710
153,T154,T154,Mathew Goggin,64,1.6219999999999999,1869,1152
154,T154,T154,Donnie Hammond,60,1.6219999999999999,1752,1080
155,156,156,Heath Slocum,96,1.6230000000000002,2687,1656
156,157,157,Michael Clark II,97,1.624,2777,1710
157,T158,T158,Glen Hnatiuk,95,1.625,2721,1674
158,T158,T158,Bob May,91,1.625,2604,1602
159,160,160,Brent Geiberger,95,1.626,2693,1656
160,161,161,Pete Jordan,78,1.6269999999999998,2285,1404
161,T162,T162,Russ Cochran,68,1.629,1964,1206
162,T162,T162,Carlos Franco,107,1.629,3078,1890
163,T162,T162,Tom Lehman,78,1.629,2052,1260
164,T162,T162,Garrett Willis,80,1.629,2287,1404
165,T166,T166,Charles Howell III,118,1.63,3286,2016
166,T166,T166,Richard Zokol,53,1.63,1496,918
167,T168,T168,Notah Begay III,76,1.631,2172,1332
168,T168,T168,Jeff Brehaut,87,1.631,2554,1566
169,170,170,Chad Campbell,111,1.632,3202,1962
170,T171,T171,Tommy Armour III,82,1.633,2381,1458
171,T171,T171,Kenny Perry,98,1.633,2792,1710
172,173,173,Brian Bateman,94,1.6340000000000001,2677,1638
173,T174,T174,Jeff Gove,89,1.635,2620,1602
174,T174,T174,Rory Sabbatini,69,1.635,1884,1152
175,176,176,Joey Sindelar,104,1.6369999999999998,3005,1836
176,T177,T177,Bart Bryant,69,1.6380000000000001,1946,1188
177,T177,T177,Brandt Jobe,94,1.6380000000000001,2771,1692
178,T177,T177,Matt Peterson,80,1.6380000000000001,2358,1440
179,180,180,Eduardo Herrera,59,1.639,1741,1062
180,181,181,David Gossett,95,1.64,2745,1674
181,182,182,Michael Long,71,1.643,2100,1278
182,183,183,Robin Freeman,79,1.6440000000000001,2219,1350
183,184,184,Paul Gow,99,1.645,2842,1728
184,185,185,"David Berganio, Jr.",80,1.646,2341,1422
185,T186,T186,Blaine McCallister,75,1.6480000000000001,2225,1350
186,T186,T186,Shaun Micheel,100,1.6480000000000001,2877,1746
187,T188,T188,Spike McRoy,69,1.649,1989,1206
188,T188,T188,Brett Wetterich,89,1.649,2582,1566
189,190,190,Steve Pate,64,1.653,1785,1080
190,191,191,Dicky Pride,51,1.6540000000000001,1518,918
191,T192,T192,Fulton Allem,64,1.655,1906,1152
192,T192,T192,Bo Van Pelt,78,1.655,2323,1404
193,T194,T194,Gary Nicklaus,66,1.6569999999999998,1969,1188
194,T194,T194,Brenden Pappas,62,1.6569999999999998,1849,1116
195,196,196,Kenneth Staton,104,1.66,3047,1836
196,197,197,J.J. Henry,112,1.662,3231,1944
197,198,198,Jason Hill,59,1.679,1783,1062
198,199,199,Boo Weekley,57,1.6840000000000002,1728,1026
199,T200,T200,Scott Dunlap,74,1.6880000000000002,2188,1296
200,T200,T200,Brad Lardon,59,1.6880000000000002,1793,1062
201,202,202,Bradley Hughes,60,1.692,1827,1080
