,Birdie_or_Better_Conversion_Percentage_RANK THIS WEEK,Birdie_or_Better_Conversion_Percentage_RANK LAST WEEK,Birdie_or_Better_Conversion_Percentage_PLAYER NAME,Birdie_or_Better_Conversion_Percentage_ROUNDS,Birdie_or_Better_Conversion_Percentage_%,Birdie_or_Better_Conversion_Percentage_# BIRDIES,Birdie_or_Better_Conversion_Percentage_GREENS HIT
48,T49,T49,John Huston,99,31.06,369,1188
49,T49,T49,Brett Quigley,93,31.06,323,1040
50,51,51,Brian Gay,117,31.03,414,1334
51,52,52,John Rollins,124,31.02,455,1467
52,53,53,Dudley Hart,88,30.86,303,982
53,T54,T54,Brad Faxon,93,30.77,292,949
54,T54,T54,Rocco Mediate,79,30.77,272,884
55,56,56,José María Olazábal,71,30.74,209,680
56,57,57,Craig Stadler,72,30.73,248,807
57,58,58,Stephen Gangluff,75,30.7,264,860
58,59,59,Nick Price,69,30.68,220,717
59,60,60,Robert Allenby,96,30.66,356,1161
60,61,61,Cameron Beckman,87,30.64,315,1028
61,62,62,Stewart Cink,92,30.62,309,1009
62,63,63,Brett Wetterich,89,30.58,307,1004
63,64,64,Shigeki Maruyama,87,30.57,291,952
64,65,65,Craig Perks,91,30.51,281,921
65,66,66,Robert Damron,85,30.47,280,919
66,67,67,Frank Lickliter II,94,30.44,319,1048
67,68,68,Rory Sabbatini,69,30.41,232,763
68,69,69,Steve Lowery,98,30.36,334,1100
69,70,70,Skip Kendall,103,30.35,349,1150
70,T71,T71,Mathew Goggin,64,30.33,229,755
71,T71,T71,Tim Herron,102,30.33,353,1164
72,73,73,Donnie Hammond,60,30.22,220,728
73,74,74,Olin Browne,107,30.21,368,1218
74,75,75,Ernie Els,68,30.19,202,669
75,76,76,Scott Hoch,71,30.18,233,772
76,77,77,Dan Forsman,83,30.16,304,1008
77,78,78,Kent Jones,105,30.11,361,1199
78,79,79,Garrett Willis,80,30.07,264,878
79,80,80,Notah Begay III,76,30.06,266,885
80,81,81,David Gossett,95,30.03,342,1139
81,82,82,Pat Bates,94,29.99,332,1107
82,83,83,David Peoples,105,29.98,391,1304
83,84,84,Kaname Yokoo,74,29.92,231,772
84,T85,T85,Paul Azinger,69,29.91,210,702
85,T85,T85,Carl Paulson,84,29.91,285,953
86,87,87,John Cook,85,29.82,291,976
87,88,88,Stephen Ames,89,29.76,294,988
88,89,89,Peter Lonard,93,29.68,322,1085
89,90,90,Brent Geiberger,95,29.66,328,1106
90,91,91,Bo Van Pelt,78,29.65,268,904
91,92,92,Briny Baird,110,29.62,388,1310
92,93,93,Deane Pappas,90,29.61,286,966
93,94,94,Joel Edwards,101,29.59,366,1237
94,95,95,Dennis Paulson,89,29.56,300,1015
95,96,96,David Morland IV,58,29.53,194,657
96,T97,T97,Jay Haas,83,29.52,266,901
97,T97,T97,Hidemichi Tanaka,104,29.52,361,1223
98,99,99,Andrew Magee,91,29.47,295,1001
99,100,100,Per-Ulrik Johansson,87,29.45,303,1029
100,101,101,Joey Sindelar,104,29.44,373,1267
101,T102,T102,Jay Don Blake,107,29.37,356,1212
102,T102,T102,Chad Campbell,111,29.37,398,1355
103,104,104,Tom Pernice Jr.,101,29.34,338,1152
104,105,105,Jerry Kelly,99,29.33,332,1132
105,106,106,John Senden,96,29.26,333,1138
106,107,107,Chris Smith,103,29.23,361,1235
107,108,108,Bob Burns,99,29.11,331,1137
108,109,109,Glen Day,107,29.05,362,1246
109,110,110,Len Mattiace,106,29.02,350,1206
110,111,111,Craig Barlow,62,29.0,201,693
111,112,112,Brian Henninger,66,28.99,225,776
112,T113,T113,Greg Kraft,86,28.84,274,950
113,T113,T113,John Riegger,88,28.84,302,1047
114,115,115,Craig Parry,69,28.83,235,815
115,116,116,Paul Goydos,66,28.8,218,757
116,117,117,Corey Pavin,78,28.75,224,779
117,118,118,Carlos Franco,107,28.71,368,1282
118,119,119,Boo Weekley,57,28.7,194,676
119,120,120,Bart Bryant,69,28.69,237,826
120,121,121,Brian Bateman,94,28.68,308,1074
121,122,122,Jonathan Kaye,83,28.65,265,925
122,T123,T123,Matt Gogel,79,28.64,248,866
123,T123,T123,Loren Roberts,93,28.64,313,1093
124,125,125,Matt Kuchar,82,28.6,264,923
125,126,126,Jesper Parnevik,85,28.59,265,927
126,127,127,Frank Nobilo,94,28.53,313,1097
127,128,128,Robin Freeman,79,28.51,252,884
128,129,129,Tim Petrovic,92,28.49,298,1046
129,T130,T130,Brandel Chamblee,85,28.46,282,991
130,T130,T130,Bob Estes,93,28.46,298,1047
131,132,132,Brad Elder,76,28.42,239,841
132,133,133,Jeff Sluman,118,28.4,413,1454
133,134,134,Edward Fryatt,94,28.38,296,1043
134,135,135,Woody Austin,102,28.36,314,1107
135,136,136,Miguel Angel Jiménez,60,28.34,178,628
136,137,137,Esteban Toledo,106,28.33,323,1140
137,138,138,Jim Carter,98,28.24,303,1073
138,139,139,David Frost,90,28.08,285,1015
139,140,140,Michael Clark II,97,28.07,315,1122
140,141,141,Neal Lancaster,101,28.04,314,1120
141,142,142,Bob May,91,28.02,306,1092
142,143,143,Brandt Jobe,94,28.01,326,1164
143,144,144,Steve Pate,64,27.98,209,747
144,145,145,Grant Waite,98,27.89,316,1133
145,146,146,Steve Elkington,82,27.76,234,843
146,147,147,Jeff Brehaut,87,27.66,291,1052
147,T148,T148,Luke Donald,106,27.63,349,1263
148,T148,T148,Shaun Micheel,100,27.63,342,1238
149,150,150,Jay Williamson,91,27.61,296,1072
150,151,151,Joe Ogilvie,50,27.53,147,534
151,152,152,"David Berganio, Jr.",80,27.52,268,974
152,153,153,Michael Long,71,27.49,235,855
153,154,154,Heath Slocum,96,27.44,295,1075
154,155,155,Bernhard Langer,55,27.43,158,576
155,156,156,Lee Porter,91,27.42,272,992
156,157,157,Bob Tway,103,27.39,318,1161
157,158,158,Mark Brooks,97,27.36,287,1049
158,159,159,Glen Hnatiuk,95,27.28,317,1162
159,160,160,Tommy Armour III,82,27.26,256,939
160,161,161,Steve Jones,71,27.21,200,735
161,162,162,Mark O'Meara,68,27.13,194,715
162,163,163,Michael Allen,76,27.1,219,808
163,T164,T164,Jeff Maggert,83,27.08,247,912
164,T164,T164,Tom Scherrer,98,27.08,300,1108
165,166,166,Paul Claxton,83,27.06,259,957
166,167,167,Michael Muehr,73,27.05,214,791
167,168,168,Jim Furyk,88,27.03,289,1069
168,169,169,Billy Mayfair,99,27.0,297,1100
169,170,170,Kenneth Staton,104,26.92,333,1237
170,171,171,Jess Daley,76,26.89,235,874
171,172,172,Franklin Langham,72,26.8,208,776
172,173,173,Paul Gow,99,26.76,300,1121
173,174,174,Mike Sposa,111,26.74,338,1264
174,175,175,Dicky Pride,51,26.73,166,621
175,T176,T176,José Coceres,51,26.72,140,524
176,T176,T176,Russ Cochran,68,26.72,210,786
177,178,178,Tom Byrum,77,26.62,243,913
178,179,179,Peter Jacobsen,67,26.57,212,798
179,180,180,Brenden Pappas,62,26.45,187,707
180,181,181,Brian Watts,58,26.35,156,592
181,182,182,Jeff Gove,89,26.34,281,1067
182,183,183,Jerry Smith,91,26.33,252,957
183,184,184,Blaine McCallister,75,26.2,235,897
184,185,185,Mike Hulbert,55,26.17,151,577
185,186,186,Scott Simpson,61,26.03,171,657
186,187,187,Jason Hill,59,25.91,178,687
187,188,188,Eduardo Herrera,59,25.87,163,630
188,189,189,Joe Durant,87,25.7,266,1035
189,190,190,Kevin Sutherland,96,25.65,276,1076
190,191,191,Spike McRoy,69,25.5,204,800
191,192,192,J.J. Henry,112,25.17,335,1331
192,193,193,Bradley Hughes,60,25.14,184,732
193,194,194,Pete Jordan,78,25.11,219,872
194,195,195,Matt Peterson,80,24.97,241,965
195,196,196,Fulton Allem,64,24.65,177,718
196,197,197,Gary Nicklaus,66,24.5,182,743
197,198,198,Tom Lehman,78,24.42,210,860
198,199,199,Hal Sutton,74,24.4,205,840
199,200,200,Scott Dunlap,74,24.38,206,845
200,201,201,Richard Zokol,53,24.37,135,554
201,202,202,Brad Lardon,59,23.82,161,676
