,One-Putt_Percentage_-_Round_1_RANK THIS WEEK,One-Putt_Percentage_-_Round_1_RANK LAST WEEK,One-Putt_Percentage_-_Round_1_PLAYER NAME,One-Putt_Percentage_-_Round_1_ROUNDS,One-Putt_Percentage_-_Round_1_%,One-Putt_Percentage_-_Round_1_# OF 1 PUTTS,One-Putt_Percentage_-_Round_1_# OF HOLES
167,T168,T168,Edward Fryatt,94,35.02,208,594
168,T168,T168,Steve Jones,71,35.02,145,414
169,170,170,Jeff Gove,89,35.0,189,540
170,171,171,Justin Leonard,97,34.95,151,432
171,172,172,Jesper Parnevik,85,34.89,157,450
172,173,173,Eduardo Herrera,59,34.78,144,414
173,174,174,Bob Tway,103,34.77,169,486
174,175,175,John Senden,96,34.67,181,522
175,176,176,David Peoples,105,34.63,187,540
176,177,177,Robin Freeman,79,34.62,162,468
177,178,178,Sergio Garcia,79,34.5,118,342
178,179,179,Paul Gow,99,34.48,211,612
179,180,180,Fulton Allem,64,34.4,161,468
180,181,181,Brandt Jobe,94,34.33,173,504
181,182,182,Dennis Paulson,89,34.29,179,522
182,T183,T183,"David Berganio, Jr.",80,33.95,165,486
183,T183,T183,Glen Hnatiuk,95,33.95,165,486
184,185,185,Tom Scherrer,98,33.85,195,576
185,T186,T186,Joe Durant,87,33.54,163,486
186,T186,T186,Jeff Maggert,83,33.54,163,486
187,188,188,Bo Van Pelt,78,33.53,169,504
188,189,189,Kenneth Staton,104,33.49,211,630
189,T190,T190,Jim Furyk,88,33.1,143,432
190,T190,T190,Peter Lonard,93,33.1,143,432
191,192,192,Briny Baird,110,32.99,190,576
192,193,193,Robert Allenby,96,32.91,154,468
193,194,194,Kevin Sutherland,96,32.72,159,486
194,195,195,Brad Lardon,59,32.58,129,396
195,196,196,Chris Smith,103,31.99,167,522
196,197,197,Hal Sutton,74,31.78,143,450
197,198,198,Craig Parry,69,31.75,120,378
198,199,199,Jason Hill,59,31.25,135,432
199,200,200,Tom Lehman,78,31.11,112,360
200,201,201,Bradley Hughes,60,30.56,121,396
201,202,202,Scott Dunlap,74,28.93,151,522
