,Average_Distance_of_Birdie_putts_made_RANK THIS WEEK,Average_Distance_of_Birdie_putts_made_RANK LAST WEEK,Average_Distance_of_Birdie_putts_made_PLAYER NAME,Average_Distance_of_Birdie_putts_made_ROUNDS,Average_Distance_of_Birdie_putts_made_AVG,Average_Distance_of_Birdie_putts_made_TOT DIST. (FT),Average_Distance_of_Birdie_putts_made_TOT BIRDIE PUTTS MADE,Average_Distance_of_Birdie_putts_made_LONGEST MADE (FT),Average_Distance_of_Birdie_putts_made_SHORTEST MADE (FT)
73,T73,T73,Brad Faxon,93,"10' 7""",1004.25,95,50,"7"""
74,T73,T73,Jim Furyk,88,"10' 7""",972.8330000000001,92,59,"6"""
75,T76,T76,Rich Beem,99,"10' 6""",1127.667,107,46,1
76,T76,T76,Glen Day,107,"10' 6""",1310.167,125,63,"6"""
77,T76,T76,Bob Estes,93,"10' 6""",1038.167,99,44,2
78,T76,T76,Edward Fryatt,94,"10' 6""",990.1669999999999,94,61,"4"""
79,T76,T76,Steve Jones,71,"10' 6""",663.8330000000001,63,36,"5"""
80,T76,T76,Brenden Pappas,62,"10' 6""",716.25,68,81,"8"""
81,T76,T76,Matt Peterson,80,"10' 6""",944.4169999999999,90,64,"4"""
82,T76,T76,Phil Tataurangi,88,"10' 6""",1018.0,97,30,"5"""
83,T76,T76,David Toms,106,"10' 6""",1503.75,143,41,"5"""
84,T85,T85,Bob Burns,99,"10' 5""",955.6669999999999,92,73,"4"""
85,T85,T85,Ernie Els,68,"10' 5""",791.1669999999999,76,54,1
86,T85,T85,David Gossett,95,"10' 5""",1220.417,117,53,"7"""
87,T85,T85,Blaine McCallister,75,"10' 5""",811.3330000000001,78,71,"2"""
88,T85,T85,Shaun Micheel,100,"10' 5""",1241.5,119,48,"9"""
89,T85,T85,Jesper Parnevik,85,"10' 5""",550.9169999999999,53,53,"11"""
90,T85,T85,Brett Quigley,93,"10' 5""",1275.833,122,56,"7"""
91,T85,T85,Craig Stadler,72,"10' 5""",676.5,65,43,"1"""
92,T93,T93,Steve Allan,93,"10' 4""",1348.25,131,48,"11"""
93,T93,T93,Billy Andrade,100,"10' 4""",1297.75,126,50,"9"""
94,T93,T93,Joe Durant,87,"10' 4""",918.1669999999999,89,57,1
95,T93,T93,Joel Edwards,101,"10' 4""",1296.333,125,41,1
96,T93,T93,Robert Gamez,69,"10' 4""",929.3330000000001,90,42,"9"""
97,T93,T93,Jeff Gove,89,"10' 4""",1167.25,113,39,"2"""
98,T93,T93,Tom Lehman,78,"10' 4""",580.5,56,39,"3"""
99,T93,T93,Bryce Molder,65,"10' 4""",960.0,93,33,1
100,T93,T93,Mark O'Meara,68,"10' 4""",549.8330000000001,53,42,"8"""
101,T93,T93,Tom Pernice Jr.,101,"10' 4""",1065.917,103,57,"2"""
102,T103,T103,Stephen Ames,89,"10' 3""",955.3330000000001,93,35,"4"""
103,T103,T103,Kent Jones,105,"10' 3""",1336.75,130,51,"5"""
104,T105,T105,Michael Clark II,97,"10' 2""",1025.417,101,35,"9"""
105,T105,T105,Matt Gogel,79,"10' 2""",810.0,80,43,"11"""
106,T105,T105,Tim Herron,102,"10' 2""",1191.583,117,41,"6"""
107,T105,T105,Spike McRoy,69,"10' 2""",598.75,59,38,"2"""
108,T109,T109,Luke Donald,106,"10' 1""",1161.0,115,48,"10"""
109,T109,T109,Steve Flesch,110,"10' 1""",964.25,96,35,"7"""
110,T109,T109,Shigeki Maruyama,87,"10' 1""",946.3330000000001,94,43,"4"""
111,T109,T109,Joey Sindelar,104,"10' 1""",1267.167,126,43,"8"""
112,T109,T109,Mike Sposa,111,"10' 1""",1141.833,113,43,"11"""
113,T109,T109,Tommy Tolles,64,"10' 1""",808.25,80,43,"11"""
114,T109,T109,Duffy Waldorf,90,"10' 1""",1153.167,114,38,"7"""
115,T116,T116,Pete Jordan,78,"10' 0""",689.5830000000001,69,58,"3"""
116,T116,T116,John Riegger,88,"10' 0""",1234.167,123,46,"4"""
117,T116,T116,Kaname Yokoo,74,"10' 0""",668.5830000000001,67,62,"8"""
118,T119,T119,Robin Freeman,79,"9' 11""",842.9169999999999,85,97,"7"""
119,T119,T119,Matt Kuchar,82,"9' 11""",815.5830000000001,82,41,"11"""
120,T119,T119,Geoff Ogilvy,90,"9' 11""",1043.667,105,46,"8"""
121,T119,T119,Carl Paulson,84,"9' 11""",1101.75,111,59,"2"""
122,T119,T119,Heath Slocum,96,"9' 11""",831.0830000000001,84,43,"11"""
123,T119,T119,Hal Sutton,74,"9' 11""",665.0,67,28,"7"""
124,T125,T125,Robert Allenby,96,"9' 10""",1225.917,125,77,"4"""
125,T125,T125,Mark Brooks,97,"9' 10""",855.3330000000001,87,32,1
126,T125,T125,Fred Funk,106,"9' 10""",1413.9170000000001,144,43,"3"""
127,T125,T125,J.J. Henry,112,"9' 10""",1053.583,107,35,"11"""
128,T125,T125,Bradley Hughes,60,"9' 10""",568.5830000000001,58,46,"2"""
129,T125,T125,Deane Pappas,90,"9' 10""",815.0,83,42,"6"""
130,T131,T131,Notah Begay III,76,"9' 9""",1182.75,121,42,"5"""
131,T131,T131,Bob May,91,"9' 9""",958.0830000000001,98,34,"5"""
132,T131,T131,Scott McCarron,106,"9' 9""",1071.417,110,53,"7"""
133,T134,T134,Mathew Goggin,64,"9' 8""",716.1669999999999,74,50,"7"""
134,T134,T134,Franklin Langham,72,"9' 8""",674.3330000000001,70,32,"7"""
135,T134,T134,Len Mattiace,106,"9' 8""",1105.083,114,37,"1"""
136,T137,T137,Pat Bates,94,"9' 7""",1064.75,111,63,"3"""
137,T137,T137,Paul Gow,99,"9' 7""",1216.667,127,54,"6"""
138,T137,T137,J.L. Lewis,98,"9' 7""",1302.667,136,42,"8"""
139,T137,T137,Rory Sabbatini,69,"9' 7""",557.1669999999999,58,46,1
140,T141,T141,Woody Austin,102,"9' 6""",1025.917,108,49,"5"""
141,T141,T141,Paul Claxton,83,"9' 6""",874.3330000000001,92,45,"10"""
142,T141,T141,Andrew Magee,91,"9' 6""",772.6669999999999,81,59,"9"""
143,T141,T141,José María Olazábal,71,"9' 6""",675.3330000000001,71,46,1
144,T145,T145,Carlos Franco,107,"9' 5""",1216.5,129,49,"5"""
145,T145,T145,Tiger Woods,69,"9' 5""",773.9169999999999,82,31,"4"""
146,T147,T147,Stewart Cink,92,"9' 4""",960.5830000000001,103,31,"9"""
147,T147,T147,Skip Kendall,103,"9' 4""",994.8330000000001,107,35,"6"""
148,T147,T147,Craig Parry,69,"9' 4""",965.25,103,37,"9"""
149,T147,T147,Tim Petrovic,92,"9' 4""",955.6669999999999,102,44,"9"""
150,T147,T147,Hidemichi Tanaka,104,"9' 4""",1069.25,115,60,"10"""
151,T152,T152,Tommy Armour III,82,"9' 3""",715.4169999999999,77,39,"10"""
152,T152,T152,"David Berganio, Jr.",80,"9' 3""",854.4169999999999,92,50,"7"""
153,T152,T152,Jonathan Byrd,96,"9' 3""",1178.417,127,68,"4"""
154,T152,T152,Dan Forsman,83,"9' 3""",978.6669999999999,106,37,"6"""
155,T152,T152,Bernhard Langer,55,"9' 3""",398.167,43,27,1
156,T152,T152,Peter Lonard,93,"9' 3""",940.1669999999999,102,38,"1"""
157,T152,T152,Davis Love III,92,"9' 3""",1028.25,111,42,"4"""
158,T152,T152,Frank Nobilo,94,"9' 3""",913.9169999999999,99,48,"6"""
159,T152,T152,John Rollins,124,"9' 3""",1535.5,166,50,"5"""
160,T152,T152,Scott Verplank,93,"9' 3""",875.3330000000001,95,41,"8"""
161,162,162,Paul Goydos,66,"9' 2""",649.9169999999999,71,31,"4"""
162,T163,T163,Jim Carter,98,"9' 1""",854.8330000000001,94,31,1
163,T163,T163,Retief Goosen,56,"9' 1""",681.8330000000001,75,31,"2"""
164,T163,T163,Bob Heintz,68,"9' 1""",644.0,71,34,"3"""
165,T163,T163,Brandt Jobe,94,"9' 1""",1022.9169999999999,113,33,"4"""
166,T163,T163,Jonathan Kaye,83,"9' 1""",889.0830000000001,98,54,"6"""
167,T163,T163,John Senden,96,"9' 1""",862.4169999999999,95,47,"9"""
168,T163,T163,Mike Weir,94,"9' 1""",808.5830000000001,89,45,"3"""
169,T170,T170,Stuart Appleby,97,"9' 0""",1164.75,130,77,"5"""
170,T170,T170,Robert Damron,85,"9' 0""",985.4169999999999,109,34,1
171,T170,T170,Jerry Kelly,99,"9' 0""",955.0,106,42,"5"""
172,T173,T173,Brian Bateman,94,"8' 11""",881.3330000000001,99,52,"5"""
173,T173,T173,Jeff Brehaut,87,"8' 11""",1012.0830000000001,113,30,"4"""
174,T173,T173,Tim Clark,76,"8' 11""",946.5830000000001,106,31,"5"""
175,T173,T173,David Duval,78,"8' 11""",769.0830000000001,86,51,"4"""
176,T173,T173,Miguel Angel Jiménez,60,"8' 11""",394.083,44,29,1
177,T173,T173,Jeff Maggert,83,"8' 11""",606.0830000000001,68,33,1
178,T179,T179,Brian Henninger,66,"8' 10""",585.0,66,32,"10"""
179,T179,T179,Frank Lickliter II,94,"8' 10""",954.8330000000001,108,29,"10"""
180,T179,T179,Rod Pampling,98,"8' 10""",934.25,106,37,"6"""
181,T182,T182,Chris DiMarco,111,"8' 9""",987.8330000000001,113,40,"1"""
182,T182,T182,Sergio Garcia,79,"8' 9""",526.0,60,42,"10"""
183,T182,T182,Phil Mickelson,97,"8' 9""",1116.417,127,80,"5"""
184,185,185,Pat Perez,89,"8' 7""",780.5830000000001,91,36,"1"""
185,T186,T186,Charles Howell III,118,"8' 6""",1126.167,133,40,"3"""
186,T186,T186,Gary Nicklaus,66,"8' 6""",501.333,59,31,"3"""
187,T186,T186,Paul Stankowski,100,"8' 6""",913.4169999999999,107,40,"6"""
188,T186,T186,Garrett Willis,80,"8' 6""",791.5830000000001,93,37,"10"""
189,T190,T190,Fred Couples,64,"8' 5""",471.583,56,39,"3"""
190,T190,T190,Scott Dunlap,74,"8' 5""",590.6669999999999,70,37,1
191,T190,T190,Mike Hulbert,55,"8' 5""",277.75,33,26,"7"""
192,193,193,Donnie Hammond,60,"8' 4""",649.1669999999999,78,36,"6"""
193,194,194,Ian Leggatt,97,"8' 3""",852.9169999999999,103,43,"7"""
194,T195,T195,Michael Allen,76,"8' 2""",540.0830000000001,66,43,"11"""
195,T195,T195,Brett Wetterich,89,"8' 2""",879.9169999999999,108,28,"4"""
196,197,197,Kirk Triplett,84,"8' 1""",614.6669999999999,76,30,"8"""
197,198,198,Boo Weekley,57,"8' 0""",496.333,62,33,"1"""
198,199,199,Jason Hill,59,"7' 11""",435.75,55,28,1
199,200,200,John Daly,62,"7' 9""",356.5,46,32,"3"""
200,T201,T201,Vijay Singh,102,"7' 8""",1027.25,134,33,"2"""
201,T201,T201,Kenneth Staton,104,"7' 8""",869.6669999999999,114,27,"8"""
