,3-Putt_Avoidance__25_RANK THIS WEEK,3-Putt_Avoidance__25_RANK LAST WEEK,3-Putt_Avoidance__25_PLAYER NAME,3-Putt_Avoidance__25_ROUNDS,3-Putt_Avoidance__25_%,3-Putt_Avoidance__25_TOTAL 3 PUTTS,3-Putt_Avoidance__25_ATTEMPTS,3-Putt_Avoidance__25_2 PUTT OR BETTER %
127,128,128,Tiger Woods,69,10.11,9,89,89.8
128,129,129,Chris DiMarco,111,10.17,12,118,89.8
129,130,130,Edward Fryatt,94,10.2,15,147,89.8
130,131,131,Bob Heintz,68,10.23,9,88,89.7
131,T132,T132,Fulton Allem,64,10.28,11,107,89.7
132,T132,T132,Franklin Langham,72,10.28,11,107,89.7
133,T132,T132,Pat Perez,89,10.28,11,107,89.7
134,135,135,Craig Barlow,62,10.31,10,97,89.6
135,136,136,Mark Calcavecchia,84,10.39,8,77,89.6
136,T137,T137,Greg Chalmers,94,10.4,13,125,89.6
137,T137,T137,Jerry Kelly,99,10.4,13,125,89.6
138,139,139,Charles Howell III,118,10.49,17,162,89.5
139,140,140,Jeff Maggert,83,10.53,12,114,89.4
140,T141,T141,Briny Baird,110,10.56,17,161,89.4
141,T141,T141,J.J. Henry,112,10.56,17,161,89.4
142,143,143,Garrett Willis,80,10.58,11,104,89.4
143,T144,T144,Paul Goydos,66,10.75,10,93,89.2
144,T144,T144,Kaname Yokoo,74,10.75,10,93,89.2
145,146,146,Tim Herron,102,10.85,14,129,89.1
146,T147,T147,Tom Byrum,77,10.92,13,119,89.0
147,T147,T147,Tripp Isenhour,68,10.92,13,119,89.0
148,149,149,Brent Geiberger,95,10.95,15,137,89.0
149,T150,T150,Paul Gow,99,11.28,15,133,88.7
150,T150,T150,Matt Peterson,80,11.28,15,133,88.7
151,152,152,José Coceres,51,11.43,8,70,88.5
152,153,153,Shaun Micheel,100,11.46,18,157,88.5
153,154,154,Dennis Paulson,89,11.48,14,122,88.5
154,T155,T155,Robin Freeman,79,11.54,12,104,88.4
155,T155,T155,Steve Lowery,98,11.54,15,130,88.4
156,157,157,Luke Donald,106,11.56,17,147,88.4
157,158,158,Jeff Brehaut,87,11.63,15,129,88.3
158,T159,T159,Brett Quigley,93,11.69,18,154,88.3
159,T159,T159,Richard Zokol,53,11.69,9,77,88.3
160,161,161,Grant Waite,98,11.7,20,171,88.3
161,162,162,Brenden Pappas,62,11.76,10,85,88.2
162,T163,T163,Notah Begay III,76,12.0,18,150,88.0
163,T163,T163,Per-Ulrik Johansson,87,12.0,15,125,88.0
164,165,165,Stephen Gangluff,75,12.03,16,133,87.9
165,166,166,Jason Hill,59,12.09,11,91,87.9
166,167,167,Lee Porter,91,12.1,15,124,87.9
167,T168,T168,Stuart Appleby,97,12.12,12,99,87.8
168,T168,T168,Steve Jones,71,12.12,12,99,87.8
169,170,170,Pete Jordan,78,12.17,14,115,87.8
170,T171,T171,David Gossett,95,12.4,16,129,87.6
171,T171,T171,Paul Stankowski,100,12.4,16,129,87.6
172,T171,T171,Duffy Waldorf,90,12.4,16,129,87.6
173,174,174,Frank Nobilo,94,12.5,16,128,87.5
174,T175,T175,Stewart Cink,92,12.62,13,103,87.3
175,T175,T175,Eduardo Herrera,59,12.62,13,103,87.3
176,177,177,David Morland IV,58,12.66,10,79,87.3
177,178,178,Fred Couples,64,12.77,6,47,87.2
178,179,179,Cameron Beckman,87,12.82,15,117,87.1
179,180,180,Stephen Ames,89,12.94,11,85,87.0
180,T181,T181,Joe Durant,87,13.04,12,92,86.9
181,T181,T181,Hidemichi Tanaka,104,13.04,18,138,86.9
182,183,183,John Senden,96,13.16,15,114,86.8
183,184,184,Tommy Tolles,64,13.19,12,91,86.8
184,185,185,Peter Lonard,93,13.27,13,98,86.7
185,186,186,Brian Bateman,94,13.61,20,147,86.3
186,187,187,Tim Clark,76,13.79,12,87,86.2
187,188,188,Bradley Hughes,60,13.89,15,108,86.1
188,189,189,Gary Nicklaus,66,13.95,12,86,86.0
189,190,190,Tommy Armour III,82,13.98,13,93,86.0
190,191,191,Hal Sutton,74,14.0,14,100,86.0
191,T192,T192,Rory Sabbatini,69,14.08,10,71,85.9
192,T192,T192,Brian Watts,58,14.08,10,71,85.9
193,194,194,J.L. Lewis,98,14.18,19,134,85.8
194,195,195,Boo Weekley,57,14.46,12,83,85.5
195,196,196,Dudley Hart,88,15.0,18,120,85.0
196,197,197,Bob Estes,93,15.63,20,128,84.3
197,198,198,Steve Stricker,68,17.54,10,57,82.4
198,199,199,Scott Dunlap,74,17.65,18,102,82.3
199,200,200,Harrison Frazar,88,17.92,19,106,82.0
200,201,201,Craig Perks,91,18.35,20,109,81.6
201,202,202,Brett Wetterich,89,20.13,30,149,79.8
