,Official_Money_RANK THIS WEEK,Official_Money_RANK LAST WEEK,Official_Money_PLAYER NAME,Official_Money_EVENTS,Official_Money_MONEY,Official_Money_YTD VICTORIES
54,55,55,Sean O'Hair,25,"$1,873,856",
55,56,56,James Hahn,28,"$1,841,314",
56,57,57,Chez Reavie,28,"$1,819,207",
57,58,58,Bryson DeChambeau,31,"$1,817,054",1.0
58,59,59,Luke List,31,"$1,813,219",
59,60,60,Martin Laird,25,"$1,759,706",
60,61,61,Ryan Moore,24,"$1,751,851",
61,62,62,Scott Brown,29,"$1,748,324",
62,63,63,Kevin Na,26,"$1,728,351",
63,64,64,Adam Scott,16,"$1,695,144",
64,65,65,Russell Knox,24,"$1,643,924",
65,66,66,Kelly Kraft,27,"$1,638,045",
66,67,67,Brandt Snedeker,15,"$1,625,806",
67,68,68,Danny Lee,32,"$1,611,331",
68,69,69,Graham DeLaet,25,"$1,603,666",
69,70,70,Robert Streb,30,"$1,588,287",
70,71,71,Emiliano Grillo,25,"$1,567,015",
71,72,72,Bud Cauley,28,"$1,553,685",
72,73,73,Rod Pampling,22,"$1,539,422",1.0
73,74,74,Kevin Tway,27,"$1,472,613",
74,75,75,Grayson Murray,30,"$1,468,728",1.0
75,76,76,Stewart Cink,26,"$1,463,922",
76,77,77,Jonas Blixt,25,"$1,408,288",1.0
77,78,78,J.B. Holmes,23,"$1,353,584",
78,79,79,Patrick Rodgers,27,"$1,346,322",
79,80,80,Chad Campbell,29,"$1,329,941",
80,81,81,Scott Piercy,22,"$1,317,452",
81,82,82,Branden Grace,20,"$1,315,054",
82,83,83,Kevin Streelman,26,"$1,313,327",
83,84,84,Chris Stroud,22,"$1,308,445",1.0
84,85,85,Cody Gribble,28,"$1,305,554",1.0
85,86,86,Morgan Hoffmann,29,"$1,278,568",
86,87,87,C.T. Pan,29,"$1,267,649",
87,88,88,Nick Taylor,29,"$1,255,259",
88,89,89,Byeong Hun An,22,"$1,236,090",
89,90,90,William McGirt,28,"$1,225,005",
90,91,91,Bubba Watson,22,"$1,223,129",
91,92,92,Chris Kirk,28,"$1,216,047",
92,93,93,Jim Herman,25,"$1,205,632",
93,94,94,Jason Kokrak,28,"$1,173,708",
94,95,95,Whee Kim,27,"$1,125,368",
95,96,96,J.J. Spaun,29,"$1,122,611",
96,97,97,Patton Kizzire,28,"$1,110,395",
97,98,98,Jimmy Walker,21,"$1,101,162",
98,99,99,Seung-Yul Noh,31,"$1,080,706",
99,100,100,David Lingmerth,23,"$1,070,754",
100,101,101,Michael Kim,28,"$1,018,204",
101,102,102,Steve Stricker,13,"$1,002,036",
102,103,103,Camilo Villegas,25,"$971,420",
103,104,104,Ryan Blaum,29,"$962,768",
104,105,105,Luke Donald,18,"$958,850",
105,106,106,Scott Stallings,27,"$955,337",
106,107,107,Brian Gay,25,"$942,372",
107,108,108,Harold Varner III,31,"$918,779",
108,109,109,Derek Fathauer,27,"$898,491",
109,110,110,D.A. Points,22,"$893,700",1.0
110,111,111,Richy Werenski,26,"$890,262",
111,112,112,Robert Garrigus,26,"$880,905",
112,113,113,Dominic Bozzelli,24,"$868,519",
113,114,114,Geoff Ogilvy,25,"$867,249",
114,115,115,Harris English,27,"$864,959",
115,116,116,Brandon Hagy,26,"$861,227",
116,117,117,Ben Martin,27,"$850,319",
117,118,118,Shane Lowry,16,"$831,411",
118,119,119,Martin Flores,27,"$830,057",
119,120,120,Daniel Summerhays,29,"$826,124",
120,121,121,Nick Watney,23,"$824,162",
121,122,122,Blayne Barber,25,"$823,082",
122,123,123,Tyrone Van Aswegen,32,"$806,410",
123,124,124,David Hearn,29,"$800,710",
124,125,125,Vaughn Taylor,26,"$797,385",
125,126,126,Cameron Tringale,28,"$792,814",
126,127,127,Zac Blair,32,"$788,352",
127,128,128,Smylie Kaufman,26,"$784,758",
128,129,129,Ryan Palmer,20,"$772,560",
129,130,130,John Huh,28,"$767,575",
130,131,131,Trey Mullinax,28,"$758,141",
131,132,132,Aaron Baddeley,20,"$755,356",
132,133,133,Rory Sabbatini,23,"$741,617",
133,134,134,Greg Owen,17,"$738,711",
134,135,135,J.J. Henry,29,"$734,874",
135,136,136,Søren Kjeldsen,17,"$722,913",
136,137,137,Billy Hurley III,25,"$719,579",
137,138,138,Ricky Barnes,31,"$697,624",
138,139,139,Chad Collins,26,"$693,743",
139,140,140,Johnson Wagner,26,"$685,306",
140,141,141,Sam Saunders,24,"$678,117",
141,142,142,J.T. Poston,28,"$662,565",
142,143,143,Seamus Power,25,"$646,180",
143,144,144,Graeme McDowell,17,"$639,770",
144,145,145,Cameron Percy,23,"$623,694",
145,146,146,Ben Crane,26,"$618,483",
146,147,147,Alex Cejka,28,"$618,171",
147,148,148,Brian Stuard,31,"$588,806",
148,149,149,Troy Merritt,28,"$569,682",
149,150,150,Michael Thompson,21,"$568,991",
150,151,151,Sebastián Muñoz,17,"$563,900",
151,152,152,Jim Furyk,18,"$558,097",
152,153,153,Rick Lamb,19,"$524,372",
153,154,154,Jonathan Randolph,22,"$511,032",
154,155,155,Matt Jones,20,"$510,622",
155,156,156,Tag Ridings,20,"$489,927",
156,157,157,Spencer Levin,31,"$469,730",
157,158,158,Kyle Reifers,32,"$454,570",
158,159,159,Julián Etulain,22,"$448,214",
159,160,160,Ryan Armour,20,"$443,006",
160,161,161,Andres Gonzales,24,"$422,078",
161,162,162,Boo Weekley,27,"$416,929",
162,163,163,Retief Goosen,19,"$414,363",
163,164,164,Tim Wilkinson,22,"$411,459",
164,165,165,Shawn Stefani,26,"$404,377",
165,166,166,Ryan Brehm,25,"$396,258",
166,167,167,Tom Hoge,17,"$373,092",
167,168,168,Roberto Castro,25,"$367,362",
168,169,169,Peter Malnati,29,"$358,541",
169,170,170,Matt Every,30,"$351,412",
170,171,171,Joel Dahmen,16,"$344,824",
171,172,172,Greg Chalmers,28,"$344,631",
172,173,173,Vijay Singh,18,"$337,305",
173,174,174,Fabián Gómez,21,"$332,352",
174,175,175,John Peterson,15,"$329,705",
175,176,176,Jonathan Byrd,9,"$328,337",
176,177,177,Ryo Ishikawa,20,"$319,748",
177,178,178,Steve Wheatcroft,17,"$309,518",
178,179,179,Andrew Johnston,13,"$293,233",
179,180,180,K.J. Choi,25,"$292,716",
180,181,181,Hunter Mahan,26,"$277,235",
181,182,182,Andrew Loupe,21,"$273,070",
182,183,183,Will MacKenzie,16,"$272,288",
183,184,184,Brett Stegmaier,27,"$271,031",
184,185,185,Mark Hubbard,27,"$267,968",
185,186,186,Gonzalo Fernandez-Castaño,22,"$258,162",
186,187,187,Davis Love III,13,"$257,270",
187,188,188,Brian Campbell,20,"$237,537",
188,189,189,Bill Lunde,8,"$233,984",
189,190,190,Ken Duke,26,"$225,907",
190,191,191,Steven Alker,23,"$218,681",
191,192,192,Danny Willett,11,"$217,975",
192,193,193,Bryce Molder,26,"$216,892",
193,194,194,Ángel Cabrera,16,"$210,479",
194,195,195,Stuart Appleby,16,"$206,607",
195,196,196,Andres Romero,10,"$196,518",
196,197,197,Mark Anderson,20,"$188,806",
197,198,198,Miguel Angel Carballo,22,"$186,623",
198,199,199,Brett Drewitt,19,"$184,388",
199,200,200,Hiroshi Iwata,10,"$179,133",
200,201,201,Nicholas Lindheim,21,"$175,107",
201,202,202,Padraig Harrington,11,"$171,407",
202,203,203,Brad Fritsch,18,"$166,440",
203,204,204,Jason Bohn,28,"$165,910",
204,205,205,Dicky Pride,7,"$165,022",
205,206,206,Carl Pettersson,27,"$164,621",
206,207,207,Ernie Els,20,"$155,926",
207,208,208,Fred Couples,1,"$148,500",
208,209,209,Willy Wilcox,14,"$137,567",
209,210,210,Jason Gore,5,"$133,125",
210,211,211,Jon Curran,11,"$128,092",
211,212,212,John Senden,14,"$104,044",
212,213,213,Mark Wilson,15,"$100,286",
213,214,214,Steve Marino,15,"$98,573",
214,215,215,Chesson Hadley,8,"$82,208",
215,216,216,Bob Estes,15,"$76,930",
216,217,217,John Merrick,9,"$74,648",
217,218,218,Tyler Aldridge,14,"$67,722",
218,219,219,Y.E. Yang,9,"$67,091",
219,220,220,Charlie Wi,6,"$65,613",
220,221,221,Freddie Jacobson,9,"$61,129",
221,222,222,Jerry Kelly,7,"$59,856",
222,223,223,Brendon de Jonge,14,"$54,273",
223,224,224,Craig Barlow,3,"$53,426",
224,225,225,Arjun Atwal,6,"$40,799",
225,226,226,Zack Sucher,14,"$35,135",
226,227,227,Bobby Wyatt,20,"$33,139",
227,228,228,Robert Allenby,4,"$32,851",
228,229,229,"Ted Potter, Jr.",2,"$31,284",
229,230,230,Tim Herron,8,"$29,857",
230,231,231,Larry Mize,1,"$27,720",
231,232,232,Steven Bowditch,27,"$24,650",
232,233,233,Tommy Gainey,8,"$23,717",
233,234,234,Omar Uresti,2,"$19,250",
234,235,235,Max Homa,17,"$18,008",
235,236,236,Shane Bertsch,9,"$15,328",
236,237,237,D.J. Trahan,5,"$15,155",
237,238,238,Brendon Todd,9,"$14,925",
238,239,239,Charlie Beljan,8,"$13,869",
239,240,240,Justin Leonard,1,"$13,702",
240,241,241,Colt Knost,5,"$13,580",
241,242,242,Michael Bradley,3,"$13,514",
242,243,243,Troy Matteson,4,"$12,376",
243,244,244,Fred Funk,1,"$11,280",
244,T245,T245,George McNeill,7,"$9,984",
245,T245,T245,Tim Petrovic,2,"$9,984",
246,T245,T245,David Toms,3,"$9,984",
247,248,248,Eric Axley,4,"$9,198",
248,249,249,John Rollins,6,"$8,736",
249,250,250,Peter Lonard,1,"$7,524",
250,251,251,Chris Smith,2,"$6,755",
251,252,252,Shaun Micheel,3,"$6,300",
