,Percentage_of_Available_Purse_Won_RANK THIS WEEK,Percentage_of_Available_Purse_Won_RANK LAST WEEK,Percentage_of_Available_Purse_Won_PLAYER NAME,Percentage_of_Available_Purse_Won_EVENTS,Percentage_of_Available_Purse_Won_%,Percentage_of_Available_Purse_Won_OFFICIAL MONEY WON,Percentage_of_Available_Purse_Won_TOTAL PURSE AVAILABLE
54,T54,,Billy Horschel,28,1.25,"$2,697,959","$215,850,010"
55,56,,Zach Johnson,23,1.24,"$2,362,968","$190,050,000"
56,57,,Adam Scott,16,1.2,"$1,695,142","$141,000,000"
57,58,,Wesley Bryan,28,1.19,"$2,495,749","$208,950,010"
58,T59,,Anirban Lahiri,22,1.17,"$1,944,288","$165,800,010"
59,T59,,Phil Mickelson,22,1.17,"$2,102,597","$179,750,000"
60,61,,Rafa Cabrera Bello,19,1.15,"$1,934,674","$167,750,000"
61,62,,Cameron Smith,26,1.12,"$2,123,214","$189,900,010"
62,63,,Alex Noren,11,1.11,"$1,205,515","$108,200,000"
63,64,,Si Woo Kim,30,1.1,"$2,681,175","$243,450,010"
64,65,,Hudson Swafford,28,1.06,"$2,246,088","$211,100,010"
65,T66,,Lucas Glover,26,1.02,"$1,955,818","$191,650,000"
66,T66,,Mackenzie Hughes,31,1.02,"$2,355,552","$231,750,010"
67,T66,,Ollie Schniederjans,28,1.02,"$1,935,668","$190,250,010"
68,69,,Rikard Karlberg,1,0.98,"$93,000","$9,500,000"
69,T70,,Martin Kaymer,10,0.96,"$892,352","$93,350,000"
70,T70,,Chase Koepka,2,0.96,"$140,225","$14,600,000"
71,T72,,Graham DeLaet,25,0.93,"$1,603,665","$172,900,000"
72,T72,,Sean O'Hair,25,0.93,"$1,873,854","$201,250,000"
73,T72,,Rod Pampling,22,0.93,"$1,539,420","$166,250,000"
74,T72,,Xinjun Zhang,1,0.93,"$88,000","$9,500,000"
75,76,,Chris Stroud,22,0.92,"$1,308,445","$142,400,010"
76,T77,,Tyrrell Hatton,13,0.91,"$1,103,223","$120,700,000"
77,T77,,Martin Laird,25,0.91,"$1,759,704","$193,000,010"
78,T77,,Steve Stricker,13,0.91,"$1,002,036","$110,500,000"
79,T80,,Keegan Bradley,29,0.9,"$1,940,472","$215,250,010"
80,T80,,Ryan Moore,24,0.9,"$1,751,849","$195,350,000"
81,82,,Jamie Lovemark,28,0.89,"$1,886,971","$211,700,010"
82,T83,,Scott Hend,6,0.88,"$501,634","$56,750,000"
83,T83,,Chez Reavie,28,0.88,"$1,819,202","$206,650,010"
84,T85,,James Hahn,28,0.87,"$1,841,311","$211,900,000"
85,T85,,Kelly Kraft,27,0.87,"$1,638,045","$187,400,000"
86,87,,Luke List,31,0.86,"$1,813,215","$211,950,010"
87,T88,,Scott Brown,29,0.85,"$1,748,322","$206,750,010"
88,T88,,Sung Kang,32,0.85,"$1,943,305","$228,500,010"
89,T90,,Ashun Wu,1,0.84,"$80,166","$9,500,000"
90,T90,,Russell Knox,24,0.84,"$1,643,922","$196,300,010"
91,T92,,Kevin Na,26,0.83,"$1,728,349","$207,900,000"
92,T92,,Rob Oppenheim,4,0.83,"$224,190","$27,100,000"
93,T92,,Kevin Tway,27,0.83,"$1,472,611","$176,650,010"
94,T95,,Richard Bland,2,0.81,"$160,000","$19,750,000"
95,T95,,Bryson DeChambeau,31,0.81,"$1,817,052","$224,450,010"
96,T95,,Hideto Tanihara,11,0.81,"$816,347","$101,100,000"
97,98,,Jonas Blixt,25,0.8,"$1,408,286","$175,200,010"
98,99,,Chan Kim,2,0.79,"$175,333","$22,250,000"
99,T100,,Scott Piercy,22,0.78,"$1,317,451","$169,600,010"
100,T100,,Bernd Wiesberger,10,0.78,"$769,313","$99,000,000"
101,T102,,Stewart Cink,26,0.77,"$1,463,920","$190,500,010"
102,T102,,Branden Grace,20,0.77,"$1,315,051","$170,500,000"
103,104,,Bud Cauley,28,0.76,"$1,553,682","$203,150,010"
104,105,,Emiliano Grillo,25,0.75,"$1,567,011","$208,250,010"
105,T106,,Jonathan Byrd,9,0.73,"$328,337","$45,100,000"
106,T106,,Luke Donald,18,0.73,"$958,850","$131,550,010"
107,T106,,Robert Streb,30,0.73,"$1,588,284","$216,900,000"
108,109,,Kevin Streelman,26,0.72,"$1,313,324","$182,000,010"
109,T110,,Dean Burmester,1,0.71,"$67,000","$9,500,000"
110,T110,,Danny Lee,32,0.71,"$1,611,329","$226,350,010"
111,T112,,J.B. Holmes,23,0.7,"$1,353,583","$192,750,000"
112,T112,,Greg Owen,17,0.7,"$738,711","$105,100,000"
113,T114,,Byeong Hun An,22,0.69,"$1,236,087","$179,600,000"
114,T114,,Grayson Murray,30,0.69,"$1,468,724","$211,450,000"
115,T114,,Patrick Rodgers,27,0.69,"$1,346,320","$195,600,010"
116,117,,Chad Campbell,29,0.68,"$1,329,938","$197,000,010"
117,118,,Cody Gribble,28,0.67,"$1,305,553","$195,100,010"
118,T119,,Jim Herman,25,0.66,"$1,205,631","$182,000,010"
119,T119,,Bubba Watson,22,0.66,"$1,223,126","$185,600,000"
120,T121,,Zecheng Dou,1,0.65,"$62,000","$9,500,000"
121,T121,,Morgan Hoffmann,29,0.65,"$1,278,564","$198,100,010"
122,T121,,Nick Taylor,29,0.65,"$1,255,257","$191,800,010"
123,124,,Chris Kirk,28,0.64,"$1,216,045","$190,400,010"
124,T125,,David Drysdale,1,0.63,"$64,500","$10,250,000"
125,T125,,Jimmy Walker,21,0.63,"$1,101,160","$174,150,000"
126,T127,,Whee Kim,27,0.62,"$1,125,367","$182,000,000"
127,T127,,David Lingmerth,23,0.62,"$1,070,751","$174,000,000"
128,T127,,Shane Lowry,16,0.62,"$831,408","$134,600,000"
129,T127,,C.T. Pan,29,0.62,"$1,267,649","$203,300,010"
130,T127,,Renato Paratore,1,0.62,"$60,000","$9,750,000"
131,132,,Matthew Fitzpatrick,12,0.61,"$687,436","$113,600,000"
132,133,,D.A. Points,22,0.6,"$893,699","$150,050,000"
133,T134,,Patton Kizzire,28,0.59,"$1,110,394","$187,700,000"
134,T134,,J.J. Spaun,29,0.59,"$1,122,608","$188,900,010"
135,T134,,Camilo Villegas,25,0.59,"$971,419","$165,900,010"
136,T134,,Lee Westwood,10,0.59,"$581,198","$99,000,000"
137,T138,,Dominic Bozzelli,24,0.58,"$868,519","$149,400,010"
138,T138,,Brian Gay,25,0.58,"$942,369","$163,450,010"
139,T138,,WC Liang,1,0.58,"$55,000","$9,500,000"
140,T138,,Bill Lunde,8,0.58,"$233,984","$40,100,000"
141,T138,,Aaron Wise,6,0.58,"$209,487","$36,300,010"
142,T143,,Ryan Palmer,20,0.57,"$772,559","$136,700,000"
143,T143,,Scott Stallings,27,0.57,"$955,336","$167,750,010"
144,T145,,Kramer Hickok,2,0.56,"$75,300","$13,500,000"
145,T145,,Jason Kokrak,28,0.56,"$1,173,705","$211,300,010"
146,T145,,Joost Luiten,5,0.56,"$279,236","$49,750,000"
147,T145,,William McGirt,28,0.56,"$1,225,003","$217,050,000"
148,T145,,Richy Werenski,26,0.56,"$890,261","$159,750,010"
149,T150,,Sam Brazel,2,0.55,"$107,000","$19,500,000"
150,T150,,Nick Watney,23,0.55,"$824,161","$151,050,000"
151,T152,,Aaron Baddeley,20,0.54,"$755,356","$139,150,000"
152,T152,,Michael Johnson,2,0.54,"$54,768","$10,200,000"
153,T152,,Søren Kjeldsen,17,0.54,"$722,912","$133,250,000"
154,T152,,Sebastián Muñoz,17,0.54,"$563,900","$105,350,000"
155,T152,,Seung-Yul Noh,31,0.54,"$1,080,705","$201,050,010"
156,T152,,Andy Sullivan,7,0.54,"$360,639","$67,000,000"
157,T158,,Robert Garrigus,26,0.53,"$880,902","$167,050,010"
158,T158,,Brandon Hagy,26,0.53,"$861,226","$162,250,000"
159,T158,,Geoff Ogilvy,25,0.53,"$867,247","$164,350,000"
160,T158,,Rory Sabbatini,23,0.53,"$741,616","$140,750,010"
161,T162,,Ryan Blaum,29,0.52,"$962,766","$183,950,010"
162,T162,,Michael Kim,28,0.52,"$1,018,203","$195,500,010"
163,T162,,Graeme McDowell,17,0.52,"$639,770","$123,300,010"
164,T162,,Dicky Pride,7,0.52,"$165,020","$31,800,000"
165,T162,,Richard Sterne,3,0.52,"$154,950","$29,750,000"
166,T162,,Chris Wood,9,0.52,"$456,561","$88,500,000"
167,168,,Blayne Barber,25,0.51,"$823,081","$162,550,000"
168,T169,,Derek Fathauer,27,0.5,"$898,489","$180,550,010"
169,T169,,Thongchai Jaidee,5,0.5,"$246,500","$49,750,000"
170,T169,,Thorbjørn Olesen,6,0.5,"$257,916","$51,950,000"
171,T169,,Jordan Zunic,1,0.5,"$47,750","$9,500,000"
172,T173,,Craig Barlow,3,0.49,"$53,426","$11,000,000"
173,T173,,Martin Flores,27,0.49,"$830,054","$167,750,010"
174,T175,,K.T. Kim,5,0.47,"$236,207","$49,750,000"
175,T175,,Rick Lamb,19,0.47,"$524,372","$111,600,010"
176,T175,,Ben Martin,27,0.47,"$850,317","$179,250,010"
177,T175,,Matthew Millar,1,0.47,"$44,375","$9,500,000"
178,T175,,Peter Uihlein,7,0.47,"$272,529","$57,850,000"
179,180,,Harris English,27,0.46,"$864,958","$189,650,010"
180,T181,,Jacques Blaauw,1,0.45,"$43,000","$9,500,000"
181,T181,,Smylie Kaufman,26,0.45,"$784,757","$172,800,000"
182,T181,,Cameron Percy,23,0.45,"$623,693","$139,100,000"
183,T181,,Sam Saunders,24,0.45,"$678,116","$150,400,000"
184,T181,,Vaughn Taylor,26,0.45,"$797,383","$178,150,010"
185,T181,,Huilin Zhang,1,0.45,"$42,500","$9,500,000"
186,T187,,Laurie Canter,1,0.44,"$45,286","$10,250,000"
187,T187,,Chad Collins,26,0.44,"$693,743","$157,600,000"
188,T187,,Jason Gore,5,0.44,"$133,125","$30,300,000"
189,T187,,Nathan Holman,1,0.44,"$42,125","$9,500,000"
190,T187,,Cameron Tringale,28,0.44,"$792,813","$179,200,010"
191,T192,,Curtis Luck,12,0.43,"$362,228","$83,500,000"
192,T192,,Trey Mullinax,28,0.43,"$758,139","$176,600,010"
193,T192,,Seamus Power,25,0.43,"$646,179","$151,100,010"
194,T192,,Harold Varner III,31,0.43,"$918,777","$215,650,010"
195,T196,,David Hearn,29,0.42,"$800,709","$188,700,010"
196,T196,,Matt Jones,20,0.42,"$510,620","$120,700,000"
197,T196,,Tag Ridings,20,0.42,"$489,925","$117,700,000"
198,T196,,Michael Thompson,21,0.42,"$568,990","$136,000,010"
199,T200,,Marcus Fraser,3,0.41,"$107,245","$26,250,000"
200,T200,,John Huh,28,0.41,"$767,574","$187,650,010"
201,T200,,Billy Hurley III,25,0.41,"$719,578","$177,200,010"
202,T200,,Kurt Kitayama,2,0.41,"$39,257","$9,600,000"
203,T204,,J.J. Henry,29,0.4,"$734,871","$184,450,010"
204,T204,,Richie Ramsay,2,0.4,"$88,000","$22,250,000"
205,T204,,Young-han Song,4,0.4,"$148,800","$37,250,000"
206,T204,,Daniel Summerhays,29,0.4,"$826,122","$204,100,000"
207,T204,,Johnson Wagner,26,0.4,"$685,304","$172,300,010"
208,T209,,Joseph Bramlett,1,0.39,"$23,516","$6,000,000"
209,T209,,Jim Furyk,18,0.39,"$558,096","$141,400,010"
210,T209,,Tyrone Van Aswegen,32,0.39,"$806,408","$207,250,010"
211,T212,,Zac Blair,32,0.38,"$788,350","$207,200,010"
212,T212,,Ben Crane,26,0.38,"$618,481","$164,600,010"
213,T212,,Joel Dahmen,16,0.38,"$344,823","$91,900,000"
214,T215,,Ryan Armour,20,0.37,"$443,003","$119,700,000"
215,T215,,Tom Hoge,17,0.37,"$373,090","$100,200,000"
216,T215,,Jack Maguire,1,0.37,"$44,975","$12,000,000"
217,T215,,J.T. Poston,28,0.37,"$662,563","$176,900,010"
218,T215,,Jonathan Randolph,22,0.37,"$511,032","$137,800,010"
219,T215,,Chan Shih-chang,2,0.37,"$60,570","$16,500,000"
220,T215,,Fabrizio Zanotti,6,0.37,"$187,870","$50,750,000"
221,222,,Retief Goosen,19,0.36,"$414,361","$116,300,000"
222,T223,,Ricky Barnes,31,0.35,"$697,623","$200,500,010"
223,T223,,Satoshi Kodaira,4,0.35,"$132,814","$38,250,000"
224,T223,,Shaun Norris,2,0.35,"$69,250","$20,000,000"
225,T226,,Alex Cejka,28,0.34,"$618,169","$182,300,010"
226,T226,,Julián Etulain,22,0.34,"$448,213","$132,400,010"
227,T226,,John Peterson,15,0.34,"$329,704","$95,600,010"
228,T226,,Robby Shelton,8,0.34,"$157,512","$46,600,000"
229,T226,,Soomin Lee,2,0.34,"$56,645","$16,500,000"
230,T226,,Miguel Tabuena,3,0.34,"$77,411","$22,500,000"
231,232,,Hiroshi Iwata,10,0.33,"$179,133","$54,300,000"
232,T233,,Matt Gilchrest,1,0.32,"$11,326","$3,500,000"
233,T233,,Grant Leaver,1,0.32,"$11,326","$3,500,000"
234,T233,,Jordan Niebrugge,2,0.32,"$58,637","$18,200,000"
235,T233,,Andres Romero,10,0.32,"$196,518","$62,250,000"
236,T233,,Jeunghun Wang,10,0.32,"$307,605","$97,200,000"
237,T238,,Davis Love III,13,0.31,"$257,270","$82,700,000"
238,T238,,Troy Merritt,28,0.31,"$569,681","$185,600,000"
239,T240,,Yi Keun Chang,1,0.3,"$31,070","$10,250,000"
240,T240,,Andrew Dodt,1,0.3,"$31,070","$10,250,000"
241,T240,,Lee McCoy,3,0.3,"$56,667","$18,900,000"
242,T240,,Michael Putnam,6,0.3,"$130,984","$44,400,000"
243,T240,,Steve Wheatcroft,17,0.3,"$309,517","$102,000,000"
244,T240,,Tim Wilkinson,22,0.3,"$411,457","$135,000,010"
245,T246,,George Coetzee,2,0.29,"$62,000","$21,500,000"
246,T246,,Brett Coletta,3,0.29,"$66,410","$22,700,000"
247,T246,,Andres Gonzales,24,0.29,"$422,076","$144,700,010"
248,T246,,Andrew Johnston,13,0.29,"$293,232","$100,150,000"
249,T250,,Scott Langley,3,0.28,"$49,308","$17,400,000"
250,T250,,Larry Mize,1,0.28,"$27,720","$10,000,000"
251,T250,,Brian Stuard,31,0.28,"$588,805","$212,300,010"
252,253,,Will MacKenzie,16,0.27,"$272,287","$102,200,010"
253,T254,,Bradley Dredge,2,0.26,"$55,000","$21,500,000"
254,T254,,Mike Hendry,2,0.26,"$52,000","$20,000,000"
255,T256,,Ryan Brehm,25,0.25,"$396,256","$156,800,010"
256,T256,,Ryo Ishikawa,20,0.25,"$319,747","$126,800,010"
257,T256,,Vijay Singh,18,0.25,"$337,305","$134,800,000"
258,T256,,Shawn Stefani,26,0.25,"$404,375","$162,900,010"
259,T256,,Toby Tree,1,0.25,"$25,843","$10,250,000"
260,T261,,Grégory Bourdy,2,0.24,"$51,500","$21,500,000"
261,T261,,Paul Lawrie,2,0.24,"$47,500","$20,000,000"
262,T261,,Spencer Levin,31,0.24,"$469,729","$195,800,010"
263,T261,,Michael Lorenzo-Vera,1,0.24,"$24,500","$10,250,000"
264,T261,,Chase Seiffert,3,0.24,"$38,046","$16,100,000"
265,T261,,Boo Weekley,27,0.24,"$416,928","$174,900,010"
266,T267,,Abraham Ancer,1,0.23,"$15,820","$7,000,010"
267,T267,,Gaganjeet Bhullar,1,0.23,"$15,750","$7,000,000"
268,T267,,Charlie Danielson,3,0.23,"$31,302","$13,800,000"
269,T267,,Joseph Dean,1,0.23,"$23,556","$10,250,000"
270,T267,,Fabián Gómez,21,0.23,"$332,351","$143,800,010"
271,T267,,Yuta Ikeda,10,0.23,"$222,561","$94,850,000"
272,T267,,David Lipsky,2,0.23,"$46,625","$20,000,000"
273,T267,,Peter Lonard,1,0.23,"$7,524","$3,300,000"
274,T267,,Carlos Ortiz,1,0.23,"$15,820","$7,000,010"
275,T267,,Brandon Stone,6,0.23,"$127,818","$55,000,000"
276,T277,,Stuart Appleby,16,0.22,"$206,607","$94,200,000"
277,T277,,Cody Blick,1,0.22,"$7,128","$3,300,000"
278,T277,,Kent Bulle,1,0.22,"$22,850","$10,250,000"
279,T277,,Padraig Harrington,11,0.22,"$171,406","$79,350,000"
280,T277,,Justin Leonard,1,0.22,"$13,702","$6,200,000"
281,T277,,Justin Lower,1,0.22,"$16,425","$7,500,000"
282,T277,,Kyle Reifers,32,0.22,"$454,567","$208,700,010"
283,T277,,Charlie Wi,6,0.22,"$65,612","$30,100,000"
284,T285,,Thomas Aiken,1,0.21,"$25,026","$12,000,000"
285,T285,,Chris Evans,1,0.21,"$11,890","$5,800,000"
286,T285,,Matthew Griffin,3,0.21,"$60,106","$28,700,000"
287,T285,,Chesson Hadley,8,0.21,"$82,208","$38,900,000"
288,T285,,Alex Moon,1,0.21,"$15,375","$7,500,000"
289,T285,,Daniel Obremski,1,0.21,"$14,981","$7,100,000"
290,T285,,Danny Willett,11,0.21,"$217,975","$104,900,000"
291,T292,,Matt Atkins,1,0.2,"$8,190","$4,200,000"
292,T292,,Ángel Cabrera,16,0.2,"$210,479","$103,700,010"
293,T292,,Brian Campbell,20,0.2,"$237,535","$118,300,000"
294,T292,,SSP Chawrasia,1,0.2,"$13,860","$7,000,000"
295,T292,,Gonzalo Fernandez-Castaño,22,0.2,"$258,160","$131,300,010"
296,T292,,Jonathan Garrick,2,0.2,"$28,490","$14,000,010"
297,T292,,Andrew Loupe,21,0.2,"$273,070","$139,200,000"
298,T292,,Wesley McClain,2,0.2,"$25,744","$13,200,000"
299,T292,,Jared Sawada,1,0.2,"$12,000","$6,000,000"
300,T301,,Anders Albertson,1,0.19,"$11,280","$6,000,000"
301,T301,,Cyril Bouniol,1,0.19,"$5,790","$3,000,000"
302,T301,,Roberto Castro,25,0.19,"$367,361","$190,100,000"
303,T301,,Fred Funk,1,0.19,"$11,280","$6,000,000"
304,T301,,Talor Gooch,1,0.19,"$23,213","$12,000,000"
305,T301,,Hyung-Sung Kim,1,0.19,"$11,280","$6,000,000"
306,T301,,Tyler Light,1,0.19,"$22,971","$12,000,000"
307,T301,,Peter Malnati,29,0.19,"$358,538","$186,100,010"
308,T309,,Robert Allenby,4,0.18,"$32,851","$18,000,000"
309,T309,,Greg Chalmers,28,0.18,"$344,631","$187,400,010"
310,T309,,Danny Chia,1,0.18,"$12,880","$7,000,000"
311,T309,,K.J. Choi,25,0.18,"$292,714","$160,500,010"
312,T309,,Jon Curran,11,0.18,"$128,091","$71,200,010"
313,T309,,Matt Every,30,0.18,"$351,411","$194,700,010"
314,T315,,Brett Drewitt,19,0.17,"$184,388","$111,000,000"
315,T315,,Hunter Mahan,26,0.17,"$277,234","$163,100,010"
316,T315,,Willy Wilcox,14,0.17,"$137,566","$82,400,000"
317,T318,,Steven Alker,23,0.16,"$218,680","$137,700,010"
318,T318,,Mark Anderson,20,0.16,"$188,803","$118,100,000"
319,T318,,Roberto Díaz,3,0.16,"$45,625","$28,750,010"
320,T318,,Brad Fritsch,18,0.16,"$166,439","$104,600,000"
321,T318,,Mark Hubbard,27,0.16,"$267,967","$171,600,010"
322,T318,,John Merrick,9,0.16,"$74,646","$46,500,000"
323,T318,,"Ted Potter, Jr.",2,0.16,"$31,284","$19,100,000"
324,T325,,Stephan Jaeger,2,0.15,"$24,301","$16,200,000"
325,T325,,Pablo Larrazabal,3,0.15,"$44,250","$30,500,000"
326,T325,,Brett Stegmaier,27,0.15,"$271,030","$175,000,010"
327,T328,,Miguel Angel Carballo,22,0.14,"$186,622","$131,300,010"
328,T328,,Ken Duke,26,0.14,"$225,907","$160,300,010"
329,T328,,Beau Hossler,8,0.14,"$77,027","$54,600,000"
330,T328,,Nicholas Lindheim,21,0.14,"$175,106","$124,200,010"
331,T328,,Omar Uresti,2,0.14,"$19,250","$14,000,000"
332,T333,,Arjun Atwal,6,0.13,"$40,799","$30,300,000"
333,T333,,Michael Bradley,3,0.13,"$13,513","$10,700,000"
334,T333,,Jerry Kelly,7,0.13,"$59,856","$47,800,010"
335,T333,,Bryce Molder,26,0.13,"$216,890","$168,400,000"
336,T333,,Tim Petrovic,2,0.13,"$9,984","$7,500,000"
337,T333,,Ryan Ruffels,7,0.13,"$65,572","$50,200,000"
338,T333,,Josh Teater,2,0.13,"$16,253","$12,600,000"
339,T333,,Y.E. Yang,9,0.13,"$67,091","$52,300,000"
340,T341,,Chip Deason,2,0.12,"$12,352","$9,900,000"
341,T341,,Kevin Dougherty,2,0.12,"$23,696","$19,000,000"
342,T341,,John Senden,14,0.12,"$104,044","$87,700,000"
343,T341,,Mark Wilson,15,0.12,"$100,286","$85,100,010"
344,T345,,Ryan Fox,2,0.11,"$22,875","$20,750,000"
345,T345,,Alexander Levy,4,0.11,"$47,750","$42,250,000"
346,T347,,Ernie Els,20,0.1,"$155,926","$154,950,010"
347,T347,,Dylan Frittelli,2,0.1,"$20,800","$20,750,000"
348,T347,,Freddie Jacobson,9,0.1,"$61,129","$60,500,000"
349,T347,,Steve Marino,15,0.1,"$98,573","$95,100,010"
350,T347,,Carl Pettersson,27,0.1,"$164,621","$166,000,010"
351,T347,,Chris Smith,2,0.1,"$6,755","$6,800,000"
352,T353,,Jason Bohn,28,0.09,"$165,910","$179,000,010"
353,T353,,Yusaku Miyazato,3,0.09,"$24,301","$28,250,000"
354,T355,,Tyler Aldridge,14,0.08,"$67,721","$80,000,000"
355,T355,,Bob Estes,15,0.08,"$76,930","$98,400,010"
356,T355,,Sam Horsfield,6,0.08,"$27,904","$34,200,000"
357,T355,,Kenny Pigman,2,0.08,"$12,586","$16,300,000"
358,T359,,Brendon de Jonge,14,0.07,"$54,273","$81,300,000"
359,T359,,Gavin Kyle Green,3,0.07,"$14,070","$20,100,000"
360,T359,,Tim Herron,8,0.07,"$29,857","$44,000,000"
361,T359,,Troy Matteson,4,0.07,"$12,376","$16,600,000"
362,T359,,D.J. Trahan,5,0.07,"$15,155","$22,800,000"
363,T364,,"Rich Berberian, Jr.",7,0.06,"$26,284","$41,500,000"
364,T364,,Wyndham Clark,5,0.06,"$16,933","$28,800,000"
365,T364,,Tommy Gainey,8,0.06,"$23,717","$43,000,000"
366,T364,,David Toms,3,0.06,"$9,984","$16,200,000"
367,368,,Eric Axley,4,0.05,"$9,198","$19,100,000"
368,T369,,Bobby Gates,5,0.04,"$12,352","$33,400,000"
369,T369,,Colt Knost,5,0.04,"$13,580","$31,400,000"
370,T369,,Zack Sucher,14,0.04,"$35,134","$86,900,010"
371,T372,,Charlie Beljan,8,0.03,"$13,869","$55,400,000"
372,T372,,Shane Bertsch,9,0.03,"$15,328","$52,700,000"
373,T372,,Dru Love,5,0.03,"$10,788","$31,700,000"
374,T372,,George McNeill,7,0.03,"$9,984","$35,000,000"
375,T372,,Shaun Micheel,3,0.03,"$6,300","$18,200,000"
376,T372,,John Rollins,6,0.03,"$8,736","$30,100,000"
377,T372,,Brendon Todd,9,0.03,"$14,925","$52,200,000"
378,T372,,Bobby Wyatt,20,0.03,"$33,139","$118,300,000"
379,380,,Max Homa,17,0.02,"$18,008","$97,800,000"
380,381,,Steven Bowditch,27,0.01,"$24,650","$172,500,010"
