,Career_Earnings_RANK THIS WEEK,Career_Earnings_RANK LAST WEEK,Career_Earnings_PLAYER NAME,Career_Earnings_MONEY
391,392,,Carl Paulson,"$2,680,044"
392,393,,Wesley Bryan,"$2,674,480"
393,394,,Steve Wheatcroft,"$2,655,168"
394,395,,Michael Putnam,"$2,647,528"
395,396,,Brad Fabel,"$2,636,911"
396,397,,"Ted Potter, Jr.","$2,630,565"
397,398,,Mike Springer,"$2,596,451"
398,399,,Hubert Green,"$2,591,959"
399,400,,Patton Kizzire,"$2,591,564"
400,401,,Shane Bertsch,"$2,571,920"
401,402,,Willy Wilcox,"$2,568,869"
402,403,,Whee Kim,"$2,564,028"
403,404,,Gary Hallberg,"$2,476,014"
404,405,,Andres Gonzales,"$2,473,579"
405,406,,Tyrone Van Aswegen,"$2,455,132"
406,407,,Patrick Cantlay,"$2,438,168"
407,408,,Alex Prugh,"$2,427,093"
408,409,,Derek Fathauer,"$2,417,569"
409,410,,Bob Lohr,"$2,417,060"
410,411,,Spike McRoy,"$2,412,577"
411,412,,Blayne Barber,"$2,412,160"
412,413,,Ian Leggatt,"$2,410,796"
413,414,,Dave Barr,"$2,404,793"
414,415,,Keith Clearwater,"$2,365,698"
415,416,,Mackenzie Hughes,"$2,355,553"
416,417,,Gabriel Hjertstedt,"$2,339,756"
417,418,,Gonzalo Fernandez-Castaño,"$2,334,771"
418,419,,Billy Ray Brown,"$2,330,389"
419,420,,Parker McLachlin,"$2,309,979"
420,421,,Mike Sullivan,"$2,301,255"
421,422,,Bryson DeChambeau,"$2,293,675"
422,423,,Byeong Hun An,"$2,291,686"
423,424,,Lennie Clements,"$2,280,766"
424,425,,Ed Fiori,"$2,270,198"
425,426,,Harold Varner III,"$2,259,299"
426,427,,Tom Weiskopf,"$2,241,687"
427,428,,David Gossett,"$2,234,484"
428,429,,Richard Lee,"$2,224,824"
429,430,,Roger Maltbie,"$2,212,879"
430,431,,J.C. Snead,"$2,197,545"
431,432,,Jeff Gove,"$2,181,492"
432,433,,Robin Freeman,"$2,174,379"
433,434,,Derek Ernst,"$2,167,341"
434,435,,Ollie Schniederjans,"$2,164,361"
435,436,,Clarence Rose,"$2,155,380"
436,437,,Jamie Donaldson,"$2,118,903"
437,438,,Kelly Kraft,"$2,106,015"
438,439,,Andrew Loupe,"$2,095,316"
439,440,,David Mathis,"$2,091,605"
440,441,,Ian Baker-Finch,"$2,078,743"
441,442,,Marc Turnesa,"$2,075,845"
442,443,,Sam Saunders,"$2,040,402"
443,444,,John Adams,"$2,019,582"
444,445,,Larry Rinker,"$2,007,824"
445,446,,Mike Donald,"$1,970,260"
446,447,,John Peterson,"$1,947,234"
447,448,,Trevor Dodds,"$1,940,834"
448,449,,Jim Thorpe,"$1,935,566"
449,450,,Peter Malnati,"$1,928,811"
450,451,,Dave Rummells,"$1,909,430"
451,452,,David Graham,"$1,888,731"
452,453,,Søren Kjeldsen,"$1,879,647"
453,454,,Jarrod Lyle,"$1,875,416"
454,455,,Arnold Palmer,"$1,861,857"
455,456,,Mike Heinen,"$1,848,216"
456,457,,David Howell,"$1,840,737"
457,458,,Richard Zokol,"$1,840,397"
458,459,,Ryan Armour,"$1,837,176"
459,460,,Mike Standly,"$1,834,597"
460,461,,Gary Player,"$1,834,482"
461,462,,Leonard Thompson,"$1,819,028"
462,463,,Mark Lye,"$1,800,654"
463,464,,George Burns,"$1,781,090"
464,465,,"David Berganio, Jr.","$1,766,499"
465,466,,Kelly Gibson,"$1,751,957"
466,467,,Morris Hatalsky,"$1,707,280"
467,468,,Brice Garnett,"$1,702,159"
468,469,,Ian Woosnam,"$1,696,309"
469,470,,Bruce Fleisher,"$1,695,111"
470,471,,Darron Stiles,"$1,683,861"
471,472,,Michael Kim,"$1,682,743"
472,473,,Guy Boros,"$1,672,839"
473,474,,Michael Clark II,"$1,670,485"
474,475,,Gavin Coles,"$1,663,463"
475,476,,Kevin Tway,"$1,654,213"
476,477,,"Wes Short, Jr.","$1,652,656"
477,478,,Ted Schulz,"$1,645,215"
478,479,,Bob Murphy,"$1,642,330"
479,480,,Jerry Pate,"$1,634,246"
480,481,,Gary Koch,"$1,629,482"
481,482,,Tom Hoge,"$1,624,969"
482,483,,Lon Hinkle,"$1,607,691"
483,484,,Kenny Knox,"$1,607,180"
484,485,,Scott Pinckney,"$1,591,922"
485,486,,Bobby Gates,"$1,585,445"
486,487,,Gene Littler,"$1,584,210"
487,488,,Jack Renner,"$1,579,090"
488,489,,Curt Byrum,"$1,576,535"
489,490,,Mark Hayes,"$1,555,739"
490,491,,Jim Colbert,"$1,553,136"
491,492,,Bob Eastwood,"$1,546,106"
492,493,,Keith Fergus,"$1,546,009"
493,494,,Paul Lawrie,"$1,538,963"
494,495,,Aron Price,"$1,534,481"
495,496,,Derek Lamely,"$1,528,267"
496,497,,Buddy Gardner,"$1,491,943"
497,498,,John Maginnes,"$1,474,747"
498,499,,Grayson Murray,"$1,468,728"
499,500,,Cody Gribble,"$1,438,381"
500,501,,Bobby Clampett,"$1,423,000"
501,502,,Tyrrell Hatton,"$1,397,638"
502,503,,Billy Kratzert,"$1,396,819"
503,504,,Nicolas Colsaerts,"$1,387,269"
504,505,,Ross Fisher,"$1,385,912"
505,506,,Bill Rogers,"$1,384,710"
506,507,,Bruce Crampton,"$1,376,193"
507,508,,Andy North,"$1,365,530"
508,509,,Brett Stegmaier,"$1,357,746"
509,510,,C.T. Pan,"$1,332,706"
510,511,,Scott Hend,"$1,330,578"
511,512,,Ed Dougherty,"$1,323,769"
512,513,,John Morse,"$1,311,273"
513,514,,Tom Sieckmann,"$1,310,647"
514,515,,Casey Wittenberg,"$1,307,870"
515,516,,Dave Stockton,"$1,303,281"
516,517,,Denis Watson,"$1,288,621"
517,518,,Al Geiberger,"$1,265,188"
518,519,,Carlos Ortiz,"$1,256,256"
519,520,,D.H. Lee,"$1,235,103"
520,521,,Brad Fritsch,"$1,234,454"
521,522,,Brad Adamonis,"$1,229,496"
522,523,,P.H. Horgan III,"$1,228,505"
523,524,,Mark Hubbard,"$1,214,990"
524,525,,Danny Edwards,"$1,212,304"
525,526,,Thomas Pieters,"$1,211,055"
526,527,,Henrik Norlander,"$1,191,760"
527,528,,Charles Coody,"$1,187,762"
528,529,,Dave Eichelberger,"$1,186,505"
529,530,,Jeev Milkha Singh,"$1,178,393"
530,531,,Tony Sills,"$1,173,361"
531,532,,J.J. Spaun,"$1,142,911"
532,533,,Don January,"$1,140,925"
533,534,,Kiradech Aphibarnrat,"$1,137,728"
534,535,,Dick Mast,"$1,123,038"
535,536,,Ryan Blaum,"$1,088,395"
536,537,,John Inman,"$1,087,947"
537,538,,Thorbjørn Olesen,"$1,081,790"
538,539,,Victor Dubuisson,"$1,062,610"
539,540,,Gibby Gilbert,"$1,056,506"
540,541,,Will Claxton,"$1,055,852"
541,542,,Mac O'Grady,"$1,050,779"
542,543,,Rex Caldwell,"$1,043,403"
543,544,,Chi Chi Rodriguez,"$1,037,106"
544,545,,Lee Elder,"$1,020,514"
545,546,,Jason Allred,"$1,012,334"
546,547,,Thomas Aiken,"$998,429"
547,548,,Bobby Nichols,"$993,025"
548,549,,Barry Jaeckel,"$982,408"
549,550,,Alex Noren,"$980,067"
550,551,,Tommy Fleetwood,"$976,518"
551,552,,Brandon Hagy,"$971,565"
552,553,,Isao Aoki,"$960,571"
553,554,,Andre Stolz,"$942,647"
554,555,,Chris Wood,"$930,388"
555,556,,Troy Kelly,"$926,099"
556,557,,Bernd Wiesberger,"$918,803"
557,558,,Pat McGowan,"$915,577"
558,559,,Hiroshi Iwata,"$911,662"
559,560,,Bruce Devlin,"$907,069"
560,561,,Mark Carnevale,"$906,925"
561,562,,Mark Anderson,"$904,664"
562,563,,Richy Werenski,"$897,087"
563,564,,Jerry McGee,"$871,753"
564,565,,Dominic Bozzelli,"$868,519"
565,566,,Ed Sneed,"$860,268"
566,567,,Miguel Angel Carballo,"$858,603"
567,568,,George Coetzee,"$854,141"
568,569,,Jonathan Randolph,"$847,798"
569,570,,Steven Alker,"$841,849"
570,571,,Bill Sander,"$823,428"
571,572,,Ron Streck,"$817,211"
572,573,,Wes Roach,"$816,209"
573,574,,Trey Mullinax,"$807,776"
574,575,,Grier Jones,"$803,189"
575,576,,Lance Ten Broeck,"$790,347"
576,577,,Martin Piller,"$781,517"
577,578,,Jerry Heard,"$780,746"
578,579,,Doug Sanders,"$772,993"
579,580,,Greg Twiggs,"$767,294"
580,581,,Hideto Tanihara,"$753,398"
581,582,,Frank Conner,"$750,733"
582,583,,Matthew Fitzpatrick,"$738,755"
583,584,,Peter Oosterhuis,"$736,692"
584,585,,Joe Inman,"$729,249"
585,586,,Matt Weibring,"$719,272"
586,587,,HaoTong Li,"$706,722"
587,588,,Rob Oppenheim,"$706,117"
588,589,,Mike McCullough,"$682,511"
589,590,,Rod Curl,"$677,009"
590,591,,Stan Utley,"$674,546"
591,592,,Andy Sullivan,"$673,343"
592,593,,Homero Blancas,"$671,251"
593,594,,Soren Hansen,"$668,819"
594,595,,J.T. Poston,"$662,565"
595,596,,Gary McCord,"$662,359"
596,597,,Thongchai Jaidee,"$650,556"
597,598,,Seamus Power,"$646,180"
598,599,,Bob Goalby,"$645,013"
599,600,,Austin Cook,"$640,115"
600,601,,Victor Regalado,"$628,557"
601,602,,Paul Claxton,"$622,192"
602,603,,T.C. Chen,"$616,303"
603,604,,Tyler Aldridge,"$609,829"
604,605,,Matteo Manassero,"$601,469"
605,606,,Sung Joon Park,"$597,103"
606,607,,Max Homa,"$594,271"
607,608,,Joost Luiten,"$589,625"
608,609,,Dale Douglass,"$577,950"
609,610,,Sam Randolph,"$574,876"
610,611,,Mark Pfeil,"$573,387"
611,612,,Jim Dent,"$564,809"
612,613,,Nick Flanagan,"$564,191"
613,614,,Sebastián Muñoz,"$563,900"
614,615,,Andrew Johnston,"$563,495"
615,616,,Peter Uihlein,"$559,487"
616,617,,Bronson Burgoon,"$557,020"
617,618,,John Schroeder,"$546,569"
618,619,,Tim Norris,"$545,531"
619,620,,Mac McLendon,"$541,908"
620,621,,Richard Sterne,"$537,067"
621,622,,Rik Massengale,"$536,254"
622,623,,Bobby Cole,"$535,130"
623,624,,Forrest Fezler,"$527,325"
624,625,,Mike Morley,"$526,403"
625,626,,Rick Lamb,"$524,372"
626,627,,Ken Brown,"$507,919"
627,628,,Toru Taniguchi,"$505,131"
