,Total_Money_Official_and_Unofficial_RANK THIS WEEK,Total_Money_Official_and_Unofficial_RANK LAST WEEK,Total_Money_Official_and_Unofficial_PLAYER NAME,Total_Money_Official_and_Unofficial_EVENTS,Total_Money_Official_and_Unofficial_MONEY
105,106,,Whee Kim,27,"$1,125,368"
106,107,,J.J. Spaun,29,"$1,122,611"
107,108,,Patton Kizzire,28,"$1,110,395"
108,109,,Tyrrell Hatton,13,"$1,103,224"
109,110,,Seung-Yul Noh,31,"$1,080,706"
110,111,,Luke Donald,19,"$1,037,600"
111,112,,Michael Kim,28,"$1,018,204"
112,113,,Camilo Villegas,25,"$971,420"
113,114,,Ryan Blaum,29,"$962,768"
114,115,,Scott Stallings,27,"$955,337"
115,116,,Brian Gay,25,"$942,372"
116,117,,Harold Varner III,31,"$918,779"
117,118,,Smylie Kaufman,28,"$916,425"
118,119,,Shane Lowry,17,"$902,661"
119,120,,Derek Fathauer,27,"$898,491"
120,121,,D.A. Points,22,"$893,700"
121,122,,Martin Kaymer,10,"$892,354"
122,123,,Richy Werenski,26,"$890,262"
123,124,,Robert Garrigus,26,"$880,905"
124,125,,Dominic Bozzelli,24,"$868,519"
125,126,,Geoff Ogilvy,25,"$867,249"
126,127,,Brandon Hagy,26,"$861,227"
127,128,,David Hearn,30,"$853,210"
128,129,,Ben Martin,27,"$850,319"
129,130,,Rory Sabbatini,24,"$833,283"
130,131,,Martin Flores,27,"$830,057"
131,132,,Daniel Summerhays,29,"$826,124"
132,133,,Nick Watney,23,"$824,162"
133,134,,Blayne Barber,25,"$823,082"
134,135,,Hideto Tanihara,11,"$816,347"
135,136,,Bernd Wiesberger,11,"$806,814"
136,137,,Tyrone Van Aswegen,32,"$806,410"
137,138,,Vaughn Taylor,26,"$797,385"
138,139,,Cameron Tringale,28,"$792,814"
139,140,,Zac Blair,32,"$788,352"
140,141,,Ryan Palmer,20,"$772,560"
141,142,,John Huh,28,"$767,575"
142,143,,Trey Mullinax,28,"$758,141"
143,144,,Aaron Baddeley,20,"$755,356"
144,145,,Greg Owen,17,"$738,711"
145,146,,J.J. Henry,29,"$734,874"
146,147,,Billy Hurley III,25,"$719,579"
147,148,,Graeme McDowell,18,"$711,020"
148,149,,Ricky Barnes,31,"$697,624"
149,150,,Chad Collins,26,"$693,743"
150,151,,Matthew Fitzpatrick,12,"$687,437"
151,152,,Johnson Wagner,26,"$685,306"
152,153,,Sam Saunders,24,"$678,117"
153,154,,J.T. Poston,28,"$662,565"
154,155,,Alex Cejka,29,"$659,921"
155,156,,Seamus Power,25,"$646,180"
156,157,,Cameron Percy,23,"$623,694"
157,158,,Ben Crane,26,"$618,483"
158,159,,Brian Stuard,31,"$588,806"
159,160,,Lee Westwood,10,"$581,199"
160,161,,Troy Merritt,28,"$569,682"
161,162,,Michael Thompson,21,"$568,991"
162,163,,Sebastián Muñoz,17,"$563,900"
163,164,,Jim Furyk,18,"$558,097"
164,165,,Rick Lamb,19,"$524,372"
165,166,,Ashun Wu,2,"$520,333"
166,167,,Jonathan Randolph,22,"$511,032"
167,168,,Matt Jones,20,"$510,622"
168,169,,Scott Hend,6,"$501,635"
169,170,,Henrik Norlander,5,"$498,914"
170,171,,Chris Wood,10,"$498,312"
171,172,,Tag Ridings,20,"$489,927"
172,173,,Spencer Levin,31,"$469,730"
173,174,,Ryo Ishikawa,21,"$468,498"
174,175,,Kyle Reifers,32,"$454,570"
175,176,,Julián Etulain,22,"$448,214"
176,177,,Ryan Armour,20,"$443,006"
177,T178,,Victor Dubuisson,1,"$440,167"
178,T178,,Romain Langasque,1,"$440,167"
179,180,,Andres Gonzales,24,"$422,078"
180,181,,Boo Weekley,27,"$416,929"
181,182,,Retief Goosen,19,"$414,363"
182,183,,Tim Wilkinson,22,"$411,459"
183,184,,Shawn Stefani,26,"$404,377"
184,185,,Andy Sullivan,8,"$402,389"
185,186,,Ryan Brehm,25,"$396,258"
186,187,,Tom Hoge,17,"$373,092"
187,188,,K.J. Choi,26,"$371,466"
188,189,,Roberto Castro,25,"$367,362"
189,190,,Curtis Luck,12,"$362,230"
190,191,,Peter Malnati,29,"$358,541"
191,192,,Matt Every,30,"$351,412"
192,193,,Joel Dahmen,16,"$344,824"
193,194,,Greg Chalmers,28,"$344,631"
194,195,,Vijay Singh,18,"$337,305"
195,196,,Rafael Campos,4,"$333,979"
196,197,,Fabián Gómez,21,"$332,352"
197,198,,John Peterson,15,"$329,705"
198,199,,Jonathan Byrd,9,"$328,337"
199,200,,Joost Luiten,6,"$316,737"
200,201,,Steve Wheatcroft,17,"$309,518"
201,202,,Jeunghun Wang,10,"$307,605"
202,203,,Jerry Kelly,8,"$302,356"
203,204,,Andrew Johnston,13,"$293,233"
204,205,,Thongchai Jaidee,6,"$281,500"
205,206,,Matthew Southgate,1,"$281,000"
206,207,,Hunter Mahan,26,"$277,235"
207,208,,Andrew Loupe,21,"$273,070"
208,209,,Peter Uihlein,7,"$272,529"
209,210,,Will MacKenzie,16,"$272,288"
210,211,,Brett Stegmaier,27,"$271,031"
211,212,,Mark Hubbard,27,"$267,968"
212,213,,K.T. Kim,6,"$267,708"
213,214,,Gonzalo Fernandez-Castaño,22,"$258,162"
214,215,,Davis Love III,13,"$257,270"
215,216,,Jordan L Smith,1,"$250,000"
216,217,,Jon Curran,12,"$238,092"
217,218,,Brian Campbell,20,"$237,537"
218,219,,Bill Lunde,8,"$233,984"
219,220,,Ken Duke,26,"$225,907"
220,221,,Rob Oppenheim,4,"$224,190"
221,222,,Yuta Ikeda,10,"$222,562"
222,223,,Steven Alker,23,"$218,681"
223,224,,Danny Willett,11,"$217,975"
224,225,,Bryce Molder,26,"$216,892"
225,226,,Ángel Cabrera,16,"$210,479"
226,227,,Aaron Wise,6,"$209,488"
227,228,,Stuart Appleby,16,"$206,607"
228,229,,Andres Romero,10,"$196,518"
229,230,,Mark Anderson,20,"$188,806"
230,231,,Fabrizio Zanotti,6,"$187,870"
231,232,,Miguel Angel Carballo,22,"$186,623"
232,233,,Brett Drewitt,19,"$184,388"
233,234,,Hiroshi Iwata,10,"$179,133"
234,235,,Chan Kim,2,"$175,333"
235,236,,Nicholas Lindheim,21,"$175,107"
236,237,,Padraig Harrington,11,"$171,407"
237,238,,Brad Fritsch,18,"$166,440"
238,239,,Jason Bohn,28,"$165,910"
239,240,,Dicky Pride,7,"$165,022"
240,241,,Carl Pettersson,27,"$164,621"
241,242,,Richard Bland,2,"$160,000"
242,243,,Robby Shelton,8,"$157,512"
243,244,,Eddie Pepperell,1,"$156,809"
244,245,,Ernie Els,20,"$155,926"
245,246,,Richard Sterne,3,"$154,950"
246,247,,Young-han Song,4,"$148,800"
247,248,,Matteo Manassero,1,"$148,750"
248,249,,Fred Couples,1,"$148,500"
249,250,,Keith Mitchell,1,"$144,900"
250,251,,Chase Koepka,2,"$140,225"
251,252,,Oscar Fraustro,1,"$140,000"
252,253,,Willy Wilcox,14,"$137,567"
253,254,,Jason Gore,5,"$133,125"
254,255,,Satoshi Kodaira,4,"$132,814"
255,256,,Michael Putnam,6,"$130,984"
256,257,,Austin Connelly,1,"$128,917"
257,258,,Brandon Stone,6,"$127,818"
258,259,,Billy Andrade,1,"$120,000"
259,260,,Mark O'Meara,3,"$110,000"
260,261,,Marcus Fraser,3,"$107,245"
261,T262,,Sam Brazel,2,"$107,000"
262,T262,,Tiger Woods,2,"$107,000"
263,264,,Miguel Tabuena,4,"$104,411"
264,265,,John Senden,14,"$104,044"
265,266,,George Coetzee,3,"$103,750"
266,267,,Mark Wilson,15,"$100,286"
267,268,,Bernhard Langer,3,"$100,000"
268,269,,Steve Marino,15,"$98,573"
269,270,,Cameron Davis,1,"$98,467"
270,271,,Chan Shih-chang,3,"$95,570"
271,272,,Rikard Karlberg,1,"$93,000"
272,273,,Kenny Perry,1,"$91,667"
273,T274,,Richie Ramsay,2,"$88,000"
274,T274,,Xinjun Zhang,1,"$88,000"
275,276,,Bradley Dredge,3,"$86,500"
276,277,,Chesson Hadley,8,"$82,208"
277,278,,Beau Hossler,8,"$77,028"
278,279,,Bob Estes,15,"$76,930"
279,280,,Ryan Fox,3,"$75,375"
280,281,,Kramer Hickok,2,"$75,300"
281,282,,John Merrick,9,"$74,648"
282,283,,Mike Weir,4,"$73,750"
283,284,,Shaun Norris,2,"$69,250"
284,285,,Tyler Aldridge,14,"$67,722"
285,286,,Y.E. Yang,9,"$67,091"
286,287,,Dean Burmester,1,"$67,000"
287,288,,Brett Coletta,3,"$66,410"
288,289,,Stephan Jaeger,3,"$66,051"
289,290,,Charlie Wi,6,"$65,613"
290,291,,Ryan Ruffels,7,"$65,572"
291,T292,,Jay Haas,1,"$65,000"
292,T292,,Colin Montgomerie,1,"$65,000"
293,294,,David Drysdale,1,"$64,500"
294,295,,Zecheng Dou,1,"$62,000"
295,296,,Freddie Jacobson,9,"$61,129"
296,297,,Matthew Griffin,3,"$60,106"
297,298,,Renato Paratore,1,"$60,000"
298,299,,Jordan Niebrugge,2,"$58,637"
299,300,,Lee McCoy,3,"$56,667"
300,301,,Soomin Lee,2,"$56,645"
301,302,,WC Liang,1,"$55,000"
302,303,,Michael Johnson,2,"$54,768"
303,304,,Brendon de Jonge,14,"$54,273"
304,305,,Craig Barlow,3,"$53,426"
305,306,,Mike Hendry,2,"$52,000"
306,307,,Grégory Bourdy,2,"$51,500"
307,308,,Scott Langley,3,"$49,308"
308,T309,,Alexander Levy,4,"$47,750"
309,T309,,Jordan Zunic,1,"$47,750"
310,311,,Paul Lawrie,2,"$47,500"
311,312,,David Lipsky,2,"$46,625"
312,313,,Roberto Díaz,3,"$45,625"
313,314,,SSP Chawrasia,2,"$45,360"
314,315,,Laurie Canter,1,"$45,286"
315,316,,Jack Maguire,1,"$44,975"
316,317,,Danny Chia,2,"$44,380"
317,318,,Matthew Millar,1,"$44,375"
318,319,,Pablo Larrazabal,3,"$44,250"
319,320,,Jacques Blaauw,1,"$43,000"
320,321,,Huilin Zhang,1,"$42,500"
321,322,,Nathan Holman,1,"$42,125"
322,T323,,Nicolas Colsaerts,2,"$41,750"
323,T323,,Jaco Van Zyl,1,"$41,750"
324,325,,Arjun Atwal,6,"$40,799"
325,326,,Brad Faxon,1,"$40,000"
326,327,,Kurt Kitayama,2,"$39,257"
327,328,,Chase Seiffert,3,"$38,047"
328,T329,,Darius Van Driel,1,"$37,500"
329,T329,,Martin Wiegele,1,"$37,500"
330,331,,Zack Sucher,14,"$35,135"
331,T332,,Kiradech Aphibarnrat,1,"$35,000"
332,T332,,Duncan Stewart,1,"$35,000"
333,334,,Bobby Wyatt,20,"$33,139"
334,335,,Robert Allenby,4,"$32,851"
335,T336,,S. Chikkarangappa,1,"$31,500"
336,T336,,Nicholas Fung,1,"$31,500"
337,T336,,Stuart Manley,2,"$31,500"
338,339,,Charlie Danielson,3,"$31,302"
339,340,,"Ted Potter, Jr.",2,"$31,284"
340,T341,,Yi Keun Chang,1,"$31,070"
341,T341,,Andrew Dodt,1,"$31,070"
342,343,,Tim Herron,8,"$29,857"
343,T344,,Ricardo Gouveia,1,"$29,000"
344,T344,,Jose-Filipe Lima,1,"$29,000"
345,346,,Jonathan Garrick,2,"$28,490"
346,347,,Julio Vegas,1,"$28,000"
347,348,,Sam Horsfield,6,"$27,904"
348,349,,Larry Mize,1,"$27,720"
349,350,,Angelo Que,1,"$27,000"
350,351,,"Rich Berberian, Jr.",7,"$26,284"
351,352,,Toby Tree,1,"$25,843"
352,353,,Wesley McClain,2,"$25,744"
353,354,,Thomas Aiken,1,"$25,026"
354,355,,Steven Bowditch,27,"$24,650"
355,356,,Michael Lorenzo-Vera,1,"$24,500"
356,357,,Yusaku Miyazato,3,"$24,301"
357,358,,Tommy Gainey,8,"$23,717"
358,359,,Kevin Dougherty,2,"$23,696"
359,360,,Joseph Dean,1,"$23,556"
360,361,,Joseph Bramlett,1,"$23,516"
361,362,,Talor Gooch,1,"$23,213"
362,363,,Tyler Light,1,"$22,971"
363,364,,Kent Bulle,1,"$22,850"
364,365,,Dylan Frittelli,2,"$20,800"
365,366,,Omar Uresti,2,"$19,250"
366,367,,Max Homa,17,"$18,008"
367,368,,Wyndham Clark,5,"$16,934"
368,369,,Justin Lower,1,"$16,425"
369,370,,Josh Teater,2,"$16,253"
370,T371,,Abraham Ancer,1,"$15,820"
371,T371,,Carlos Ortiz,1,"$15,820"
372,373,,Gaganjeet Bhullar,1,"$15,750"
373,374,,Alex Moon,1,"$15,375"
374,375,,Shane Bertsch,9,"$15,328"
375,376,,D.J. Trahan,5,"$15,155"
376,377,,Daniel Obremski,1,"$14,981"
377,378,,Brendon Todd,9,"$14,925"
378,379,,Gavin Kyle Green,3,"$14,070"
379,380,,Charlie Beljan,8,"$13,869"
380,381,,Justin Leonard,1,"$13,702"
381,382,,Colt Knost,5,"$13,580"
382,383,,Michael Bradley,3,"$13,514"
383,384,,Kenny Pigman,2,"$12,586"
384,385,,Troy Matteson,4,"$12,376"
385,T386,,Chip Deason,2,"$12,352"
386,T386,,Bobby Gates,5,"$12,352"
387,388,,Jared Sawada,1,"$12,000"
388,389,,Chris Evans,1,"$11,890"
389,T390,,Matt Gilchrest,1,"$11,326"
390,T390,,Grant Leaver,1,"$11,326"
391,T392,,Anders Albertson,1,"$11,280"
392,T392,,Fred Funk,1,"$11,280"
393,T392,,Hyung-Sung Kim,1,"$11,280"
394,395,,Dru Love,5,"$10,788"
395,T396,,George McNeill,7,"$9,984"
396,T396,,Tim Petrovic,2,"$9,984"
397,T396,,David Toms,3,"$9,984"
398,399,,Eric Axley,4,"$9,198"
399,400,,John Rollins,6,"$8,736"
400,401,,Matt Atkins,1,"$8,190"
401,402,,Peter Lonard,1,"$7,524"
402,403,,Cody Blick,1,"$7,128"
403,404,,Chris Smith,2,"$6,755"
404,405,,Shaun Micheel,3,"$6,300"
405,406,,Cyril Bouniol,1,"$5,790"
