,Total_Money_Official_and_Unofficial_RANK THIS WEEK,Total_Money_Official_and_Unofficial_RANK LAST WEEK,Total_Money_Official_and_Unofficial_PLAYER NAME,Total_Money_Official_and_Unofficial_EVENTS,Total_Money_Official_and_Unofficial_MONEY
63,64,64,Tim Clark,21,"$1,457,028"
64,65,65,Jason Day,19,"$1,432,399"
65,66,66,Michael Thompson,25,"$1,408,374"
66,67,67,"Ted Potter, Jr.",25,"$1,383,170"
67,68,68,Charlie Beljan,22,"$1,373,528"
68,69,69,Rory Sabbatini,30,"$1,363,820"
69,70,70,Brian Davis,29,"$1,318,032"
70,71,71,Tom Gillis,24,"$1,298,658"
71,72,72,J.J. Henry,28,"$1,297,802"
72,73,73,Scott Stallings,27,"$1,293,739"
73,74,74,Geoff Ogilvy,21,"$1,293,223"
74,75,75,Greg Chalmers,27,"$1,285,627"
75,76,76,Spencer Levin,26,"$1,283,616"
76,77,77,Cameron Tringale,27,"$1,279,237"
77,78,78,Charley Hoffman,27,"$1,276,663"
78,79,79,William McGirt,31,"$1,272,447"
79,80,80,Dicky Pride,19,"$1,259,712"
80,81,81,Davis Love III,22,"$1,253,920"
81,82,82,Troy Matteson,33,"$1,252,453"
82,83,83,J.B. Holmes,26,"$1,250,505"
83,84,84,Brian Harman,31,"$1,248,948"
84,85,85,Blake Adams,32,"$1,234,345"
85,86,86,Aaron Baddeley,22,"$1,215,753"
86,87,87,Pat Perez,24,"$1,214,053"
87,88,88,Harris English,27,"$1,186,003"
88,89,89,Bryce Molder,25,"$1,166,115"
89,90,90,Sangmoon Bae,25,"$1,165,952"
90,91,91,Greg Owen,27,"$1,151,622"
91,92,92,John Mallinger,25,"$1,146,852"
92,93,93,Charl Schwartzel,16,"$1,138,844"
93,94,94,George McNeill,25,"$1,119,535"
94,95,95,Daniel Summerhays,26,"$1,111,522"
95,96,96,John Merrick,26,"$1,084,628"
96,97,97,Bob Estes,24,"$1,063,269"
97,98,98,Graham DeLaet,23,"$1,051,951"
98,99,99,Martin Flores,30,"$1,035,569"
99,100,100,Freddie Jacobson,18,"$1,025,994"
100,101,101,David Hearn,28,"$1,012,575"
101,102,102,Josh Teater,30,"$1,011,430"
102,103,103,Robert Allenby,29,"$993,677"
103,104,104,Andres Romero,22,"$970,919"
104,105,105,K.J. Choi,21,"$969,057"
105,106,106,Brian Gay,28,"$960,658"
106,107,107,Brendan Steele,25,"$922,215"
107,108,108,Chris Stroud,28,"$903,570"
108,109,109,Chad Campbell,27,"$895,199"
109,110,110,David Lynn,2,"$894,000"
110,111,111,Kevin Streelman,26,"$893,736"
111,112,112,Ricky Barnes,29,"$876,408"
112,113,113,Ryo Ishikawa,18,"$871,051"
113,114,114,Boo Weekley,25,"$848,347"
114,115,115,Colt Knost,29,"$848,197"
115,116,116,Jhonattan Vegas,25,"$801,803"
116,117,117,Jason Bohn,28,"$795,549"
117,118,118,Henrik Stenson,15,"$791,107"
118,119,119,Troy Kelly,23,"$786,832"
119,120,120,Will Claxton,28,"$780,969"
120,121,121,Roberto Castro,27,"$755,095"
121,122,122,Retief Goosen,13,"$751,174"
122,123,123,Jason Kokrak,27,"$750,221"
123,124,124,Jerry Kelly,27,"$743,201"
124,125,125,David Mathis,29,"$736,765"
125,126,126,Harrison Frazar,20,"$730,203"
126,127,127,Trevor Immelman,26,"$723,796"
127,128,128,Martin Kaymer,10,"$716,357"
128,129,129,Nicolas Colsaerts,11,"$713,761"
129,130,130,Gary Woodland,23,"$702,879"
130,131,131,James Driscoll,27,"$687,338"
131,132,132,Jeff Maggert,27,"$682,742"
132,133,133,Tim Herron,27,"$660,279"
133,134,134,Kevin Chappell,29,"$647,510"
134,135,135,Rod Pampling,27,"$625,893"
135,136,136,Billy Mayfair,29,"$619,961"
136,137,137,Alexandre Rocha,22,"$619,658"
137,138,138,Gary Christian,29,"$616,457"
138,139,139,Justin Leonard,27,"$615,155"
139,140,140,D.J. Trahan,28,"$611,142"
140,141,141,Chez Reavie,27,"$605,617"
141,142,142,Bill Lunde,26,"$593,598"
142,143,143,Richard Lee,25,"$575,233"
143,144,144,Stewart Cink,23,"$574,673"
144,145,145,Tim Petrovic,18,"$563,862"
145,146,146,Vaughn Taylor,27,"$552,129"
146,147,147,Bobby Gates,30,"$550,293"
147,148,148,Heath Slocum,30,"$523,198"
148,149,149,Russell Knox,24,"$517,584"
149,150,150,Billy Horschel,18,"$513,677"
150,151,151,Francesco Molinari,10,"$500,961"
151,152,152,Camilo Villegas,26,"$496,729"
152,153,153,Nick O'Hern,27,"$489,375"
153,154,154,John Daly,15,"$488,505"
154,155,155,Brendon Todd,30,"$479,295"
155,156,156,Billy Hurley III,28,"$479,130"
156,157,157,Scott Brown,25,"$478,763"
157,158,158,Thomas Bjørn,11,"$470,506"
158,159,159,Chris DiMarco,29,"$468,298"
159,160,160,Y.E. Yang,20,"$454,276"
160,161,161,Kyle Reifers,28,"$453,960"
161,162,162,Kenny Perry,6,"$451,544"
162,163,163,Mark Anderson,26,"$446,019"
163,164,164,Joe Durant,14,"$427,678"
164,165,165,Robert Karlsson,18,"$418,340"
165,166,166,Kris Blanks,24,"$417,559"
166,167,167,J.J. Killeen,33,"$414,257"
167,168,168,Paul Lawrie,8,"$410,640"
168,169,169,Hunter Haas,24,"$399,364"
169,170,170,Roland Thatcher,21,"$396,801"
170,171,171,Miguel Angel Jiménez,6,"$386,803"
171,172,172,Erik Compton,27,"$384,765"
172,173,173,Stuart Appleby,24,"$377,559"
173,174,174,Nathan Green,22,"$366,651"
174,175,175,Danny Lee,27,"$364,112"
175,176,176,Jamie Donaldson,5,"$363,834"
176,177,177,Jarrod Lyle,7,"$363,685"
177,178,178,Kevin Kisner,25,"$351,216"
178,179,179,Arjun Atwal,28,"$348,770"
179,180,180,Brandt Jobe,18,"$344,332"
180,181,181,Chris Couch,21,"$335,848"
181,182,182,Matt Bettencourt,31,"$335,076"
182,183,183,Mark Calcavecchia,6,"$334,176"
183,184,184,Patrick Reed,13,"$327,977"
184,185,185,John Peterson,9,"$327,091"
185,186,186,Matt Jones,20,"$325,254"
186,187,187,Thomas Aiken,5,"$314,679"
187,188,188,Garth Mulroy,21,"$312,382"
188,189,189,Cameron Beckman,26,"$287,506"
189,190,190,Luke Guthrie,4,"$284,672"
190,191,191,Ángel Cabrera,20,"$283,385"
191,192,192,Thorbjørn Olesen,3,"$274,243"
192,193,193,Daniel Chopra,23,"$272,198"
193,194,194,Miguel Angel Carballo,25,"$269,980"
194,195,195,Mathew Goggin,24,"$264,604"
195,196,196,Ross Fisher,4,"$263,240"
196,197,197,Lee Janzen,12,"$258,589"
197,198,198,Simon Dyson,8,"$257,456"
198,199,199,Jbe' Kruger,4,"$249,250"
199,200,200,Gonzalo Fernandez-Castaño,9,"$247,733"
200,201,201,Gavin Coles,24,"$247,561"
201,202,202,Rocco Mediate,23,"$242,354"
202,203,203,Robert Rock,7,"$240,125"
203,204,204,Ryuji Imada,28,"$238,648"
204,205,205,Branden Grace,7,"$237,825"
205,206,206,Anders Hansen,7,"$232,900"
206,207,207,Steven Bowditch,19,"$231,768"
207,208,208,Scott Dunlap,21,"$230,220"
208,209,209,Alex Cejka,13,"$223,117"
209,210,210,K.T. Kim,11,"$220,590"
210,211,211,Fred Funk,6,"$214,616"
211,212,212,Todd Hamilton,11,"$214,339"
212,213,213,Alvaro Quiros,9,"$213,800"
213,214,214,Rafa Cabrera Bello,8,"$209,668"
214,215,215,Marcus Fraser,6,"$201,850"
215,216,216,Rich Beem,10,"$200,049"
216,217,217,Stephen Ames,20,"$193,686"
217,218,218,Michael Bradley,23,"$191,746"
218,219,219,Derek Lamely,26,"$190,479"
219,220,220,Tom Pernice Jr.,24,"$189,907"
220,221,221,Joost Luiten,4,"$189,347"
221,222,222,Fred Couples,4,"$188,378"
222,223,223,Alex Noren,5,"$183,193"
223,224,224,Gaganjeet Bhullar,2,"$177,500"
224,225,225,Marcel Siem,4,"$177,250"
225,226,226,Sung Kang,31,"$174,439"
226,227,227,Duffy Waldorf,11,"$174,433"
227,228,228,Chris Riley,12,"$167,581"
228,229,229,Casey Wittenberg,1,"$163,594"
229,230,230,Briny Baird,13,"$154,111"
230,231,231,Joe Ogilvie,17,"$152,376"
231,232,232,Corey Pavin,3,"$151,620"
232,233,233,Jay Haas,1,"$150,000"
233,234,234,Prom Meesawat,2,"$148,000"
234,235,235,Lee Slattery,3,"$147,339"
235,236,236,Aaron Watkins,3,"$143,969"
236,237,237,Zack Miller,13,"$137,112"
237,238,238,Steve Wheatcroft,22,"$135,196"
238,239,239,Patrick Sheehan,22,"$134,590"
239,240,240,Alejandro Cañizares,3,"$129,963"
240,241,241,Matteo Manassero,3,"$126,979"
241,242,242,Thaworn Wiratchant,2,"$126,000"
242,243,243,Frank Lickliter II,9,"$125,683"
243,244,244,Tom Lehman,3,"$123,657"
244,245,245,Hiroyuki Fujita,4,"$122,912"
245,246,246,Woody Austin,7,"$122,472"
246,247,247,Michael Allen,3,"$121,895"
247,248,248,Joey Snyder III,9,"$117,800"
248,249,249,Darren Clarke,7,"$117,310"
249,250,250,Hunter Hamrick,5,"$115,979"
250,251,251,Marc Turnesa,11,"$113,048"
251,252,252,Jamie Lovemark,16,"$109,572"
252,253,253,Anirban Lahiri,2,"$107,724"
253,254,254,Scott Langley,5,"$107,630"
254,255,255,Tommy Biershenk,27,"$107,266"
255,256,256,Brett Quigley,2,"$106,858"
256,257,257,Scott Verplank,10,"$106,168"
257,258,258,Patrick Cantlay,11,"$105,526"
258,259,259,Jim Herman,3,"$105,000"
259,260,260,Tadahiro Takayama,5,"$104,840"
260,261,261,Bernd Wiesberger,3,"$104,000"
261,262,262,Shaun Micheel,13,"$103,559"
262,263,263,Edward Loar,24,"$102,947"
263,264,264,Scott Hend,2,"$102,250"
264,265,265,Tom Lewis,3,"$101,000"
265,266,266,Jeev Milkha Singh,4,"$100,589"
266,267,267,Richard Johnson,8,"$99,515"
267,268,268,Garrett Willis,15,"$95,014"
268,269,269,Alexis Thompson,1,"$92,500"
269,270,270,Stacy Lewis,1,"$90,000"
270,271,271,Toshinori Muto,4,"$88,964"
271,272,272,Thongchai Jaidee,4,"$86,636"
272,273,273,Raphael Jacquelin,2,"$86,348"
273,274,274,Steve Marino,6,"$85,040"
274,T275,T275,Hennie Otto,2,"$81,500"
275,T275,T275,Danny Willett,2,"$81,500"
276,277,277,Matthew Baldwin,2,"$79,999"
277,278,278,George Coetzee,5,"$79,750"
278,279,279,Marco Dawson,22,"$79,727"
279,280,280,Steven Alker,1,"$79,277"
280,281,281,Mark O'Meara,1,"$79,000"
281,282,282,Shane Bertsch,18,"$78,795"
282,283,283,Andres Gonzales,1,"$78,780"
283,284,284,Juvic Pagunsan,2,"$77,839"
284,285,285,Bernhard Langer,2,"$76,667"
285,286,286,David Lipsky,3,"$76,000"
286,287,287,Brittany Lincicome,1,"$75,000"
287,288,288,Greg Norman,3,"$72,500"
288,289,289,Mike Weir,15,"$70,000"
289,290,290,Steve LeBrun,2,"$69,479"
290,291,291,Tadd Fujikawa,1,"$69,025"
291,292,292,Siddikur Rahman,2,"$68,000"
292,293,293,Lucas Glover,16,"$67,112"
293,294,294,Yoshinori Fujimoto,2,"$64,573"
294,295,295,Pablo Larrazabal,3,"$62,930"
295,296,296,Skip Kendall,6,"$62,390"
296,297,297,WC Liang,2,"$62,250"
297,T298,T298,Billy Andrade,2,"$60,833"
298,T298,T298,Brad Faxon,2,"$60,833"
299,T298,T298,Lorena Ochoa,1,"$60,833"
300,T298,T298,Jeff Sluman,1,"$60,833"
301,T298,T298,Yani Tseng,1,"$60,833"
302,303,303,Masanori Kobayashi,2,"$60,600"
303,304,304,James Morrison,1,"$60,044"
304,T305,T305,David Howell,1,"$60,000"
305,T305,T305,Søren Kjeldsen,2,"$60,000"
306,T305,T305,Paul McGinley,1,"$60,000"
307,308,308,Stephen Gangluff,23,"$58,702"
308,309,309,Morgan Hoffmann,2,"$58,168"
309,310,310,Brendan Jones,4,"$57,339"
310,311,311,Paul Goydos,6,"$57,220"
311,312,312,Paul Casey,9,"$56,755"
312,T313,T313,John Cook,2,"$55,000"
313,T313,T313,Shane Lowry,1,"$55,000"
314,315,315,Kent Jones,7,"$54,644"
315,316,316,Alistair Presnell,1,"$53,168"
316,317,317,Paul Stankowski,9,"$52,793"
317,T318,T318,I J Jang,2,"$52,500"
318,T318,T318,Dana Quigley,1,"$52,500"
319,320,320,Brett Wetterich,7,"$50,917"
320,T321,T321,Ashun Wu,1,"$50,000"
321,T321,T321,Peter Jacobsen,1,"$50,000"
322,T321,T321,D.H. Lee,2,"$50,000"
323,324,324,Will MacKenzie,6,"$49,760"
324,325,325,Kyle Thompson,22,"$45,460"
325,T326,T326,Danny Chia,1,"$45,000"
326,T326,T326,Derek Ernst,2,"$45,000"
327,328,328,Julien Quesne,1,"$43,500"
328,329,329,Jeff Quinney,1,"$43,310"
329,330,330,Willie Wood,1,"$42,000"
330,331,331,Michael Hoey,3,"$41,625"
331,332,332,Shaaban Hussin,1,"$41,000"
332,333,333,Oliver Bekker,1,"$40,750"
333,334,334,Glen Day,4,"$38,850"
334,T335,T335,Tetsuji Hiratsuka,1,"$38,000"
335,T335,T335,Brad Kennedy,2,"$38,000"
336,337,337,Robert Gamez,8,"$37,221"
337,338,338,Han Lee,1,"$36,750"
338,T339,T339,Hyung-Sung Kim,2,"$34,750"
339,T339,T339,Jaco Van Zyl,1,"$34,750"
340,T339,T339,Xinjun Zhang,1,"$34,750"
341,342,342,Anthony Kim,10,"$33,960"
342,343,343,David Duval,17,"$32,936"
343,344,344,Richard Sterne,1,"$32,023"
344,345,345,Richie Ramsay,2,"$31,000"
345,346,346,Robert Damron,7,"$30,673"
346,347,347,Nicholas Thompson,3,"$29,912"
347,348,348,Kenichi Kuboya,1,"$29,000"
348,349,349,Jeff Curl,3,"$28,890"
349,350,350,Omar Uresti,4,"$28,844"
350,351,351,Tom Watson,3,"$28,470"
351,352,352,Rafael Echenique,2,"$28,180"
352,353,353,Shawn Stefani,1,"$27,650"
353,354,354,Yuta Ikeda,2,"$27,500"
354,355,355,Joseph Bramlett,2,"$26,850"
355,T356,T356,Jason Gore,8,"$26,700"
356,T356,T356,Jonathan Randolph,1,"$26,700"
357,358,358,Craig Barlow,7,"$26,538"
358,359,359,Hank Kuehne,12,"$26,342"
359,360,360,Mu Hu,1,"$25,500"
360,T361,T361,Donald Constable,1,"$25,000"
361,T361,T361,Brad Fritsch,2,"$25,000"
362,T361,T361,Fabián Gómez,1,"$25,000"
363,T361,T361,Si Woo Kim,1,"$25,000"
364,T361,T361,Michael Letzig,1,"$25,000"
365,T361,T361,Eric Meierdierks,1,"$25,000"
366,T361,T361,Henrik Norlander,1,"$25,000"
367,T361,T361,Jin Park,1,"$25,000"
368,T361,T361,Tag Ridings,2,"$25,000"
369,370,370,Kelly Kraft,11,"$24,994"
370,371,371,Jesse Mueller,1,"$24,912"
371,372,372,Ted Purdy,4,"$24,900"
372,T373,T373,Justin Hicks,2,"$23,180"
373,T373,T373,Simon Khan,1,"$23,180"
374,375,375,Bart Bryant,6,"$23,134"
375,376,376,Kevin Sutherland,4,"$22,886"
376,377,377,Neal Lancaster,8,"$22,184"
377,378,378,Guy Boros,2,"$21,015"
378,379,379,Matt McQuillan,11,"$20,852"
379,380,380,Esteban Toledo,1,"$19,980"
380,T381,T381,Jae-bum Park,1,"$19,955"
381,T381,T381,Darron Stiles,1,"$19,955"
382,383,383,Dale Whitnell,1,"$19,292"
383,384,384,José María Olazábal,5,"$18,677"
384,385,385,Marc Warren,1,"$18,593"
385,386,386,Dustin Morris,1,"$18,512"
386,387,387,Edoardo Molinari,1,"$18,240"
387,388,388,Adilson da Silva,1,"$17,964"
388,389,389,Derek Tolan,1,"$17,780"
389,390,390,Randall Hutchison,2,"$17,461"
390,391,391,Jung-gon Hwang,1,"$17,400"
391,392,392,Carl Paulson,2,"$16,943"
392,393,393,Len Mattiace,2,"$16,650"
393,394,394,Warren Bennett,1,"$16,636"
394,395,395,Alex Aragon,2,"$15,725"
395,396,396,Toru Taniguchi,4,"$15,150"
396,397,397,Fran Quinn,5,"$12,932"
397,398,398,Gene Sauers,2,"$12,900"
398,399,399,Peter Tomasulo,5,"$12,827"
399,400,400,Doug LaBelle II,1,"$12,540"
400,401,401,Sam Saunders,4,"$12,224"
401,402,402,Emiliano Grillo,1,"$11,900"
402,403,403,Koumei Oda,2,"$11,880"
403,404,404,Diego Velásquez,1,"$11,284"
404,405,405,Jonathan Fly,1,"$10,528"
405,406,406,Jesper Parnevik,3,"$10,340"
406,407,407,Ben Kohles,1,"$10,296"
407,408,408,Matt Hill,3,"$9,932"
408,409,409,Mathias Grönberg,1,"$9,246"
409,410,410,José de Jesús Rodríguez,1,"$8,362"
410,411,411,Chase Wright,1,"$8,360"
411,T412,T412,Eric Axley,3,"$7,215"
412,T412,T412,Mark Brooks,3,"$7,215"
413,T412,T412,Steve Lowery,1,"$7,215"
414,415,415,Peter Lonard,4,"$7,210"
415,416,416,Kirk Triplett,3,"$7,141"
416,417,417,John Riegger,1,"$6,810"
417,418,418,Brandon Brown,1,"$6,480"
418,419,419,Jake Sarnoff,1,"$6,180"
419,420,420,Scott Smith,2,"$6,000"
420,T421,T421,Lee Bedford,1,"$5,000"
421,T421,T421,Chad Collins,10,"$5,000"
422,T421,T421,Vince Covello,1,"$5,000"
423,T421,T421,Adam Crawford,1,"$5,000"
424,T421,T421,Brian Duncan,1,"$5,000"
425,T421,T421,Danny Ellis,1,"$5,000"
426,T421,T421,Dusty Fielding,1,"$5,000"
427,T421,T421,Oliver Fisher,1,"$5,000"
428,T421,T421,Chesson Hadley,2,"$5,000"
429,T421,T421,Adam Hadwin,2,"$5,000"
430,T421,T421,Ashley Hall,2,"$5,000"
431,T421,T421,Jonathan Hodge,1,"$5,000"
432,T421,T421,Whee Kim,1,"$5,000"
433,T421,T421,Andrew Loupe,1,"$5,000"
434,T421,T421,Ben Martin,1,"$5,000"
435,T421,T421,Phillip Mollica,1,"$5,000"
436,T421,T421,Bhavik Patel,1,"$5,000"
437,T421,T421,Michael Putnam,5,"$5,000"
438,T421,T421,Andrew Putnam,1,"$5,000"
439,T421,T421,Roger Sloan,1,"$5,000"
440,T421,T421,Byron Smith,1,"$5,000"
441,T421,T421,Ryan Spears,1,"$5,000"
442,T421,T421,B.J. Staten,1,"$5,000"
443,T421,T421,Brett Stegmaier,1,"$5,000"
444,T421,T421,Scott Sterling,1,"$5,000"
445,T421,T421,Brian Stuard,1,"$5,000"
446,T421,T421,Andrew Svoboda,1,"$5,000"
447,T421,T421,Dawie van der Walt,1,"$5,000"
448,T421,T421,Ron Whittaker,1,"$5,000"
449,T421,T421,Tim Wilkinson,1,"$5,000"
