,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
130,T131,T131,Pat Bates,29,14
131,T131,T131,Stewart Cink,27,14
132,T131,T131,Paul Gow,35,14
133,T131,T131,Bob May,30,14
134,T131,T131,Kenny Perry,27,14
135,T136,T136,Eduardo Herrera,23,13
136,T136,T136,Frank Lickliter II,30,13
137,T138,T138,Paul Azinger,20,12
138,T138,T138,Bart Bryant,20,12
139,T138,T138,Jonathan Byrd,32,12
140,T138,T138,Mark Calcavecchia,25,12
141,T138,T138,Russ Cochran,24,12
142,T138,T138,Brian Henninger,20,12
143,T138,T138,Andrew Magee,28,12
144,T138,T138,Richard Zokol,20,12
145,T146,T146,Jeff Brehaut,29,11
146,T146,T146,Chad Campbell,34,11
147,T146,T146,J.L. Lewis,31,11
148,T146,T146,Frank Nobilo,30,11
149,T146,T146,José María Olazábal,20,11
150,T146,T146,Brenden Pappas,25,11
151,T152,T152,Brian Gay,34,10
152,T152,T152,Jeff Maggert,27,10
153,T152,T152,John Senden,30,10
154,T155,T155,Robert Allenby,27,9
155,T155,T155,Mark Brooks,32,9
156,T155,T155,Joel Edwards,28,9
157,T155,T155,Hal Sutton,26,9
158,T159,T159,Michael Allen,29,8
159,T159,T159,"David Berganio, Jr.",30,8
160,T159,T159,David Frost,29,8
161,T159,T159,Bernhard Langer,16,8
162,T163,T163,Olin Browne,33,7
163,T163,T163,Glen Day,31,7
164,T163,T163,Steve Pate,21,7
165,T166,T166,Brad Elder,26,6
166,T166,T166,Pat Perez,30,6
167,T166,T166,Grant Waite,31,6
168,T169,T169,Cameron Beckman,26,5
169,T169,T169,John Cook,25,5
170,T169,T169,David Gossett,29,5
171,T169,T169,Bradley Hughes,22,5
172,T169,T169,Tripp Isenhour,21,5
173,T169,T169,Kent Jones,33,5
174,T169,T169,Jonathan Kaye,27,5
175,T169,T169,Michael Long,27,5
176,T169,T169,Joe Ogilvie,20,5
177,T178,T178,John Daly,21,4
178,T178,T178,Kevin Sutherland,28,4
179,T180,T180,Billy Andrade,31,3
180,T180,T180,Scott Dunlap,30,3
181,T182,T182,Briny Baird,33,2
182,T182,T182,Peter Lonard,24,2
183,T182,T182,Mark O'Meara,24,2
184,T182,T182,Kenneth Staton,36,2
185,T186,T186,Fred Couples,18,1
186,T186,T186,David Morland IV,21,1
187,T186,T186,Dicky Pride,16,1
188,T186,T186,Brian Watts,21,1
