,Scoring_Average_Actual_RANK THIS WEEK,Scoring_Average_Actual_RANK LAST WEEK,Scoring_Average_Actual_PLAYER NAME,Scoring_Average_Actual_ROUNDS,Scoring_Average_Actual_AVG,Scoring_Average_Actual_TOTAL STROKES,Scoring_Average_Actual_TOTAL ROUNDS
51,T52,,Sung Kang,104,70.51,7192,102
52,T52,,Kevin Tway,96,70.51,6205,88
53,T54,,Michael Kim,94,70.52,6347,90
54,T54,,Trey Mullinax,88,70.52,5783,82
55,T54,,J.T. Poston,95,70.52,6135,87
56,57,,Hudson Swafford,94,70.53,6348,90
57,T58,,Ryan Armour,63,70.54,4162,59
58,T58,,Martin Laird,83,70.54,5855,83
59,T58,,Tag Ridings,67,70.54,4162,59
60,T58,,Brendan Steele,89,70.54,5925,84
61,T58,,Richy Werenski,81,70.54,5220,74
62,63,,Camilo Villegas,76,70.56,5080,72
63,T64,,Brandon Hagy,85,70.57,5434,77
64,T64,,John Huh,92,70.57,6210,88
65,T64,,Matt Jones,64,70.57,3952,56
66,T64,,Adam Scott,58,70.57,4093,58
67,T64,,Shawn Stefani,72,70.57,4799,68
68,T64,,Tim Wilkinson,64,70.57,4093,58
69,70,,Cameron Percy,71,70.58,4588,65
70,T71,,Sam Saunders,76,70.59,4941,70
71,T71,,Chris Stroud,67,70.59,4165,59
72,T73,,Adam Hadwin,98,70.62,6921,98
73,T73,,Patrick Reed,107,70.62,7062,100
74,T73,,Scott Stallings,81,70.62,5438,77
75,T76,,Vaughn Taylor,90,70.63,5933,84
76,T76,,Nick Taylor,97,70.63,6710,95
77,T78,,Zac Blair,105,70.65,6994,99
78,T78,,Zach Johnson,81,70.65,5440,77
79,80,,Robert Streb,98,70.66,6642,94
80,T81,,Anirban Lahiri,72,70.67,5088,72
81,T81,,J.J. Spaun,92,70.67,6078,86
82,83,,Seung-Yul Noh,91,70.68,6149,87
83,84,,Nick Watney,75,70.7,4878,69
84,T85,,Russell Knox,75,70.71,4950,70
85,T85,,Cameron Smith,86,70.71,5798,82
86,87,,Bryson DeChambeau,91,70.72,6294,89
87,88,,Ben Martin,86,70.73,5588,79
88,89,,Louis Oosthuizen,69,70.74,4386,62
89,90,,Kevin Streelman,90,70.75,6226,88
90,91,,Scott Brown,95,70.76,6439,91
91,T92,,Tom Hoge,54,70.78,3256,46
92,T92,,Whee Kim,74,70.78,5096,72
93,T94,,Ben Crane,86,70.8,5593,79
94,T94,,Charl Schwartzel,63,70.8,4248,60
95,T96,,Ryan Brehm,83,70.82,5453,77
96,T96,,Danny Lee,93,70.82,6303,89
97,T98,,Harris English,84,70.84,5384,76
98,T98,,James Hahn,96,70.84,6801,96
99,T98,,Tyrone Van Aswegen,105,70.84,6871,97
100,T98,,Harold Varner III,101,70.84,7013,99
101,102,,Jim Herman,77,70.85,5314,75
102,T103,,Ryan Moore,82,70.87,5599,79
103,T103,,Sean O'Hair,84,70.87,5953,84
104,105,,David Lingmerth,79,70.89,5317,75
105,T106,,Ricky Barnes,100,70.9,6523,92
106,T106,,J.J. Henry,92,70.9,6097,86
107,108,,David Hearn,93,70.91,6027,85
108,T109,,Emiliano Grillo,90,70.92,6170,87
109,T109,,Mackenzie Hughes,106,70.92,7376,104
110,T111,,Gonzalo Fernandez-Castaño,63,70.93,3972,56
111,T111,,Chris Kirk,89,70.93,5887,83
112,T111,,Peter Malnati,91,70.93,6029,85
113,T111,,Graeme McDowell,56,70.93,3972,56
114,T115,,Julián Etulain,68,70.94,4469,63
115,T115,,Morgan Hoffmann,92,70.94,6243,88
116,T115,,C.T. Pan,88,70.94,6101,86
117,118,,Wesley Bryan,95,70.95,6456,91
118,119,,Scott Piercy,70,70.97,4755,67
119,T120,,Billy Horschel,88,70.98,6104,86
120,T120,,Cameron Tringale,89,70.98,5891,83
121,122,,Geoff Ogilvy,80,70.99,5111,72
122,123,,Luke Donald,50,71.0,3408,48
123,T124,,Kevin Chappell,95,71.01,6391,90
124,T124,,Jhonattan Vegas,95,71.01,6391,90
125,126,,Mark Anderson,54,71.02,3693,52
126,127,,Steven Alker,69,71.03,4475,63
127,T128,,Troy Merritt,82,71.04,5399,76
128,T128,,Grayson Murray,94,71.04,6394,90
129,130,,Branden Grace,70,71.05,4476,63
130,T131,,Blayne Barber,77,71.06,5045,71
131,T131,,Spencer Levin,89,71.06,6040,85
132,133,,Michael Thompson,60,71.07,3980,56
133,T134,,Shane Lowry,52,71.08,3483,49
134,T134,,Boo Weekley,75,71.08,5189,73
135,136,,Rafa Cabrera Bello,63,71.1,4266,60
136,137,,J.B. Holmes,83,71.12,5405,76
137,T138,,Alex Cejka,85,71.13,5477,77
138,T138,,Retief Goosen,52,71.13,3272,46
139,T138,,Billy Hurley III,80,71.13,5690,80
140,T138,,Jason Kokrak,95,71.13,6757,95
141,T138,,William McGirt,89,71.13,5904,83
142,143,,Sebastián Muñoz,51,71.14,3486,49
143,144,,K.J. Choi,72,71.15,4696,66
144,145,,Jonas Blixt,74,71.17,4982,70
145,146,,Fabián Gómez,61,71.19,4200,59
146,T147,,Jim Furyk,54,71.2,3631,51
147,T147,,Smylie Kaufman,76,71.2,5055,71
148,T147,,Daniel Summerhays,100,71.2,6693,94
149,T150,,Johnson Wagner,71,71.21,4486,63
150,T150,,Steve Wheatcroft,51,71.21,3347,47
151,152,,Ryan Palmer,61,71.23,3775,53
152,153,,Kyle Reifers,96,71.28,6273,88
153,154,,Chad Collins,66,71.29,4420,62
154,T155,,Mark Hubbard,81,71.31,5277,74
155,T155,,D.A. Points,68,71.31,4849,68
156,157,,Dominic Bozzelli,69,71.32,4636,65
157,T158,,Brian Campbell,55,71.33,3638,51
158,T158,,Patton Kizzire,84,71.33,5421,76
159,T158,,Bubba Watson,71,71.33,4494,63
160,161,,Rick Lamb,54,71.34,3567,50
161,162,,Derek Fathauer,81,71.36,5352,75
162,T163,,Byeong Hun An,77,71.38,5139,72
163,T163,,Jonathan Randolph,68,71.38,4497,63
164,165,,Cody Gribble,79,71.39,5497,77
165,166,,Aaron Baddeley,61,71.4,4070,57
166,167,,Brian Stuard,93,71.41,6213,87
167,168,,Patrick Rodgers,76,71.43,5286,74
168,T169,,Brad Fritsch,56,71.46,3716,52
169,T169,,Nicholas Lindheim,58,71.46,4002,56
170,T171,,Ken Duke,77,71.48,5075,71
171,T171,,Hunter Mahan,73,71.48,5075,71
172,173,,Kelly Kraft,75,71.49,5076,71
173,174,,Jimmy Walker,68,71.54,4650,65
174,T175,,Brett Drewitt,57,71.57,3793,53
175,T175,,Bryce Molder,74,71.57,5296,74
176,177,,Miguel Angel Carballo,63,71.6,4081,57
177,178,,Greg Chalmers,75,71.61,5084,71
178,179,,Ryo Ishikawa,56,71.64,4012,56
179,180,,Brett Stegmaier,78,71.68,5448,76
180,181,,Jason Bohn,75,71.77,5096,71
181,182,,Søren Kjeldsen,58,71.84,3520,49
182,183,,Roberto Castro,70,71.94,4892,68
183,184,,Carl Pettersson,63,71.98,4247,59
184,185,,Rod Pampling,71,71.99,5111,71
185,186,,Matt Every,76,72.39,5067,70
186,187,,Ernie Els,52,72.4,3765,52
187,188,,Si Woo Kim,80,72.51,5438,75
188,189,,Andrew Loupe,55,72.73,3782,52
189,190,,Steven Bowditch,59,74.22,4082,55
