,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
70,T65,,Francesco Molinari,75,7
71,T65,,Ryan Moore,82,7
72,T65,,Trey Mullinax,88,7
73,T65,,Kevin Na,86,7
74,T65,,Louis Oosthuizen,69,7
75,T65,,Carl Pettersson,63,7
76,T65,,D.A. Points,68,7
77,T65,,Seamus Power,86,7
78,T65,,Tag Ridings,67,7
79,T65,,Kevin Streelman,90,7
80,T65,,Nick Watney,75,7
81,T65,,Bubba Watson,71,7
82,T65,,Gary Woodland,94,7
83,T84,,Byeong Hun An,77,6
84,T84,,Ryan Armour,63,6
85,T84,,Zac Blair,105,6
86,T84,,Patrick Cantlay,52,6
87,T84,,Chad Collins,66,6
88,T84,,Ernie Els,52,6
89,T84,,Rickie Fowler,78,6
90,T84,,Cody Gribble,79,6
91,T84,,Adam Hadwin,98,6
92,T84,,Russell Henley,99,6
93,T84,,Jim Herman,77,6
94,T84,,Charles Howell III,86,6
95,T84,,Smylie Kaufman,76,6
96,T84,,Kevin Kisner,105,6
97,T84,,Jason Kokrak,95,6
98,T84,,Rick Lamb,54,6
99,T84,,David Lingmerth,79,6
100,T84,,Cameron Percy,71,6
101,T84,,Justin Rose,66,6
102,T84,,Ollie Schniederjans,92,6
103,T84,,Michael Thompson,60,6
104,T84,,Cameron Tringale,89,6
105,T106,,Scott Brown,95,5
106,T106,,Bryson DeChambeau,91,5
107,T106,,Ken Duke,77,5
108,T106,,Derek Fathauer,81,5
109,T106,,Gonzalo Fernandez-Castaño,63,5
110,T106,,Brian Gay,82,5
111,T106,,Branden Grace,70,5
112,T106,,Mackenzie Hughes,106,5
113,T106,,John Huh,92,5
114,T106,,Spencer Levin,89,5
115,T106,,Peter Malnati,91,5
116,T106,,Rory McIlroy,51,5
117,T106,,Scott Piercy,70,5
118,T106,,J.T. Poston,95,5
119,T106,,Charl Schwartzel,63,5
120,T106,,Hudson Swafford,94,5
121,T106,,Jhonattan Vegas,95,5
122,T106,,Camilo Villegas,76,5
123,T106,,Johnson Wagner,71,5
124,T106,,Richy Werenski,81,5
125,T106,,Tim Wilkinson,64,5
126,T127,,Mark Anderson,54,4
127,T127,,Blayne Barber,77,4
128,T127,,Roberto Castro,70,4
129,T127,,Alex Cejka,85,4
130,T127,,Greg Chalmers,75,4
131,T127,,Ben Crane,86,4
132,T127,,Luke Donald,50,4
133,T127,,Julián Etulain,68,4
134,T127,,Jim Furyk,54,4
135,T127,,Fabián Gómez,61,4
136,T127,,Billy Hurley III,80,4
137,T127,,Si Woo Kim,80,4
138,T127,,Patton Kizzire,84,4
139,T127,,Kelly Kraft,75,4
140,T127,,Nicholas Lindheim,58,4
141,T127,,Graeme McDowell,56,4
142,T127,,Troy Merritt,82,4
143,T127,,Geoff Ogilvy,80,4
144,T127,,C.T. Pan,88,4
145,T127,,Ian Poulter,72,4
146,T127,,Jonathan Randolph,68,4
147,T127,,Adam Scott,58,4
148,T127,,Robert Streb,98,4
149,T127,,Tyrone Van Aswegen,105,4
150,T127,,Jimmy Walker,68,4
151,T152,,Steven Alker,69,3
152,T152,,Aaron Baddeley,61,3
153,T152,,Jason Bohn,75,3
154,T152,,Brian Campbell,55,3
155,T152,,Brad Fritsch,56,3
156,T152,,Retief Goosen,52,3
157,T152,,Bill Haas,92,3
158,T152,,David Hearn,93,3
159,T152,,Tom Hoge,54,3
160,T152,,Billy Horschel,88,3
161,T152,,Ryo Ishikawa,56,3
162,T152,,Zach Johnson,81,3
163,T152,,Matt Jones,64,3
164,T152,,Michael Kim,94,3
165,T152,,Chris Kirk,89,3
166,T152,,Russell Knox,75,3
167,T152,,Danny Lee,93,3
168,T152,,Shane Lowry,52,3
169,T152,,Ben Martin,86,3
170,T152,,Sebastián Muñoz,51,3
171,T152,,Ryan Palmer,61,3
172,T152,,Rod Pampling,71,3
173,T152,,Sam Saunders,76,3
174,T152,,Vaughn Taylor,90,3
175,T152,,Steve Wheatcroft,51,3
176,T177,,Ryan Blaum,100,2
177,T177,,Steven Bowditch,59,2
178,T177,,Dominic Bozzelli,69,2
179,T177,,Brett Drewitt,57,2
180,T177,,Harris English,84,2
181,T177,,Bryce Molder,74,2
182,T177,,Brandt Snedeker,53,2
183,T177,,Chris Stroud,67,2
184,T177,,Brian Stuard,93,2
185,T186,,Rafa Cabrera Bello,63,1
186,T186,,K.J. Choi,72,1
187,T186,,Søren Kjeldsen,58,1
188,T186,,Patrick Reed,107,1
189,T186,,Patrick Rodgers,76,1
