,Bogey_Avoidance_RANK THIS WEEK,Bogey_Avoidance_RANK LAST WEEK,Bogey_Avoidance_PLAYER NAME,Bogey_Avoidance_ROUNDS,Bogey_Avoidance_% MAKES BOGEY,Bogey_Avoidance_BOGEYS,Bogey_Avoidance_HOLES PLAYED
36,37,,Jim Furyk,54,15.47,142,918
37,38,,Alex Cejka,85,15.51,215,1386
38,39,,Andres Gonzales,73,15.54,193,1242
39,40,,C.T. Pan,88,15.57,241,1548
40,41,,Russell Henley,99,15.58,272,1746
41,T42,,Bud Cauley,92,15.59,247,1584
42,T42,,Stewart Cink,93,15.59,261,1674
43,44,,Kevin Kisner,105,15.65,276,1764
44,45,,Geoff Ogilvy,80,15.66,203,1296
45,T46,,Gonzalo Fernandez-Castaño,63,15.67,158,1008
46,T46,,Vaughn Taylor,90,15.67,237,1512
47,T48,,Keegan Bradley,104,15.69,288,1836
48,T48,,Shawn Stefani,72,15.69,192,1224
49,50,,Branden Grace,70,15.7,178,1134
50,T51,,Mark Anderson,54,15.71,147,936
51,T51,,J.T. Poston,95,15.71,246,1566
52,53,,Kyle Stanley,104,15.72,283,1800
53,54,,Jamie Lovemark,98,15.74,272,1728
54,55,,David Hearn,93,15.75,241,1530
55,56,,J.J. Henry,92,15.76,244,1548
56,T57,,James Hahn,96,15.8,273,1728
57,T57,,Hudson Swafford,94,15.8,256,1620
58,T59,,Graham DeLaet,82,15.86,217,1368
59,T59,,Rory McIlroy,51,15.86,137,864
60,61,,Justin Rose,66,15.89,183,1152
61,62,,Nick Taylor,97,15.91,272,1710
62,T63,,Ryan Blaum,100,15.97,276,1728
63,T63,,Kevin Streelman,90,15.97,253,1584
64,65,,K.J. Choi,72,15.99,190,1188
65,66,,Spencer Levin,89,16.01,245,1530
66,67,,J.J. Spaun,92,16.02,248,1548
67,68,,Gary Woodland,94,16.04,257,1602
68,T69,,Kevin Na,86,16.06,237,1476
69,T69,,Xander Schauffele,96,16.06,266,1656
70,71,,Patrick Reed,107,16.11,290,1800
71,T72,,Ben Crane,86,16.17,230,1422
72,T72,,Matt Jones,64,16.17,163,1008
73,74,,Brendan Steele,89,16.2,245,1512
74,75,,Ricky Barnes,100,16.24,269,1656
75,76,,Nick Watney,75,16.26,202,1242
76,77,,Jim Herman,77,16.3,220,1350
77,78,,Rory Sabbatini,71,16.32,191,1170
78,79,,Adam Scott,58,16.38,171,1044
79,80,,Julián Etulain,68,16.4,186,1134
80,81,,Tom Hoge,54,16.43,136,828
81,T82,,Robert Garrigus,78,16.44,213,1296
82,T82,,Mark Hubbard,81,16.44,219,1332
83,T82,,Luke List,102,16.44,290,1764
84,85,,Zach Johnson,81,16.45,228,1386
85,86,,Chris Kirk,89,16.47,246,1494
86,87,,Kevin Tway,96,16.48,261,1584
87,88,,Tyrone Van Aswegen,105,16.49,288,1746
88,89,,Whee Kim,74,16.51,214,1296
89,90,,Scott Brown,95,16.54,271,1638
90,91,,Luke Donald,50,16.55,143,864
91,92,,Aaron Baddeley,61,16.57,170,1026
92,T93,,Michael Kim,94,16.6,269,1620
93,T93,,Peter Malnati,91,16.6,254,1530
94,T93,,Ben Martin,86,16.6,236,1422
95,T93,,Seung-Yul Noh,91,16.6,260,1566
96,T93,,Kyle Reifers,96,16.6,263,1584
97,T93,,Ollie Schniederjans,92,16.6,260,1566
98,T99,,Phil Mickelson,85,16.67,240,1440
99,T99,,Robert Streb,98,16.67,282,1692
100,T99,,Chris Stroud,67,16.67,177,1062
101,T99,,Steve Wheatcroft,51,16.67,141,846
102,103,,Steven Alker,69,16.75,190,1134
103,104,,Tag Ridings,67,16.76,178,1062
104,105,,William McGirt,89,16.8,251,1494
105,T106,,Troy Merritt,82,16.81,230,1368
106,T106,,Scott Stallings,81,16.81,233,1386
107,108,,Charley Hoffman,112,16.82,327,1944
108,109,,Chad Collins,66,16.85,188,1116
109,110,,Harris English,84,16.89,231,1368
110,111,,Camilo Villegas,76,16.9,219,1296
111,112,,Retief Goosen,52,16.91,140,828
112,113,,Fabián Gómez,61,16.95,180,1062
113,114,,Trey Mullinax,88,17.01,251,1476
114,115,,Sung Kang,104,17.05,313,1836
115,116,,Harold Varner III,101,17.06,304,1782
116,T117,,Blayne Barber,77,17.14,219,1278
117,T117,,Cameron Tringale,89,17.14,256,1494
118,119,,Mackenzie Hughes,106,17.15,321,1872
119,T120,,Ryo Ishikawa,56,17.16,173,1008
120,T120,,Ryan Moore,82,17.16,244,1422
121,T120,,Michael Thompson,60,17.16,173,1008
122,T123,,Brandon Hagy,85,17.17,238,1386
123,T123,,Morgan Hoffmann,92,17.17,272,1584
124,125,,Sean O'Hair,84,17.2,260,1512
125,126,,Jason Dufner,89,17.21,254,1476
126,T127,,Sam Saunders,76,17.22,217,1260
127,T127,,Jhonattan Vegas,95,17.22,279,1620
128,T129,,Danny Lee,93,17.23,276,1602
129,T129,,Shane Lowry,52,17.23,152,882
130,131,,David Lingmerth,79,17.26,233,1350
131,132,,Johnson Wagner,71,17.28,196,1134
132,133,,Ryan Brehm,83,17.32,240,1386
133,134,,Charl Schwartzel,63,17.41,188,1080
134,135,,Bryson DeChambeau,91,17.42,279,1602
135,136,,Billy Horschel,88,17.44,270,1548
136,137,,Wesley Bryan,95,17.46,286,1638
137,138,,Emiliano Grillo,90,17.5,274,1566
138,139,,Cameron Smith,86,17.55,259,1476
139,140,,Rafa Cabrera Bello,63,17.59,190,1080
140,T141,,Brian Campbell,55,17.65,162,918
141,T141,,D.A. Points,68,17.65,216,1224
142,143,,Billy Hurley III,80,17.71,255,1440
143,144,,Bryce Molder,74,17.72,236,1332
144,T145,,Russell Knox,75,17.78,224,1260
145,T145,,Rick Lamb,54,17.78,160,900
146,147,,Boo Weekley,75,17.81,234,1314
147,T148,,Brett Drewitt,57,17.82,170,954
148,T148,,Ryan Palmer,61,17.82,170,954
149,T148,,Brian Stuard,93,17.82,279,1566
150,151,,Daniel Summerhays,100,17.91,303,1692
151,T152,,Jason Bohn,75,17.92,229,1278
152,T152,,Brooks Koepka,88,17.92,258,1440
153,154,,Jason Day,71,17.93,213,1188
154,155,,Smylie Kaufman,76,18.0,230,1278
155,156,,Roberto Castro,70,18.06,221,1224
156,T157,,Kevin Chappell,95,18.15,294,1620
157,T157,,Ken Duke,77,18.15,232,1278
158,159,,Hunter Mahan,73,18.23,233,1278
159,160,,Jonas Blixt,74,18.33,231,1260
160,161,,Graeme McDowell,56,18.35,185,1008
161,162,,Nicholas Lindheim,58,18.45,186,1008
162,163,,Anirban Lahiri,72,18.52,240,1296
163,164,,Jason Kokrak,95,18.54,317,1710
164,165,,Sebastián Muñoz,51,18.59,164,882
165,166,,Jonathan Randolph,68,18.61,211,1134
166,167,,Greg Chalmers,75,18.62,238,1278
167,168,,J.B. Holmes,83,18.79,257,1368
168,169,,Dominic Bozzelli,69,18.8,220,1170
169,T170,,Byeong Hun An,77,18.83,244,1296
170,T170,,Cody Gribble,79,18.83,261,1386
171,172,,Jimmy Walker,68,18.97,222,1170
172,173,,Grayson Murray,94,19.01,308,1620
173,174,,Patton Kizzire,84,19.08,261,1368
174,175,,Miguel Angel Carballo,63,19.1,196,1026
175,176,,Derek Fathauer,81,19.19,259,1350
176,177,,Patrick Rodgers,76,19.29,257,1332
177,178,,Bubba Watson,71,19.4,220,1134
178,179,,Brett Stegmaier,78,19.44,266,1368
179,180,,Brad Fritsch,56,19.55,183,936
180,181,,Kelly Kraft,75,19.72,252,1278
181,182,,Scott Piercy,70,19.82,239,1206
182,183,,Søren Kjeldsen,58,20.18,178,882
183,184,,Rod Pampling,71,20.27,259,1278
184,185,,Ernie Els,52,20.51,192,936
185,186,,Si Woo Kim,80,20.89,282,1350
186,187,,Carl Pettersson,63,21.09,224,1062
187,188,,Andrew Loupe,55,22.97,215,936
188,189,,Matt Every,76,23.57,297,1260
189,190,,Steven Bowditch,59,25.05,248,990
