,Final_Round_Performance_RANK THIS WEEK,Final_Round_Performance_RANK LAST WEEK,Final_Round_Performance_PLAYER NAME,Final_Round_Performance_EVENTS,Final_Round_Performance_%
45,T44,,Louis Oosthuizen,18,62.5
46,47,,Marc Leishman,25,61.9
47,T48,,Robert Garrigus,26,61.54
48,T48,,Rod Pampling,22,61.54
49,T48,,Charl Schwartzel,18,61.54
50,T51,,Aaron Baddeley,20,60.0
51,T51,,Greg Chalmers,28,60.0
52,T51,,K.J. Choi,25,60.0
53,T51,,Sergio Garcia,17,60.0
54,T51,,Tom Hoge,17,60.0
55,T51,,Luke List,31,60.0
56,T51,,Kevin Tway,27,60.0
57,T58,,Rafa Cabrera Bello,19,58.33
58,T58,,Charley Hoffman,31,58.33
59,T58,,Patrick Reed,29,58.33
60,T61,,Emiliano Grillo,25,57.89
61,T61,,Brooks Koepka,24,57.89
62,T61,,Jason Kokrak,28,57.89
63,T61,,Phil Mickelson,22,57.89
64,T65,,Alex Cejka,28,57.14
65,T65,,Bryson DeChambeau,31,57.14
66,T65,,Ernie Els,20,57.14
67,T65,,Gonzalo Fernandez-Castaño,22,57.14
68,T65,,Adam Hadwin,28,57.14
69,T65,,Billy Hurley III,25,57.14
70,T65,,Rick Lamb,19,57.14
71,T65,,Nick Watney,23,57.14
72,T73,,Keegan Bradley,29,56.52
73,T73,,Kyle Stanley,29,56.52
74,75,,Trey Mullinax,28,56.25
75,T76,,Roberto Castro,25,55.56
76,T76,,Bud Cauley,28,55.56
77,T76,,Brett Drewitt,19,55.56
78,T76,,Johnson Wagner,26,55.56
79,T80,,Kevin Chappell,27,55.0
80,T80,,Chez Reavie,28,55.0
81,T82,,Russell Henley,27,54.55
82,T82,,Graeme McDowell,17,54.55
83,T82,,Tim Wilkinson,22,54.55
84,T85,,Blayne Barber,25,53.85
85,T85,,Jim Herman,25,53.85
86,T85,,Rory Sabbatini,23,53.85
87,T85,,Sam Saunders,24,53.85
88,T85,,Camilo Villegas,25,53.85
89,T90,,Ben Martin,27,53.33
90,T90,,Justin Rose,18,53.33
91,T92,,Byeong Hun An,22,50.0
92,T92,,Mark Anderson,20,50.0
93,T92,,Ricky Barnes,31,50.0
94,T92,,Zac Blair,32,50.0
95,T92,,Stewart Cink,26,50.0
96,T92,,Chad Collins,26,50.0
97,T92,,Jason Dufner,24,50.0
98,T92,,Ken Duke,26,50.0
99,T92,,Jim Furyk,18,50.0
100,T92,,Lucas Glover,26,50.0
101,T92,,Bill Haas,25,50.0
102,T92,,Billy Horschel,28,50.0
103,T92,,Zach Johnson,23,50.0
104,T92,,Whee Kim,27,50.0
105,T92,,Chris Kirk,28,50.0
106,T92,,Søren Kjeldsen,17,50.0
107,T92,,Anirban Lahiri,22,50.0
108,T92,,Martin Laird,25,50.0
109,T92,,Francesco Molinari,21,50.0
110,T92,,C.T. Pan,29,50.0
111,T92,,Scott Piercy,22,50.0
112,T92,,Tag Ridings,20,50.0
113,T92,,Ollie Schniederjans,28,50.0
114,T92,,Scott Stallings,27,50.0
115,T92,,Shawn Stefani,26,50.0
116,T117,,Daniel Berger,26,47.37
117,T117,,Ryan Blaum,29,47.37
118,T117,,Charles Howell III,23,47.37
119,T117,,Jamie Lovemark,28,47.37
120,T117,,J.T. Poston,28,47.37
121,122,,John Huh,28,47.06
122,T123,,Harris English,27,46.67
123,T123,,Branden Grace,20,46.67
124,T123,,Peter Malnati,29,46.67
125,T123,,Kyle Reifers,32,46.67
126,T127,,Derek Fathauer,27,46.15
127,T127,,Richy Werenski,26,46.15
128,T129,,Cody Gribble,28,45.45
129,T129,,Patrick Rodgers,27,45.45
130,T129,,Chris Stroud,22,45.45
131,T129,,Boo Weekley,27,45.45
132,133,,James Hahn,28,45.0
133,T134,,Scott Brown,29,44.44
134,T134,,J.B. Holmes,23,44.44
135,T134,,Nicholas Lindheim,21,44.44
136,T134,,Robert Streb,30,44.44
137,T138,,Ben Crane,26,43.75
138,T138,,Graham DeLaet,25,43.75
139,T138,,Morgan Hoffmann,29,43.75
140,T138,,David Lingmerth,23,43.75
141,T142,,Brian Campbell,20,42.86
142,T142,,Luke Donald,18,42.86
143,T144,,Chad Campbell,29,42.11
144,T144,,Vaughn Taylor,26,42.11
145,T144,,Tyrone Van Aswegen,32,42.11
146,147,,Matt Jones,20,41.67
147,148,,Grayson Murray,30,41.18
148,T149,,Brian Gay,25,40.0
149,T149,,Shane Lowry,16,40.0
150,T149,,William McGirt,28,40.0
151,T149,,Geoff Ogilvy,25,40.0
152,T149,,Brett Stegmaier,27,40.0
153,154,,Jhonattan Vegas,29,38.89
154,T155,,Patrick Cantlay,13,38.46
155,T155,,Russell Knox,24,38.46
156,T155,,Brian Stuard,31,38.46
157,T158,,Ryan Brehm,25,37.5
158,T158,,Ryo Ishikawa,20,37.5
159,T158,,Cameron Smith,26,37.5
160,T158,,Steve Wheatcroft,17,37.5
161,T162,,Michael Kim,28,36.84
162,T162,,Harold Varner III,31,36.84
163,T164,,Steven Alker,23,36.36
164,T164,,Ryan Armour,20,36.36
165,166,,Patton Kizzire,28,35.71
166,T167,,David Hearn,29,35.29
167,T167,,J.J. Henry,29,35.29
168,T167,,Ryan Moore,24,35.29
169,T167,,Seamus Power,25,35.29
170,T171,,Miguel Angel Carballo,22,33.33
171,T171,,Brad Fritsch,18,33.33
172,T171,,Fabián Gómez,21,33.33
173,T171,,Mark Hubbard,27,33.33
174,T171,,Si Woo Kim,30,33.33
175,T171,,Troy Merritt,28,33.33
176,T171,,Jonathan Randolph,22,33.33
177,T171,,Kevin Streelman,26,33.33
178,179,,Nick Taylor,29,31.58
179,T180,,Retief Goosen,19,28.57
180,T180,,Sebastián Muñoz,17,28.57
181,182,,Cameron Tringale,28,26.67
182,T183,,Daniel Summerhays,29,25.0
183,T183,,Jimmy Walker,21,25.0
184,185,,Bryce Molder,26,18.18
185,T186,,Jason Bohn,28,12.5
186,T186,,Matt Every,30,12.5
187,188,,Hunter Mahan,26,11.11
188,T189,,Steven Bowditch,27,0.0
189,T189,,Carl Pettersson,27,0.0
