,Back_9_Scoring_Average_RANK THIS WEEK,Back_9_Scoring_Average_RANK LAST WEEK,Back_9_Scoring_Average_PLAYER NAME,Back_9_Scoring_Average_ROUNDS,Back_9_Scoring_Average_AVG,Back_9_Scoring_Average_TOTAL STROKES,Back_9_Scoring_Average_TOTAL HOLES
127,T127,,Spencer Levin,89,35.66,3031,85
128,T127,,Scott Piercy,70,35.66,2389,67
129,130,,Geoff Ogilvy,80,35.67,2568,72
130,131,,Derek Fathauer,81,35.68,2676,75
131,132,,D.A. Points,68,35.69,2427,68
132,T133,,Miguel Angel Carballo,63,35.7,2035,57
133,T133,,K.J. Choi,72,35.7,2356,66
134,T133,,Chris Kirk,89,35.7,2963,83
135,T133,,Brian Stuard,93,35.7,3106,87
136,T137,,Mark Anderson,54,35.71,1857,52
137,T137,,Jonas Blixt,74,35.71,2500,70
138,T137,,David Hearn,93,35.71,3035,85
139,T137,,Sung Kang,104,35.71,3642,102
140,T137,,David Lingmerth,79,35.71,2678,75
141,T137,,Boo Weekley,75,35.71,2607,73
142,143,,Dominic Bozzelli,69,35.72,2322,65
143,144,,Daniel Summerhays,100,35.74,3360,94
144,T145,,Gonzalo Fernandez-Castaño,63,35.75,2002,56
145,T145,,Jim Furyk,54,35.75,1823,51
146,T145,,Jim Herman,77,35.75,2681,75
147,T148,,Jason Day,71,35.79,2362,66
148,T148,,Branden Grace,70,35.79,2255,63
149,T148,,Patton Kizzire,84,35.79,2720,76
150,T151,,Retief Goosen,52,35.8,1647,46
151,T151,,Ryo Ishikawa,56,35.8,2005,56
152,T153,,Cody Gribble,79,35.81,2757,77
153,T153,,Patrick Rodgers,76,35.81,2650,74
154,155,,Fabián Gómez,61,35.83,2114,59
155,T156,,Aaron Baddeley,61,35.84,2043,57
156,T156,,Roberto Castro,70,35.84,2437,68
157,T156,,Billy Hurley III,80,35.84,2867,80
158,T156,,Nicholas Lindheim,58,35.84,2007,56
159,T160,,Blayne Barber,77,35.85,2545,71
160,T160,,Ken Duke,77,35.85,2545,71
161,T160,,Jimmy Walker,68,35.85,2330,65
162,163,,Tom Hoge,54,35.91,1652,46
163,T164,,Rick Lamb,54,35.92,1796,50
164,T164,,Johnson Wagner,71,35.92,2263,63
165,T166,,Greg Chalmers,75,35.96,2553,71
166,T166,,J.B. Holmes,83,35.96,2733,76
167,T168,,Alex Cejka,85,35.97,2770,77
168,T168,,Brett Stegmaier,78,35.97,2734,76
169,T168,,Bubba Watson,71,35.97,2266,63
170,171,,Brad Fritsch,56,35.98,1871,52
171,172,,Jason Bohn,75,35.99,2555,71
172,T173,,Kelly Kraft,75,36.03,2558,71
173,T173,,Bryce Molder,74,36.03,2666,74
174,T175,,Søren Kjeldsen,58,36.04,1766,49
175,T175,,Sebastián Muñoz,51,36.04,1766,49
176,177,,Jonathan Randolph,68,36.05,2271,63
177,T178,,Byeong Hun An,77,36.07,2597,72
178,T178,,Si Woo Kim,80,36.07,2705,75
179,180,,Ryan Palmer,61,36.09,1913,53
180,181,,Hunter Mahan,73,36.1,2563,71
181,T182,,Brett Drewitt,57,36.11,1914,53
182,T182,,Mark Hubbard,81,36.11,2672,74
183,184,,Ernie Els,52,36.23,1884,52
184,T185,,Brian Campbell,55,36.24,1848,51
185,T185,,Matt Every,76,36.24,2537,70
186,187,,Carl Pettersson,63,36.27,2140,59
187,188,,Rod Pampling,71,36.34,2580,71
188,189,,Andrew Loupe,55,36.44,1895,52
189,190,,Steven Bowditch,59,37.4,2057,55
