,Bogey_Average_RANK THIS WEEK,Bogey_Average_RANK LAST WEEK,Bogey_Average_PLAYER NAME,Bogey_Average_EVENTS,Bogey_Average_AVERAGE BOGEYS PER ROUND,Bogey_Average_TOTAL BOGEYS,Bogey_Average_ROUNDS PLAYED
124,T125,,Wesley Bryan,28,2.74,249,91
125,T125,,Sam Saunders,24,2.74,192,70
126,T127,,Steven Alker,23,2.75,173,63
127,T127,,Bryson DeChambeau,31,2.75,245,89
128,T127,,Scott Stallings,27,2.75,212,77
129,T130,,Billy Hurley III,25,2.76,221,80
130,T130,,Smylie Kaufman,26,2.76,196,71
131,T130,,D.A. Points,22,2.76,188,68
132,T130,,Tag Ridings,20,2.76,163,59
133,T134,,Jason Day,20,2.77,183,66
134,T134,,Brett Drewitt,19,2.77,147,53
135,T134,,Jason Dufner,24,2.77,227,82
136,T134,,Brandon Hagy,26,2.77,213,77
137,T134,,Mackenzie Hughes,31,2.77,288,104
138,T134,,Sung Kang,32,2.77,283,102
139,T134,,Trey Mullinax,28,2.77,227,82
140,141,,Cameron Smith,26,2.78,228,82
141,T142,,Brooks Koepka,24,2.79,223,80
142,T142,,Ryan Palmer,20,2.79,148,53
143,144,,Brian Campbell,20,2.8,143,51
144,145,,Steve Wheatcroft,17,2.81,132,47
145,146,,Ryan Moore,24,2.82,223,79
146,147,,Cody Gribble,28,2.83,218,77
147,T148,,Roberto Castro,25,2.84,193,68
148,T148,,Emiliano Grillo,25,2.84,247,87
149,T148,,Daniel Summerhays,29,2.84,267,94
150,T151,,Jason Bohn,28,2.85,202,71
151,T151,,Rafa Cabrera Bello,19,2.85,171,60
152,T153,,Jonas Blixt,25,2.86,200,70
153,T153,,Nicholas Lindheim,21,2.86,160,56
154,T153,,Bryce Molder,26,2.86,212,74
155,T153,,Brian Stuard,31,2.86,249,87
156,157,,J.B. Holmes,23,2.87,218,76
157,T158,,Anirban Lahiri,22,2.88,207,72
158,T158,,Michael Thompson,21,2.88,161,56
159,T160,,Kevin Chappell,27,2.89,260,90
160,T160,,Patton Kizzire,28,2.89,220,76
161,T160,,Hunter Mahan,26,2.89,205,71
162,T160,,Boo Weekley,27,2.89,211,73
163,164,,Sebastián Muñoz,17,2.9,142,49
164,T165,,Derek Fathauer,27,2.91,218,75
165,T165,,Grayson Murray,30,2.91,262,90
166,167,,Ken Duke,26,2.92,207,71
167,168,,Russell Knox,24,2.93,205,70
168,169,,Jason Kokrak,28,2.94,279,95
169,170,,Dominic Bozzelli,24,2.95,192,65
170,171,,Brett Stegmaier,27,2.96,225,76
171,172,,Greg Chalmers,28,2.97,211,71
172,T173,,Miguel Angel Carballo,22,2.98,170,57
173,T173,,Graeme McDowell,17,2.98,167,56
174,175,,Jimmy Walker,21,3.02,196,65
175,176,,Jonathan Randolph,22,3.03,191,63
176,177,,Byeong Hun An,22,3.07,221,72
177,178,,Kelly Kraft,27,3.11,221,71
178,179,,Patrick Rodgers,27,3.15,233,74
179,T180,,Ernie Els,20,3.17,165,52
180,T180,,Brad Fritsch,18,3.17,165,52
181,182,,Bubba Watson,22,3.19,201,63
182,183,,Si Woo Kim,30,3.23,242,75
183,T184,,Søren Kjeldsen,17,3.24,159,49
184,T184,,Scott Piercy,22,3.24,217,67
185,186,,Rod Pampling,22,3.25,231,71
186,187,,Carl Pettersson,27,3.41,201,59
187,T188,,Matt Every,30,3.46,242,70
188,T188,,Andrew Loupe,21,3.46,180,52
189,190,,Steven Bowditch,27,3.75,206,55
