,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
175,T174,,Brian Stuard,93,35.71,3107,87
176,T177,,Rafa Cabrera Bello,63,35.73,2144,60
177,T177,,Kyle Reifers,96,35.73,3144,88
178,179,,Steve Wheatcroft,51,35.74,1680,47
179,180,,Jason Bohn,75,35.79,2541,71
180,181,,Søren Kjeldsen,58,35.8,1754,49
181,182,,Ryo Ishikawa,56,35.84,2007,56
182,183,,Miguel Angel Carballo,63,35.89,2046,57
183,184,,Chad Collins,66,35.9,2226,62
184,185,,Roberto Castro,70,36.1,2455,68
185,186,,Matt Every,76,36.14,2530,70
186,187,,Ernie Els,52,36.17,1881,52
187,188,,Andrew Loupe,55,36.29,1887,52
188,189,,Si Woo Kim,80,36.44,2733,75
189,190,,Steven Bowditch,59,36.82,2025,55
