,Total_Birdies_RANK THIS WEEK,Total_Birdies_RANK LAST WEEK,Total_Birdies_PLAYER NAME,Total_Birdies_ROUNDS,Total_Birdies_TOTAL
79,T80,,Robert Garrigus,78,285
80,T80,,Anirban Lahiri,72,285
81,T82,,Brandon Hagy,85,282
82,T82,,J.B. Holmes,83,282
83,T84,,Cody Gribble,79,280
84,T84,,Ryan Moore,82,280
85,T86,,David Hearn,93,279
86,T86,,Dustin Johnson,77,279
87,88,,Francesco Molinari,75,278
88,89,,Derek Fathauer,81,276
89,T90,,Graham DeLaet,82,275
90,T90,,David Lingmerth,79,275
91,T90,,Sam Saunders,76,275
92,93,,Jason Day,71,274
93,T94,,Harris English,84,273
94,T94,,Martin Flores,88,273
95,T94,,Patton Kizzire,84,273
96,T94,,Camilo Villegas,76,273
97,T98,,Ryan Brehm,83,272
98,T98,,Zach Johnson,81,272
99,T98,,C.T. Pan,88,272
100,T98,,Scott Piercy,70,272
101,T102,,Blayne Barber,77,268
102,T102,,William McGirt,89,268
103,104,,Troy Merritt,82,267
104,T105,,Ben Crane,86,263
105,T105,,Brian Gay,82,263
106,T107,,Justin Rose,66,262
107,T107,,Scott Stallings,81,262
108,109,,Spencer Levin,89,261
109,T110,,Jim Herman,77,260
110,T110,,Russell Knox,75,260
111,T110,,Richy Werenski,81,260
112,113,,Smylie Kaufman,76,259
113,114,,J.J. Henry,92,256
114,T115,,Matt Every,76,255
115,T115,,Kyle Reifers,96,255
116,117,,Andres Gonzales,73,252
117,T118,,Whee Kim,74,249
118,T118,,Rory Sabbatini,71,249
119,T118,,Brett Stegmaier,78,249
120,121,,Byeong Hun An,77,248
121,122,,Boo Weekley,75,247
122,T123,,Jonas Blixt,74,244
123,T123,,Patrick Rodgers,76,244
124,125,,Kelly Kraft,75,238
125,T126,,Alex Cejka,85,235
126,T126,,Ian Poulter,72,235
127,T128,,Greg Chalmers,75,233
128,T128,,Si Woo Kim,80,233
129,130,,Dominic Bozzelli,69,232
130,131,,Bryce Molder,74,230
131,132,,Nick Watney,75,229
132,133,,D.A. Points,68,228
133,134,,Sergio Garcia,65,227
134,135,,Geoff Ogilvy,80,226
135,T136,,Mark Hubbard,81,225
136,T136,,Shawn Stefani,72,225
137,138,,Ken Duke,77,224
138,139,,Hunter Mahan,73,223
139,140,,Cameron Percy,71,222
140,141,,Jimmy Walker,68,221
141,T142,,Rod Pampling,71,220
142,T142,,Tag Ridings,67,220
143,T142,,Chris Stroud,67,220
144,T142,,Bubba Watson,71,220
145,146,,Adam Scott,58,219
146,147,,Jonathan Randolph,68,218
147,148,,Charl Schwartzel,63,217
148,T149,,Steven Alker,69,216
149,T149,,Julián Etulain,68,216
150,T151,,Rafa Cabrera Bello,63,209
151,T151,,Graeme McDowell,56,209
152,T153,,K.J. Choi,72,208
153,T153,,Johnson Wagner,71,208
154,155,,Brandt Snedeker,53,203
155,T156,,Fabián Gómez,61,202
156,T156,,Branden Grace,70,202
157,T156,,Louis Oosthuizen,69,202
158,159,,Roberto Castro,70,201
159,T160,,Aaron Baddeley,61,199
160,T160,,Matt Jones,64,199
161,T162,,Nicholas Lindheim,58,198
162,T162,,Tim Wilkinson,64,198
163,164,,Ryan Armour,63,197
164,165,,Jason Bohn,75,196
165,166,,Chad Collins,66,194
166,T167,,Brad Fritsch,56,187
167,T167,,Carl Pettersson,63,187
168,T169,,Miguel Angel Carballo,63,186
169,T169,,Shane Lowry,52,186
170,171,,Rory McIlroy,51,185
171,172,,Ryo Ishikawa,56,184
172,173,,Gonzalo Fernandez-Castaño,63,183
173,174,,Sebastián Muñoz,51,180
174,175,,Patrick Cantlay,52,179
175,176,,Brian Campbell,55,178
176,177,,Tom Hoge,54,177
177,178,,Brett Drewitt,57,176
178,179,,Michael Thompson,60,174
179,180,,Rick Lamb,54,173
180,181,,Mark Anderson,54,172
181,182,,Ryan Palmer,61,169
182,183,,Søren Kjeldsen,58,164
183,184,,Andrew Loupe,55,158
184,185,,Retief Goosen,52,156
185,186,,Jim Furyk,54,154
186,187,,Luke Donald,50,150
187,T188,,Ernie Els,52,145
188,T188,,Steve Wheatcroft,51,145
189,190,,Steven Bowditch,59,131
