,Par_Breakers_RANK THIS WEEK,Par_Breakers_RANK LAST WEEK,Par_Breakers_PLAYER NAME,Par_Breakers_ROUNDS,Par_Breakers_%,Par_Breakers_# BIRDIES/EAGLES,Par_Breakers_# HOLES
120,121,,Ian Poulter,72,19.53,239,1224
121,122,,Cameron Percy,71,19.49,228,1170
122,123,,Bill Haas,92,19.48,298,1530
123,124,,Wesley Bryan,95,19.47,319,1638
124,T125,,Rafa Cabrera Bello,63,19.44,210,1080
125,T125,,Tim Wilkinson,64,19.44,203,1044
126,127,,Nick Taylor,97,19.42,332,1710
127,T128,,Martin Flores,88,19.41,283,1458
128,T128,,Boo Weekley,75,19.41,255,1314
129,T130,,Julián Etulain,68,19.4,220,1134
130,T130,,Fabián Gómez,61,19.4,206,1062
131,132,,Robert Streb,98,19.39,328,1692
132,133,,Steven Alker,69,19.31,219,1134
133,134,,Tyrone Van Aswegen,105,19.3,337,1746
134,135,,Jimmy Walker,68,19.23,225,1170
135,136,,James Hahn,96,19.21,332,1728
136,T137,,Retief Goosen,52,19.2,159,828
137,T137,,D.A. Points,68,19.2,235,1224
138,T137,,Shawn Stefani,72,19.2,235,1224
139,140,,Ryan Armour,63,19.11,203,1062
140,T141,,Brian Gay,82,19.09,268,1404
141,T141,,Daniel Summerhays,100,19.09,323,1692
142,143,,Chad Campbell,97,19.07,333,1746
143,144,,Ricky Barnes,100,19.02,315,1656
144,145,,Miguel Angel Carballo,63,19.01,195,1026
145,146,,Nick Watney,75,19.0,236,1242
146,147,,Billy Horschel,88,18.99,294,1548
147,148,,Kelly Kraft,75,18.94,242,1278
148,149,,John Huh,92,18.88,299,1584
149,150,,Mark Anderson,54,18.8,176,936
150,151,,Brett Stegmaier,78,18.79,257,1368
151,T152,,Ben Crane,86,18.78,267,1422
152,T152,,Johnson Wagner,71,18.78,213,1134
153,154,,Louis Oosthuizen,69,18.73,209,1116
154,T155,,Søren Kjeldsen,58,18.71,165,882
155,T155,,Brian Stuard,93,18.71,293,1566
156,157,,Brett Drewitt,57,18.66,178,954
157,158,,Gonzalo Fernandez-Castaño,63,18.65,188,1008
158,159,,Zac Blair,105,18.63,332,1782
159,160,,Ryo Ishikawa,56,18.55,187,1008
160,161,,Greg Chalmers,75,18.54,237,1278
161,162,,David Hearn,93,18.43,282,1530
162,163,,William McGirt,89,18.41,275,1494
163,164,,Patrick Rodgers,76,18.39,245,1332
164,165,,Carl Pettersson,63,18.27,194,1062
165,166,,Branden Grace,70,18.25,207,1134
166,167,,Hunter Mahan,73,18.08,231,1278
167,168,,Ryan Palmer,61,18.03,172,954
168,T169,,Chad Collins,66,17.92,200,1116
169,T169,,Ken Duke,77,17.92,229,1278
170,171,,Michael Thompson,60,17.86,180,1008
171,172,,Andrew Loupe,55,17.84,167,936
172,173,,C.T. Pan,88,17.83,276,1548
173,174,,Luke Donald,50,17.82,154,864
174,175,,Geoff Ogilvy,80,17.75,230,1296
175,176,,K.J. Choi,72,17.59,209,1188
176,177,,Si Woo Kim,80,17.56,237,1350
177,T178,,Mark Hubbard,81,17.49,233,1332
178,T178,,Steve Wheatcroft,51,17.49,148,846
179,180,,Rod Pampling,71,17.45,223,1278
180,181,,Bryce Molder,74,17.42,232,1332
181,182,,Spencer Levin,89,17.39,266,1530
182,183,,Alex Cejka,85,17.24,239,1386
183,184,,Jim Furyk,54,17.21,158,918
184,185,,J.J. Henry,92,17.05,264,1548
185,186,,Kyle Reifers,96,16.79,266,1584
186,187,,Roberto Castro,70,16.75,205,1224
187,188,,Ernie Els,52,16.13,151,936
188,189,,Jason Bohn,75,15.57,199,1278
189,190,,Steven Bowditch,59,13.43,133,990
