,Eagles_Holes_per_RANK THIS WEEK,Eagles_Holes_per_RANK LAST WEEK,Eagles_Holes_per_PLAYER NAME,Eagles_Holes_per_ROUNDS,Eagles_Holes_per_FREQUENCY,Eagles_Holes_per_# OF HOLES,Eagles_Holes_per_# OF EAGLES
74,T75,,Bud Cauley,92,198.0,1584,8
75,T75,,Harold Varner III,101,198.0,1782,9
76,77,,Brian Harman,104,200.0,1800,9
77,78,,Gonzalo Fernandez-Castaño,63,201.6,1008,5
78,T79,,Grayson Murray,94,202.5,1620,8
79,T79,,Pat Perez,93,202.5,1620,8
80,81,,Ryan Moore,82,203.1,1422,7
81,82,,Seamus Power,86,205.7,1440,7
82,T83,,Ricky Barnes,100,207.0,1656,8
83,T83,,Matt Kuchar,95,207.0,1656,8
84,85,,Tim Wilkinson,64,208.8,1044,5
85,T86,,Trey Mullinax,88,210.9,1476,7
86,T86,,Kevin Na,86,210.9,1476,7
87,88,,Smylie Kaufman,76,213.0,1278,6
88,89,,William McGirt,89,213.4,1494,7
89,T90,,Byeong Hun An,77,216.0,1296,6
90,T90,,Luke Donald,50,216.0,864,4
91,T90,,Charl Schwartzel,63,216.0,1080,5
92,93,,Emiliano Grillo,90,223.7,1566,7
93,T94,,Jim Herman,77,225.0,1350,6
94,T94,,David Lingmerth,79,225.0,1350,6
95,96,,Kevin Streelman,90,226.3,1584,7
96,T97,,Branden Grace,70,226.8,1134,5
97,T97,,Johnson Wagner,71,226.8,1134,5
98,99,,Rickie Fowler,78,228.0,1368,6
99,100,,Gary Woodland,94,228.9,1602,7
100,101,,Jim Furyk,54,229.5,918,4
101,102,,Cody Gribble,79,231.0,1386,6
102,103,,Lucas Glover,93,231.4,1620,7
103,104,,Mark Anderson,54,234.0,936,4
104,105,,Scott Piercy,70,241.2,1206,5
105,106,,Charles Howell III,86,246.0,1476,6
106,107,,James Hahn,96,246.9,1728,7
107,108,,Cameron Tringale,89,249.0,1494,6
108,109,,Chad Campbell,97,249.4,1746,7
109,T110,,Nicholas Lindheim,58,252.0,1008,4
110,T110,,Graeme McDowell,56,252.0,1008,4
111,112,,Ken Duke,77,255.6,1278,5
112,113,,Camilo Villegas,76,259.2,1296,5
113,T114,,Ollie Schniederjans,92,261.0,1566,6
114,T114,,Adam Scott,58,261.0,1044,4
115,116,,Fabián Gómez,61,265.5,1062,4
116,117,,Richy Werenski,81,266.4,1332,5
117,118,,Derek Fathauer,81,270.0,1350,5
118,T119,,Retief Goosen,52,276.0,828,3
119,T119,,Tom Hoge,54,276.0,828,3
120,121,,Brian Gay,82,280.8,1404,5
121,122,,Steve Wheatcroft,51,282.0,846,3
122,T123,,Julián Etulain,68,283.5,1134,4
123,T123,,Jonathan Randolph,68,283.5,1134,4
124,125,,Jason Kokrak,95,285.0,1710,6
125,126,,Russell Henley,99,291.0,1746,6
126,127,,Jimmy Walker,68,292.5,1170,4
127,T128,,Adam Hadwin,98,294.0,1764,6
128,T128,,Kevin Kisner,105,294.0,1764,6
129,T128,,Shane Lowry,52,294.0,882,3
130,T128,,Sebastián Muñoz,51,294.0,882,3
131,132,,Zac Blair,105,297.0,1782,6
132,T133,,Brian Campbell,55,306.0,918,3
133,T133,,Roberto Castro,70,306.0,1224,4
134,T133,,Spencer Levin,89,306.0,1530,5
135,T133,,Peter Malnati,91,306.0,1530,5
136,T133,,Ian Poulter,72,306.0,1224,4
137,138,,Brad Fritsch,56,312.0,936,3
138,139,,J.T. Poston,95,313.2,1566,5
139,140,,John Huh,92,316.8,1584,5
140,141,,Ryan Palmer,61,318.0,954,3
141,T142,,Blayne Barber,77,319.5,1278,4
142,T142,,Greg Chalmers,75,319.5,1278,4
143,T142,,Kelly Kraft,75,319.5,1278,4
144,145,,Bryson DeChambeau,91,320.4,1602,5
145,T146,,Geoff Ogilvy,80,324.0,1296,4
146,T146,,Hudson Swafford,94,324.0,1620,5
147,T146,,Jhonattan Vegas,95,324.0,1620,5
148,149,,Scott Brown,95,327.6,1638,5
149,T150,,Ryo Ishikawa,56,336.0,1008,3
150,T150,,Matt Jones,64,336.0,1008,3
151,152,,Si Woo Kim,80,337.5,1350,4
152,T153,,Aaron Baddeley,61,342.0,1026,3
153,T153,,Patton Kizzire,84,342.0,1368,4
154,T153,,Troy Merritt,82,342.0,1368,4
155,156,,Alex Cejka,85,346.5,1386,4
156,157,,Ben Crane,86,355.5,1422,4
157,158,,Billy Hurley III,80,360.0,1440,4
158,159,,Mackenzie Hughes,106,374.4,1872,5
159,160,,Steven Alker,69,378.0,1134,3
160,161,,C.T. Pan,88,387.0,1548,4
161,T162,,Russell Knox,75,420.0,1260,3
162,T162,,Sam Saunders,76,420.0,1260,3
163,164,,Robert Streb,98,423.0,1692,4
164,T165,,Jason Bohn,75,426.0,1278,3
165,T165,,Rod Pampling,71,426.0,1278,3
166,167,,Tyrone Van Aswegen,105,436.5,1746,4
167,168,,Brandt Snedeker,53,450.0,900,2
168,169,,Zach Johnson,81,462.0,1386,3
169,170,,Ben Martin,86,474.0,1422,3
170,171,,Brett Drewitt,57,477.0,954,2
171,172,,Steven Bowditch,59,495.0,990,2
172,173,,Chris Kirk,89,498.0,1494,3
173,174,,Vaughn Taylor,90,504.0,1512,3
174,T175,,Bill Haas,92,510.0,1530,3
175,T175,,David Hearn,93,510.0,1530,3
176,177,,Billy Horschel,88,516.0,1548,3
177,178,,Chris Stroud,67,531.0,1062,2
178,179,,Danny Lee,93,534.0,1602,3
179,180,,Michael Kim,94,540.0,1620,3
180,181,,Dominic Bozzelli,69,585.0,1170,2
181,182,,Bryce Molder,74,666.0,1332,2
182,183,,Harris English,84,684.0,1368,2
183,184,,Brian Stuard,93,783.0,1566,2
184,185,,Ryan Blaum,100,864.0,1728,2
185,186,,Søren Kjeldsen,58,882.0,882,1
186,187,,Rafa Cabrera Bello,63,1080.0,1080,1
187,188,,K.J. Choi,72,1188.0,1188,1
188,189,,Patrick Rodgers,76,1332.0,1332,1
189,190,,Patrick Reed,107,1800.0,1800,1
