,Reverse_Bounce_Back_RANK THIS WEEK,Reverse_Bounce_Back_RANK LAST WEEK,Reverse_Bounce_Back_PLAYER NAME,Reverse_Bounce_Back_ROUNDS,Reverse_Bounce_Back_% UNDER THEN OVER PAR,Reverse_Bounce_Back_TOTAL UNDER THEN OVER PAR,Reverse_Bounce_Back_UNDER PAR
136,137,,Keegan Bradley,104,17.99,68,378
137,138,,Whee Kim,74,18.03,44,244
138,139,,J.B. Holmes,83,18.05,50,277
139,140,,Jason Day,71,18.15,49,270
140,141,,Ryan Palmer,61,18.18,30,165
141,142,,Bryce Molder,74,18.26,40,219
142,T143,,Wesley Bryan,95,18.27,55,301
143,T143,,Johnson Wagner,71,18.27,36,197
144,T145,,Brandt Snedeker,53,18.37,36,196
145,T145,,Boo Weekley,75,18.37,45,245
146,147,,Jimmy Walker,68,18.4,39,212
147,T148,,K.J. Choi,72,18.41,37,201
148,T148,,Billy Horschel,88,18.41,51,277
149,150,,Bubba Watson,71,18.43,40,217
150,151,,Ryan Moore,82,18.48,51,276
151,152,,Jim Furyk,54,18.49,27,146
152,153,,Patton Kizzire,84,18.53,48,259
153,154,,Sam Saunders,76,18.56,49,264
154,155,,Nick Watney,75,18.7,43,230
155,T156,,Zach Johnson,81,18.82,48,255
156,T156,,Grayson Murray,94,18.82,64,340
157,158,,Scott Piercy,70,18.87,50,265
158,T159,,Byeong Hun An,77,18.93,46,243
159,T159,,Brett Drewitt,57,18.93,32,169
160,T159,,Brian Stuard,93,18.93,53,280
161,162,,Jason Dufner,89,18.95,58,306
162,163,,Charl Schwartzel,63,19.02,39,205
163,164,,Sung Kang,104,19.11,69,361
164,165,,Tom Hoge,54,19.39,32,165
165,166,,Hunter Mahan,73,19.55,43,220
166,T167,,Miguel Angel Carballo,63,19.58,37,189
167,T167,,Ernie Els,52,19.58,28,143
168,169,,Bryson DeChambeau,91,19.67,59,300
169,170,,Harold Varner III,101,19.76,67,339
170,T171,,Graeme McDowell,56,19.81,41,207
171,T171,,Adam Scott,58,19.81,42,212
172,173,,Brett Stegmaier,78,19.92,50,251
173,174,,Ryan Brehm,83,20.0,52,260
174,175,,Ryo Ishikawa,56,20.11,35,174
175,176,,Ben Crane,86,20.16,51,253
176,177,,Brian Campbell,55,20.35,35,172
177,178,,Greg Chalmers,75,20.47,44,215
178,179,,Brad Fritsch,56,20.56,37,180
179,180,,Jonas Blixt,74,20.59,49,238
180,181,,Kelly Kraft,75,20.6,48,233
181,182,,Si Woo Kim,80,21.17,47,222
182,183,,Kevin Chappell,95,21.54,70,325
183,184,,Billy Hurley III,80,21.66,60,277
184,185,,Patrick Cantlay,52,21.76,37,170
185,186,,Carl Pettersson,63,23.08,42,182
186,187,,Fabián Gómez,61,23.44,45,192
187,188,,Rod Pampling,71,23.56,49,208
188,189,,Matt Every,76,24.6,61,248
189,190,,Andrew Loupe,55,25.81,40,155
