,Scrambling_from_the_Fringe_RANK THIS WEEK,Scrambling_from_the_Fringe_RANK LAST WEEK,Scrambling_from_the_Fringe_PLAYER NAME,Scrambling_from_the_Fringe_ROUNDS,Scrambling_from_the_Fringe_%,Scrambling_from_the_Fringe_SUCCESSES,Scrambling_from_the_Fringe_ATTEMPTS
134,135,135,Mike Weir,80,82.89,63,76
135,136,136,David Gossett,92,82.88,92,111
136,137,137,Richard Johnson,89,82.73,115,139
137,138,138,"Dave Stockton, Jr.",79,82.69,86,104
138,139,139,Greg Chalmers,98,82.35,98,119
139,140,140,Kenichi Kuboya,91,82.31,107,130
140,141,141,Darron Stiles,93,82.14,92,112
141,142,142,Donnie Hammond,92,82.09,110,134
142,143,143,Hal Sutton,81,82.05,96,117
143,144,144,Joel Edwards,60,82.02,73,89
144,145,145,Peter Lonard,96,82.0,82,100
145,146,146,Hidemichi Tanaka,112,81.94,127,155
146,147,147,Tom Gillis,71,81.91,77,94
147,148,148,Chris Anderson,96,81.89,104,127
148,149,149,Aaron Barber,94,81.56,115,141
149,150,150,Matt Gogel,77,81.51,97,119
150,151,151,Kaname Yokoo,56,81.33,61,75
151,T152,T152,K.J. Choi,112,81.3,100,123
152,T152,T152,Glen Hnatiuk,92,81.3,100,123
153,154,154,Chris Smith,92,81.25,91,112
154,T155,T155,Shaun Micheel,97,80.99,98,121
155,T155,T155,Anthony Painter,87,80.99,98,121
156,157,157,Brenden Pappas,105,80.92,106,131
157,158,158,Ben Curtis,69,80.88,55,68
158,159,159,Steve Lowery,86,80.23,69,86
159,160,160,Bob Burns,88,80.18,89,111
160,161,161,John Maginnes,87,80.16,101,126
161,T162,T162,Tim Clark,79,80.0,80,100
162,T162,T162,Ty Tryon,52,80.0,52,65
163,164,164,Joe Durant,96,79.84,99,124
164,165,165,David Sutherland,77,79.79,75,94
165,166,166,John Daly,56,79.45,58,73
166,167,167,Brian Bateman,70,79.27,65,82
167,168,168,Chad Campbell,105,79.21,80,101
168,T169,T169,Paul Gow,62,78.95,75,95
169,T169,T169,Tom Lehman,87,78.95,75,95
170,T169,T169,Cameron Yancey,58,78.95,75,95
171,172,172,Todd Barranger,78,78.85,82,104
172,173,173,José Coceres,62,78.72,74,94
173,174,174,Jim Carter,95,78.71,122,155
174,175,175,Scott Laycock,71,78.7,85,108
175,176,176,Notah Begay III,92,78.23,97,124
176,177,177,Sergio Garcia,62,77.97,46,59
177,178,178,Jason Buha,61,77.92,60,77
178,179,179,Craig Barlow,95,77.78,98,126
179,180,180,Andy Miller,75,77.67,80,103
180,181,181,Fred Funk,112,77.37,106,137
181,182,182,Michael Clark II,54,77.19,44,57
182,183,183,Gene Sauers,87,76.99,87,113
183,184,184,John Huston,76,76.92,70,91
184,185,185,Kenneth Staton,59,76.83,63,82
185,186,186,J.L. Lewis,99,74.56,85,114
186,187,187,Peter Jacobsen,75,74.53,79,106
187,188,188,Jeff Klein,60,73.33,55,75
188,189,189,Vance Veazey,66,72.9,78,107
189,190,190,Mike Grob,83,72.63,69,95
