,Scrambling_RANK THIS WEEK,Scrambling_RANK LAST WEEK,Scrambling_PLAYER NAME,Scrambling_ROUNDS,Scrambling_%,Scrambling_PAR OR BETTER,Scrambling_MISSED GIR
55,56,56,Glen Day,103,60.28,349,579
56,57,57,Tiger Woods,74,60.16,231,384
57,58,58,Shigeki Maruyama,87,60.15,323,537
58,59,59,Brian Gay,100,60.0,393,655
59,60,60,Scott Laycock,71,59.91,269,449
60,T61,T61,Jeff Brehaut,110,59.9,351,586
61,T61,T61,Dudley Hart,66,59.9,251,419
62,63,63,Aaron Baddeley,71,59.87,285,476
63,64,64,Kevin Sutherland,97,59.85,322,538
64,65,65,Richard Johnson,89,59.79,342,572
65,66,66,Ben Crane,94,59.76,355,594
66,67,67,Doug Barron,90,59.73,350,586
67,68,68,Charles Howell III,120,59.7,397,665
68,69,69,John Senden,111,59.69,342,573
69,70,70,Chris Anderson,96,59.61,369,619
70,71,71,Davis Love III,85,59.59,264,443
71,72,72,Donnie Hammond,92,59.58,339,569
72,73,73,Briny Baird,113,59.52,325,546
73,74,74,Robert Allenby,87,59.5,263,442
74,75,75,Billy Mayfair,105,59.46,377,634
75,76,76,Gavin Coles,69,59.33,283,477
76,77,77,Esteban Toledo,109,59.29,386,651
77,78,78,Deane Pappas,75,59.24,298,503
78,79,79,Len Mattiace,94,59.22,382,645
79,80,80,Scott McCarron,86,59.21,315,532
80,81,81,Jim Carter,95,59.08,361,611
81,T82,T82,Bob Estes,92,59.0,318,539
82,T82,T82,Cliff Kresge,102,59.0,364,617
83,84,84,Notah Begay III,92,58.88,348,591
84,85,85,Robert Gamez,114,58.85,399,678
85,86,86,Bob Tway,89,58.75,272,463
86,87,87,Jonathan Kaye,91,58.64,302,515
87,88,88,Cameron Beckman,86,58.61,286,488
88,89,89,Steve Allan,53,58.59,191,326
89,90,90,Glen Hnatiuk,92,58.52,316,540
90,91,91,Dean Wilson,82,58.49,310,530
91,92,92,J.J. Henry,100,58.26,314,539
92,93,93,Jonathan Byrd,101,58.12,383,659
93,94,94,Chris DiMarco,98,58.08,320,551
94,95,95,Olin Browne,113,58.07,385,663
95,96,96,Matt Kuchar,63,58.06,227,391
96,T97,T97,Todd Fischer,97,58.05,364,627
97,T97,T97,Retief Goosen,69,58.05,202,348
98,99,99,Carl Paulson,101,58.01,355,612
99,100,100,Carlos Franco,99,58.0,319,550
100,101,101,Woody Austin,107,57.83,347,600
101,102,102,Brian Henninger,56,57.82,218,377
102,103,103,Hal Sutton,81,57.78,260,450
103,104,104,Harrison Frazar,88,57.75,287,497
104,105,105,Tim Clark,79,57.73,280,485
105,T106,T106,David Gossett,92,57.72,299,518
106,T106,T106,Pat Perez,95,57.72,355,615
107,108,108,K.J. Choi,112,57.53,359,624
108,109,109,Darron Stiles,93,57.46,312,543
109,T110,T110,Alex Cejka,98,57.43,313,545
110,T110,T110,Joey Sindelar,93,57.43,290,505
111,112,112,Bernhard Langer,65,57.37,249,434
112,113,113,Rory Sabbatini,95,57.33,348,607
113,114,114,Jeff Maggert,81,57.2,290,507
114,T115,T115,Mark Brooks,90,57.17,339,593
115,T115,T115,Mark Wilson,82,57.17,299,523
116,117,117,John Maginnes,87,57.14,324,567
117,118,118,John Morgan,81,57.12,305,534
118,119,119,John Rollins,89,57.02,329,577
119,120,120,Shaun Micheel,97,57.01,301,528
120,121,121,Brent Schwarzrock,60,56.94,197,346
121,122,122,J.P. Hayes,79,56.91,276,485
122,123,123,Craig Perks,82,56.87,298,524
123,124,124,Bob Burns,88,56.81,313,551
124,125,125,Duffy Waldorf,90,56.8,280,493
125,126,126,Kent Jones,74,56.78,226,398
126,127,127,John Huston,76,56.77,239,421
127,128,128,Craig Barlow,95,56.76,315,555
128,129,129,Aaron Barber,94,56.67,323,570
129,130,130,Spike McRoy,103,56.64,324,572
130,131,131,Jay Don Blake,77,56.6,270,477
131,132,132,Lee Janzen,83,56.58,288,509
132,133,133,Carl Pettersson,80,56.53,290,513
133,134,134,Fred Couples,71,56.45,245,434
134,135,135,Anthony Painter,87,56.38,336,596
135,136,136,Adam Scott,52,56.37,177,314
136,137,137,Brad Elder,51,56.35,182,323
137,138,138,Jesper Parnevik,102,56.34,360,639
138,139,139,Marco Dawson,86,56.24,266,473
139,140,140,Paul Stankowski,67,56.22,208,370
140,141,141,Steve Lowery,86,56.21,285,507
141,142,142,Rocco Mediate,80,56.15,251,447
142,143,143,Luke Donald,88,56.12,307,547
143,144,144,Tommy Armour III,66,56.1,216,385
144,T145,T145,Paul Azinger,73,56.09,267,476
145,T145,T145,Ben Curtis,69,56.09,244,435
146,147,147,Heath Slocum,101,55.96,324,579
147,148,148,Kenichi Kuboya,91,55.94,320,572
148,149,149,Frank Lickliter II,94,55.91,317,567
149,150,150,Brian Bateman,70,55.81,216,387
150,151,151,Phil Mickelson,87,55.8,279,500
151,152,152,Peter Lonard,96,55.79,323,579
152,153,153,Tom Gillis,71,55.42,220,397
153,154,154,Greg Chalmers,98,55.4,364,657
154,155,155,Brenden Pappas,105,55.32,333,602
155,156,156,Peter Jacobsen,75,55.28,246,445
156,157,157,Akio Sadakata,83,55.14,268,486
157,158,158,Andy Miller,75,55.13,285,517
158,159,159,Joel Edwards,60,55.06,212,385
159,160,160,Jason Gore,83,54.93,323,588
160,161,161,David Sutherland,77,54.85,215,392
161,162,162,Chad Campbell,105,54.83,284,518
162,163,163,J.L. Lewis,99,54.79,326,595
163,164,164,Mathew Goggin,90,54.67,269,492
164,165,165,Joe Durant,96,54.58,256,469
165,166,166,Ian Leggatt,71,54.45,214,393
166,167,167,Darren Clarke,61,54.39,192,353
167,168,168,Thomas Levet,85,54.34,263,484
168,169,169,Jason Caron,74,54.29,266,490
169,170,170,Mike Heinen,89,54.24,256,472
170,T171,T171,José Coceres,62,54.2,239,441
171,T171,T171,Hank Kuehne,73,54.2,239,441
172,173,173,Gene Sauers,87,54.05,300,555
173,174,174,Tom Lehman,87,53.02,228,430
174,175,175,Jason Buha,61,52.8,198,375
175,176,176,Kenneth Staton,59,52.42,184,351
176,177,177,Rich Beem,80,52.35,267,510
177,178,178,Sergio Garcia,62,52.3,182,348
178,179,179,"Dave Stockton, Jr.",79,52.24,268,513
179,180,180,Todd Barranger,78,52.1,273,524
180,181,181,Mark O'Meara,69,52.03,243,467
181,182,182,Mike Grob,83,51.87,250,482
182,183,183,Cameron Yancey,58,51.46,211,410
183,T184,T184,Ty Tryon,52,51.23,187,365
184,T184,T184,Vance Veazey,66,51.23,229,447
185,186,186,Jeff Klein,60,50.36,211,419
186,187,187,John Daly,56,49.72,178,358
187,188,188,Kaname Yokoo,56,49.34,188,381
188,189,189,Michael Clark II,54,48.3,156,323
189,190,190,Chris Smith,92,47.86,246,514
