,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
41,T41,T41,Luke Donald,88,69.23,9.0,13
42,T41,T41,Cliff Kresge,102,69.23,9.0,13
43,T41,T41,Jeff Maggert,81,69.23,9.0,13
44,T41,T41,Corey Pavin,88,69.23,9.0,13
45,T46,T46,Billy Andrade,100,66.67,8.0,12
46,T46,T46,Cameron Beckman,86,66.67,4.0,6
47,T46,T46,Mark Brooks,90,66.67,12.0,18
48,T46,T46,David Frost,80,66.67,6.0,9
49,T46,T46,Bernhard Langer,65,66.67,2.0,3
50,T46,T46,Scott McCarron,86,66.67,6.0,9
51,T46,T46,Rocco Mediate,80,66.67,6.0,9
52,T46,T46,Carl Paulson,101,66.67,8.0,12
53,T46,T46,Adam Scott,52,66.67,2.0,3
54,T46,T46,Garrett Willis,97,66.67,8.0,12
55,T46,T46,Tiger Woods,74,66.67,4.0,6
56,57,57,Skip Kendall,110,65.22,15.0,23
57,58,58,Fred Funk,112,65.0,13.0,20
58,T59,T59,Greg Chalmers,98,64.71,11.0,17
59,T59,T59,Rod Pampling,87,64.71,11.0,17
60,T59,T59,Hidemichi Tanaka,112,64.71,11.0,17
61,T62,T62,Tom Byrum,97,64.29,9.0,14
62,T62,T62,Geoff Ogilvy,86,64.29,9.0,14
63,T64,T64,Aaron Barber,94,63.64,7.0,11
64,T64,T64,Paul Goydos,86,63.64,7.0,11
65,T64,T64,Brian Henninger,56,63.64,7.0,11
66,T64,T64,Tom Lehman,87,63.64,7.0,11
67,T64,T64,John Senden,111,63.64,7.0,11
68,T64,T64,David Sutherland,77,63.64,7.0,11
69,T70,T70,Stuart Appleby,90,62.5,5.0,8
70,T70,T70,Stewart Cink,104,62.5,5.0,8
71,T70,T70,Robert Damron,96,62.5,10.0,16
72,T70,T70,Dan Forsman,98,62.5,5.0,8
73,T70,T70,Anthony Painter,87,62.5,10.0,16
74,T70,T70,Dicky Pride,73,62.5,5.0,8
75,T70,T70,Loren Roberts,87,62.5,5.0,8
76,T77,T77,Steve Allan,53,60.0,6.0,10
77,T77,T77,Ben Crane,94,60.0,6.0,10
78,T77,T77,Kenichi Kuboya,91,60.0,6.0,10
79,T77,T77,Scott Laycock,71,60.0,6.0,10
80,T77,T77,Ian Leggatt,71,60.0,6.0,10
81,T77,T77,Andrew Magee,91,60.0,6.0,10
82,T77,T77,Mark O'Meara,69,60.0,3.0,5
83,T77,T77,Rory Sabbatini,95,60.0,6.0,10
84,T77,T77,Vijay Singh,106,60.0,9.0,15
85,T77,T77,Vance Veazey,66,60.0,3.0,5
86,87,87,Jay Williamson,93,58.82,10.0,17
87,T88,T88,Woody Austin,107,58.33,7.0,12
88,T88,T88,Pat Bates,111,58.33,7.0,12
89,T88,T88,Jim Carter,95,58.33,7.0,12
90,T88,T88,Matt Gogel,77,58.33,7.0,12
91,T92,T92,Brian Bateman,70,57.14,8.0,14
92,T92,T92,Rich Beem,80,57.14,4.0,7
93,T92,T92,Marco Dawson,86,57.14,8.0,14
94,T92,T92,Jay Haas,89,57.14,4.0,7
95,T92,T92,Jonathan Kaye,91,57.14,4.0,7
96,T92,T92,Hank Kuehne,73,57.14,8.0,14
97,T92,T92,Davis Love III,85,57.14,4.0,7
98,T92,T92,Phil Mickelson,87,57.14,8.0,14
99,T92,T92,Deane Pappas,75,57.14,4.0,7
100,T92,T92,Nick Price,65,57.14,8.0,14
101,T92,T92,Patrick Sheehan,101,57.14,8.0,14
102,T103,T103,Dudley Hart,66,56.25,9.0,16
103,T103,T103,Bob Tway,89,56.25,9.0,16
104,T105,T105,Olin Browne,113,55.56,5.0,9
105,T105,T105,Brad Faxon,97,55.56,5.0,9
106,T105,T105,Charles Howell III,120,55.56,5.0,9
107,T105,T105,Billy Mayfair,105,55.56,5.0,9
108,T105,T105,David Peoples,96,55.56,5.0,9
109,T105,T105,Brett Quigley,92,55.56,5.0,9
110,T105,T105,Chris Smith,92,55.56,5.0,9
111,T112,T112,Bob Estes,92,54.55,6.0,11
112,T112,T112,Carlos Franco,99,54.55,6.0,11
113,T112,T112,Robert Gamez,114,54.55,6.0,11
114,T112,T112,Tom Gillis,71,54.55,6.0,11
115,T112,T112,Neal Lancaster,110,54.55,6.0,11
116,T112,T112,Len Mattiace,94,54.55,6.0,11
117,T112,T112,Carl Pettersson,80,54.55,6.0,11
118,T112,T112,Kirk Triplett,92,54.55,6.0,11
119,120,120,Aaron Baddeley,71,53.85,7.0,13
120,121,121,Stephen Ames,91,52.38,11.0,21
121,T122,T122,Tommy Armour III,66,50.0,4.0,8
122,T122,T122,Paul Azinger,73,50.0,5.0,10
123,T122,T122,Jonathan Byrd,101,50.0,6.0,12
124,T122,T122,Darren Clarke,61,50.0,1.0,2
125,T122,T122,John Daly,56,50.0,1.0,2
126,T122,T122,Chris DiMarco,98,50.0,6.0,12
127,T122,T122,Sergio Garcia,62,50.0,2.0,4
128,T122,T122,Retief Goosen,69,50.0,1.0,2
129,T122,T122,John Huston,76,50.0,5.0,10
130,T122,T122,Frank Lickliter II,94,50.0,7.0,14
131,T122,T122,Spike McRoy,103,50.0,5.0,10
132,T122,T122,Brenden Pappas,105,50.0,5.0,10
133,T122,T122,Jesper Parnevik,102,50.0,3.0,6
134,T122,T122,Pat Perez,95,50.0,5.0,10
135,T122,T122,John Riegger,55,50.0,3.0,6
136,T122,T122,Gene Sauers,87,50.0,7.0,14
137,T122,T122,Steve Stricker,59,50.0,1.0,2
138,T122,T122,Scott Verplank,97,50.0,10.0,20
139,T140,T140,Mike Heinen,89,46.15,6.0,13
140,T140,T140,Glen Hnatiuk,92,46.15,6.0,13
141,T140,T140,Kent Jones,74,46.15,6.0,13
142,T140,T140,Jeff Sluman,106,46.15,6.0,13
143,T144,T144,Jeff Brehaut,110,45.45,5.0,11
144,T144,T144,Thomas Levet,85,45.45,5.0,11
145,T144,T144,J.L. Lewis,99,45.45,5.0,11
146,T144,T144,Tim Petrovic,108,45.45,5.0,11
147,T144,T144,Dean Wilson,82,45.45,5.0,11
148,T144,T144,Cameron Yancey,58,45.45,5.0,11
149,T150,T150,Mark Calcavecchia,84,44.44,4.0,9
150,T150,T150,J.P. Hayes,79,44.44,4.0,9
151,T150,T150,Peter Lonard,96,44.44,8.0,18
152,T150,T150,Darron Stiles,93,44.44,8.0,18
153,T150,T150,Esteban Toledo,109,44.44,4.0,9
154,T155,T155,Jason Caron,74,42.86,3.0,7
155,T155,T155,José Coceres,62,42.86,6.0,14
156,T155,T155,Ben Curtis,69,42.86,6.0,14
157,T155,T155,Joel Edwards,60,42.86,3.0,7
158,T155,T155,Richard Johnson,89,42.86,3.0,7
159,T155,T155,Kenny Perry,98,42.86,3.0,7
160,T155,T155,David Toms,90,42.86,3.0,7
161,T155,T155,Kaname Yokoo,56,42.86,3.0,7
162,163,163,Hal Sutton,81,41.67,5.0,12
163,T164,T164,Chad Campbell,105,41.18,7.0,17
164,T164,T164,Chris Riley,96,41.18,7.0,17
165,T166,T166,Michael Clark II,54,40.0,2.0,5
166,T166,T166,Jeff Klein,60,40.0,4.0,10
167,168,168,Shaun Micheel,97,38.46,5.0,13
168,T169,T169,Jay Don Blake,77,37.5,3.0,8
169,T169,T169,David Gossett,92,37.5,3.0,8
170,T169,T169,J.J. Henry,100,37.5,3.0,8
171,T169,T169,Brandt Jobe,77,37.5,3.0,8
172,173,173,Todd Fischer,97,36.84,7.0,19
173,174,174,Andy Miller,75,36.36,4.0,11
174,175,175,Heath Slocum,101,35.71,5.0,14
175,T176,T176,Fred Couples,71,33.33,2.0,6
176,T176,T176,Joey Sindelar,93,33.33,1.0,3
177,T176,T176,Kenneth Staton,59,33.33,2.0,6
178,T176,T176,"Dave Stockton, Jr.",79,33.33,2.0,6
179,T176,T176,Ty Tryon,52,33.33,2.0,6
180,T181,T181,Mike Grob,83,28.57,2.0,7
181,T181,T181,Peter Jacobsen,75,28.57,2.0,7
182,183,183,Duffy Waldorf,90,26.67,4.0,15
183,184,184,Briny Baird,113,25.0,2.0,8
184,185,185,Glen Day,103,21.43,3.0,14
185,T186,T186,Harrison Frazar,88,16.67,1.0,6
186,T186,T186,Steve Lowery,86,16.67,1.0,6
187,T186,T186,Akio Sadakata,83,16.67,2.0,12
188,189,189,Bob Burns,88,12.5,1.0,8
189,190,190,Brent Schwarzrock,60,0.0,,3
